5013719610418-99.9 13.7  0.009900 12.5-99.9-99.9-99.9-9.9 9917.5 95 15.4   6  4.8-9.9-9.9
5013719610419-99.9  7.6  0.009900  7.5-99.9-99.9-99.9-9.9 9912.6 74 10.4   4  3.2-9.9-9.9
5013719610420-99.9 11.5  0.009900  9.8-99.9-99.9-99.9-9.9 9913.8 69 11.8   4  3.2-9.9-9.9
5013719610421-99.9 11.0  1.519900  9.0-99.9-99.9-99.9-9.9 9915.7 79 13.7   6  4.8-9.9-9.9
5013719610422-99.9 10.5  0.009900  9.0-99.9-99.9-99.9-9.9 9913.8 85 11.8   6  4.8-9.9-9.9
5013719610423-99.9  8.3  0.009900  5.2-99.9-99.9-99.9-9.9 9911.5 69  9.0   4  3.2-9.9-9.9
5013719610424-99.9  2.5  0.009900  0.5-99.9-99.9-99.9-9.9 99 8.6 74  4.8   2  1.6-9.9-9.9
5013719610425-99.9  3.7  0.009900  0.5-99.9-99.9-99.9-9.9 9910.8 67  8.1   2  1.6-9.9-9.9
5013719610426-99.9  9.0  0.009900  4.5-99.9-99.9-99.9-9.9 9912.1 63  9.8   4  3.2-9.9-9.9
5013719610427-99.9  6.0  0.009900  3.5-99.9-99.9-99.9-9.9 99 9.3 68  5.9   4  3.2-9.9-9.9
5013719610428-99.9  7.9  0.009900  4.4-99.9-99.9-99.9-9.9 9910.2 63  7.3   4  3.2-9.9-9.9
5013719610429-99.9  8.9  0.009900  4.7-99.9-99.9-99.9-9.9 9915.5 73 13.5   7  5.6-9.9-9.9
5013719610430-99.9 11.9  0.009900  9.1-99.9-99.9-99.9-9.9 99-9.9-99-99.9   1  0.8-9.9-9.9
5013719610501-99.9 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 9915.8 81 13.8   2  1.6-9.9-9.9
5013719610502-99.9 10.5  0.009900-99.9-99.9-99.9-99.9-9.9 9915.8 84 13.8   2  1.6-9.9-9.9
5013719610503-99.9 11.4  0.009900  7.0-99.9-99.9-99.9-9.9 9915.3 75 13.3   7  5.6-9.9-9.9
5013719610504-99.9 11.0  0.009900  6.5-99.9-99.9-99.9-9.9 9914.6 70 12.6   7  5.6-9.9-9.9
5013719610505-99.9 15.0  0.009900-99.9-99.9-99.9-99.9-9.9 9917.5 79 15.4   3  2.4-9.9-9.9
5013719610506-99.9 12.7  0.009900-99.9-99.9-99.9-99.9-9.9 9912.3 75 10.0   7  5.6-9.9-9.9
5013719610507-99.9  5.9  0.009900  3.4-99.9-99.9-99.9-9.9 9910.5 61  7.7   4  3.2-9.9-9.9
5013719610508-99.9  9.6  0.009900-99.9-99.9-99.9-99.9-9.9 9913.6 75 11.5   6  4.8-9.9-9.9
5013719610509-99.9 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 9911.5 78  9.0   6  4.8-9.9-9.9
