5000719680101 33.4 17.2  2.219999 17.3-99.9-99.9-99.9-9.9 9918.1 59 15.9   2  1.6-9.9-9.9
5000719680102 21.8 11.7 15.519999 16.2-99.9-99.9-99.9-9.9 9915.6 85 13.6   9  7.2-9.9-9.9
5000719680103 21.7 11.2  0.319999 11.3-99.9-99.9-99.9-9.9 9912.7 69 10.5   4  3.2-9.9-9.9
5000719680104 21.7 11.7  0.009999 11.9-99.9-99.9-99.9-9.9 9913.4 62 11.3   2  1.6-9.9-9.9
5000719680105 27.3 15.2  0.009999 15.3-99.9-99.9-99.9-9.9 9914.0 55 12.0   6  4.8-9.9-9.9
5000719680106 29.9 13.2  0.009999 13.3-99.9-99.9-99.9-9.9 9914.9 51 12.9   4  3.2-9.9-9.9
5000719680107 32.2 16.2  0.009999 16.3-99.9-99.9-99.9-9.9 9917.0 53 15.0   2  1.6-9.9-9.9
5000719680108 32.2 16.0  8.019999 16.1-99.9-99.9-99.9-9.9 9919.8 68 17.3   7  5.6-9.9-9.9
5000719680109 33.7 15.0  0.009999 15.2-99.9-99.9-99.9-9.9 9917.2 51 15.1   6  4.8-9.9-9.9
5000719680110 32.0 16.2  0.009999 15.3-99.9-99.9-99.9-9.9 9917.2 52 15.1   4  3.2-9.9-9.9
5000719680111 29.4 17.2  0.009999 17.3-99.9-99.9-99.9-9.9 9917.7 61 15.6   7  5.6-9.9-9.9
5000719680112 31.9 17.9  0.419999 18.1-99.9-99.9-99.9-9.9 9917.1 54 15.0  11  8.8-9.9-9.9
5000719680113 32.7 14.7 18.519999 14.9-99.9-99.9-99.9-9.9 9917.3 57 15.2  14 11.2-9.9-9.9
5000719680114 27.1 16.1  1.419999 16.2-99.9-99.9-99.9-9.9 9917.0 68 15.0   6  4.8-9.9-9.9
5000719680115 24.4 16.0  6.919999 16.9-99.9-99.9-99.9-9.9 9917.3 75 15.2   7  5.6-9.9-9.9
5000719680116 27.4 13.8  0.009999 13.9-99.9-99.9-99.9-9.9 9916.0 67 14.0   7  5.6-9.9-9.9
5000719680117 29.4 13.7  0.009999 13.9-99.9-99.9-99.9-9.9 9915.4 54 13.4   6  4.8-9.9-9.9
5000719680118 30.1 16.7  0.009999 16.9-99.9-99.9-99.9-9.9 9917.5 60 15.4   7  5.6-9.9-9.9
5000719680119 30.9 13.1  0.009999 13.3-99.9-99.9-99.9-9.9 9918.4 57 16.2   4  3.2-9.9-9.9
5000719680120 28.2 18.7  0.009999 18.9-99.9-99.9-99.9-9.9 9916.3 58 14.3   6  4.8-9.9-9.9
5000719680121 30.5 11.3  0.009999 11.3-99.9-99.9-99.9-9.9 9915.9 53 13.9   7  5.6-9.9-9.9
5000719680122 29.5 15.2  0.419999 14.9-99.9-99.9-99.9-9.9 9916.1 55 14.1   4  3.2-9.9-9.9
5000719680123 22.0 14.5 11.419999 14.9-99.9-99.9-99.9-9.9 9914.2 78 12.2   8  6.4-9.9-9.9
5000719680124 24.1 10.7  0.119999 10.4-99.9-99.9-99.9-9.9 9914.3 68 12.3   6  4.8-9.9-9.9
5000719680125 27.7  9.7  0.009999  9.9-99.9-99.9-99.9-9.9 9916.2 64 14.2   6  4.8-9.9-9.9
5000719680126 28.2 13.3  0.009999 13.4-99.9-99.9-99.9-9.9 9915.2 69 13.2   6  4.8-9.9-9.9
5000719680127 28.4 14.1  0.009999 13.9-99.9-99.9-99.9-9.9 9918.9 70 16.6   7  5.6-9.9-9.9
5000719680128 30.1 15.7  0.009999 15.5-99.9-99.9-99.9-9.9 9917.0 57 15.0   6  4.8-9.9-9.9
5000719680129 21.6 14.1 18.819999 15.3-99.9-99.9-99.9-9.9 9918.2 82 16.0   4  3.2-9.9-9.9
5000719680130 25.2 15.1  5.619999 15.5-99.9-99.9-99.9-9.9 9919.3 85 16.9   6  4.8-9.9-9.9
5000719680131 22.9 15.6 22.319999 15.9-99.9-99.9-99.9-9.9 9918.7 83 16.4   4  3.2-9.9-9.9
5000719680201 24.9 15.5  1.619999 15.9-99.9-99.9-99.9-9.9 9920.0 92 17.5   6  4.8-9.9-9.9
5000719680202 24.9 16.7  0.009999 16.4-99.9-99.9-99.9-9.9 9920.1 82 17.6   4  3.2-9.9-9.9
5000719680203 26.3 15.9  9.619999 15.4-99.9-99.9-99.9-9.9 9920.1 82 17.6   6  4.8-9.9-9.9
5000719680204 28.6 15.2 23.419999 14.9-99.9-99.9-99.9-9.9 9919.2 75 16.9   7  5.6-9.9-9.9
5000719680205 28.5 15.3  1.019999 14.9-99.9-99.9-99.9-9.9 9920.6 77 18.0   4  3.2-9.9-9.9
5000719680206 28.1 14.7 13.519999 14.4-99.9-99.9-99.9-9.9 9921.1 77 18.4   7  5.6-9.9-9.9
5000719680207 26.9 15.7  0.009999 15.9-99.9-99.9-99.9-9.9 9919.9 79 17.4   4  3.2-9.9-9.9
5000719680208 27.9 14.5  0.009999 14.4-99.9-99.9-99.9-9.9 9921.2 73 18.4   4  3.2-9.9-9.9
5000719680209 30.1 16.7  1.419999 16.3-99.9-99.9-99.9-9.9 9923.5 74 20.1   7  5.6-9.9-9.9
5000719680210 27.1 18.5  1.819999 18.4-99.9-99.9-99.9-9.9 9922.1 84 19.1   7  5.6-9.9-9.9
5000719680211 26.4 16.7  2.619999 15.9-99.9-99.9-99.9-9.9 9921.9 80 19.0   9  7.2-9.9-9.9
5000719680212 27.3 16.2 12.419999 18.4-99.9-99.9-99.9-9.9 9921.2 84 18.4   4  3.2-9.9-9.9
5000719680213 25.9 14.7  0.619999 14.4-99.9-99.9-99.9-9.9 9921.0 80 18.3   7  5.6-9.9-9.9
5000719680214 25.4 17.2  8.419999 15.5-99.9-99.9-99.9-9.9 9920.3 82 17.7   7  5.6-9.9-9.9
5000719680215 25.1 15.2  6.419999 15.3-99.9-99.9-99.9-9.9 9919.9 81 17.4  11  8.8-9.9-9.9
5000719680216 24.9 16.7  5.719999 16.3-99.9-99.9-99.9-9.9 9921.0 88 18.3   2  1.6-9.9-9.9
5000719680217 26.6 16.7  0.009999 16.9-99.9-99.9-99.9-9.9 9919.9 79 17.4   9  7.2-9.9-9.9
5000719680218 26.4 13.7  0.009999 18.4-99.9-99.9-99.9-9.9 9918.7 79 16.4   7  5.6-9.9-9.9
5000719680219 26.5 18.5  0.009999 18.4-99.9-99.9-99.9-9.9 9919.4 74 17.0   6  4.8-9.9-9.9
5000719680220 27.5 15.7  0.009999 15.1-99.9-99.9-99.9-9.9 9920.8 74 18.1   7  5.6-9.9-9.9
5000719680221 27.9 17.2  0.009999 17.4-99.9-99.9-99.9-9.9 9920.8 80 18.1   4  3.2-9.9-9.9
5000719680222 27.7 14.2 18.219999 13.9-99.9-99.9-99.9-9.9 9919.1 86 16.8   6  4.8-9.9-9.9
5000719680223 18.0 13.8  2.619999 14.4-99.9-99.9-99.9-9.9 9916.8 93 14.8   7  5.6-9.9-9.9
5000719680224 22.3 14.1  0.219999 15.4-99.9-99.9-99.9-9.9 9918.2 87 16.0   2  1.6-9.9-9.9
5000719680225 21.7 16.1  0.319999-99.9-99.9-99.9-99.9-9.9 9919.8 91 17.3   4  3.2-9.9-9.9
5000719680226 27.6 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 79 18.2   6  4.8-9.9-9.9
5000719680227 28.9 14.7  0.009999 14.4-99.9-99.9-99.9-9.9 9920.8 74 18.1   6  4.8-9.9-9.9
5000719680228 29.4 17.1  0.009999 16.9-99.9-99.9-99.9-9.9 9920.0 70 17.5   7  5.6-9.9-9.9
5000719680229 29.8 14.1  0.009999 13.9-99.9-99.9-99.9-9.9 9919.9 68 17.4   6  4.8-9.9-9.9
5000719680301 29.9 15.2  0.009999 14.7-99.9-99.9-99.9-9.9 9919.7 71 17.3   6  4.8-9.9-9.9
5000719680302 30.2 16.2  0.009999 15.7-99.9-99.9-99.9-9.9 9917.1 62 15.0   6  4.8-9.9-9.9
5000719680303 29.9 13.7  0.009999 13.3-99.9-99.9-99.9-9.9 9916.2 60 14.2   9  7.2-9.9-9.9
5000719680304 30.7 11.7  0.009999 11.4-99.9-99.9-99.9-9.9 9916.9 63 14.9   6  4.8-9.9-9.9
5000719680305 30.9 13.2  0.009999 12.1-99.9-99.9-99.9-9.9 9918.1 69 15.9  15 12.0-9.9-9.9
5000719680306 28.9 13.6  0.009999 12.8-99.9-99.9-99.9-9.9 9918.7 66 16.4   6  4.8-9.9-9.9
5000719680307 29.6 17.6  0.009999 16.4-99.9-99.9-99.9-9.9 9919.8 73 17.3   6  4.8-9.9-9.9
5000719680308 29.9 18.7  0.009999 17.4-99.9-99.9-99.9-9.9 9919.8 71 17.3   7  5.6-9.9-9.9
5000719680309 31.9 14.7 43.819999-99.9-99.9-99.9-99.9-9.9 9920.1 77 17.6   7  5.6-9.9-9.9
5000719680310 21.0 15.3  1.819999-99.9-99.9-99.9-99.9-9.9 9916.2 81 14.2   7  5.6-9.9-9.9
5000719680311 21.4 13.2  0.009999 12.9-99.9-99.9-99.9-9.9 9915.3 78 13.3   6  4.8-9.9-9.9
5000719680312 23.2 14.9  0.009999 15.1-99.9-99.9-99.9-9.9 9918.0 81 15.8   4  3.2-9.9-9.9
5000719680313 26.9 12.2  0.919999 12.0-99.9-99.9-99.9-9.9 9919.3 79 16.9   6  4.8-9.9-9.9
5000719680314 29.7 13.7 30.819999 13.4-99.9-99.9-99.9-9.9 9920.8 76 18.1   6  4.8-9.9-9.9
5000719680315 21.6 10.1 13.719999 14.9-99.9-99.9-99.9-9.9 9913.9 95 11.9  11  8.8-9.9-9.9
5000719680316 13.4  7.1  1.019999  7.4-99.9-99.9-99.9-9.9 9910.4 84  7.5   2  1.6-9.9-9.9
5000719680317 16.4  8.7  0.119999  8.9-99.9-99.9-99.9-9.9 9911.3 76  8.8   6  4.8-9.9-9.9
5000719680318 15.8 10.2  0.009999 10.6-99.9-99.9-99.9-9.9 9913.2 88 11.1   4  3.2-9.9-9.9
5000719680319 23.9 10.2  0.009999  9.2-99.9-99.9-99.9-9.9 9916.0 75 14.0   6  4.8-9.9-9.9
5000719680320 25.2 12.2  0.009999 11.4-99.9-99.9-99.9-9.9 9918.1 80 15.9   4  3.2-9.9-9.9
5000719680321 28.4 12.7  0.009999 11.9-99.9-99.9-99.9-9.9 9918.7 75 16.4   6  4.8-9.9-9.9
