5015619920101 21.4 19.1110.619999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5015619920102 20.4 16.0  2.719999-99.9-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 8.1-9.9
5015619920103 23.3 15.0  0.719999-99.9-99.9-99.9-99.9 6.4 45-9.9-99-99.9 -99-99.919.1-9.9
5015619920104 28.5 13.4  0.009999-99.9-99.9-99.9-99.910.2 71-9.9-99-99.9 -99-99.925.6-9.9
5015619920105 30.6 20.0  0.009999-99.9-99.9-99.9-99.910.4 73-9.9-99-99.9 -99-99.925.9-9.9
5015619920106 24.8 21.5  0.009999-99.9-99.9-99.9-99.9 1.4 10-9.9-99-99.9 -99-99.910.4-9.9
5015619920107 29.3 19.6  0.009999-99.9-99.9-99.9-99.9 9.1 64-9.9-99-99.9 -99-99.923.7-9.9
5015619920108 28.0 22.0  1.419999-99.9-99.9-99.9-99.9 9.1 64-9.9-99-99.9 -99-99.923.6-9.9
5015619920109 31.8 21.7  0.009999-99.9-99.9-99.9-99.910.3 72-9.9-99-99.9 -99-99.925.7-9.9
5015619920110 30.1 20.8  0.009999-99.9-99.9-99.9-99.910.5 74-9.9-99-99.9 -99-99.926.0-9.9
5015619920111 29.7 19.9  0.009999-99.9-99.9-99.9-99.910.3 72-9.9-99-99.9 -99-99.925.6-9.9
5015619920112 27.0 21.0  0.009999-99.9-99.9-99.9-99.9 9.3 65-9.9-99-99.9 -99-99.923.9-9.9
5015619920113 29.1 17.8  0.009999-99.9-99.9-99.9-99.910.5 74-9.9-99-99.9 -99-99.925.9-9.9
5015619920114 23.9 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5015619920115 22.7 10.6  0.009999-99.9-99.9-99.9-99.910.2 72-9.9-99-99.9 -99-99.925.4-9.9
5015619920116 26.5 12.0  0.009999-99.9-99.9-99.9-99.9 9.3 66-9.9-99-99.9 -99-99.923.8-9.9
5015619920117 31.7 18.3  0.009999-99.9-99.9-99.9-99.9 9.7 69-9.9-99-99.9 -99-99.924.4-9.9
5015619920118 29.8 19.9  0.009999-99.9-99.9-99.9-99.910.3 73-9.9-99-99.9 -99-99.925.4-9.9
5015619920119 33.5 22.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5015619920120 31.5 23.5  0.009999-99.9-99.9-99.9-99.9 3.2 23-9.9-99-99.9 -99-99.913.3-9.9
5015619920121 30.0 20.8  0.009999-99.9-99.9-99.9-99.910.4 74-9.9-99-99.9 -99-99.925.5-9.9
5015619920122 31.0 23.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5015619920123 29.3 22.4  0.009999-99.9-99.9-99.9-99.910.6 76-9.9-99-99.9 -99-99.925.8-9.9
5015619920124 27.5 21.5  0.009999-99.9-99.9-99.9-99.9 9.5 68-9.9-99-99.9 -99-99.923.9-9.9
5015619920125 29.2 21.9  4.619999-99.9-99.9-99.9-99.9 5.6 40-9.9-99-99.9 -99-99.917.2-9.9
