5018819780929-99.9 10.7  0.009900-99.9-99.9-99.9-99.9-9.9 9913.5 65 11.4  16 12.8-9.9-9.9
5018819780930-99.9 11.0  2.519900-99.9-99.9-99.9-99.9-9.9 9917.7 72 15.6   6  4.8-9.9-9.9
5018819781001-99.9 11.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.5 50  2.9  14 11.2-9.9-9.9
5018819781002-99.9  5.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.5 64  2.9  11  8.8-9.9-9.9
5018819781003-99.9  6.8  0.319900-99.9-99.9-99.9-99.9-9.9 9910.8 84  8.1   6  4.8-9.9-9.9
5018819781004-99.9 10.2  0.009900-99.9-99.9-99.9-99.9-9.9 9914.0 92 12.0   4  3.2-9.9-9.9
5018819781005-99.9 13.8  0.219900-99.9-99.9-99.9-99.9-9.9 9917.2 90 15.1   4  3.2-9.9-9.9
5018819781006-99.9 16.4  0.719900-99.9-99.9-99.9-99.9-9.9 9921.1100 18.4   4  3.2-9.9-9.9
5018819781007-99.9 18.0  1.019900-99.9-99.9-99.9-99.9-9.9 9922.9 93 19.7   4  3.2-9.9-9.9
5018819781008-99.9 16.7  0.919900-99.9-99.9-99.9-99.9-9.9 9916.8 75 14.8   4  3.2-9.9-9.9
5018819781009-99.9  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 48  6.7   4  3.2-9.9-9.9
5018819781010-99.9 13.2  3.419900-99.9-99.9-99.9-99.9-9.9 9916.5 60 14.5  16 12.8-9.9-9.9
5018819781011-99.9 10.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.4 60  4.5  20 16.0-9.9-9.9
5018819781012-99.9  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 54  5.0   4  3.2-9.9-9.9
5018819781013-99.9  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 47  5.4   9  7.2-9.9-9.9
5018819781014-99.9  6.2  2.019900-99.9-99.9-99.9-99.9-9.9 9911.8 71  9.4   4  3.2-9.9-9.9
5018819781015-99.9  8.7  0.009900-99.9-99.9-99.9-99.9-9.9 9910.7 72  8.0   4  3.2-9.9-9.9
5018819781016-99.9  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 47  3.4   9  7.2-9.9-9.9
5018819781017-99.9  4.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 68  6.4  11  8.8-9.9-9.9
5018819781018-99.9  6.4  5.219900-99.9-99.9-99.9-99.9-9.9 9912.1 84  9.8   7  5.6-9.9-9.9
5018819781019-99.9 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 9912.7 74 10.5   4  3.2-9.9-9.9
5018819781020-99.9 12.7  0.009900-99.9-99.9-99.9-99.9-9.9 9914.7 61 12.7  19 15.2-9.9-9.9
5018819781021-99.9 12.7  0.009900-99.9-99.9-99.9-99.9-9.9 9910.9 53  8.2   9  7.2-9.9-9.9
5018819781022-99.9 12.6  0.009900-99.9-99.9-99.9-99.9-9.9 9913.7 60 11.6  13 10.4-9.9-9.9
5018819781023-99.9 14.7  0.009900-99.9-99.9-99.9-99.9-9.9 9918.4 67 16.2   4  3.2-9.9-9.9
5018819781024-99.9 12.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 43  5.8   7  5.6-9.9-9.9
5018819781025-99.9  8.2  0.009900-99.9-99.9-99.9-99.9-9.9 9910.2 47  7.3  11  8.8-9.9-9.9
5018819781026-99.9 13.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 39  5.8   6  4.8-9.9-9.9
5018819781027-99.9 13.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.8 59 12.8   4  3.2-9.9-9.9
5018819781028-99.9 14.0  2.519900-99.9-99.9-99.9-99.9-9.9 9914.0 65 12.0   6  4.8-9.9-9.9
5018819781029-99.9  6.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 53  6.4   7  5.6-9.9-9.9
5018819781030-99.9  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.1 45  5.6   4  3.2-9.9-9.9
5018819781031-99.9  3.7  0.009900-99.9-99.9-99.9-99.9-9.9 9910.4 55  7.5   4  3.2-9.9-9.9
5018819781101 29.9  5.4  2.219900  0.7-99.9-99.9-99.9-9.9 9911.0 44  8.4   9  7.2-9.9-9.9
5018819781102 22.0 14.4  8.219900 10.1-99.9-99.9-99.9-9.9 9917.8100 15.7  11  8.8-9.9-9.9
5018819781103 22.9 10.0  0.009900  8.2-99.9-99.9-99.9-9.9 9916.3 84 14.3   4  3.2-9.9-9.9
5018819781104 29.4 11.0  0.009900  8.2-99.9-99.9-99.9-9.9 9916.1 65 14.1   7  5.6-9.9-9.9
5018819781105 32.3  9.0  0.009900  6.2-99.9-99.9-99.9-9.9 9914.2 48 12.2  14 11.2-9.9-9.9
5018819781106 23.3 10.0  0.009900  8.2-99.9-99.9-99.9-9.9 9910.9 51  8.2  14 11.2-9.9-9.9
5018819781107 32.1 11.0  7.819900  9.2-99.9-99.9-99.9-9.9 9916.8 60 14.8   9  7.2-9.9-9.9
5018819781108 29.1 13.0  0.009900 11.7-99.9-99.9-99.9-9.9 9911.6 47  9.2   4  3.2-9.9-9.9
5018819781109 26.9  8.0  0.009900  5.7-99.9-99.9-99.9-9.9 9910.0 45  7.0   4  3.2-9.9-9.9
5018819781110 25.9  7.0  0.009900  4.7-99.9-99.9-99.9-9.9 9911.1 52  8.5   6  4.8-9.9-9.9
5018819781111 24.1  8.0  0.009900  6.2-99.9-99.9-99.9-9.9 99 8.5 47  4.6   7  5.6-9.9-9.9
5018819781112 27.1  6.0  0.009900  3.2-99.9-99.9-99.9-9.9 99 9.9 41  6.8   6  4.8-9.9-9.9
5018819781113 22.4 10.0  3.519900  8.6-99.9-99.9-99.9-9.9 9913.5 75 11.4  16 12.8-9.9-9.9
5018819781114 27.3 12.5  2.019900 11.1-99.9-99.9-99.9-9.9 9915.0 58 13.0   6  4.8-9.9-9.9
5018819781115 22.5 12.8 11.719900 11.0-99.9-99.9-99.9-9.9 9916.2 85 14.2   9  7.2-9.9-9.9
5018819781116 17.9 13.0  9.719900 13.0-99.9-99.9-99.9-9.9 9917.1100 15.0   4  3.2-9.9-9.9
5018819781117 26.9 10.4 32.519900 10.6-99.9-99.9-99.9-9.9 9916.5 81 14.5   4  3.2-9.9-9.9
5018819781118 21.3 12.0  1.719900 11.2-99.9-99.9-99.9-9.9 9915.8 84 13.8   9  7.2-9.9-9.9
5018819781119 22.8  9.0 11.519900  8.0-99.9-99.9-99.9-9.9 9913.9 83 11.9  12  9.6-9.9-9.9
5018819781120 22.9  6.0  0.009900  5.2-99.9-99.9-99.9-9.9 9911.4 65  8.9   4  3.2-9.9-9.9
5018819781121 24.5  7.0  6.719900  5.7-99.9-99.9-99.9-9.9 9913.1 72 11.0   6  4.8-9.9-9.9
5018819781122 24.3  8.0  0.009900  7.2-99.9-99.9-99.9-9.9 9912.5 62 10.3   6  4.8-9.9-9.9
5018819781123 28.4 11.0  0.009900 10.2-99.9-99.9-99.9-9.9 9916.3 58 14.3  15 12.0-9.9-9.9
5018819781124 31.7 16.5 30.019900 16.2-99.9-99.9-99.9-9.9 9920.3 74 17.7   4  3.2-9.9-9.9
5018819781125 25.5 17.8  0.009900 17.2-99.9-99.9-99.9-9.9 9919.4 81 17.0   6  4.8-9.9-9.9
5018819781126 26.1 13.4  0.009900 11.2-99.9-99.9-99.9-9.9 9910.6 45  7.8  17 13.6-9.9-9.9
5018819781127 27.1 12.5  0.009900 10.7-99.9-99.9-99.9-9.9 9911.9 52  9.5  11  8.8-9.9-9.9
5018819781128 32.9 11.0  0.009900  9.2-99.9-99.9-99.9-9.9 9915.9 52 13.9   6  4.8-9.9-9.9
5018819781129 31.4 18.0  0.009900 17.6-99.9-99.9-99.9-9.9 9924.4 74 20.7   4  3.2-9.9-9.9
5018819781130 31.9 19.0  0.519900 18.4-99.9-99.9-99.9-9.9 9921.8 67 18.9   9  7.2-9.9-9.9
5018819781201 29.9 17.4  0.009900 17.2-99.9-99.9-99.9-9.9 9911.5 41  9.0  11  8.8-9.9-9.9
5018819781202 31.5 11.4 11.019900 11.0-99.9-99.9-99.9-9.9 9918.3 65 16.1   6  4.8-9.9-9.9
5018819781203 22.9 11.4 22.919900 11.9-99.9-99.9-99.9-9.9 9914.1100 12.1   6  4.8-9.9-9.9
5018819781204 23.4 10.0  0.009900  9.2-99.9-99.9-99.9-9.9 9915.4 79 13.4   4  3.2-9.9-9.9
5018819781205 28.4 13.0  0.009900 11.2-99.9-99.9-99.9-9.9 9918.3 69 16.1   7  5.6-9.9-9.9
5018819781206 29.4 14.0  0.009900 13.2-99.9-99.9-99.9-9.9 9914.7 55 12.7  11  8.8-9.9-9.9
5018819781207 31.9 13.0  0.009900 11.7-99.9-99.9-99.9-9.9 9915.9 53 13.9   4  3.2-9.9-9.9
5018819781208 28.7 14.2  0.009900 12.8-99.9-99.9-99.9-9.9 9913.4 52 11.3   7  5.6-9.9-9.9
5018819781209 30.4  9.0  0.009900  7.6-99.9-99.9-99.9-9.9 9912.4 44 10.1   6  4.8-9.9-9.9
5018819781210 33.3 13.0  0.009900 12.2-99.9-99.9-99.9-9.9 9916.1 50 14.1   6  4.8-9.9-9.9
5018819781211 35.9 16.8  0.009900 16.2-99.9-99.9-99.9-9.9 9917.8 50 15.7   9  7.2-9.9-9.9
5018819781212 37.1 18.0  0.009900 17.2-99.9-99.9-99.9-9.9 9921.1 56 18.4   4  3.2-9.9-9.9
5018819781213 31.3 17.9  0.009900 16.7-99.9-99.9-99.9-9.9 9914.1 43 12.1  12  9.6-9.9-9.9
5018819781214 28.9 13.8  1.419900 13.4-99.9-99.9-99.9-9.9 9911.9 44  9.5  11  8.8-9.9-9.9
5018819781215 31.2 15.0  0.009900 13.2-99.9-99.9-99.9-9.9 9918.1 57 15.9  11  8.8-9.9-9.9
5018819781216 31.9 15.8  0.009900 14.8-99.9-99.9-99.9-9.9 9918.6 58 16.4  16 12.8-9.9-9.9
5018819781217 35.9 20.0  1.519900 18.8-99.9-99.9-99.9-9.9 9923.8 61 20.3  11  8.8-9.9-9.9
5018819781218 35.4 17.0  7.519900 15.7-99.9-99.9-99.9-9.9 9917.6 49 15.5   6  4.8-9.9-9.9
5018819781219 31.5 17.0  0.009900 15.7-99.9-99.9-99.9-9.9 9917.5 54 15.4   7  5.6-9.9-9.9
5018819781220 32.7 17.5  0.009900 15.7-99.9-99.9-99.9-9.9 9920.0 60 17.5   7  5.6-9.9-9.9
5018819781221 35.4 12.5  0.009900 10.7-99.9-99.9-99.9-9.9 9912.6 33 10.4   6  4.8-9.9-9.9
5018819781222 27.5 19.5 46.019900 18.2-99.9-99.9-99.9-9.9 9920.2 75 17.7  21 16.8-9.9-9.9
5018819781223 25.9 14.0  0.419900 13.7-99.9-99.9-99.9-9.9 9914.1 67 12.1  17 13.6-9.9-9.9
5018819781224 27.9 12.0  0.009900 10.7-99.9-99.9-99.9-9.9 9916.1 63 14.1   7  5.6-9.9-9.9
5018819781225 31.3 12.0  0.009900 10.0-99.9-99.9-99.9-9.9 9917.4 56 15.3   6  4.8-9.9-9.9
5018819781226 34.9 15.2  0.009900 13.2-99.9-99.9-99.9-9.9 9916.7 46 14.7   6  4.8-9.9-9.9
5018819781227 36.4 18.5  0.009900 17.2-99.9-99.9-99.9-9.9 9919.1 60 16.8   4  3.2-9.9-9.9
5018819781228 29.5 18.5  0.009900 17.2-99.9-99.9-99.9-9.9 9911.0 39  8.4  14 11.2-9.9-9.9
5018819781229 29.9 11.0  0.009900  9.4-99.9-99.9-99.9-9.9 9913.8 53 11.8   4  3.2-9.9-9.9
5018819781230 32.4 10.0  0.009900  9.7-99.9-99.9-99.9-9.9 9916.5 58 14.5   4  3.2-9.9-9.9
5018819781231 33.1 13.6  0.009900 12.7-99.9-99.9-99.9-9.9 9916.7 56 14.7   7  5.6-9.9-9.9
5018819790101 31.2 17.5  8.019900 17.2-99.9-99.9-99.9-9.9 9920.1 68 17.6  14 11.2-9.9-9.9
5018819790102 27.4 15.0  0.009900 10.2-99.9-99.9-99.9-9.9 9915.7 64 13.7  16 12.8-9.9-9.9
5018819790103 25.3 10.8  0.009900 10.2-99.9-99.9-99.9-9.9 9915.3 66 13.3   7  5.6-9.9-9.9
5018819790104 24.7 17.0  1.819900 16.7-99.9-99.9-99.9-9.9 9917.1 70 15.0  18 14.4-9.9-9.9
5018819790105 28.1 16.8  1.619900-99.9-99.9-99.9-99.9-9.9 9921.2 78 18.4  12  9.6-9.9-9.9
5018819790106 31.4 19.0  0.009900 17.2-99.9-99.9-99.9-9.9 9922.7 71 19.5   7  5.6-9.9-9.9
5018819790107 31.9 19.0  0.009900 18.9-99.9-99.9-99.9-9.9 9921.7 69 18.8  14 11.2-9.9-9.9
5018819790108 29.4 19.0  5.019900 18.8-99.9-99.9-99.9-9.9 9920.9 74 18.2  12  9.6-9.9-9.9
5018819790109 35.4 18.0  0.009900 16.2-99.9-99.9-99.9-9.9 9921.9 63 19.0   6  4.8-9.9-9.9
5018819790110 37.1 20.4  4.119900 18.2-99.9-99.9-99.9-9.9 9921.8 56 18.9  11  8.8-9.9-9.9
5018819790111 32.5 19.0  0.819900 19.2-99.9-99.9-99.9-9.9 9921.6 67 18.7  14 11.2-9.9-9.9
5018819790112 32.3 19.4  6.819900 18.8-99.9-99.9-99.9-9.9 9921.9 74 19.0  11  8.8-9.9-9.9
5018819790113 27.5 11.6  0.009900 11.2-99.9-99.9-99.9-9.9 9913.2 56 11.1   4  3.2-9.9-9.9
5018819790114 31.4 12.2  0.009900 11.7-99.9-99.9-99.9-9.9 9917.1 61 15.0   4  3.2-9.9-9.9
5018819790115 32.9 15.6  0.009900 15.2-99.9-99.9-99.9-9.9 9920.9 62 18.2  11  8.8-9.9-9.9
5018819790116 36.4 18.2  0.009900 16.4-99.9-99.9-99.9-9.9 9922.2 58 19.2   7  5.6-9.9-9.9
5018819790117 35.4 21.2  0.009900 20.4-99.9-99.9-99.9-9.9 9916.2 45 14.2  11  8.8-9.9-9.9
5018819790118 34.8 13.5  0.009900 13.2-99.9-99.9-99.9-9.9 9912.4 49 10.1  11  8.8-9.9-9.9
5018819790119 24.8 15.5  5.219900 14.6-99.9-99.9-99.9-9.9 9920.9 87 18.2  11  8.8-9.9-9.9
5018819790120 31.3 18.0  7.019900 17.2-99.9-99.9-99.9-9.9 9922.4 73 19.3  12  9.6-9.9-9.9
5018819790121 33.9 19.5 18.419900 19.2-99.9-99.9-99.9-9.9 9923.7 69 20.2   4  3.2-9.9-9.9
5018819790122 29.9 17.8  0.009900 18.6-99.9-99.9-99.9-9.9 9923.5 79 20.1   4  3.2-9.9-9.9
5018819790123 33.3 18.8 13.519900 18.2-99.9-99.9-99.9-9.9 9923.0 66 19.7   7  5.6-9.9-9.9
5018819790124 28.3 17.0  0.009900 16.6-99.9-99.9-99.9-9.9 9922.0 84 19.0   6  4.8-9.9-9.9
5018819790125 31.9 15.5 10.519900 14.4-99.9-99.9-99.9-9.9 9921.6 70 18.7   4  3.2-9.9-9.9
5018819790126 30.9 18.4  3.519900 18.0-99.9-99.9-99.9-9.9 9925.4 85 21.4   4  3.2-9.9-9.9
5018819790127 26.9 14.5  0.009900 13.7-99.9-99.9-99.9-9.9 9912.8 55 10.6  14 11.2-9.9-9.9
5018819790128 27.0 10.2  0.009900  9.6-99.9-99.9-99.9-9.9 9913.3 56 11.2  11  8.8-9.9-9.9
5018819790129 34.9 14.0  0.009900 13.7-99.9-99.9-99.9-9.9 9915.5 52 13.5   4  3.2-9.9-9.9
5018819790130 31.4 13.5  0.009900 13.2-99.9-99.9-99.9-9.9 9914.4 49 12.4  11  8.8-9.9-9.9
5018819790131 34.7 17.0  0.009900 15.7-99.9-99.9-99.9-9.9 9919.1 56 16.8  11  8.8-9.9-9.9
5018819790201 31.4 19.0  0.919900 18.8-99.9-99.9-99.9-9.9 9921.3 73 18.5   7  5.6-9.9-9.9
5018819790202 34.5 17.6  0.009900 16.2-99.9-99.9-99.9-9.9 9921.4 61 18.6   7  5.6-9.9-9.9
5018819790203 36.9 18.0 36.219900 17.2-99.9-99.9-99.9-9.9 9921.8 60 18.9   6  4.8-9.9-9.9
5018819790204 29.0 17.5  0.009900 15.4-99.9-99.9-99.9-9.9 9921.6 84 18.7   4  3.2-9.9-9.9
5018819790205 30.3 12.8  0.009900 12.0-99.9-99.9-99.9-9.9 9917.6 63 15.5   4  3.2-9.9-9.9
5018819790206 27.1 15.0  0.219900 13.7-99.9-99.9-99.9-9.9 9917.8 79 15.7   7  5.6-9.9-9.9
5018819790207 27.1 13.0  0.009900 12.2-99.9-99.9-99.9-9.9 9914.6 65 12.6   7  5.6-9.9-9.9
5018819790208 27.5 14.0  5.519900 13.2-99.9-99.9-99.9-9.9 9920.7 80 18.1   9  7.2-9.9-9.9
5018819790209 26.9 16.0  0.009900 15.2-99.9-99.9-99.9-9.9 9919.9 83 17.4   9  7.2-9.9-9.9
5018819790210 28.9 15.9  0.009900 15.2-99.9-99.9-99.9-9.9 9919.9 76 17.4   6  4.8-9.9-9.9
5018819790211 31.9 10.8  0.009900 10.2-99.9-99.9-99.9-9.9 9922.8 74 19.6   4  3.2-9.9-9.9
5018819790212 33.1 15.6  0.009900 12.8-99.9-99.9-99.9-9.9 9917.4 62 15.3   6  4.8-9.9-9.9
5018819790213 32.9 15.2  0.009900 14.4-99.9-99.9-99.9-9.9 9918.0 56 15.8   4  3.2-9.9-9.9
5018819790214 29.9 14.6  0.009900 11.9-99.9-99.9-99.9-9.9 9919.4 69 17.0   4  3.2-9.9-9.9
5018819790215 29.5 13.6  0.009900 13.2-99.9-99.9-99.9-9.9 9916.0 64 14.0   6  4.8-9.9-9.9
5018819790216 25.9 12.8  0.009900 11.9-99.9-99.9-99.9-9.9 9918.0 79 15.8   7  5.6-9.9-9.9
5018819790217 30.9 13.4  0.009900 12.0-99.9-99.9-99.9-9.9 9917.7 67 15.6   4  3.2-9.9-9.9
5018819790218 31.9 14.5  0.009900 13.8-99.9-99.9-99.9-9.9 9919.3 70 16.9   7  5.6-9.9-9.9
5018819790219 30.7 16.0  0.009900 15.6-99.9-99.9-99.9-9.9 9915.5 59 13.5   7  5.6-9.9-9.9
5018819790220 31.3 11.0  0.009900 10.2-99.9-99.9-99.9-9.9 9913.6 54 11.5   4  3.2-9.9-9.9
5018819790221 33.3 13.0  0.009900 11.2-99.9-99.9-99.9-9.9 9913.3 47 11.2  14 11.2-9.9-9.9
5018819790222 32.9 16.0  0.009900 15.2-99.9-99.9-99.9-9.9 9915.4 52 13.4  14 11.2-9.9-9.9
5018819790223 34.9 14.0  0.009900 13.4-99.9-99.9-99.9-9.9 9917.4 57 15.3   6  4.8-9.9-9.9
5018819790224 35.9 12.5  0.009900 12.0-99.9-99.9-99.9-9.9 9916.0 58 14.0   4  3.2-9.9-9.9
5018819790225 33.3 14.5  0.009900 14.2-99.9-99.9-99.9-9.9 9913.3 49 11.2   9  7.2-9.9-9.9
5018819790226 34.0 12.2 13.019900 11.2-99.9-99.9-99.9-9.9 9918.1 72 15.9   6  4.8-9.9-9.9
5018819790227 29.7 11.8  0.009900 11.2-99.9-99.9-99.9-9.9 9915.4 56 13.4  12  9.6-9.9-9.9
5018819790228 25.3  6.4  0.009900  6.2-99.9-99.9-99.9-9.9 9910.5 57  7.7   4  3.2-9.9-9.9
5018819790301 28.7  7.9  0.009900  8.4-99.9-99.9-99.9-9.9 9910.5 47  7.7  17 13.6-9.9-9.9
5018819790302 31.4 14.5  0.009900 15.6-99.9-99.9-99.9-9.9 9916.0 54 14.0  14 11.2-9.9-9.9
5018819790303 31.8 11.8  0.319900 11.0-99.9-99.9-99.9-9.9 9919.3 66 16.9   4  3.2-9.9-9.9
5018819790304 27.9 17.5  0.219900 17.2-99.9-99.9-99.9-9.9 9920.3 77 17.7   6  4.8-9.9-9.9
5018819790305 31.3 14.5  0.819900 14.2-99.9-99.9-99.9-9.9 9918.1 64 15.9   7  5.6-9.9-9.9
5018819790306 25.5 15.8  0.009900 19.7-99.9-99.9-99.9-9.9 9914.3 62 12.3  14 11.2-9.9-9.9
5018819790307 23.8  4.5  0.009900  3.7-99.9-99.9-99.9-9.9 99 8.1 46  3.9   6  4.8-9.9-9.9
5018819790308 27.7  9.5  0.009900  8.7-99.9-99.9-99.9-9.9 9910.3 45  7.4   4  3.2-9.9-9.9
5018819790309 26.7  7.5  0.009900  5.7-99.9-99.9-99.9-9.9 9913.3 63 11.2   7  5.6-9.9-9.9
5018819790310 27.5 13.5  0.009900 12.7-99.9-99.9-99.9-9.9 9915.0 58 13.0  14 11.2-9.9-9.9
5018819790311 26.9 12.0  0.009900 11.7-99.9-99.9-99.9-9.9 9913.2 57 11.1  12  9.6-9.9-9.9
5018819790312 22.7 13.0  0.009900 12.2-99.9-99.9-99.9-9.9 9914.0 68 12.0  11  8.8-9.9-9.9
5018819790313 25.3 11.0  0.009900  9.7-99.9-99.9-99.9-9.9 9915.4 73 13.4   7  5.6-9.9-9.9
5018819790314 32.6 13.0  0.009900 12.7-99.9-99.9-99.9-9.9 9918.5 69 16.3   6  4.8-9.9-9.9
5018819790315 31.5 17.0  8.419900 16.7-99.9-99.9-99.9-9.9 9918.8 65 16.5  21 16.8-9.9-9.9
5018819790316 31.4 16.5  0.009900 16.2-99.9-99.9-99.9-9.9 9919.9 69 17.4   6  4.8-9.9-9.9
5018819790317 31.7 16.0  0.009900 15.2-99.9-99.9-99.9-9.9 9918.6 62 16.4   9  7.2-9.9-9.9
5018819790318 32.4 18.0  0.009900 17.9-99.9-99.9-99.9-9.9 9917.1 56 15.0  16 12.8-9.9-9.9
5018819790319 34.1 17.0 20.219900 16.7-99.9-99.9-99.9-9.9 9920.4 62 17.8   6  4.8-9.9-9.9
5018819790320 26.2 12.5  0.009900 12.2-99.9-99.9-99.9-9.9 9913.7 88 11.6   9  7.2-9.9-9.9
5018819790321 15.1 10.6 23.019900 12.2-99.9-99.9-99.9-9.9 9912.7 87 10.5   4  3.2-9.9-9.9
5018819790322 17.5  9.5  0.009900-99.9-99.9-99.9-99.9-9.9 9914.0 87 12.0   4  3.2-9.9-9.9
5018819790323 23.3 12.5  0.009900 12.2-99.9-99.9-99.9-9.9 9915.2 77 13.2   4  3.2-9.9-9.9
5018819790324 24.2 10.3  0.009900 10.2-99.9-99.9-99.9-9.9 9917.1 81 15.0   7  5.6-9.9-9.9
5018819790325 27.1 12.5 11.519900 12.2-99.9-99.9-99.9-9.9 9916.6 69 14.6   6  4.8-9.9-9.9
5018819790326 20.2 13.0 14.719900 11.7-99.9-99.9-99.9-9.9 9917.0100 15.0   4  3.2-9.9-9.9
5018819790327 20.3 13.0  0.009900 12.2-99.9-99.9-99.9-9.9 9917.8 95 15.7   4  3.2-9.9-9.9
5018819790328 25.9 12.0  0.009900 11.7-99.9-99.9-99.9-9.9 9917.1 83 15.0   4  3.2-9.9-9.9
5018819790329 25.3 11.5  0.009900 11.2-99.9-99.9-99.9-9.9 9915.0 69 13.0   6  4.8-9.9-9.9
5018819790330 25.7 10.0  0.009900  9.2-99.9-99.9-99.9-9.9 9917.0 78 15.0   6  4.8-9.9-9.9
5018819790331 29.5 14.0  0.009900 13.7-99.9-99.9-99.9-9.9 9917.1 66 15.0   7  5.6-9.9-9.9
5018819790401 24.4 10.5  0.009900 10.2-99.9-99.9-99.9-9.9 9913.1 73 11.0   4  3.2-9.9-9.9
5018819790402 18.0  5.5  0.009900  5.2-99.9-99.9-99.9-9.9 99 8.6 61  4.8   7  5.6-9.9-9.9
5018819790403 10.8  4.0  1.519900  3.7-99.9-99.9-99.9-9.9 99 9.4 88  6.1   4  3.2-9.9-9.9
5018819790404 11.5  4.5  0.319900  4.2-99.9-99.9-99.9-9.9 9910.7 95  8.0   4  3.2-9.9-9.9
5018819790405 19.1  1.2  0.009900  1.2-99.9-99.9-99.9-9.9 9910.7 83  8.0   4  3.2-9.9-9.9
5018819790406 22.9  1.5  0.009900  1.2-99.9-99.9-99.9-9.9 99 9.6 65  6.4   4  3.2-9.9-9.9
5018819790407 24.4  5.5  0.009900  5.2-99.9-99.9-99.9-9.9 9910.6 59  7.8   7  5.6-9.9-9.9
5018819790408 19.4  7.2  0.009900  6.7-99.9-99.9-99.9-9.9 9912.1 74  9.8   4  3.2-9.9-9.9
5018819790409 27.8  6.0  0.009900  5.6-99.9-99.9-99.9-9.9 9912.9 73 10.7   4  3.2-9.9-9.9
5018819790410 23.4  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 9910.2 64  7.3   7  5.6-9.9-9.9
5018819790411 18.8  9.0  0.009900  8.6-99.9-99.9-99.9-9.9 99 9.4 61  6.1   9  7.2-9.9-9.9
5018819790412 14.9  9.8  0.009900  9.2-99.9-99.9-99.9-9.9 9911.1 78  8.5   4  3.2-9.9-9.9
5018819790413 22.0 10.6  0.009900 10.2-99.9-99.9-99.9-9.9 9911.5 66  9.0   4  3.2-9.9-9.9
5018819790414 23.4  9.5  0.009900  8.7-99.9-99.9-99.9-9.9 9913.4 76 11.3   6  4.8-9.9-9.9
5018819790415 28.0  7.2  0.009900  5.7-99.9-99.9-99.9-9.9 9913.7 72 11.6   4  3.2-9.9-9.9
5018819790416 29.9 10.0  0.009900  8.0-99.9-99.9-99.9-9.9 9913.1 64 11.0   6  4.8-9.9-9.9
5018819790417 26.4 10.0  0.009900  9.2-99.9-99.9-99.9-9.9 9912.0 58  9.7   4  3.2-9.9-9.9
5018819790418 25.4 10.0  0.009900  8.2-99.9-99.9-99.9-9.9 9916.3 82 14.3   4  3.2-9.9-9.9
5018819790419 27.4  8.4  0.009900  7.2-99.9-99.9-99.9-9.9 9911.7 67  9.3   4  3.2-9.9-9.9
5018819790420 24.3  7.0  0.009900  6.2-99.9-99.9-99.9-9.9 99 9.9 60  6.8   4  3.2-9.9-9.9
5018819790421 27.9 12.4  0.009900 10.0-99.9-99.9-99.9-9.9 9916.5 73 14.5  11  8.8-9.9-9.9
5018819790422 24.9 13.4  0.009900 13.2-99.9-99.9-99.9-9.9 9916.2 79 14.2  11  8.8-9.9-9.9
5018819790423 23.4  9.4  0.009900  9.2-99.9-99.9-99.9-9.9 9912.8 70 10.6  14 11.2-9.9-9.9
5018819790424 24.5  9.4  0.009900  9.2-99.9-99.9-99.9-9.9 9913.6 74 11.5   7  5.6-9.9-9.9
5018819790425 24.9  8.4  0.009900  8.2-99.9-99.9-99.9-9.9 9913.3 73 11.2  11  8.8-9.9-9.9
5018819790426 24.5  8.0  0.009900  7.8-99.9-99.9-99.9-9.9 9912.8 72 10.6   6  4.8-9.9-9.9
5018819790427 22.9  8.8  0.009900  8.2-99.9-99.9-99.9-9.9 9913.3 75 11.2   7  5.6-9.9-9.9
5018819790428 18.7 12.2  0.009900 12.8-99.9-99.9-99.9-9.9 9914.2 87 12.2   4  3.2-9.9-9.9
5018819790429 21.4  8.5  0.009900  6.7-99.9-99.9-99.9-9.9 9910.3 66  7.4  14 11.2-9.9-9.9
5018819790430 16.9  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.5 87  7.7   4  3.2-9.9-9.9
5018819790501 19.4  3.5  0.009900-99.9-99.9-99.9-99.9-9.9 9910.5 71  7.7  11  8.8-9.9-9.9
5018819790502 20.7  7.5  0.819900  7.2-99.9-99.9-99.9-9.9 9913.5 86 11.4   4  3.2-9.9-9.9
5018819790503 15.7  4.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 74  5.0  11  8.8-9.9-9.9
5018819790504 20.3 -0.5  0.009900 -1.3-99.9-99.9-99.9-9.9 99 6.0 50 -0.2   9  7.2-9.9-9.9
