5005919601001-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601002-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601003-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601004-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601005 35.9 21.7 12.219900-99.9-99.9-99.9-99.9-9.9 9925.9 63 21.7  22 17.6-9.9-9.9
5005919601006 29.8 17.2  0.009900-99.9-99.9-99.9-99.9-9.9 9921.1 88 18.4  13 10.4-9.9-9.9
5005919601007 26.4 17.2 16.019900-99.9-99.9-99.9-99.9-9.9 9919.7 79 17.3  16 12.8-9.9-9.9
5005919601008 20.4 16.2  5.619900-99.9-99.9-99.9-99.9-9.9 9918.0 89 15.8  21 16.8-9.9-9.9
5005919601009 26.4 14.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601010 30.9 16.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005919601011 36.9 21.2 15.919900-99.9-99.9-99.9-99.9-9.9 9927.4 74 22.6  24 19.2-9.9-9.9
5005919601012 28.4 19.3  0.009900-99.9-99.9-99.9-99.9-9.9 9923.8 87 20.3  13 10.4-9.9-9.9
5005919601013 29.4 20.2  9.219900-99.9-99.9-99.9-99.9-9.9 9924.5 85 20.8  13 10.4-9.9-9.9
5005919601014 21.7 16.7  0.009900-99.9-99.9-99.9-99.9-9.9 9917.9 88 15.8  13 10.4-9.9-9.9
5005919601015 26.7 12.2  0.009900-99.9-99.9-99.9-99.9-9.9 9917.7 74 15.6   6  4.8-9.9-9.9
5005919601016 29.9 12.2  0.009900-99.9-99.9-99.9-99.9-9.9 9918.4 69 16.2   9  7.2-9.9-9.9
5005919601017 33.5 17.7  0.009900-99.9-99.9-99.9-99.9-9.9 9917.2 51 15.1   9  7.2-9.9-9.9
5005919601018 34.9 20.7 45.519900-99.9-99.9-99.9-99.9-9.9 9922.7 70 19.5  11  8.8-9.9-9.9
5005919601019 28.9 18.2  0.009900-99.9-99.9-99.9-99.9-9.9 9922.5 78 19.4  11  8.8-9.9-9.9
5005919601020 32.9 19.2  0.009900-99.9-99.9-99.9-99.9-9.9 9924.6 67 20.8  18 14.4-9.9-9.9
5005919601021 36.4 21.2 39.619900-99.9-99.9-99.9-99.9-9.9 9929.2 81 23.6  19 15.2-9.9-9.9
5005919601022 25.4 19.2 17.119900-99.9-99.9-99.9-99.9-9.9 9924.8 90 21.0  25 20.0-9.9-9.9
5005919601023 30.4 21.2  0.009900-99.9-99.9-99.9-99.9-9.9 9930.8 91 24.5   8  6.4-9.9-9.9
5005919601024 27.4 21.2  0.009900-99.9-99.9-99.9-99.9-9.9 9925.2 87 21.2  21 16.8-9.9-9.9
5005919601025 25.4 18.2  8.719900-99.9-99.9-99.9-99.9-9.9 9915.5 61 13.5 -99-99.9-9.9-9.9
5005919601026 22.9 12.7  0.009900-99.9-99.9-99.9-99.9-9.9 9913.0 64 10.9  19 15.2-9.9-9.9
5005919601027 22.9 11.7  0.009900-99.9-99.9-99.9-99.9-9.9 9911.6 62  9.2  15 12.0-9.9-9.9
5005919601028 23.9  9.7  0.009900-99.9-99.9-99.9-99.9-9.9 9912.4 60 10.1  16 12.8-9.9-9.9
