5041919700311 18.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.2 56  4.1  13 10.4-9.9-9.9
5041919700312 24.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.7 57  6.5   4  3.2-9.9-9.9
5041919700313 24.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.8 53  9.4   3  2.4-9.9-9.9
5041919700314 27.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.4 66 13.4   9  7.2-9.9-9.9
5041919700315 21.0-99.9  6.519900-99.9-99.9-99.9-99.9-9.9 9916.0 78 14.0  11  8.8-9.9-9.9
5041919700316 18.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.3 65  7.4  16 12.8-9.9-9.9
5041919700317 22.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.7 66  8.0   9  7.2-9.9-9.9
5041919700318 24.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.0 60  9.7  15 12.0-9.9-9.9
5041919700319 29.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.9 55 12.9  19 15.2-9.9-9.9
5041919700320 31.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.1 58 15.0  13 10.4-9.9-9.9
5041919700321 30.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.0 69 15.0   9  7.2-9.9-9.9
5041919700322 21.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.6 85 15.5  18 14.4-9.9-9.9
5041919700323 23.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.2 72 12.2  11  8.8-9.9-9.9
5041919700324 26.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.9 57 10.7  27 21.6-9.9-9.9
5041919700325 23.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.6 67 12.6  13 10.4-9.9-9.9
5041919700326 26.5-99.9  2.519900-99.9-99.9-99.9-99.9-9.9 9919.4 85 17.0   8  6.4-9.9-9.9
5041919700327 28.2-99.9 33.019900-99.9-99.9-99.9-99.9-9.9 9922.0 76 19.0   6  4.8-9.9-9.9
5041919700328 28.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9917.2 59 15.1   6  4.8-9.9-9.9
5041919700329 26.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.0 55  7.0   8  6.4-9.9-9.9
5041919700330 28.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.8 70 13.8  10  8.0-9.9-9.9
5041919700331 29.8-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9919.9 68 17.4  19 15.2-9.9-9.9
5041919700401 21.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 57  5.0   6  4.8-9.9-9.9
5041919700402 24.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 45  3.4  11  8.8-9.9-9.9
5041919700403 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.2 73 12.2  13 10.4-9.9-9.9
5041919700404 22.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.1 79 13.1   8  6.4-9.9-9.9
5041919700405 27.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9914.9 70 12.9   3  2.4-9.9-9.9
5041919700406 28.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9916.3 62 14.3   0  0.0-9.9-9.9
5041919700407 29.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.1 55 13.1  27 21.6-9.9-9.9
