5018919680101 26.2 11.5  0.009900  8.9-99.9-99.9-99.9-9.9 9915.1 66 13.1   9  7.2-9.9-9.9
5018919680102 22.7  9.0  0.009900  3.9-99.9-99.9-99.9-9.9 9911.3 52  8.8  10  8.0-9.9-9.9
5018919680103 27.2  8.0  0.009900  2.9-99.9-99.9-99.9-9.9 9915.7 59 13.7   1  0.8-9.9-9.9
5018919680104 30.2 12.0  0.009900  8.9-99.9-99.9-99.9-9.9 9918.1 56 15.9   0  0.0-9.9-9.9
5018919680105 32.7 12.1  0.009900  9.9-99.9-99.9-99.9-9.9 9919.1 58 16.8   1  0.8-9.9-9.9
5018919680106 34.2 12.1  0.009900 10.4-99.9-99.9-99.9-9.9 9919.0 51 16.7   9  7.2-9.9-9.9
5018919680107 33.2 19.0 16.119900 16.9-99.9-99.9-99.9-9.9 9920.1 55 17.6  11  8.8-9.9-9.9
5018919680108 28.2 16.0  0.009900 14.9-99.9-99.9-99.9-9.9 9921.3 77 18.5   5  4.0-9.9-9.9
5018919680109 31.7 16.0  0.009900 13.9-99.9-99.9-99.9-9.9 9919.9 57 17.4   6  4.8-9.9-9.9
5018919680110 31.7 14.0  0.009900 11.9-99.9-99.9-99.9-9.9 9918.2 65 16.0   6  4.8-9.9-9.9
5018919680111 31.2  9.0  0.009900  6.9-99.9-99.9-99.9-9.9 9918.5 60 16.3   3  2.4-9.9-9.9
5018919680112 30.2 12.5  0.009900  9.9-99.9-99.9-99.9-9.9 9919.2 59 16.9   6  4.8-9.9-9.9
5018919680113 29.7 11.5  0.009900  9.9-99.9-99.9-99.9-9.9 9917.1 56 15.0   4  3.2-9.9-9.9
5018919680114 29.7  9.0  0.009900  7.4-99.9-99.9-99.9-9.9 9918.1 53 15.9   9  7.2-9.9-9.9
5018919680115 30.7 12.0  0.009900  9.9-99.9-99.9-99.9-9.9 9918.3 63 16.1   4  3.2-9.9-9.9
5018919680116 37.2 12.5  0.009900 10.4-99.9-99.9-99.9-9.9 9921.6 59 18.7  11  8.8-9.9-9.9
5018919680117 31.6 12.5  0.009900  9.9-99.9-99.9-99.9-9.9 9916.3 49 14.3   4  3.2-9.9-9.9
5018919680118 33.1 13.5  0.009900 11.4-99.9-99.9-99.9-9.9 9917.7 51 15.6   7  5.6-9.9-9.9
5018919680119 24.7 18.0 13.719900 14.9-99.9-99.9-99.9-9.9 9921.2 80 18.4   7  5.6-9.9-9.9
5018919680120 30.2 17.0  0.009900 14.9-99.9-99.9-99.9-9.9 9920.0 67 17.5   4  3.2-9.9-9.9
5018919680121 27.5 15.0  0.009900 12.5-99.9-99.9-99.9-9.9 9917.0 54 15.0   9  7.2-9.9-9.9
5018919680122 24.7 13.5  0.009900  9.9-99.9-99.9-99.9-9.9 9918.3 78 16.1   6  4.8-9.9-9.9
5018919680123 29.2 14.0  0.009900 11.9-99.9-99.9-99.9-9.9 9920.5 78 17.9   2  1.6-9.9-9.9
5018919680124 30.7 14.0  0.009900 11.4-99.9-99.9-99.9-9.9 9919.7 58 17.3  11  8.8-9.9-9.9
5018919680125 33.2 15.0 19.219900 11.9-99.9-99.9-99.9-9.9 9920.6 60 18.0   2  1.6-9.9-9.9
5018919680126 33.2 16.5  0.009900 13.9-99.9-99.9-99.9-9.9 9923.8 65 20.3   1  0.8-9.9-9.9
5018919680127 37.2 16.5  0.009900 13.9-99.9-99.9-99.9-9.9 9924.9 66 21.0   0  0.0-9.9-9.9
5018919680128 30.7 17.0  0.009900 17.9-99.9-99.9-99.9-9.9 9920.3 61 17.7  11  8.8-9.9-9.9
5018919680129 25.7 10.0  0.009900  8.9-99.9-99.9-99.9-9.9 9913.3 53 11.2   7  5.6-9.9-9.9
5018919680130 25.7 12.5  0.009900  9.9-99.9-99.9-99.9-9.9 9913.8 58 11.8   7  5.6-9.9-9.9
5018919680131 28.7 10.5  0.009900  7.9-99.9-99.9-99.9-9.9 9916.8 58 14.8   2  1.6-9.9-9.9
5018919680201 29.2 14.0  0.009900 10.9-99.9-99.9-99.9-9.9 9918.1 61 15.9   6  4.8-9.9-9.9
5018919680202 33.7 15.0  0.009900 13.9-99.9-99.9-99.9-9.9 9921.3 62 18.5   6  4.8-9.9-9.9
5018919680203 36.7 18.5  0.009900 14.9-99.9-99.9-99.9-9.9 9924.8 60 21.0   6  4.8-9.9-9.9
5018919680204 36.2 18.5  0.009900 15.9-99.9-99.9-99.9-9.9 9924.5 63 20.8   2  1.6-9.9-9.9
5018919680205 33.7 19.0 65.219900 16.9-99.9-99.9-99.9-9.9 9925.9 79 21.7   7  5.6-9.9-9.9
5018919680206 28.2 17.0  0.009900 15.9-99.9-99.9-99.9-9.9 9916.9 61 14.9   3  2.4-9.9-9.9
5018919680207 30.2 13.5 21.019900 11.4-99.9-99.9-99.9-9.9 9921.8 72 18.9   9  7.2-9.9-9.9
5018919680208 29.7 18.6 45.219900 15.9-99.9-99.9-99.9-9.9 9925.7 83 21.5   0  0.0-9.9-9.9
5018919680209 27.2 17.0  0.009900 16.9-99.9-99.9-99.9-9.9 9921.6 77 18.7   1  0.8-9.9-9.9
5018919680210 28.7 14.0  0.009900 11.9-99.9-99.9-99.9-9.9 9917.7 62 15.6   2  1.6-9.9-9.9
5018919680211 26.2 12.0  0.009900  9.4-99.9-99.9-99.9-9.9 9918.9 69 16.6   2  1.6-9.9-9.9
5018919680212 27.2 13.0  1.019900  8.9-99.9-99.9-99.9-9.9 9917.9 71 15.8   0  0.0-9.9-9.9
5018919680213 26.7 14.5  0.009900 11.9-99.9-99.9-99.9-9.9 9915.2 62 13.2  11  8.8-9.9-9.9
5018919680214 25.2 10.0  0.009900  7.9-99.9-99.9-99.9-9.9 9914.9 57 12.9   6  4.8-9.9-9.9
5018919680215 32.2 10.0  0.009900  8.9-99.9-99.9-99.9-9.9 9918.5 57 16.3   6  4.8-9.9-9.9
5018919680216 35.7 14.0  0.009900 10.9-99.9-99.9-99.9-9.9 9923.5 66 20.1   1  0.8-9.9-9.9
5018919680217 36.2 19.0  0.009900 10.9-99.9-99.9-99.9-9.9 9924.2 57 20.6   7  5.6-9.9-9.9
5018919680218 34.2 17.0  0.009900 11.9-99.9-99.9-99.9-9.9 9922.9 65 19.7   1  0.8-9.9-9.9
5018919680219 33.2 19.5  0.009900 14.9-99.9-99.9-99.9-9.9 9922.6 64 19.5   8  6.4-9.9-9.9
5018919680220 28.7 19.5  8.519900 16.9-99.9-99.9-99.9-9.9 9924.9 83 21.0   1  0.8-9.9-9.9
5018919680221 27.2 19.0  0.009900 15.9-99.9-99.9-99.9-9.9 9919.3 71 16.9   3  2.4-9.9-9.9
5018919680222 23.2  8.5  0.009900  4.9-99.9-99.9-99.9-9.9 9911.0 56  8.4   7  5.6-9.9-9.9
5018919680223 23.2  4.5  0.009900  1.9-99.9-99.9-99.9-9.9 9911.9 60  9.5   1  0.8-9.9-9.9
5018919680224 26.7  8.5  0.009900  4.4-99.9-99.9-99.9-9.9 9916.5 64 14.5   6  4.8-9.9-9.9
5018919680225 30.2 11.5  0.009900  8.9-99.9-99.9-99.9-9.9 9919.2 65 16.9   2  1.6-9.9-9.9
5018919680226 32.7 15.5  0.009900 10.9-99.9-99.9-99.9-9.9 9920.1 56 17.6   4  3.2-9.9-9.9
5018919680227 26.7 17.5  0.009900 14.9-99.9-99.9-99.9-9.9 9915.8 61 13.8  11  8.8-9.9-9.9
5018919680228 25.2  8.0  0.009900  6.9-99.9-99.9-99.9-9.9 9915.8 72 13.8   1  0.8-9.9-9.9
5018919680229 32.2 13.0  3.019900 10.9-99.9-99.9-99.9-9.9 9922.9 69 19.7   4  3.2-9.9-9.9
5018919680301 31.0 18.5  0.009900 16.9-99.9-99.9-99.9-9.9 9924.4 82 20.7   1  0.8-9.9-9.9
5018919680302 30.5 17.0  0.009900 14.9-99.9-99.9-99.9-9.9 9923.8 81 20.3   0  0.0-9.9-9.9
5018919680303 32.0 17.0  0.009900 15.9-99.9-99.9-99.9-9.9 9925.3 74 21.3   7  5.6-9.9-9.9
5018919680304 32.5 17.0  0.009900 15.4-99.9-99.9-99.9-9.9 9923.9 72 20.4   2  1.6-9.9-9.9
5018919680305 32.0 17.5  0.009900 14.4-99.9-99.9-99.9-9.9 9924.7 79 20.9   6  4.8-9.9-9.9
5018919680306 29.0 15.5  0.009900 14.9-99.9-99.9-99.9-9.9 9920.9 74 18.2   2  1.6-9.9-9.9
5018919680307 27.5 16.5 37.219900 12.9-99.9-99.9-99.9-9.9 9919.9 72 17.4   7  5.6-9.9-9.9
5018919680308 24.0 15.5 20.119900 13.4-99.9-99.9-99.9-9.9 9920.3 99 17.7   4  3.2-9.9-9.9
5018919680309 27.0 15.5  0.009900 11.4-99.9-99.9-99.9-9.9 9919.5 74 17.1   2  1.6-9.9-9.9
5018919680310 26.0 13.0  0.009900  9.9-99.9-99.9-99.9-9.9 9916.0 65 14.0   3  2.4-9.9-9.9
5018919680311 25.0 11.5  0.009900  8.9-99.9-99.9-99.9-9.9 9915.9 62 13.9   7  5.6-9.9-9.9
5018919680312 30.0 15.0  0.009900 12.9-99.9-99.9-99.9-9.9 9921.3 73 18.5   9  7.2-9.9-9.9
5018919680313 32.5 14.5  8.219900  9.9-99.9-99.9-99.9-9.9 9922.5 71 19.4   4  3.2-9.9-9.9
5018919680314 27.5 12.0 17.219900  9.9-99.9-99.9-99.9-9.9 9919.5 90 17.1   9  7.2-9.9-9.9
5018919680315 19.5  9.0  0.009900  5.9-99.9-99.9-99.9-9.9 9912.0 68  9.7   9  7.2-9.9-9.9
5018919680316 23.0  5.0  0.009900  3.4-99.9-99.9-99.9-9.9 9912.6 71 10.4   1  0.8-9.9-9.9
5018919680317 23.0  5.0  0.009900  1.9-99.9-99.9-99.9-9.9 9913.5 63 11.4   2  1.6-9.9-9.9
5018919680318 25.5 13.0  0.009900  9.9-99.9-99.9-99.9-9.9 9916.1 70 14.1   3  2.4-9.9-9.9
5018919680319 28.0 15.5  0.009900 11.9-99.9-99.9-99.9-9.9 9918.9 67 16.6   2  1.6-9.9-9.9
5018919680320 26.5  9.5  0.219900  4.9-99.9-99.9-99.9-9.9 9918.3 78 16.1   0  0.0-9.9-9.9
5018919680321 24.0 12.0  1.019900  8.9-99.9-99.9-99.9-9.9 9913.4 63 11.3   6  4.8-9.9-9.9
5018919680322 25.0 15.0  0.009900  9.9-99.9-99.9-99.9-9.9 9918.1 78 15.9   2  1.6-9.9-9.9
5018919680323 29.0 15.0 68.219900 12.9-99.9-99.9-99.9-9.9 9921.2 78 18.4   9  7.2-9.9-9.9
5018919680324 19.0 12.9  9.019900 11.9-99.9-99.9-99.9-9.9 9916.5 95 14.5   9  7.2-9.9-9.9
5018919680325 18.0  8.0  0.009900  5.4-99.9-99.9-99.9-9.9 9911.6 78  9.2   6  4.8-9.9-9.9
5018919680326 23.0  5.0  0.009900  1.9-99.9-99.9-99.9-9.9 9913.6 70 11.5   6  4.8-9.9-9.9
5018919680327 22.0  5.5  0.009900  0.4-99.9-99.9-99.9-9.9 9912.4 62 10.1   1  0.8-9.9-9.9
5018919680328 24.0  9.0  0.009900  4.9-99.9-99.9-99.9-9.9 9915.7 75 13.7   0  0.0-9.9-9.9
5018919680329 24.5  9.0  0.009900  5.9-99.9-99.9-99.9-9.9 9916.6 77 14.6   4  3.2-9.9-9.9
5018919680330 22.5 12.0  0.009900  8.9-99.9-99.9-99.9-9.9 9915.2 72 13.2   9  7.2-9.9-9.9
5018919680331 17.5  6.0  0.009900  2.9-99.9-99.9-99.9-9.9 9911.7 78  9.3   4  3.2-9.9-9.9
5018919680401 19.7  4.5  0.009900  0.9-99.9-99.9-99.9-9.9 9910.2 71  7.3   3  2.4-9.9-9.9
5018919680402 21.2  6.5  0.419900  2.4-99.9-99.9-99.9-9.9 9913.0 74 10.9   4  3.2-9.9-9.9
5018919680403 18.7 10.0  0.009900 10.9-99.9-99.9-99.9-9.9 9911.9 72  9.5  10  8.0-9.9-9.9
5018919680404 17.6  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.2 67  5.8   3  2.4-9.9-9.9
5018919680405 17.7  2.5  0.009900  0.4-99.9-99.9-99.9-9.9 9910.3 77  7.4   3  2.4-9.9-9.9
5018919680406 22.2  1.5  0.009900 -0.4-99.9-99.9-99.9-9.9 9910.7 75  8.0   3  2.4-9.9-9.9
5018919680407 27.7  7.0  0.009900  3.9-99.9-99.9-99.9-9.9 9915.4 65 13.4   3  2.4-9.9-9.9
5018919680408 30.2  9.0  0.009900  2.9-99.9-99.9-99.9-9.9 9917.7 74 15.6   1  0.8-9.9-9.9
5018919680409 29.7 10.0  0.009900  5.9-99.9-99.9-99.9-9.9 9917.5 69 15.4   4  3.2-9.9-9.9
5018919680410 29.7 13.0  0.009900 10.9-99.9-99.9-99.9-9.9 9917.4 66 15.3   6  4.8-9.9-9.9
5018919680411 22.5 10.5  0.009900  7.9-99.9-99.9-99.9-9.9 9910.9 67  8.2   1  0.8-9.9-9.9
5018919680412 20.7  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 9911.6 71  9.2   0  0.0-9.9-9.9
5018919680413 22.1  4.5  0.009900  1.9-99.9-99.9-99.9-9.9 9911.3 73  8.8   0  0.0-9.9-9.9
5018919680414 25.2  9.0  0.009900  5.9-99.9-99.9-99.9-9.9 9913.0 69 10.9   3  2.4-9.9-9.9
5018919680415 26.2  6.0  0.009900  3.9-99.9-99.9-99.9-9.9 9915.4 73 13.4   2  1.6-9.9-9.9
5018919680416 23.2 13.0  0.009900  8.9-99.9-99.9-99.9-9.9 9916.7 83 14.7   3  2.4-9.9-9.9
5018919680417 23.7 10.0  5.019900  7.9-99.9-99.9-99.9-9.9 9915.1 75 13.1   9  7.2-9.9-9.9
5018919680418 19.2 12.5  0.009900 10.9-99.9-99.9-99.9-9.9 9913.8 78 11.8   4  3.2-9.9-9.9
5018919680419 20.2  3.0  0.009900  0.4-99.9-99.9-99.9-9.9 99 8.7 62  5.0   3  2.4-9.9-9.9
5018919680420 17.7  2.0  0.009900 -1.9-99.9-99.9-99.9-9.9 99 7.2 63  2.3   1  0.8-9.9-9.9
5018919680421 20.2  3.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.3 58  5.9   8  6.4-9.9-9.9
5018919680422 23.7  8.5  0.009900  3.9-99.9-99.9-99.9-9.9 9911.2 65  8.6   3  2.4-9.9-9.9
5018919680423 20.1  3.0  0.009900 -1.9-99.9-99.9-99.9-9.9 99 9.9 71  6.8   1  0.8-9.9-9.9
5018919680424 20.2  3.5  0.009900 -0.9-99.9-99.9-99.9-9.9 99 9.7 64  6.5   6  4.8-9.9-9.9
5018919680425 22.7  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 9911.7 70  9.3   4  3.2-9.9-9.9
5018919680426 22.2  6.5  0.009900  1.9-99.9-99.9-99.9-9.9 9912.2 73  9.9   1  0.8-9.9-9.9
5018919680427 20.7  5.5  0.009900  1.9-99.9-99.9-99.9-9.9 99 9.7 61  6.5   4  3.2-9.9-9.9
5018919680428 18.7  1.0  0.009900 -0.9-99.9-99.9-99.9-9.9 99 8.9 57  5.3   3  2.4-9.9-9.9
5018919680429 16.2  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.6 74  6.4   6  4.8-9.9-9.9
5018919680430 16.7  2.0  0.009900 -0.1-99.9-99.9-99.9-9.9 99 8.6 73  4.8   6  4.8-9.9-9.9
5018919680501 20.7-99.9  0.009900 -1.9-99.9-99.9-99.9-9.9 99 7.1 62  2.1   4  3.2-9.9-9.9
5018919680502 24.2  3.0  0.009900  0.9-99.9-99.9-99.9-9.9 9910.0 57  7.0   9  7.2-9.9-9.9
5018919680503 26.2  6.0  0.009900  2.9-99.9-99.9-99.9-9.9 9911.3 60  8.8   1  0.8-9.9-9.9
5018919680504 19.7  8.0  0.009900  3.9-99.9-99.9-99.9-9.9 9911.2 74  8.6   4  3.2-9.9-9.9
5018919680505 23.2  3.0  0.009900  0.9-99.9-99.9-99.9-9.9 9910.4 75  7.5   1  0.8-9.9-9.9
5018919680506 26.2  4.0  0.009900  1.9-99.9-99.9-99.9-9.9 9912.1 65  9.8   3  2.4-9.9-9.9
5018919680507 27.7  9.5  0.009900  6.9-99.9-99.9-99.9-9.9 9912.2 55  9.9   3  2.4-9.9-9.9
5018919680508 21.5  9.0  0.009900  8.9-99.9-99.9-99.9-9.9 99 8.5 51  4.6  11  8.8-9.9-9.9
5018919680509 23.6  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.0 56  5.4   6  4.8-9.9-9.9
5018919680510 21.6  7.5  0.009900  5.9-99.9-99.9-99.9-9.9 9912.0 72  9.7   4  3.2-9.9-9.9
5018919680511 22.6  2.5  0.009900  0.9-99.9-99.9-99.9-9.9 9910.7 79  8.0   1  0.8-9.9-9.9
5018919680512 23.6  7.5  1.019900  3.9-99.9-99.9-99.9-9.9 9917.4 73 15.3   2  1.6-9.9-9.9
5018919680513 16.1  1.0  0.009900  4.9-99.9-99.9-99.9-9.9 99 8.3 63  4.3   7  5.6-9.9-9.9
5018919680514 13.6 -1.0  0.009900 -5.9-99.9-99.9-99.9-9.9 99 6.9 63  1.7   7  5.6-9.9-9.9
5018919680515 14.6 -2.0  0.009900 -5.9-99.9-99.9-99.9-9.9 99 7.1 70  2.1   6  4.8-9.9-9.9
5018919680516 18.6 -0.5  0.009900 -2.9-99.9-99.9-99.9-9.9 99 6.9 60  1.7   6  4.8-9.9-9.9
5018919680517 20.6-99.9  0.009900 -2.9-99.9-99.9-99.9-9.9 99 6.4 49  0.6   3  2.4-9.9-9.9
5018919680518 15.1  2.5  0.009900 -1.9-99.9-99.9-99.9-9.9 99 9.2 82  5.8   4  3.2-9.9-9.9
5018919680519 16.1 -2.0  0.009900 -6.9-99.9-99.9-99.9-9.9 99 8.4 77  4.5   7  5.6-9.9-9.9
5018919680520 15.1  5.0  0.009900 -1.9-99.9-99.9-99.9-9.9 99 9.0 72  5.4   7  5.6-9.9-9.9
