5018919680521 16.1 -1.0  0.009900 -6.9-99.9-99.9-99.9-9.9 99 6.7 65  1.3   1  0.8-9.9-9.9
5018919680522 18.1  0.5  0.009900  3.9-99.9-99.9-99.9-9.9 99 7.4 64  2.7   1  0.8-9.9-9.9
5018919680523 17.1 -2.5  0.219900 -5.9-99.9-99.9-99.9-9.9 99 7.0 73  1.9   3  2.4-9.9-9.9
5018919680524 17.1  2.5  0.009900 -0.1-99.9-99.9-99.9-9.9 99 9.4 75  6.1   0  0.0-9.9-9.9
5018919680525 19.6 -1.5  0.009900 -3.9-99.9-99.9-99.9-9.9 99 8.3 59  4.3   4  3.2-9.9-9.9
5018919680526 20.1  3.5  0.009900  0.9-99.9-99.9-99.9-9.9 9910.6 65  7.8   4  3.2-9.9-9.9
5018919680527 21.6  7.0  0.009900  3.9-99.9-99.9-99.9-9.9 9910.2 66  7.3   1  0.8-9.9-9.9
5018919680528 19.1  2.5  0.009900  0.9-99.9-99.9-99.9-9.9 99 7.1 72  2.1   2  1.6-9.9-9.9
5018919680529 19.1  2.5  0.009900  0.9-99.9-99.9-99.9-9.9 99 8.9 63  5.3   6  4.8-9.9-9.9
5018919680530 21.6  7.0  0.009900  4.9-99.9-99.9-99.9-9.9 9910.7 64  8.0   4  3.2-9.9-9.9
5018919680531 23.6  5.5  0.009900  2.9-99.9-99.9-99.9-9.9 9910.7 66  8.0   3  2.4-9.9-9.9
5018919680601 20.2  6.0  0.009900  2.9-99.9-99.9-99.9-9.9 9910.8 64  8.1   1  0.8-9.9-9.9
5018919680602 24.7  7.0  0.009900  4.9-99.9-99.9-99.9-9.9 9915.5 79 13.5   4  3.2-9.9-9.9
5018919680603 24.2  7.0  0.519900  5.9-99.9-99.9-99.9-9.9 9914.7 81 12.7   3  2.4-9.9-9.9
5018919680604 13.5 11.9 62.019900  9.9-99.9-99.9-99.9-9.9 9913.9 95 11.9  13 10.4-9.9-9.9
5018919680605 12.2  6.5  0.009900  3.9-99.9-99.9-99.9-9.9 99 9.6 89  6.4  10  8.0-9.9-9.9
5018919680606 12.1 -0.5  2.019900 -2.9-99.9-99.9-99.9-9.9 99 7.3 72  2.5   0  0.0-9.9-9.9
5018919680607 15.2  6.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 9.1 78  5.6   0  0.0-9.9-9.9
5018919680608 15.2  0.5  0.009900 -2.9-99.9-99.9-99.9-9.9 99 9.0 77  5.4   4  3.2-9.9-9.9
5018919680609 14.2  6.0  0.519900  3.9-99.9-99.9-99.9-9.9 9912.7 92 10.5   0  0.0-9.9-9.9
5018919680610 13.2  9.9  0.009900  5.9-99.9-99.9-99.9-9.9 9912.1 92  9.8   4  3.2-9.9-9.9
5018919680611 11.7  9.5  7.019900  6.9-99.9-99.9-99.9-9.9 9912.6 98 10.4   4  3.2-9.9-9.9
5018919680612 13.2 10.5  0.009900  7.4-99.9-99.9-99.9-9.9 9912.3 91 10.0   4  3.2-9.9-9.9
5018919680613 11.2  5.5  0.009900  1.9-99.9-99.9-99.9-9.9 9911.0 97  8.4   1  0.8-9.9-9.9
5018919680614 14.7  5.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.4 84  6.1   4  3.2-9.9-9.9
5018919680615 11.7  3.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 7.7 78  3.2   2  1.6-9.9-9.9
5018919680616 10.2  4.5  1.119900  1.4-99.9-99.9-99.9-9.9 99 9.8 92  6.7   0  0.0-9.9-9.9
5018919680617 14.7  6.0  0.009900  3.9-99.9-99.9-99.9-9.9 99 9.4 79  6.1   9  7.2-9.9-9.9
5018919680618 16.2  1.0  0.009900  0.4-99.9-99.9-99.9-9.9 99 8.4 69  4.5  16 12.8-9.9-9.9
5018919680619 15.7 -1.0  0.009900 -2.9-99.9-99.9-99.9-9.9 99 7.5 69  2.9   7  5.6-9.9-9.9
5018919680620 22.2  6.0  0.009900  2.9-99.9-99.9-99.9-9.9 9911.8 75  9.4   8  6.4-9.9-9.9
5018919680621 19.7  3.0  0.009900 -0.9-99.9-99.9-99.9-9.9 99 9.1 72  5.6   1  0.8-9.9-9.9
5018919680622 15.2  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 8.5 70  4.6   6  4.8-9.9-9.9
5018919680623 10.2  5.0  0.219900  2.9-99.9-99.9-99.9-9.9 99 9.8 90  6.7   2  1.6-9.9-9.9
5018919680624 13.7  5.5  0.009900  3.4-99.9-99.9-99.9-9.9 99 9.1 81  5.6   4  3.2-9.9-9.9
5018919680625  8.2  4.5  0.009900  1.9-99.9-99.9-99.9-9.9 99 8.8 89  5.1   4  3.2-9.9-9.9
5018919680626  9.7  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 8.5 83  4.6   2  1.6-9.9-9.9
5018919680627  9.7  3.0  0.009900  0.9-99.9-99.9-99.9-9.9 99 9.6 96  6.4   2  1.6-9.9-9.9
5018919680628  9.7  4.0  0.119900  1.4-99.9-99.9-99.9-9.9 99 9.3 85  5.9   4  3.2-9.9-9.9
5018919680629  9.7  5.5  0.219900  3.9-99.9-99.9-99.9-9.9 9910.0 94  7.0   1  0.8-9.9-9.9
5018919680630 10.2  6.0  0.009900  4.4-99.9-99.9-99.9-9.9 9910.6 94  7.8   2  1.6-9.9-9.9
5018919680701 11.7  6.0  0.009900  3.9-99.9-99.9-99.9-9.9 9912.0 95  9.7   0  0.0-9.9-9.9
5018919680702 16.1  9.0  1.519900  6.9-99.9-99.9-99.9-9.9 9914.9 96 12.9   2  1.6-9.9-9.9
5018919680703 17.6  9.0  0.009900  8.9-99.9-99.9-99.9-9.9 9913.8 84 11.8   2  1.6-9.9-9.9
5018919680704 17.6  0.5  0.009900 -3.9-99.9-99.9-99.9-9.9 99 7.6 75  3.0   4  3.2-9.9-9.9
5018919680705 13.1 -3.5  0.009900 -6.9-99.9-99.9-99.9-9.9 99 5.6 66 -1.2   4  3.2-9.9-9.9
5018919680706 13.6  2.0  0.009900 -3.9-99.9-99.9-99.9-9.9 99 7.3 70  2.5   8  6.4-9.9-9.9
5018919680707 19.1  0.0  0.009900  0.4-99.9-99.9-99.9-9.9 99 6.5 61  0.9   0  0.0-9.9-9.9
5018919680708 16.1  5.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 7.8 72  3.4   3  2.4-9.9-9.9
5018919680709 14.1  2.5  0.009900  0.9-99.9-99.9-99.9-9.9 99 7.6 71  3.0   5  4.0-9.9-9.9
5018919680710 18.1 -0.5  0.009900 -2.9-99.9-99.9-99.9-9.9 99 7.7 69  3.2   6  4.8-9.9-9.9
5018919680711 18.1  1.5  0.009900 -1.4-99.9-99.9-99.9-9.9 99 9.5 71  6.2   7  5.6-9.9-9.9
5018919680712 17.6  3.5  0.009900  0.9-99.9-99.9-99.9-9.9 9910.5 79  7.7   4  3.2-9.9-9.9
5018919680713 15.6  5.0  0.009900  1.9-99.9-99.9-99.9-9.9 9910.6 82  7.8   2  1.6-9.9-9.9
5018919680714 19.6  6.0  0.009900  3.4-99.9-99.9-99.9-9.9 9912.3 82 10.0   0  0.0-9.9-9.9
5018919680715 16.1  4.5  0.009900  1.9-99.9-99.9-99.9-9.9 9910.4 85  7.5   0  0.0-9.9-9.9
5018919680716 16.1  7.0  1.019900  3.9-99.9-99.9-99.9-9.9 9911.0 87  8.4   1  0.8-9.9-9.9
5018919680717 16.1  5.5  0.009900  3.4-99.9-99.9-99.9-9.9 9910.7 88  8.0   1  0.8-9.9-9.9
5018919680718 16.1  6.5  0.009900  3.9-99.9-99.9-99.9-9.9 9912.6 90 10.4   4  3.2-9.9-9.9
5018919680719 15.1 11.5  0.009900  9.9-99.9-99.9-99.9-9.9 9914.3 93 12.3   1  0.8-9.9-9.9
5018919680720 15.1  8.5  0.009900  6.9-99.9-99.9-99.9-9.9 9913.6 94 11.5   2  1.6-9.9-9.9
5018919680721 15.1  9.0  0.009900  6.9-99.9-99.9-99.9-9.9 9912.9 89 10.7   1  0.8-9.9-9.9
5018919680722 17.6  9.5  0.009900  6.4-99.9-99.9-99.9-9.9 9914.3 89 12.3   4  3.2-9.9-9.9
5018919680723 17.6 11.5  5.019900  9.9-99.9-99.9-99.9-9.9 9912.9 86 10.7   4  3.2-9.9-9.9
5018919680724 19.6  9.0  0.009900 10.4-99.9-99.9-99.9-9.9 9914.3 90 12.3   2  1.6-9.9-9.9
5018919680725 17.1  6.5  0.009900  4.9-99.9-99.9-99.9-9.9 9913.3 96 11.2   6  4.8-9.9-9.9
5018919680726 15.1 11.0  0.009900  6.9-99.9-99.9-99.9-9.9 9915.5 97 13.5   4  3.2-9.9-9.9
5018919680727 22.6 11.0  0.009900  8.9-99.9-99.9-99.9-9.9 9914.8 83 12.8   7  5.6-9.9-9.9
5018919680728 22.6 13.0  0.009900 10.9-99.9-99.9-99.9-9.9 9913.7 73 11.6   7  5.6-9.9-9.9
5018919680729 23.1 10.0  0.009900  7.9-99.9-99.9-99.9-9.9 9914.4 77 12.4   6  4.8-9.9-9.9
5018919680730 22.6  6.5  0.009900  3.9-99.9-99.9-99.9-9.9 9914.2 83 12.2   4  3.2-9.9-9.9
5018919680731 14.5  6.0 30.519900  2.9-99.9-99.9-99.9-9.9 9911.1 87  8.5  11  8.8-9.9-9.9
5018919680801 13.2 10.5 11.519900  8.9-99.9-99.9-99.9-9.9 9913.6 97 11.5   6  4.8-9.9-9.9
5018919680802 20.2  4.0  0.009900  0.9-99.9-99.9-99.9-9.9 9911.3 80  8.8   1  0.8-9.9-9.9
5018919680803 13.2  3.5  0.009900  0.9-99.9-99.9-99.9-9.9 9911.3 94  8.8   1  0.8-9.9-9.9
5018919680804 17.2  2.5  0.009900  0.4-99.9-99.9-99.9-9.9 9913.1 87 11.0   1  0.8-9.9-9.9
