5013219560501 16.9  5.8  0.009999-99.9-99.9-99.9-99.9 9.1 84-9.9-99-99.9 -99-99.914.4-9.9
5013219560502 18.8  6.3  0.009999-99.9-99.9-99.9-99.9 9.1 85-9.9-99-99.9 -99-99.914.4-9.9
5013219560503 15.2  8.7  0.009999-99.9-99.9-99.9-99.9 6.8 63-9.9-99-99.9 -99-99.911.6-9.9
5013219560504 17.4  5.3  0.009999-99.9-99.9-99.9-99.9 8.1 76-9.9-99-99.9 -99-99.913.0-9.9
5013219560505 16.0  6.3  0.009999-99.9-99.9-99.9-99.9 2.9 27-9.9-99-99.9 -99-99.9 7.1-9.9
5013219560506 13.3  7.4  0.009999-99.9-99.9-99.9-99.9 0.8  7-9.9-99-99.9 -99-99.9 4.7-9.9
5013219560507 12.1  2.5  0.009999-99.9-99.9-99.9-99.9 9.0 85-9.9-99-99.9 -99-99.913.7-9.9
5013219560508 12.0 -0.1  0.009999-99.9-99.9-99.9-99.9 8.5 80-9.9-99-99.9 -99-99.913.1-9.9
5013219560509 12.9  1.0  0.009999-99.9-99.9-99.9-99.9 9.6 91-9.9-99-99.9 -99-99.914.2-9.9
5013219560510-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5013219560511 18.6  5.3  0.009999-99.9-99.9-99.9-99.9 9.3 88-9.9-99-99.9 -99-99.913.6-9.9
5013219560512 18.4  8.7  0.009999-99.9-99.9-99.9-99.9 9.0 86-9.9-99-99.9 -99-99.913.3-9.9
5013219560513 17.8  6.4  0.009999-99.9-99.9-99.9-99.9 9.3 89-9.9-99-99.9 -99-99.913.5-9.9
5013219560514 18.0  7.0  0.009999-99.9-99.9-99.9-99.9 9.0 86-9.9-99-99.9 -99-99.913.1-9.9
5013219560515 17.1  5.6  0.009999-99.9-99.9-99.9-99.9 9.3 89-9.9-99-99.9 -99-99.913.3-9.9
5013219560516 16.9  5.2  0.009999-99.9-99.9-99.9-99.9 9.2 88-9.9-99-99.9 -99-99.913.1-9.9
5013219560517 17.3  5.2  0.009999-99.9-99.9-99.9-99.9 9.1 88-9.9-99-99.9 -99-99.913.0-9.9
5013219560518 17.5  6.2  0.009999-99.9-99.9-99.9-99.9 8.9 86-9.9-99-99.9 -99-99.912.7-9.9
5013219560519 18.2  5.7  2.319999-99.9-99.9-99.9-99.9 6.3 61-9.9-99-99.9 -99-99.910.0-9.9
5013219560520 12.9  2.3  0.009999-99.9-99.9-99.9-99.9 8.1 78-9.9-99-99.9 -99-99.911.7-9.9
5013219560521 15.4  1.7  0.009999-99.9-99.9-99.9-99.9 9.1 88-9.9-99-99.9 -99-99.912.7-9.9
5013219560522 14.8  2.2  0.009999-99.9-99.9-99.9-99.9 8.9 87-9.9-99-99.9 -99-99.912.5-9.9
5013219560523 18.9  4.0  0.009999-99.9-99.9-99.9-99.9 9.1 89-9.9-99-99.9 -99-99.912.6-9.9
5013219560524 17.9  4.7  0.009999-99.9-99.9-99.9-99.9 8.9 87-9.9-99-99.9 -99-99.912.3-9.9
5013219560525 14.8  5.4  0.009999-99.9-99.9-99.9-99.9 6.7 65-9.9-99-99.9 -99-99.910.0-9.9
5013219560526 14.4  4.5  0.009999-99.9-99.9-99.9-99.9 5.0 49-9.9-99-99.9 -99-99.9 8.3-9.9
5013219560527 17.9  5.3  0.009999-99.9-99.9-99.9-99.9 6.5 64-9.9-99-99.9 -99-99.9 9.8-9.9
5013219560528 11.9  5.2  0.009999-99.9-99.9-99.9-99.9 8.0 79-9.9-99-99.9 -99-99.911.2-9.9
5013219560529 12.2  2.3  4.619999-99.9-99.9-99.9-99.9 6.3 62-9.9-99-99.9 -99-99.9 9.5-9.9
