5026219581025 18.0  8.6  0.009900  5.8-99.9-99.9-99.9-9.9 99 6.1 54  0.0  14 11.2-9.9-9.9
5026219581026 20.6  8.3  0.009900  3.9-99.9-99.9-99.9-9.9 99 6.2 47  0.2  15 12.0-9.9-9.9
5026219581027 19.7  5.5  0.009900  0.8-99.9-99.9-99.9-9.9 99 6.1 51  0.0  14 11.2-9.9-9.9
5026219581028 19.7  3.9  0.009900  0.6-99.9-99.9-99.9-9.9 99 5.5 49 -1.4   4  3.2-9.9-9.9
5026219581029-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581030 17.3  7.8  0.009900  3.6-99.9-99.9-99.9-9.9 99 6.3 55  0.4   7  5.6-9.9-9.9
5026219581031-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581101-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581102-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581103 14.3  2.3  0.009900 -1.5-99.9-99.9-99.9-9.9 99 6.3 64  0.4  18 14.4-9.9-9.9
5026219581104 18.2  8.3  0.009900  5.9-99.9-99.9-99.9-9.9 99 6.4 41  0.6  19 15.2-9.9-9.9
5026219581105 15.0  0.9  0.009900 -3.9-99.9-99.9-99.9-9.9 99 4.2 48 -5.0  18 14.4-9.9-9.9
5026219581106 14.4  2.5  0.009900  1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581107 15.4  2.8  0.009900 -1.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581108 13.7 -0.3  0.009900 -4.6-99.9-99.9-99.9-9.9 99 4.1 52 -5.4  30 24.0-9.9-9.9
5026219581109 17.0 -0.3  0.009900 -3.7-99.9-99.9-99.9-9.9 99 4.7 53 -3.6  21 16.8-9.9-9.9
5026219581110 19.7  2.3  0.009900 -2.0-99.9-99.9-99.9-9.9 99 5.0 47 -2.7  27 21.6-9.9-9.9
5026219581111 19.1  5.3  0.009900  0.8-99.9-99.9-99.9-9.9 99 5.4 49 -1.7  28 22.4-9.9-9.9
5026219581112 16.4  9.1  0.009900  6.4-99.9-99.9-99.9-9.9 99 5.2 48 -2.2  31 24.8-9.9-9.9
5026219581113 12.6  1.9  0.009900  0.5-99.9-99.9-99.9-9.9 99 3.9 51 -6.0  49 39.2-9.9-9.9
5026219581114 10.9 -1.9  0.009910 -5.4-99.9-99.9-99.9-9.9 99 4.2 66 -5.0  14 11.2-9.9-9.9
5026219581115 12.0 -0.4  0.009910 -3.2-99.9-99.9-99.9-9.9 99 4.1 58 -5.4  13 10.4-9.9-9.9
5026219581116  6.4  0.4  0.119900 -1.0-99.9-99.9-99.9-9.9 99 4.9 80 -3.0   2  1.6-9.9-9.9
5026219581117  9.0  2.8  0.009900  1.0-99.9-99.9-99.9-9.9 99 6.3 85  0.4   8  6.4-9.9-9.9
5026219581118 15.0  5.3  0.009910  4.1-99.9-99.9-99.9-9.9 99 7.2 80  2.3   6  4.8-9.9-9.9
5026219581119 14.7  6.5  0.009900  4.8-99.9-99.9-99.9-9.9 99 6.1 63  0.0  13 10.4-9.9-9.9
5026219581120 12.4  3.5  0.009900  0.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581121 19.6  2.2  0.009900 -0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581122 24.5  3.1  0.009900 -0.2-99.9-99.9-99.9-9.9 99 5.3 39 -1.9  11  8.8-9.9-9.9
5026219581123 25.3  4.3  0.009900  0.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581124 22.6 10.1  0.009900  9.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581125-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026219581126 16.4  5.8  0.009900  3.7-99.9-99.9-99.9-9.9 99 4.4 40 -4.4  35 28.0-9.9-9.9
5026219581127 16.0  2.7  0.009900 -1.1-99.9-99.9-99.9-9.9 99 5.0 51 -2.7  22 17.6-9.9-9.9
5026219581128 12.6  3.3  0.009900  0.6-99.9-99.9-99.9-9.9 99 3.9 51 -6.0  41 32.8-9.9-9.9
5026219581129 14.2  1.8  0.009900 -0.7-99.9-99.9-99.9-9.9 99 4.2 47 -5.0  41 32.8-9.9-9.9
5026219581130 11.0  0.5  0.009910 -1.1-99.9-99.9-99.9-9.9 99 4.1 55 -5.4  24 19.2-9.9-9.9
5026219581201 11.3  2.3  0.009900 -1.2-99.9-99.9-99.9-9.9 99 4.0 51 -5.7  41 32.8-9.9-9.9
5026219581202 15.4  4.6  0.009900  2.2-99.9-99.9-99.9-9.9 99 4.4 49 -4.4  45 36.0-9.9-9.9
5026219581203 15.9  2.9  0.009900 -0.3-99.9-99.9-99.9-9.9 99 4.3 45 -4.7  41 32.8-9.9-9.9
5026219581204 17.7  3.3  0.009900  1.5-99.9-99.9-99.9-9.9 99 4.5 46 -4.1  27 21.6-9.9-9.9
5026219581205 19.9  4.3  0.009900  2.6-99.9-99.9-99.9-9.9 99 5.6 49 -1.2   6  4.8-9.9-9.9
5026219581206 20.1  5.3  0.009900  2.2-99.9-99.9-99.9-9.9 99 5.4 46 -1.7  24 19.2-9.9-9.9
5026219581207 25.6  6.1  0.009900  0.3-99.9-99.9-99.9-9.9 99 5.6 38 -1.2  22 17.6-9.9-9.9
5026219581208 20.5  9.6  0.009900  7.2-99.9-99.9-99.9-9.9 99 5.8 44 -0.7  28 22.4-9.9-9.9
5026219581209 18.8  6.5  0.009900  4.9-99.9-99.9-99.9-9.9 99 4.9 42 -3.0  42 33.6-9.9-9.9
5026219581210 13.4  4.1  0.009900  2.4-99.9-99.9-99.9-9.9 99 4.2 50 -5.0  44 35.2-9.9-9.9
5026219581211 10.8  2.5  0.009910  1.7-99.9-99.9-99.9-9.9 99 3.8 54 -6.4  48 38.4-9.9-9.9
5026219581212  9.7 -0.7  0.009911 -7.2-99.9-99.9-99.9-9.9 99 3.8 64 -6.4  26 20.8-9.9-9.9
5026219581213 12.7 -2.0  0.009900 -2.2-99.9-99.9-99.9-9.9 99 3.9 56 -6.0  11  8.8-9.9-9.9
5026219581214 15.2  3.3  0.009900 -4.0-99.9-99.9-99.9-9.9 99 4.2 49 -5.0  24 19.2-9.9-9.9
