5048319621101 31.6 16.1  0.009900-99.9-99.9-99.9-99.911.2 8615.3 49 13.3 -99-99.926.5-9.9
5048319621102 33.9 18.5  0.009900-99.9-99.9-99.9-99.911.0 8417.1 48 15.0 -99-99.926.2-9.9
5048319621103 37.7 20.7  0.219900-99.9-99.9-99.9-99.910.1 7723.1 55 19.8 -99-99.924.7-9.9
5048319621104 30.8 24.0 12.819900-99.9-99.9-99.9-99.9 5.3 4023.9 72 20.4 -99-99.916.5-9.9
5048319621105 26.9 19.7  1.119900-99.9-99.9-99.9-99.9 1.0  823.4 86 20.0 -99-99.9 9.1-9.9
5048319621106 29.7 21.1  0.009900-99.9-99.9-99.9-99.9 2.0 1520.4 65 17.8 -99-99.910.9-9.9
5048319621107 24.9 17.1  0.009900-99.9-99.9-99.9-99.9 1.8 1414.3 61 12.3 -99-99.910.6-9.9
5048319621108 28.2 15.4  0.009900-99.9-99.9-99.9-99.912.4 9414.0 52 12.0 -99-99.928.9-9.9
5048319621109 31.7 12.7  0.009900-99.9-99.9-99.9-99.912.2 92-9.9-99-99.9 -99-99.928.6-9.9
5048319621110 31.8 15.6  0.009900-99.9-99.9-99.9-99.912.3 9319.7 59 17.3 -99-99.928.8-9.9
5048319621111 33.5 17.5  0.009900-99.9-99.9-99.9-99.912.6 95-9.9-99-99.9 -99-99.929.4-9.9
5048319621112 33.0 18.5  0.009900-99.9-99.9-99.9-99.9 9.5 7118.4 48 16.2 -99-99.924.0-9.9
5048319621113 33.7 19.4  0.009900-99.9-99.9-99.9-99.911.0 8317.3 45 15.2 -99-99.926.7-9.9
5048319621114 35.7 19.7  0.009900-99.9-99.9-99.9-99.911.5 8618.6 48 16.4 -99-99.927.6-9.9
5048319621115 37.5 18.6  0.009900-99.9-99.9-99.9-99.9 8.5 64-9.9 45-99.9 -99-99.922.4-9.9
5048319621116 37.2 20.7  0.009900-99.9-99.9-99.9-99.9 7.3 5521.1 50 18.4 -99-99.920.3-9.9
5048319621117 38.1 21.4 12.619900-99.9-99.9-99.9-99.9 7.5 5624.7 66 20.9 -99-99.920.7-9.9
5048319621118 31.6 20.9 23.419900-99.9-99.9-99.9-99.9 5.6 42-9.9-99-99.9 -99-99.917.4-9.9
5048319621119 26.8 20.4 16.019900-99.9-99.9-99.9-99.9 3.0 22-9.9-99-99.9 -99-99.912.9-9.9
5048319621120 27.7 18.3  0.519900-99.9-99.9-99.9-99.9 8.6 6417.3 67 15.2 -99-99.922.7-9.9
5048319621121 26.9 13.5  0.009900-99.9-99.9-99.9-99.910.4 7714.5 55 12.5 -99-99.925.9-9.9
5048319621122 30.4 12.0  0.009900-99.9-99.9-99.9-99.912.1 9015.4 59 13.4 -99-99.928.9-9.9
5048319621123 35.0 15.8  0.009900-99.9-99.9-99.9-99.912.3 9120.3 54 17.7 -99-99.929.3-9.9
5048319621124 35.6 19.5  0.009900-99.9-99.9-99.9-99.912.0 8920.4 48 17.8 -99-99.928.8-9.9
5048319621125 36.6 17.6  0.009900-99.9-99.9-99.9-99.911.9 8821.9 50 19.0 -99-99.928.6-9.9
5048319621126 38.5 22.3  0.009900-99.9-99.9-99.9-99.910.3 7622.7 53 19.5 -99-99.925.8-9.9
5048319621127 40.1 23.4  0.009900-99.9-99.9-99.9-99.912.2 9022.3 42 19.2 -99-99.929.2-9.9
5048319621128 40.9 22.6  0.009900-99.9-99.9-99.9-99.912.3 9124.3 45 20.6 -99-99.929.4-9.9
5048319621129 37.0 24.2 18.619900-99.9-99.9-99.9-99.9 5.6 4125.0 67 21.1 -99-99.917.6-9.9
5048319621130 32.6 20.4  1.419900-99.9-99.9-99.9-99.9 5.4 4023.3 68 20.0 -99-99.917.3-9.9
5048319621201 38.3 21.2  0.009900-99.9-99.9-99.9-99.912.2 90-9.9-99-99.9 -99-99.929.3-9.9
5048319621202 39.0 25.0 26.619900-99.9-99.9-99.9-99.912.1 89-9.9-99-99.9 -99-99.929.1-9.9
5048319621203 33.9 20.2  0.719900 20.5-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 7.8-9.9
5048319621204 30.6 20.0  0.009900-99.9-99.9-99.9-99.912.1 89-9.9-99-99.9 -99-99.929.1-9.9
5048319621205 30.4 18.6  0.009900-99.9-99.9-99.9-99.912.6 92-9.9-99-99.9 -99-99.930.0-9.9
5048319621206 33.7 20.3  0.009900 20.3-99.9-99.9-99.912.0 88-9.9-99-99.9 -99-99.929.0-9.9
5048319621207 32.6 21.5  0.009900-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.929.2-9.9
5048319621208 34.5 21.1  1.619900-99.9-99.9-99.9-99.911.4 83-9.9-99-99.9 -99-99.928.0-9.9
