5018619680513 20.7  9.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.6 60  4.8   7  5.6-9.9-9.9
5018619680514 13.4  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 72  2.7   4  3.2-9.9-9.9
5018619680515 13.1  1.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 58  3.4   7  5.6-9.9-9.9
5018619680516 17.9  1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 55  0.0   7  5.6-9.9-9.9
5018619680517 19.4  0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 44 -3.0   6  4.8-9.9-9.9
5018619680518 13.0  1.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 66  3.0   4  3.2-9.9-9.9
5018619680519 14.0  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 70  2.7   4  3.2-9.9-9.9
5018619680520 14.4  5.3  0.419900-99.9-99.9-99.9-99.9-9.9 99 8.9 70  5.3   4  3.2-9.9-9.9
5018619680521 14.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 65  1.1   6  4.8-9.9-9.9
5018619680522 17.4  1.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.8 64  1.5   6  4.8-9.9-9.9
5018619680523 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 69  2.5   4  3.2-9.9-9.9
5018619680524 16.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.3 79  5.9   6  4.8-9.9-9.9
5018619680525 12.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 94  6.4   4  3.2-9.9-9.9
5018619680526 18.5-99.9  5.019900-99.9-99.9-99.9-99.9-9.9 9910.2 76  7.3   2  1.6-9.9-9.9
5018619680527 19.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 77  8.6   4  3.2-9.9-9.9
5018619680528 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.5 81  7.7   4  3.2-9.9-9.9
5018619680529 17.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.9 75  5.3   6  4.8-9.9-9.9
5018619680530 20.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.0 67  7.0   4  3.2-9.9-9.9
5018619680531 20.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 69  6.7   4  3.2-9.9-9.9
5018619680601 22.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 64  6.4   4  3.2-9.9-9.9
5018619680602 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.5 85  9.0   4  3.2-9.9-9.9
5018619680603 24.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.0 73 10.9   4  3.2-9.9-9.9
5018619680604 20.1-99.9  7.919900-99.9-99.9-99.9-99.9-9.9 9915.6 87 13.6   4  3.2-9.9-9.9
5018619680605 16.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.6 74  4.8   9  7.2-9.9-9.9
5018619680606 11.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 73  1.3   4  3.2-9.9-9.9
5018619680607 14.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 62  1.3   2  1.6-9.9-9.9
5018619680608 16.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.0 66  1.9   4  3.2-9.9-9.9
5018619680609 15.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.2 86  9.9   4  3.2-9.9-9.9
5018619680610 12.5-99.9  0.419900-99.9-99.9-99.9-99.9-9.9 9912.1 92  9.8   4  3.2-9.9-9.9
5018619680611 10.7-99.9  5.319900-99.9-99.9-99.9-99.9-9.9 9912.1100  9.8   4  3.2-9.9-9.9
5018619680612 13.0-99.9  1.019900-99.9-99.9-99.9-99.9-9.9 9912.5 90 10.3   4  3.2-9.9-9.9
5018619680613 11.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.8 93  8.1   4  3.2-9.9-9.9
5018619680614 14.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.3 79  5.9   6  4.8-9.9-9.9
5018619680615 11.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.0 83  3.8   4  3.2-9.9-9.9
5018619680616  9.3-99.9  0.219900-99.9-99.9-99.9-99.9-9.9 99 9.6 97  6.4   4  3.2-9.9-9.9
5018619680617 15.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.9 71  5.3   6  4.8-9.9-9.9
5018619680618 16.0-99.9  0.419900-99.9-99.9-99.9-99.9-9.9 99 7.5 69  2.9   6  4.8-9.9-9.9
5018619680619 13.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 65  0.6   6  4.8-9.9-9.9
5018619680620 20.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 50  3.6   6  4.8-9.9-9.9
5018619680621 19.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 64  2.7   4  3.2-9.9-9.9
5018619680622 14.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.4 78  4.5   4  3.2-9.9-9.9
5018619680623 11.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.4 95  7.5   4  3.2-9.9-9.9
5018619680624 12.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 89  5.8   4  3.2-9.9-9.9
5018619680625  9.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.0 91  3.8   4  3.2-9.9-9.9
5018619680626  7.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.3 99  4.3   4  3.2-9.9-9.9
5018619680627  8.9-99.9  6.719900-99.9-99.9-99.9-99.9-9.9 9910.2100  7.3   2  1.6-9.9-9.9
5018619680628 11.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 90  6.7   4  3.2-9.9-9.9
5018619680629 11.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.1 95  7.1   4  3.2-9.9-9.9
5018619680630 12.1-99.9  1.019900-99.9-99.9-99.9-99.9-9.9 9910.0 85  7.0   4  3.2-9.9-9.9
5018619680701 14.1-99.9  6.019900-99.9-99.9-99.9-99.9-9.9 9912.0 92  9.7   2  1.6-9.9-9.9
5018619680702 16.7-99.9  1.019900-99.9-99.9-99.9-99.9-9.9 9915.3 98 13.3   4  3.2-9.9-9.9
5018619680703 16.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.6 82 11.5   4  3.2-9.9-9.9
5018619680704 13.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 62 -1.7   4  3.2-9.9-9.9
5018619680705 14.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 52 -4.1   6  4.8-9.9-9.9
5018619680706 13.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 65  0.9   9  7.2-9.9-9.9
5018619680707 17.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.4 73  4.5   4  3.2-9.9-9.9
5018619680708 16.5-99.9  0.319900-99.9-99.9-99.9-99.9-9.9 99 8.7 69  5.0   4  3.2-9.9-9.9
5018619680709 15.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.2 80  4.1   4  3.2-9.9-9.9
5018619680710 15.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 75  3.0   4  3.2-9.9-9.9
5018619680711 18.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 66  3.6   4  3.2-9.9-9.9
5018619680712 17.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 73  5.4   4  3.2-9.9-9.9
5018619680713 16.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.1 82  8.5   4  3.2-9.9-9.9
5018619680714 15.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.8 88  8.1   4  3.2-9.9-9.9
5018619680715 10.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.3 96  7.4   4  3.2-9.9-9.9
5018619680716 15.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.7 90  9.3   4  3.2-9.9-9.9
5018619680717 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.4 87  8.9   4  3.2-9.9-9.9
5018619680718 14.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.8 92  8.1   4  3.2-9.9-9.9
5018619680719 16.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.6 83 10.4   4  3.2-9.9-9.9
5018619680720 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.1 84  9.8   4  3.2-9.9-9.9
5018619680721 16.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9912.7 91 10.5   4  3.2-9.9-9.9
5018619680722 16.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.2 94 13.2   4  3.2-9.9-9.9
5018619680723 17.4-99.9 14.419900-99.9-99.9-99.9-99.9-9.9 9914.7 92 12.7   4  3.2-9.9-9.9
5018619680724 19.0-99.9  0.419900-99.9-99.9-99.9-99.9-9.9 9913.5 83 11.4   4  3.2-9.9-9.9
5018619680725 15.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.3 97 11.2   4  3.2-9.9-9.9
5018619680726 18.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.0 88 13.0   4  3.2-9.9-9.9
5018619680727 21.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.6 82 11.5   4  3.2-9.9-9.9
5018619680728 23.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.3 77 13.3   4  3.2-9.9-9.9
5018619680729 22.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.3 71  8.8   6  4.8-9.9-9.9
5018619680730 21.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 78  8.6   4  3.2-9.9-9.9
5018619680731 15.0-99.9  2.019900-99.9-99.9-99.9-99.9-9.9 9911.6 94  9.2   6  4.8-9.9-9.9
5018619680801 13.3-99.9 12.619900-99.9-99.9-99.9-99.9-9.9 9913.3 99 11.2   4  3.2-9.9-9.9
5018619680802 18.1-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 79  6.7   4  3.2-9.9-9.9
5018619680803 16.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 80  6.7   4  3.2-9.9-9.9
5018619680804 18.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.8 79  6.7   4  3.2-9.9-9.9
