5016319781001 18.5  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.8 47  1.5  33 26.4-9.9-9.9
5016319781002 18.7  7.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 44  0.0  53 42.4-9.9-9.9
5016319781003 18.6  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.8 61  5.1   5  4.0-9.9-9.9
5016319781004 16.8  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 9911.9 74  9.5  11  8.8-9.9-9.9
5016319781005 18.8  9.3  0.319900-99.9-99.9-99.9-99.9-9.9 9913.8 76 11.8   8  6.4-9.9-9.9
5016319781006 24.6 15.7  0.009900-99.9-99.9-99.9-99.9-9.9 9919.6 88 17.2  18 14.4-9.9-9.9
5016319781007 26.3  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.1 58  8.5   5  4.0-9.9-9.9
5016319781008 22.7  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 33  2.1  60 48.0-9.9-9.9
5016319781009 21.7  3.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 54  5.4   5  4.0-9.9-9.9
5016319781010 25.3  7.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.9 51  6.8  28 22.4-9.9-9.9
5016319781011 18.0  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 34 -3.0  56 44.8-9.9-9.9
5016319781012 18.6  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 46  0.0  13 10.4-9.9-9.9
5016319781013 23.1  0.5  4.919900-99.9-99.9-99.9-99.9-9.9 99 6.5 36  0.9  28 22.4-9.9-9.9
5016319781014 19.8  9.5  5.019900-99.9-99.9-99.9-99.9-9.9 9911.5 89  9.0  16 12.8-9.9-9.9
5016319781015 22.6  3.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 53  5.0   5  4.0-9.9-9.9
5016319781016 19.0  8.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.5 51  2.9  27 21.6-9.9-9.9
5016319781017 14.6  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.8 70  5.1  16 12.8-9.9-9.9
5016319781018 18.3  7.3  0.009900-99.9-99.9-99.9-99.9-9.9 9911.7 72  9.3   5  4.0-9.9-9.9
