5005719600101 31.9 21.0  0.009900 19.9-99.9-99.9-99.9-9.9 9920.8 59 18.1  14 11.2-9.9-9.9
5005719600102 30.1 14.8  0.009900 13.9-99.9-99.9-99.9-9.9 9915.7 54 13.7  21 16.8-9.9-9.9
5005719600103 34.3 16.3  0.009900 15.4-99.9-99.9-99.9-9.9 9920.5 57 17.9  11  8.8-9.9-9.9
5005719600104 35.3 21.6  0.009900 20.4-99.9-99.9-99.9-9.9 9923.4 56 20.0  13 10.4-9.9-9.9
5005719600105 36.6 22.4 87.019900 21.9-99.9-99.9-99.9-9.9 9925.7 59 21.5   6  4.8-9.9-9.9
5005719600106 28.0 19.8  0.009900 19.1-99.9-99.9-99.9-9.9 9919.3 65 16.9  16 12.8-9.9-9.9
5005719600107 22.8 19.0  8.019900 18.3-99.9-99.9-99.9-9.9 9923.0 93 19.7  11  8.8-9.9-9.9
5005719600108 29.1 18.6  1.019900 17.6-99.9-99.9-99.9-9.9 9923.7 85 20.2  13 10.4-9.9-9.9
5005719600109 30.3 19.3 16.319900 18.5-99.9-99.9-99.9-9.9 9923.3 78 20.0  13 10.4-9.9-9.9
5005719600110 30.4 19.3  0.009900 18.4-99.9-99.9-99.9-9.9 9925.0 74 21.1  11  8.8-9.9-9.9
5005719600111 30.4 19.3  0.009900 16.5-99.9-99.9-99.9-9.9 9922.9 67 19.7  13 10.4-9.9-9.9
5005719600112 33.5 19.6  0.009900 19.1-99.9-99.9-99.9-9.9 9921.7 56 18.8   9  7.2-9.9-9.9
5005719600113 36.3 21.3  0.009900 20.4-99.9-99.9-99.9-9.9 9924.8 59 21.0   9  7.2-9.9-9.9
5005719600114 36.1 23.2  0.009900 22.1-99.9-99.9-99.9-9.9 9925.4 67 21.4  11  8.8-9.9-9.9
5005719600115 36.1 23.3  0.009900 22.4-99.9-99.9-99.9-9.9 9926.9 68 22.3  15 12.0-9.9-9.9
5005719600116 32.7 21.6  0.009900 20.9-99.9-99.9-99.9-9.9 9925.8 75 21.6   9  7.2-9.9-9.9
5005719600117 33.3 21.4 25.019900 20.9-99.9-99.9-99.9-9.9 9926.5 86 22.0   7  5.6-9.9-9.9
5005719600118 30.6 20.8  0.009900 20.4-99.9-99.9-99.9-9.9 9926.8 77 22.2  13 10.4-9.9-9.9
5005719600119 33.7 22.6  0.009900 21.4-99.9-99.9-99.9-9.9 9926.8 72 22.2   9  7.2-9.9-9.9
5005719600120 36.0 22.8  0.009900 21.7-99.9-99.9-99.9-9.9 9925.2 59 21.2   8  6.4-9.9-9.9
5005719600121 35.9 22.7  0.009900 22.0-99.9-99.9-99.9-9.9 9925.6 60 21.5   9  7.2-9.9-9.9
5005719600122 34.1 21.8 14.019900 22.0-99.9-99.9-99.9-9.9 9926.7 74 22.2  24 19.2-9.9-9.9
5005719600123 30.1 20.6  0.009900 19.5-99.9-99.9-99.9-9.9 9924.9 75 21.0  11  8.8-9.9-9.9
5005719600124 31.4 18.2  0.009900 17.4-99.9-99.9-99.9-9.9 9917.1 53 15.0  11  8.8-9.9-9.9
5005719600125 35.1 17.3  0.009900 16.4-99.9-99.9-99.9-9.9 9918.4 50 16.2   9  7.2-9.9-9.9
5005719600126 35.4 20.4 30.019900 19.9-99.9-99.9-99.9-9.9 9924.2 82 20.6  11  8.8-9.9-9.9
5005719600127 32.7 19.3  0.009900 18.7-99.9-99.9-99.9-9.9 9924.0 67 20.4   7  5.6-9.9-9.9
5005719600128 33.7 20.8  0.009900 20.1-99.9-99.9-99.9-9.9 9921.5 57 18.7   9  7.2-9.9-9.9
5005719600129 29.1 23.2  1.719900 22.4-99.9-99.9-99.9-9.9 9925.0 77 21.1   7  5.6-9.9-9.9
5005719600130 31.1 21.4  0.009900 20.9-99.9-99.9-99.9-9.9 9923.7 70 20.2   9  7.2-9.9-9.9
5005719600131 32.4 20.4  0.009900 19.5-99.9-99.9-99.9-9.9 9921.4 61 18.6  11  8.8-9.9-9.9
5005719600201-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600202-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600203-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600204-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600205-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600206-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600207-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600208-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600209-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600210-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600211-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600212-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600213-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600214-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600215-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600216-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600217-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600218-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600219-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600220-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600221-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600222-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600223-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600224-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600225-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600226-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600227-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600228-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600229-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5005719600301-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
