5026619590626  8.0  4.0  0.009900-99.9-99.9-99.9-99.9 0.0  0 6.0 87 -0.2   6  4.8 1.8 0.8
5026619590627  8.8 -1.0  0.009900-99.9-99.9-99.9-99.9 6.6 75 5.2 80 -2.2   9  7.2 6.0 0.8
5026619590628  9.5  0.0  0.009900-99.9-99.9-99.9-99.9 0.4  5 6.8 89  1.5  11  8.8 2.1 0.6
5026619590629 12.0  3.0  0.009900-99.9-99.9-99.9-99.9 2.9 33 6.7 87  1.3  28 22.4 3.7 2.0
5026619590630 12.0  3.0  0.009900-99.9-99.9-99.9-99.9 5.7 65 5.1 62 -2.5  27 21.6 5.5 2.8
5026619590701 10.4  2.8  0.009900-99.9-99.9-99.9-99.9 0.8  9 4.8 68 -3.3  24 19.2 2.4 2.4
5026619590702  7.0  0.0  0.009900-99.9-99.9-99.9-99.9 3.6 41 4.5 74 -4.1   7  5.6 4.2 0.9
5026619590703  9.0  0.2  5.519900-99.9-99.9-99.9-99.9 0.0  0 7.0 86  1.9  25 20.0 1.9 0.9
5026619590704  9.0  7.0  1.019900-99.9-99.9-99.9-99.9 0.0  0 7.8 95  3.4  23 18.4 1.9 1.4
5026619590705  9.5  5.0  0.219900-99.9-99.9-99.9-99.9 0.0  0 6.6 84  1.1  23 18.4 1.9 1.8
5026619590706 12.4  5.2  0.009900-99.9-99.9-99.9-99.9 5.8 65 5.4 66 -1.7  30 24.0 5.7 3.2
5026619590707 12.4  2.2  0.009900-99.9-99.9-99.9-99.9 2.5 28 4.8 55 -3.3  23 18.4 3.5 2.5
5026619590708 11.6  4.4  0.009900-99.9-99.9-99.9-99.9 5.2 58 3.4 43 -7.8  40 32.0 5.3 5.2
5026619590709  7.8  0.8  0.009900-99.9-99.9-99.9-99.9 1.1 12 3.4 55 -7.8   7  5.6 2.7 1.2
5026619590710  7.0 -2.0  0.819900-99.9-99.9-99.9-99.9 5.8 65 3.9 68 -6.0  14 11.2 5.8 1.3
5026619590711  4.8  0.2  0.009900-99.9-99.9-99.9-99.9 0.3  3 3.7 64 -6.7  20 16.0 2.2 1.8
5026619590712  4.4 -2.2  7.419900-99.9-99.9-99.9-99.9 0.0  0 3.6 69 -7.1   8  6.4 2.0 1.0
5026619590713  5.4  0.8  8.619900-99.9-99.9-99.9-99.9 0.1  1 5.0 86 -2.7  21 16.8 2.1 1.4
5026619590714  5.2 -1.5  0.519900-99.9-99.9-99.9-99.9 0.0  0 4.5 79 -4.1  35 28.0 2.0 2.0
5026619590715  5.5 -1.5  0.009900-99.9-99.9-99.9-99.9 7.5 83 3.4 64 -7.8  15 12.0 7.2 1.5
5026619590716  4.2 -4.0  0.009900-99.9-99.9-99.9-99.9 1.1 12 3.4 71 -7.8   6  4.8 2.8 0.7
5026619590717  6.4 -4.0  0.009900-99.9-99.9-99.9-99.9 7.5 82 4.3 81 -4.7  11  8.8 7.3 0.8
5026619590718  6.2  0.0  0.009900-99.9-99.9-99.9-99.9 3.0 33 4.5 78 -4.1   2  1.6 4.2 0.5
5026619590719  4.4  0.0  4.119900-99.9-99.9-99.9-99.9 0.0  0 5.4 93 -1.7   1  0.8 2.1 0.4
5026619590720 12.8  1.0  0.009900-99.9-99.9-99.9-99.9 4.5 49 6.0 73 -0.2   7  5.6 5.3 0.9
5026619590721 14.2  5.0  0.009900-99.9-99.9-99.9-99.9 0.0  0 6.7 75  1.3  11  8.8 2.2 1.5
5026619590722 12.8  4.0  0.009900-99.9-99.9-99.9-99.9 6.7 72 6.2 65  0.2  20 16.0 7.0 2.0
5026619590723 14.0  7.0  0.009900-99.9-99.9-99.9-99.9 0.3  3 6.0 65 -0.2   7  5.6 2.4 1.5
5026619590724 10.2  6.2  0.009900-99.9-99.9-99.9-99.9 0.0  0 7.6 90  3.0   8  6.4 2.2 0.9
5026619590725  8.5  6.0  0.009900-99.9-99.9-99.9-99.9 2.5 27 6.4 86  0.6   2  1.6 4.1 0.6
5026619590726 10.5  3.0  0.009900-99.9-99.9-99.9-99.9 6.6 70 5.9 76 -0.5  12  9.6 7.2 1.2
5026619590727  7.4  5.0  1.419900-99.9-99.9-99.9-99.9 0.0  0 7.0 96  1.9  15 12.0 2.3 1.1
5026619590728  9.0  2.4  0.009900-99.9-99.9-99.9-99.9 2.5 26 6.1 85  0.0  23 18.4 4.2 1.5
5026619590729 15.8  6.0  0.009900-99.9-99.9-99.9-99.9 2.8 30 6.7 61  1.3  15 12.0 4.5 2.0
5026619590730 14.6  6.4  0.009900-99.9-99.9-99.9-99.9 6.7 70 6.0 66 -0.2  27 21.6 7.5 3.2
5026619590731 14.6  3.2  0.009900-99.9-99.9-99.9-99.9 8.8 92 4.8 58 -3.3  11  8.8 9.2 1.8
5026619590801 12.4  3.2  0.009900-99.9-99.9-99.9-99.9 5.7 59 4.9 64 -3.0   9  7.2 6.9 1.5
5026619590802 10.2  1.2  0.009900-99.9-99.9-99.9-99.9 5.5 57 6.0 78 -0.2   7  5.6 6.8 0.8
5026619590803 12.8  6.8  0.009900-99.9-99.9-99.9-99.9 0.5  5 6.8 76  1.5  18 14.4 2.9 2.1
5026619590804 10.8  5.0  0.009900-99.9-99.9-99.9-99.9 6.5 67 5.2 70 -2.2   7  5.6 7.7 1.2
5026619590805 12.6  0.2  0.009900-99.9-99.9-99.9-99.9 8.4 86 4.2 55 -5.0  19 15.2 9.4 2.3
5026619590806 14.6  3.5  0.009900-99.9-99.9-99.9-99.9 0.0  0 5.8 61 -0.7  25 20.0 2.6 2.9
5026619590807 16.4  9.0  0.009900-99.9-99.9-99.9-99.9 3.9 40 5.1 48 -2.5  40 32.0 5.8 5.8
5026619590808 12.5  4.2  2.019900-99.9-99.9-99.9-99.9 3.0 30 5.0 65 -2.7  28 22.4 5.2 3.2
5026619590809 17.8  4.2  0.009900-99.9-99.9-99.9-99.9 1.3 13 6.2 55  0.2  30 24.0 3.8 3.6
5026619590810 16.0  8.0  0.009900-99.9-99.9-99.9-99.9 8.4 84 3.8 37 -6.4  37 29.6 9.8 6.0
5026619590811 12.7  4.0  0.009900-99.9-99.9-99.9-99.9 1.0 10 3.3 45 -8.2  53 42.4 3.6 6.9
5026619590812 10.2  2.8  0.009900-99.9-99.9-99.9-99.9 5.0 50 3.3 47 -8.2  33 26.4 7.1 4.0
5026619590813 11.2  0.0  0.009900-99.9-99.9-99.9-99.9 5.1 50 3.2 42 -8.6  30 24.0 7.3 3.6
5026619590814 10.5  3.0  6.119900-99.9-99.9-99.9-99.9 0.0  0 5.5 72 -1.4  22 17.6 2.9 2.3
5026619590815 17.5  5.0 10.719900-99.9-99.9-99.9-99.9 0.4  4 7.1 83  2.1  40 32.0 3.3 4.2
5026619590816  5.4  0.0  1.419910-99.9-99.9-99.9-99.9 3.0 29 5.3 91 -1.9  48 38.4 5.7 2.2
5026619590817  6.8 -0.2  0.009900-99.9-99.9-99.9-99.9 4.7 46 3.7 63 -6.7  16 12.8 7.3 1.7
5026619590818 12.2  2.2  0.009900-99.9-99.9-99.9-99.9 5.6 54 4.9 59 -3.0  23 18.4 8.2 2.5
5026619590819 15.2  7.0  0.009900-99.9-99.9-99.9-99.9 8.0 77 5.2 53 -2.2  20 16.010.4 3.0
5026619590820 12.4  1.8  0.009900-99.9-99.9-99.9-99.9 8.8 84 4.3 55 -4.7  12  9.611.3 1.8
5026619590821 10.0  1.1  0.009900-99.9-99.9-99.9-99.9 9.2 88 3.6 54 -7.1  20 16.011.8 2.4
5026619590822 10.8  1.2  0.009900-99.9-99.9-99.9-99.9 1.2 11 5.3 71 -1.9  18 14.4 4.4 1.9
5026619590823 14.2  3.0  0.009900-99.9-99.9-99.9-99.9 2.3 22 5.6 61 -1.2  33 26.4 5.5 3.5
5026619590824 10.2  5.2  0.009900-99.9-99.9-99.9-99.9 3.1 29 4.3 55 -4.7  43 34.4 6.3 4.8
5026619590825  8.0  1.8  0.009910-99.9-99.9-99.9-99.9 2.3 22 3.8 61 -6.4  38 30.4 5.6 3.8
5026619590826 12.5 -0.8  0.009900-99.9-99.9-99.9-99.9 9.3 87 3.8 52 -6.4  19 15.212.5 2.3
5026619590827  7.8  1.0  0.009900-99.9-99.9-99.9-99.9 3.0 28 4.6 67 -3.8  23 18.4 6.4 2.1
5026619590828 11.3  0.0  0.009900-99.9-99.9-99.9-99.9 8.2 76 3.8 55 -6.4  13 10.411.7 1.8
5026619590829  9.8  2.0  0.009900-99.9-99.9-99.9-99.9 9.0 83 6.0 83 -0.2   8  6.412.6 1.0
5026619590830 18.8  3.2  0.009900-99.9-99.9-99.9-99.9 9.6 88 5.1 52 -2.5  19 15.213.3 2.9
5026619590831 17.5  4.8  0.009900-99.9-99.9-99.9-99.9 8.5 78 5.5 55 -1.4  10  8.012.3 1.9
5026619590901-99.9-99.9  8.019900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026619590902-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026619590903-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026619590904-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
