5044119690217 18.5  5.9  0.919900-99.9-99.9-99.9-99.9 3.4 2510.4 64  7.5  23 18.412.2 3.1
5044119690218 19.6  5.3  0.009900-99.9-99.9-99.9-99.9 5.0 3711.2 74  8.6  19 15.214.7 2.9
5044119690219 30.1  7.3  0.009900-99.9-99.9-99.9-99.9 8.8 6614.2 49 12.2  15 12.020.6 4.5
5044119690220 31.1 14.4  0.009900-99.9-99.9-99.9-99.9 1.0  812.3 44 10.0  42 33.6 8.3 8.1
5044119690221 32.1 10.4  0.009900-99.9-99.9-99.9-99.9 5.5 4216.1 53 14.1  25 20.015.3 5.1
5044119690222 34.4 15.4  0.009900-99.9-99.9-99.9-99.9 6.5 4920.1 54 17.6  28 22.416.7 6.1
5044119690223 28.9 15.8  5.419900-99.9-99.9-99.9-99.9 5.5 4217.8 70 15.7  31 24.815.1 5.5
5044119690224 26.1 14.1  9.819900-99.9-99.9-99.9-99.9 0.0  019.8 86 17.3  19 15.2 6.6 2.2
5044119690225 23.6 13.4  0.009900-99.9-99.9-99.9-99.9 4.8 3719.6 88 17.2   9  7.213.9 2.5
5044119690226 24.6  6.7  0.009900-99.9-99.9-99.9-99.9 8.8 6815.7 79 13.7   4  3.219.9 2.9
5044119690227 31.6 13.3  0.009900-99.9-99.9-99.9-99.9 9.3 7219.9 70 17.4  15 12.020.6 4.6
5044119690228 33.9 17.3  0.009900-99.9-99.9-99.9-99.9 5.4 4219.3 59 16.9  19 15.214.6 5.2
5044119690301 35.1 17.6  0.009900-99.9-99.9-99.9-99.9 5.5 4321.0 57 18.3  17 13.614.6 5.0
5044119690302 34.8 19.6  0.009900-99.9-99.9-99.9-99.9 4.5 3522.5 60 19.4  17 13.613.1 4.8
5044119690303 28.5 18.5 25.019900-99.9-99.9-99.9-99.9 2.8 2224.2 94 20.6  16 12.810.5 2.9
5044119690304 23.4 16.8  0.319900-99.9-99.9-99.9-99.9 2.5 2020.7 93 18.1  44 35.2 9.9 3.1
5044119690305 23.6  8.3  0.009900-99.9-99.9-99.9-99.9 7.5 5916.0 84 14.0   4  3.217.3 2.5
5044119690306 30.6 10.6  0.009900-99.9-99.9-99.9-99.9 5.0 3915.1 61 13.1  19 15.213.5 4.2
5044119690307 31.1 13.0  1.719900-99.9-99.9-99.9-99.9 0.0  018.9 73 16.6  17 13.6 6.1 2.9
5044119690308 21.8 15.9  1.019900-99.9-99.9-99.9-99.9 0.0  016.7 84 14.7  20 16.0 6.0 2.5
5044119690309 22.1  9.6  0.009900-99.9-99.9-99.9-99.9 1.6 1315.3 82 13.3  19 15.2 8.3 2.1
5044119690310 25.6  4.0  0.009900-99.9-99.9-99.9-99.9 3.7 3015.8 74 13.8  19 15.211.3 1.9
5044119690311 31.1 15.4  0.009900-99.9-99.9-99.9-99.9 2.0 1622.9 73 19.7  28 22.4 8.8 3.3
5044119690312 34.1 16.9  0.009900-99.9-99.9-99.9-99.9 4.5 3624.4 70 20.7  38 30.412.3 5.1
5044119690313 28.1 18.9  7.019900-99.9-99.9-99.9-99.9 0.5  423.9 89 20.4  22 17.6 6.5 2.6
5044119690314 19.5 13.6  0.009900-99.9-99.9-99.9-99.9 2.6 2113.7 72 11.6  45 36.0 9.4 4.3
