5046519610916  6.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 68 -5.0  15 12.0-9.9-9.9
5046519610917  3.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 75 -3.0  27 21.6-9.9-9.9
5046519610918 10.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 46 -5.4  15 12.0-9.9-9.9
5046519610919 15.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 33 -4.7   9  7.2-9.9-9.9
5046519610920 17.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 26 -7.1   7  5.6-9.9-9.9
5046519610921 17.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 32 -5.0  11  8.8-9.9-9.9
5046519610922 14.6-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 26 -9.0   9  7.2-9.9-9.9
5046519610923 11.0-99.9  4.019901-99.9-99.9-99.9-99.9-9.9 99 4.2 52 -5.0  28 22.4-9.9-9.9
5046519610924  7.0-99.9 15.519900-99.9-99.9-99.9-99.9-9.9 99 6.5 73  0.9  15 12.0-9.9-9.9
5046519610925 14.5-99.9 12.019900-99.9-99.9-99.9-99.9-9.9 99 7.2 59  2.3  18 14.4-9.9-9.9
5046519610926 10.0-99.9  1.119900-99.9-99.9-99.9-99.9-9.9 99 6.6 81  1.1  11  8.8-9.9-9.9
5046519610927  8.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 41 -7.8  13 10.4-9.9-9.9
5046519610928  8.3-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 2.7 33-10.7  22 17.6-9.9-9.9
5046519610929 23.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 22 -9.0  16 12.8-9.9-9.9
5046519610930 21.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.2 23 -8.6  28 22.4-9.9-9.9
5046519611001 20.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 31 -4.1  18 14.4-9.9-9.9
5046519611002 18.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 32 -5.0  14 11.2-9.9-9.9
5046519611003 19.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 2.5 16-11.7  19 15.2-9.9-9.9
5046519611004 19.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 20 -7.8   7  5.6-9.9-9.9
5046519611005 19.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 28 -6.0   9  7.2-9.9-9.9
5046519611006 20.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 27 -5.0   8  6.4-9.9-9.9
5046519611007 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 23 -5.0   9  7.2-9.9-9.9
5046519611008 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 2.8 15-10.3   9  7.2-9.9-9.9
5046519611009 24.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 31  0.6   9  7.2-9.9-9.9
5046519611010 26.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 20 -5.0  11  8.8-9.9-9.9
5046519611011 22.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 19 -6.0  13 10.4-9.9-9.9
5046519611012 19.5-99.9  2.019900-99.9-99.9-99.9-99.9-9.9 99 3.7 23 -6.7   9  7.2-9.9-9.9
5046519611013 16.0-99.9  5.019900-99.9-99.9-99.9-99.9-9.9 99 5.3 42 -1.9  18 14.4-9.9-9.9
5046519611014 15.0-99.9  3.019900-99.9-99.9-99.9-99.9-9.9 99 7.7 60  3.2   6  4.8-9.9-9.9
5046519611015 10.0-99.9  5.219900-99.9-99.9-99.9-99.9-9.9 99 7.6 71  3.0  11  8.8-9.9-9.9
5046519611016 16.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 38 -1.9  11  8.8-9.9-9.9
5046519611017 16.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 25 -7.1   9  7.2-9.9-9.9
5046519611018 21.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 19 -9.0  11  8.8-9.9-9.9
5046519611019 15.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 28 -6.7  18 14.4-9.9-9.9
5046519611020 20.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 2.6 20-11.2   7  5.6-9.9-9.9
5046519611021 22.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.5 23 -7.4  13 10.4-9.9-9.9
5046519611022 26.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 24 -6.0  11  8.8-9.9-9.9
5046519611023 23.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 25 -3.8   7  5.6-9.9-9.9
5046519611024 18.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 26 -4.7  24 19.2-9.9-9.9
5046519611025 23.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 19 -6.7  27 21.6-9.9-9.9
5046519611026 29.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 16 -6.7  12  9.6-9.9-9.9
5046519611027 29.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 18 -4.7  11  8.8-9.9-9.9
5046519611028 27.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 18 -5.0   7  5.6-9.9-9.9
5046519611029 27.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 22 -1.4   4  3.2-9.9-9.9
5046519611030 29.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 27  2.1  11  8.8-9.9-9.9
5046519611031 30.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 22 -1.0  13 10.4-9.9-9.9
5046519611101 29.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 20 -3.6  18 14.4-9.9-9.9
5046519611102 26.4-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 20 -2.2  13 10.4-9.9-9.9
5046519611103 22.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 20 -5.7  24 19.2-9.9-9.9
5046519611104 14.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 53 -1.0  11  8.8-9.9-9.9
5046519611105 24.2-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 30 -1.9   9  7.2-9.9-9.9
5046519611106 26.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 23 -5.0   7  5.6-9.9-9.9
5046519611107 27.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 17 -6.4  14 11.2-9.9-9.9
5046519611108 21.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 28 -2.2  18 14.4-9.9-9.9
5046519611109 21.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 26 -4.7   9  7.2-9.9-9.9
5046519611110 21.7-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 30 -4.4  14 11.2-9.9-9.9
5046519611111 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 24 -6.7  16 12.8-9.9-9.9
5046519611112 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 23 -4.1  13 10.4-9.9-9.9
5046519611113 21.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 31 -1.2   6  4.8-9.9-9.9
5046519611114 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 24 -3.3   9  7.2-9.9-9.9
5046519611115 27.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 33  3.4  15 12.0-9.9-9.9
5046519611116 27.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 32  2.3  14 11.2-9.9-9.9
5046519611117 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 27 -2.7   9  7.2-9.9-9.9
5046519611118 22.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 28 -3.3  11  8.8-9.9-9.9
5046519611119 25.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 26 -1.7   4  3.2-9.9-9.9
5046519611120 22.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 22 -6.4  22 17.6-9.9-9.9
5046519611121 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 26 -2.7   9  7.2-9.9-9.9
5046519611122 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 28 -2.2   4  3.2-9.9-9.9
5046519611123 23.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 40  2.5  17 13.6-9.9-9.9
5046519611124 24.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 39  3.6   4  3.2-9.9-9.9
5046519611125 28.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 34  2.7   6  4.8-9.9-9.9
5046519611126 26.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 27 -1.4   9  7.2-9.9-9.9
5046519611127 29.0-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 32  0.0   6  4.8-9.9-9.9
5046519611128 28.5-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 18 -4.1  11  8.8-9.9-9.9
