5057420121031-99.9-99.9-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5057420121101-99.9-99.9-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5057420121102 30.6 15.2  0.009900-99.9-99.9-99.9-99.9-9.9 9918.4 66 16.2   4  3.2-9.9-9.9
5057420121103 32.3 14.4  0.009900-99.9-99.9-99.9-99.9-9.9 9917.8 62 15.7   3  2.4-9.9-9.9
5057420121104-99.9 16.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9   4  3.2-9.9-9.9
5057420121105 33.3 16.2  0.009900-99.9-99.9-99.9-99.9-9.9 9920.6 66 18.0   4  3.2-9.9-9.9
5057420121106 35.1 17.6  0.009900-99.9-99.9-99.9-99.9-9.9 9919.2 56 16.9   6  4.8-9.9-9.9
5057420121107 35.2 18.0  0.009900-99.9-99.9-99.9-99.9-9.9 9918.1 52 15.9   9  7.2-9.9-9.9
5057420121108 36.0 19.6  0.009900-99.9-99.9-99.9-99.9-9.9 9920.5 55 17.9  19 15.2-9.9-9.9
5057420121109 31.2 19.8 72.019900-99.9-99.9-99.9-99.9-9.9 9926.7 82 22.2  20 16.0-9.9-9.9
5057420121110 19.8 13.2  1.019900-99.9-99.9-99.9-99.9-9.9 9917.6 94 15.5  28 22.4-9.9-9.9
5057420121111 22.8 15.2  0.009900-99.9-99.9-99.9-99.9-9.9 9919.1 87 16.8  12  9.6-9.9-9.9
5057420121112 24.5 12.2  0.009900-99.9-99.9-99.9-99.9-9.9 9915.8 75 13.8   9  7.2-9.9-9.9
5057420121113 25.1 12.6  0.009900-99.9-99.9-99.9-99.9-9.9 9915.4 71 13.5   8  6.4-9.9-9.9
5057420121114 26.4 12.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.9 67 12.9   6  4.8-9.9-9.9
5057420121115 27.8 12.4  0.009900-99.9-99.9-99.9-99.9-9.9 9916.0 68 14.0   4  3.2-9.9-9.9
5057420121116 30.6 13.8  0.009900-99.9-99.9-99.9-99.9-9.9 9917.4 65 15.3   5  4.0-9.9-9.9
5057420121117 27.8 17.4  1.019900-99.9-99.9-99.9-99.9-9.9 9920.3 74 17.7   4  3.2-9.9-9.9
5057420121118 32.8 18.1  0.009900-99.9-99.9-99.9-99.9-9.9 9922.1 68 19.1   5  4.0-9.9-9.9
5057420121119 31.4 15.8  0.009900-99.9-99.9-99.9-99.9-9.9 9920.1 69 17.6   3  2.4-9.9-9.9
5057420121120 33.6 17.4  0.009900-99.9-99.9-99.9-99.9-9.9 9919.6 60 17.2   6  4.8-9.9-9.9
5057420121121-99.9-99.9-99.999900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5057420121122 28.8 18.0 10.019900-99.9-99.9-99.9-99.9-9.9 9922.1 77 19.1  15 12.0-9.9-9.9
