5016520160312 24.9 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 64 11.0  10  8.0-9.9-9.9
5016520160313-99.9 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9   9  7.2-9.9-9.9
5016520160314 28.2 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 52 10.7  10  8.0-9.9-9.9
5016520160315 31.5 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 60 16.4   9  7.2-9.9-9.9
5016520160316 33.4 20.3  0.009999-99.9-99.9-99.9-99.9-9.9 9920.1 57 17.6  10  8.0-9.9-9.9
5016520160317 33.6 21.6 15.019999-99.9-99.9-99.9-99.9-9.9 9919.9 54 17.4  15 12.0-9.9-9.9
5016520160318 28.1 18.3  0.619999-99.9-99.9-99.9-99.9-9.9 9922.7 80 19.6  10  8.0-9.9-9.9
5016520160319 21.0  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 56  6.1  11  8.8-9.9-9.9
5016520160320 22.0 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 57  9.2  13 10.4-9.9-9.9
5016520160321 23.0 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 75 14.2  10  8.0-9.9-9.9
5016520160322 27.1 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 64 12.2   5  4.0-9.9-9.9
5016520160323 27.0 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 59 12.1   8  6.4-9.9-9.9
5016520160324 26.0 13.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 63 12.5  15 12.0-9.9-9.9
5016520160325 21.0 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 69 11.0  22 17.6-9.9-9.9
5016520160326 23.0 13.5  1.019999-99.9-99.9-99.9-99.9-9.9 9914.7 70 12.7  12  9.6-9.9-9.9
5016520160327 26.2 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 69 15.6  15 12.0-9.9-9.9
5016520160328 27.2 15.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 63 14.2  10  8.0-9.9-9.9
5016520160329 30.6 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 55 12.4   2  1.6-9.9-9.9
5016520160330 30.4 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 52 13.3  11  8.8-9.9-9.9
5016520160331 31.0 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 56 14.4   8  6.4-9.9-9.9
5016520160401 25.0 18.6 53.019999-99.9-99.9-99.9-99.9-9.9 9921.9 84 19.0  13 10.4-9.9-9.9
5016520160402 25.0 19.1 10.019999-99.9-99.9-99.9-99.9-9.9 9923.3 88 20.0   7  5.6-9.9-9.9
5016520160403 25.5 16.3  3.019999-99.9-99.9-99.9-99.9-9.9 9918.3 74 16.1   8  6.4-9.9-9.9
5016520160404 21.1 17.5  6.019999-99.9-99.9-99.9-99.9-9.9 9918.4 82 16.1  14 11.2-9.9-9.9
5016520160405 20.2 16.0  9.019999-99.9-99.9-99.9-99.9-9.9 9918.1 87 15.9  11  8.8-9.9-9.9
5016520160406 22.3 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.8 83 16.5  11  8.8-9.9-9.9
5016520160407 24.8 13.5  3.019999-99.9-99.9-99.9-99.9-9.9 9915.5 70 13.6   9  7.2-9.9-9.9
5016520160408 23.3 17.0  2.019999-99.9-99.9-99.9-99.9-9.9 9918.9 80 16.6  11  8.8-9.9-9.9
5016520160409 22.0 15.0  0.719999-99.9-99.9-99.9-99.9-9.9 9916.4 77 14.4  12  9.6-9.9-9.9
5016520160410 18.0 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 76 11.1  16 12.8-9.9-9.9
5016520160411 22.1 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 74 11.9  13 10.4-9.9-9.9
5016520160412 21.5 14.5  1.019999-99.9-99.9-99.9-99.9-9.9 9915.3 74 13.3  14 11.2-9.9-9.9
5016520160413 23.3 15.9  0.519999-99.9-99.9-99.9-99.9-9.9 9920.5 90 17.9   5  4.0-9.9-9.9
5016520160414 26.0 15.0  8.019999-99.9-99.9-99.9-99.9-9.9 9919.5 81 17.1   6  4.8-9.9-9.9
5016520160415 23.0 21.0 10.019999-99.9-99.9-99.9-99.9-9.9 9925.4 96 21.3   9  7.2-9.9-9.9
5016520160416 24.3 18.9  1.019999-99.9-99.9-99.9-99.9-9.9 9919.6 76 17.2  12  9.6-9.9-9.9
5016520160417 18.9 15.5  4.019999-99.9-99.9-99.9-99.9-9.9 9916.1 82 14.1  18 14.4-9.9-9.9
5016520160418 18.0 11.5 15.019999-99.9-99.9-99.9-99.9-9.9 9913.4 80 11.3  19 15.2-9.9-9.9
5016520160419 17.0 10.6  6.019999-99.9-99.9-99.9-99.9-9.9 9914.7 93 12.7   7  5.6-9.9-9.9
5016520160420 21.9  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 74 10.5   6  4.8-9.9-9.9
5016520160421 23.0 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 58  8.3   8  6.4-9.9-9.9
5016520160422 21.7  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 60  7.4  13 10.4-9.9-9.9
5016520160423 22.5 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 85 16.7   6  4.8-9.9-9.9
5016520160424 19.6 13.8 29.019999-99.9-99.9-99.9-99.9-9.9 9913.1 69 11.0  14 11.2-9.9-9.9
5016520160425 14.8  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 77  8.1  17 13.6-9.9-9.9
5016520160426 14.0  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 64  3.1  13 10.4-9.9-9.9
5016520160427 12.1  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 71  3.1  10  8.0-9.9-9.9
5016520160428 14.0  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 73  3.5   4  3.2-9.9-9.9
5016520160429 15.5  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 65  3.7  10  8.0-9.9-9.9
5016520160430 14.5  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 67  3.2   6  4.8-9.9-9.9
5016520160501 17.2  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 67  5.1   7  5.6-9.9-9.9
5016520160502 19.4  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 69  8.3   4  3.2-9.9-9.9
5016520160503 16.0  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 63  4.1   7  5.6-9.9-9.9
5016520160504 20.7  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 69  6.8   4  3.2-9.9-9.9
5016520160505 19.0  9.8  0.919999-99.9-99.9-99.9-99.9-9.9 9912.3 75 10.0   7  5.6-9.9-9.9
5016520160506 16.0 11.8  0.319999-99.9-99.9-99.9-99.9-9.9 9913.2 83 11.1  11  8.8-9.9-9.9
5016520160507 16.2  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 70  6.6  11  8.8-9.9-9.9
5016520160508 20.4  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 78 11.1  10  8.0-9.9-9.9
5016520160509 21.3  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 80 12.2   6  4.8-9.9-9.9
5016520160510 17.0 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 84 11.8  11  8.8-9.9-9.9
5016520160511 15.3  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 63  4.1  10  8.0-9.9-9.9
5016520160512 15.0  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 68  4.6  10  8.0-9.9-9.9
5016520160513 15.3  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 68  4.3   8  6.4-9.9-9.9
5016520160514 15.0  5.3  0.719999-99.9-99.9-99.9-99.9-9.9 9910.4 84  7.6  12  9.6-9.9-9.9
5016520160515 13.9 10.4  2.019999-99.9-99.9-99.9-99.9-9.9 9912.5 88 10.2  12  9.6-9.9-9.9
5016520160516 13.6  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 63  3.3  12  9.6-9.9-9.9
5016520160517 13.5  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 62  2.4   8  6.4-9.9-9.9
5016520160518 14.7  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 70  4.9   3  2.4-9.9-9.9
5016520160519 15.6  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 66  4.0   6  4.8-9.9-9.9
5016520160520 16.2  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 70  6.6   5  4.0-9.9-9.9
5016520160521 14.0  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 87  7.9   3  2.4-9.9-9.9
5016520160522 14.2  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 80  6.8   3  2.4-9.9-9.9
5016520160523 17.0  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 66  3.2   4  3.2-9.9-9.9
5016520160524 17.1  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 68  5.7   9  7.2-9.9-9.9
5016520160525 18.9  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 72  8.7   3  2.4-9.9-9.9
5016520160526 15.2  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 76  7.8  17 13.6-9.9-9.9
5016520160527 13.5  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 91 10.0  11  8.8-9.9-9.9
5016520160528 17.0  9.8 23.019999-99.9-99.9-99.9-99.9-9.9 9912.8 83 10.6  13 10.4-9.9-9.9
5016520160529 15.0 12.2  2.019999-99.9-99.9-99.9-99.9-9.9 9914.8 95 12.8  11  8.8-9.9-9.9
5016520160530 14.0 11.5  0.319999-99.9-99.9-99.9-99.9-9.9 9913.3 90 11.2  13 10.4-9.9-9.9
5016520160531 14.2 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 76  8.2  15 12.0-9.9-9.9
5016520160601 15.0  6.0  1.019999-99.9-99.9-99.9-99.9-9.9 99 8.5 67  4.7  14 11.2-9.9-9.9
5016520160602 11.9  6.3  0.619999-99.9-99.9-99.9-99.9-9.9 9910.2 88  7.2  11  8.8-9.9-9.9
5016520160603 15.6  2.5  4.019999-99.9-99.9-99.9-99.9-9.9 99 8.4 73  4.5   4  3.2-9.9-9.9
5016520160604 10.8  9.0  3.019999-99.9-99.9-99.9-99.9-9.9 9911.0 90  8.3   8  6.4-9.9-9.9
5016520160605 12.6  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 75  5.0   4  3.2-9.9-9.9
5016520160606 14.6  1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 73  3.7  10  8.0-9.9-9.9
5016520160607 15.0  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 56  2.1  17 13.6-9.9-9.9
5016520160608 12.5  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 49 -2.8  13 10.4-9.9-9.9
5016520160609 13.4  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 71  2.0   7  5.6-9.9-9.9
5016520160610 11.0  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 69  0.8  13 10.4-9.9-9.9
5016520160611 14.5  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 57 -0.6  11  8.8-9.9-9.9
5016520160612 16.2  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 62  1.5   3  2.4-9.9-9.9
5016520160613 15.2  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 55  1.0   8  6.4-9.9-9.9
5016520160614 18.0  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 59  2.6   5  4.0-9.9-9.9
5016520160615 17.5  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 65  4.9   1  0.8-9.9-9.9
5016520160616 17.1  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 68  5.1   6  4.8-9.9-9.9
5016520160617-99.9  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   7  5.6-9.9-9.9
5016520160618 17.8  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 74  6.2   3  2.4-9.9-9.9
5016520160619 12.5  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 79  5.1   7  5.6-9.9-9.9
5016520160620 13.0  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 71  1.7   4  3.2-9.9-9.9
5016520160621 14.7  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 67  1.8  11  8.8-9.9-9.9
5016520160622 17.1  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 71  4.1   3  2.4-9.9-9.9
5016520160623 17.8  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 75  6.3   7  5.6-9.9-9.9
5016520160624 16.5  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 74  7.8   8  6.4-9.9-9.9
5016520160625 12.2  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 87  7.3  17 13.6-9.9-9.9
5016520160626 11.0  7.5  5.019999-99.9-99.9-99.9-99.9-9.9 99 8.9 76  5.2  18 14.4-9.9-9.9
5016520160627 15.5  9.9 10.019999-99.9-99.9-99.9-99.9-9.9 9913.9 95 11.9  14 11.2-9.9-9.9
5016520160628 11.7  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 85  6.7  10  8.0-9.9-9.9
5016520160629 18.1  5.2  1.019999-99.9-99.9-99.9-99.9-9.9 99 9.7 71  6.6   8  6.4-9.9-9.9
5016520160630 17.8 10.5  1.019999-99.9-99.9-99.9-99.9-9.9 9914.8 92 12.9   1  0.8-9.9-9.9
5016520160701 16.1 12.8  0.819999-99.9-99.9-99.9-99.9-9.9 9915.8 96 13.8   5  4.0-9.9-9.9
5016520160702 14.5 11.5 26.019999-99.9-99.9-99.9-99.9-9.9 9914.2 95 12.2  13 10.4-9.9-9.9
5016520160703 12.7 11.3 23.019999-99.9-99.9-99.9-99.9-9.9 9913.5 96 11.4   6  4.8-9.9-9.9
5016520160704 12.5 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 91 10.1  17 13.6-9.9-9.9
5016520160705 11.9  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 81  6.4  11  8.8-9.9-9.9
5016520160706 15.3  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 68  5.4   9  7.2-9.9-9.9
5016520160707 18.5  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 61  4.2   7  5.6-9.9-9.9
5016520160708 17.2  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 68  5.4   6  4.8-9.9-9.9
5016520160709 18.3  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 75  9.2   8  6.4-9.9-9.9
5016520160710 15.1 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 82 10.1   2  1.6-9.9-9.9
5016520160711 14.1 11.6  9.019999-99.9-99.9-99.9-99.9-9.9 9912.2 82  9.9   6  4.8-9.9-9.9
5016520160712 15.0  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 78  7.8  11  8.8-9.9-9.9
5016520160713 14.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 67  3.4   9  7.2-9.9-9.9
5016520160714 13.9  9.0  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.9 73  6.8  13 10.4-9.9-9.9
5016520160715 12.5  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 82  6.1   6  4.8-9.9-9.9
5016520160716 12.1  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 62  1.5  18 14.4-9.9-9.9
5016520160717 11.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 73  1.0   8  6.4-9.9-9.9
5016520160718 12.7  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 72  2.8   6  4.8-9.9-9.9
5016520160719 11.3  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 61  0.8   7  5.6-9.9-9.9
5016520160720 12.0  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 65  0.3   6  4.8-9.9-9.9
5016520160721 14.7  0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 65  1.4   4  3.2-9.9-9.9
5016520160722 16.0  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 67  3.4   7  5.6-9.9-9.9
5016520160723 18.3  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 70  6.8   7  5.6-9.9-9.9
5016520160724 12.0  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 73  3.9  11  8.8-9.9-9.9
5016520160725 11.7  9.1 30.019999-99.9-99.9-99.9-99.9-9.9 9911.1 88  8.5  11  8.8-9.9-9.9
5016520160726 10.8  9.2 11.019999-99.9-99.9-99.9-99.9-9.9 9911.3 92  8.8  29 23.2-9.9-9.9
5016520160727 11.0  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 76  3.5  10  8.0-9.9-9.9
5016520160728 13.0  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 71  2.8  10  8.0-9.9-9.9
5016520160729 14.3  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 70  3.7  10  8.0-9.9-9.9
5016520160730 16.0  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 77  8.3   6  4.8-9.9-9.9
5016520160731 15.3 12.0  7.019999-99.9-99.9-99.9-99.9-9.9 9914.5 93 12.5   8  6.4-9.9-9.9
5016520160801 13.0  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 82  6.1  13 10.4-9.9-9.9
5016520160802 14.4-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 74-99.9   8  6.4-9.9-9.9
5016520160803 14.0  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 76  5.7  15 12.0-9.9-9.9
5016520160804 19.0  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 76  9.1   6  4.8-9.9-9.9
5016520160805 15.2  8.0  0.419999-99.9-99.9-99.9-99.9-9.9 9912.4 91 10.2   3  2.4-9.9-9.9
5016520160806 19.8  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 60  3.9   8  6.4-9.9-9.9
5016520160807 19.2  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 55  2.9   5  4.0-9.9-9.9
5016520160808 17.7  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 73  8.9   5  4.0-9.9-9.9
5016520160809 17.6  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 65  4.4   6  4.8-9.9-9.9
5016520160810 18.8  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 60  3.9   6  4.8-9.9-9.9
5016520160811 19.0  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 61  5.2  11  8.8-9.9-9.9
5016520160812 21.3  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 64  8.2   8  6.4-9.9-9.9
5016520160813 22.0 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 63  9.8  11  8.8-9.9-9.9
5016520160814 19.9  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 57  5.2   2  1.6-9.9-9.9
5016520160815 20.3  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 50  3.8  13 10.4-9.9-9.9
5016520160816 19.6  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 58  5.1   4  3.2-9.9-9.9
5016520160817 18.6  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 43  0.8  14 11.2-9.9-9.9
5016520160818 20.5  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 39 -1.6   2  1.6-9.9-9.9
5016520160819 18.5  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 50  1.3   5  4.0-9.9-9.9
5016520160820 13.0  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 61  2.7  18 14.4-9.9-9.9
5016520160821 14.5 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 54 -1.7  14 11.2-9.9-9.9
5016520160822 21.7  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 48  3.7  12  9.6-9.9-9.9
5016520160823 22.1  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 46  2.8  11  8.8-9.9-9.9
5016520160824 23.1 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 49  5.8   5  4.0-9.9-9.9
5016520160825 25.5 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 55  8.7   8  6.4-9.9-9.9
5016520160826 28.0 12.6  3.019999-99.9-99.9-99.9-99.9-9.9 9913.6 57 11.5   5  4.0-9.9-9.9
5016520160827 21.5  8.9 23.019999-99.9-99.9-99.9-99.9-9.9 9914.2 82 12.2  17 13.6-9.9-9.9
5016520160828 12.1  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 78  5.7  15 12.0-9.9-9.9
5016520160829 16.6  6.0  0.119999-99.9-99.9-99.9-99.9-9.9 9910.6 79  7.8   9  7.2-9.9-9.9
5016520160830 18.0  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 80  7.9   8  6.4-9.9-9.9
5016520160831 22.0  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 68  9.4  13 10.4-9.9-9.9
5016520160901 14.3  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 60  3.7  13 10.4-9.9-9.9
5016520160902 14.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 49 -1.7  12  9.6-9.9-9.9
5016520160903 13.0  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 58 -0.2  17 13.6-9.9-9.9
5016520160904 12.7  1.5  2.019999-99.9-99.9-99.9-99.9-9.9 99 7.4 73  2.6  12  9.6-9.9-9.9
