5035319610101 32.8 22.3  0.009999-99.9-99.9-99.9-99.9 3.4 24-9.9-99-99.9 -99-99.913.7-9.9
5035319610102 35.3 18.6  0.009999-99.9-99.9-99.9-99.910.7 78-9.9-99-99.9 -99-99.926.7-9.9
5035319610103 36.6 21.2 39.019999-99.9-99.9-99.9-99.9 8.4 61-9.9-99-99.9 -99-99.922.6-9.9
5035319610104 31.1 17.4  0.009900-99.9-99.9-99.9-99.9 8.4 6225.8 80 21.6   5  4.022.9 4.8
5035319610105 35.6 15.5 58.619900-99.9-99.9-99.9-99.9 8.9 6527.2 73 22.5   6  4.823.6 5.2
5035319610106 28.8 19.3  0.009900-99.9-99.9-99.9-99.9 5.0 3724.0 85 20.4   9  7.216.8 4.0
5035319610107 32.9 19.6  0.009900-99.9-99.9-99.9-99.910.7 7923.9 74 20.4   6  4.826.9 6.0
5035319610108 32.5 19.3  0.009900-99.9-99.9-99.9-99.9 5.8 4327.2 80 22.5   3  2.418.2 4.2
5035319610109 33.4 20.2  0.009900-99.9-99.9-99.9-99.9 8.1 6028.5 78 23.2   8  6.422.3 5.3
5035319610110 31.5 21.0 17.219900-99.9-99.9-99.9-99.9 1.2  926.7 94 22.2   5  4.010.0 2.9
5035319610111 33.6 17.6  0.009900-99.9-99.9-99.9-99.911.6 8526.5 78 22.0   3  2.428.2 5.9
5035319610112 35.0 19.5  0.009900-99.9-99.9-99.9-99.911.3 8329.3 74 23.7   8  6.427.7 6.4
5035319610113 36.2 21.4  0.009900-99.9-99.9-99.9-99.911.0 8125.7 69 21.5   8  6.427.2 6.8
5035319610114 35.0 19.6  0.009900-99.9-99.9-99.9-99.9 6.5 4827.9 72 22.9   5  4.019.3 4.7
5035319610115 35.4 21.5  0.009900-99.9-99.9-99.9-99.9 9.5 7030.3 71 24.3  11  8.824.5 6.2
5035319610116 36.8 22.5  0.009900-99.9-99.9-99.9-99.9 7.8 5830.0 71 24.1   8  6.421.6 5.8
