5000119600101 16.2  8.4  4.719999-99.9-99.9-99.9-99.9 0.7  5-9.9-99-99.9 -99-99.9 9.0-9.9
5000119600102 16.2  7.3  3.019999-99.9-99.9-99.9-99.9 2.7 20-9.9-99-99.9 -99-99.912.5-9.9
5000119600103 16.1  7.9  7.919999-99.9-99.9-99.9-99.9 3.4 25-9.9-99-99.9 -99-99.913.7-9.9
5000119600104 15.3  7.2  6.319999-99.9-99.9-99.9-99.9 2.7 20-9.9-99-99.9 -99-99.912.5-9.9
5000119600105 17.8  7.6  1.219999-99.9-99.9-99.9-99.9 2.9 21-9.9-99-99.9 -99-99.912.8-9.9
5000119600106 14.1  8.2 14.219999-99.9-99.9-99.9-99.9 0.5  3-9.9-99-99.9 -99-99.9 8.5-9.9
5000119600107 20.2  6.8  5.319999-99.9-99.9-99.9-99.912.2 91-9.9-99-99.9 -99-99.929.4-9.9
5000119600108 18.6  4.9  4.919999-99.9-99.9-99.9-99.9 9.4 70-9.9-99-99.9 -99-99.924.4-9.9
5000119600109 15.2  7.6  0.009999-99.9-99.9-99.9-99.9 6.2 46-9.9-99-99.9 -99-99.918.7-9.9
5000119600110 17.6  6.9  0.009999-99.9-99.9-99.9-99.9 8.1 60-9.9-99-99.9 -99-99.922.0-9.9
5000119600111 16.2  8.8  9.519999-99.9-99.9-99.9-99.9 5.0 37-9.9-99-99.9 -99-99.916.5-9.9
5000119600112 16.5  6.9  2.419999-99.9-99.9-99.9-99.9 5.9 44-9.9-99-99.9 -99-99.918.2-9.9
5000119600113 17.6  6.4  1.219999-99.9-99.9-99.9-99.9 7.4 55-9.9-99-99.9 -99-99.920.7-9.9
5000119600114 17.8  6.7  4.419999-99.9-99.9-99.9-99.9 5.7 42-9.9-99-99.9 -99-99.917.6-9.9
5000119600115 18.7  8.3  2.819999-99.9-99.9-99.9-99.9 8.0 60-9.9-99-99.9 -99-99.921.9-9.9
5000119600116 17.6  7.4  2.519999-99.9-99.9-99.9-99.9 6.0 45-9.9-99-99.9 -99-99.918.3-9.9
5000119600117 16.8  8.7  2.619999-99.9-99.9-99.9-99.9 3.2 24-9.9-99-99.9 -99-99.913.4-9.9
5000119600118 21.5  8.1  0.009999-99.9-99.9-99.9-99.9 9.6 72-9.9-99-99.9 -99-99.924.6-9.9
5000119600119 21.2  8.1  7.419999-99.9-99.9-99.9-99.9 7.6 57-9.9-99-99.9 -99-99.921.1-9.9
5000119600120 18.9  7.2  8.319999-99.9-99.9-99.9-99.9 7.6 57-9.9-99-99.9 -99-99.921.1-9.9
5000119600121 20.3  6.4  0.009999-99.9-99.9-99.9-99.912.0 90-9.9-99-99.9 -99-99.928.8-9.9
5000119600122 19.2  9.2  1.919999-99.9-99.9-99.9-99.9 8.2 62-9.9-99-99.9 -99-99.922.2-9.9
5000119600123 15.9  8.4  0.009999-99.9-99.9-99.9-99.9 3.3 25-9.9-99-99.9 -99-99.913.5-9.9
5000119600124 19.6  8.2  3.419999-99.9-99.9-99.9-99.9 7.8 59-9.9-99-99.9 -99-99.921.4-9.9
5000119600125 21.2  7.4  0.009999-99.9-99.9-99.9-99.911.7 88-9.9-99-99.9 -99-99.928.1-9.9
5000119600126 21.4 10.4  0.009999-99.9-99.9-99.9-99.9 7.9 60-9.9-99-99.9 -99-99.921.6-9.9
5000119600127 19.4  8.9  1.119999-99.9-99.9-99.9-99.9 6.8 51-9.9-99-99.9 -99-99.919.5-9.9
5000119600128 20.5  6.4  1.319999-99.9-99.9-99.9-99.912.1 92-9.9-99-99.9 -99-99.928.9-9.9
5000119600129 17.9  8.2  0.009999-99.9-99.9-99.9-99.9 6.1 46-9.9-99-99.9 -99-99.918.2-9.9
5000119600130 18.8  9.4  0.009999-99.9-99.9-99.9-99.9 7.8 59-9.9-99-99.9 -99-99.921.2-9.9
5000119600131 21.3  9.2  0.009999-99.9-99.9-99.9-99.9 9.4 71-9.9-99-99.9 -99-99.923.9-9.9
5000119600201 20.2 10.0  0.819999-99.9-99.9-99.9-99.9 7.1 54-9.9-99-99.9 -99-99.920.0-9.9
