5010819700101 32.9 22.0  0.009900 21.7-99.9-99.9-99.9-9.9 9924.3 62 20.6   4  3.2-9.9-9.9
5010819700102 36.4 22.5  7.019900 22.4-99.9-99.9-99.9-9.9 9925.8 59 21.6   4  3.2-9.9-9.9
5010819700103 32.0 21.1  2.019900 21.5-99.9-99.9-99.9-9.9 9922.5 60 19.4   4  3.2-9.9-9.9
5010819700104 34.8 23.5  0.009900 23.5-99.9-99.9-99.9-9.9 9927.5 70 22.7  14 11.2-9.9-9.9
5010819700105 37.0 22.7  5.019900 25.0-99.9-99.9-99.9-9.9 9927.4 67 22.6   4  3.2-9.9-9.9
5010819700106 29.2 20.3  0.009900 19.5-99.9-99.9-99.9-9.9 9917.8 56 15.7   6  4.8-9.9-9.9
5010819700107 32.3 20.5109.419900 21.1-99.9-99.9-99.9-9.9 9927.1 68 22.4   4  3.2-9.9-9.9
5010819700108 30.4 20.5  0.009900 21.5-99.9-99.9-99.9-9.9 9926.4 91 22.0   6  4.8-9.9-9.9
5010819700109 26.8 17.1  0.009900 17.0-99.9-99.9-99.9-9.9 9916.4 60 14.4   4  3.2-9.9-9.9
5010819700110 28.5 13.5  0.009900 13.0-99.9-99.9-99.9-9.9 9917.1 58 15.0   6  4.8-9.9-9.9
5010819700111 29.0 15.5  0.009900 15.1-99.9-99.9-99.9-9.9 9914.9 51 12.9   6  4.8-9.9-9.9
5010819700112 31.5 16.4  0.009900 16.0-99.9-99.9-99.9-9.9 9916.7 49 14.7   4  3.2-9.9-9.9
5010819700113 29.0 19.4  0.419900 21.0-99.9-99.9-99.9-9.9 9918.2 58 16.0   6  4.8-9.9-9.9
5010819700114 28.1 12.4  0.009900 12.6-99.9-99.9-99.9-9.9 9912.4 44 10.1   4  3.2-9.9-9.9
5010819700115 29.7 13.2  0.009900 12.5-99.9-99.9-99.9-9.9 9914.2 50 12.2   4  3.2-9.9-9.9
5010819700116 31.0 16.6  0.009900 15.8-99.9-99.9-99.9-9.9 9915.6 47 13.6   6  4.8-9.9-9.9
5010819700117 32.9 16.0  0.009900 15.0-99.9-99.9-99.9-9.9 9916.7 48 14.7   4  3.2-9.9-9.9
5010819700118 29.6 18.2  0.009900 18.5-99.9-99.9-99.9-9.9 9920.2 59 17.7   4  3.2-9.9-9.9
5010819700119 35.6 18.5  0.009900 18.5-99.9-99.9-99.9-9.9 9919.8 47 17.3   4  3.2-9.9-9.9
