5006119600101 29.4 22.4  0.009900 21.5-99.9-99.9-99.9-9.9 9918.9 56 16.6   7  5.6-9.9-9.9
5006119600102 29.9 15.9  0.009900 15.5-99.9-99.9-99.9-9.9 9915.6 54 13.6   9  7.2-9.9-9.9
5006119600103 31.9 14.9  0.009900 12.0-99.9-99.9-99.9-9.9 9917.7 61 15.6   7  5.6-9.9-9.9
5006119600104 36.4 18.4  0.009900 14.0-99.9-99.9-99.9-9.9 9924.8 66 21.0   6  4.8-9.9-9.9
5006119600105 37.9 23.4  4.019900 21.5-99.9-99.9-99.9-9.9 9927.4 59 22.6   7  5.6-9.9-9.9
5006119600106 31.9 21.4  0.009900 20.0-99.9-99.9-99.9-9.9 9921.2 62 18.4   9  7.2-9.9-9.9
5006119600107 27.4 20.4  0.009900 19.0-99.9-99.9-99.9-9.9 9923.3 84 20.0   9  7.2-9.9-9.9
5006119600108 31.9 18.4  0.009900 16.0-99.9-99.9-99.9-9.9 9923.0 68 19.7   4  3.2-9.9-9.9
5006119600109 32.4 20.4  0.009900 19.0-99.9-99.9-99.9-9.9 9926.6 81 22.1   6  4.8-9.9-9.9
5006119600110 34.9 19.9  0.009900 17.5-99.9-99.9-99.9-9.9 9927.6 74 22.7   6  4.8-9.9-9.9
5006119600111 32.9 21.4  0.009900 17.5-99.9-99.9-99.9-9.9 9924.9 65 21.0  11  8.8-9.9-9.9
5006119600112 36.9 19.9  0.009900 18.5-99.9-99.9-99.9-9.9 9926.3 61 21.9   7  5.6-9.9-9.9
5006119600113 38.4 22.9  0.009900 21.5-99.9-99.9-99.9-9.9 9927.5 62 22.7   7  5.6-9.9-9.9
5006119600114 38.9 23.9  0.009900 21.5-99.9-99.9-99.9-9.9 9926.3 59 21.9   7  5.6-9.9-9.9
5006119600115 35.9 27.4  0.009900 23.0-99.9-99.9-99.9-9.9 9929.4 72 23.8   7  5.6-9.9-9.9
5006119600116 28.9 22.4 27.819900 24.5-99.9-99.9-99.9-9.9 9927.6 89 22.7   4  3.2-9.9-9.9
5006119600117 34.9 21.4  0.009900 20.0-99.9-99.9-99.9-9.9 9927.8 75 22.8   4  3.2-9.9-9.9
5006119600118 34.4 23.9  0.009900 22.5-99.9-99.9-99.9-9.9 9930.7 74 24.5   6  4.8-9.9-9.9
5006119600119 36.9 23.4  0.009900 23.5-99.9-99.9-99.9-9.9 9930.0 65 24.1   7  5.6-9.9-9.9
5006119600120 36.9 24.4  0.009900 20.0-99.9-99.9-99.9-9.9 9930.3 68 24.3   6  4.8-9.9-9.9
5006119600121 35.9 23.9  0.009900 22.5-99.9-99.9-99.9-9.9 9929.9 70 24.0  11  8.8-9.9-9.9
5006119600122 37.9 20.4 27.419900 22.0-99.9-99.9-99.9-9.9 9927.9 74 22.9   7  5.6-9.9-9.9
5006119600123 31.9 20.4  0.009900 20.0-99.9-99.9-99.9-9.9 9922.7 72 19.5   7  5.6-9.9-9.9
5006119600124 30.9 17.4  0.009900 15.0-99.9-99.9-99.9-9.9 9922.6 73 19.5   9  7.2-9.9-9.9
5006119600125 35.4 17.4  0.009900 15.5-99.9-99.9-99.9-9.9 9922.1 64 19.1   7  5.6-9.9-9.9
5006119600126 34.9 21.9  8.019900 19.5-99.9-99.9-99.9-9.9 9924.4 71 20.7   7  5.6-9.9-9.9
5006119600127 34.4 19.4  0.009900 18.0-99.9-99.9-99.9-9.9 9923.6 66 20.2   7  5.6-9.9-9.9
5006119600128 35.9 20.9  0.009900 19.0-99.9-99.9-99.9-9.9 9923.5 63 20.1  11  8.8-9.9-9.9
5006119600129 27.4 21.9  0.009900 20.5-99.9-99.9-99.9-9.9 9925.4 81 21.4   4  3.2-9.9-9.9
5006119600130 33.9 22.9  0.009900 21.0-99.9-99.9-99.9-9.9 9925.6 69 21.5   7  5.6-9.9-9.9
5006119600131 35.9 20.4  0.009900 19.0-99.9-99.9-99.9-9.9 9925.1 63 21.2   9  7.2-9.9-9.9
5006119600201 30.9 19.9  0.009900 16.5-99.9-99.9-99.9-9.9 9919.6 60 17.2   7  5.6-9.9-9.9
5006119600202 31.4 19.9  0.009900 17.0-99.9-99.9-99.9-9.9 9920.4 65 17.8   7  5.6-9.9-9.9
5006119600203 30.9 18.9  0.009900 17.5-99.9-99.9-99.9-9.9 9923.9 76 20.4   6  4.8-9.9-9.9
5006119600204 32.9 17.9  0.009900 16.0-99.9-99.9-99.9-9.9 9920.8 67 18.1   7  5.6-9.9-9.9
5006119600205 33.4 18.4  0.009900 15.5-99.9-99.9-99.9-9.9 9920.4 60 17.8  11  8.8-9.9-9.9
5006119600206 27.9 13.9  0.009900 12.0-99.9-99.9-99.9-9.9 9912.2 50  9.9  11  8.8-9.9-9.9
5006119600207 30.9 14.9  0.009900  9.5-99.9-99.9-99.9-9.9 9915.1 55 13.1   7  5.6-9.9-9.9
5006119600208 35.4 14.4  0.009900  9.0-99.9-99.9-99.9-9.9 9916.6 52 14.6   7  5.6-9.9-9.9
5006119600209 36.9 17.4  2.619900 14.5-99.9-99.9-99.9-9.9 9921.9 65 19.0   7  5.6-9.9-9.9
5006119600210 33.9 19.7  0.009900 18.0-99.9-99.9-99.9-9.9 9924.0 67 20.4   6  4.8-9.9-9.9
5006119600211 32.4 20.9  0.009900 19.0-99.9-99.9-99.9-9.9 9925.7 72 21.5   7  5.6-9.9-9.9
5006119600212 32.9 20.9  0.009900 19.0-99.9-99.9-99.9-9.9 9927.6 80 22.7   6  4.8-9.9-9.9
5006119600213 35.9 22.9  0.009900 18.0-99.9-99.9-99.9-9.9 9927.5 72 22.7  11  8.8-9.9-9.9
5006119600214 32.9 21.9  0.009900 21.0-99.9-99.9-99.9-9.9 9927.8 78 22.8   7  5.6-9.9-9.9
5006119600215 34.9 21.9 86.619900 20.5-99.9-99.9-99.9-9.9 9927.5 77 22.7  13 10.4-9.9-9.9
5006119600216 28.4 20.4 13.819900 21.5-99.9-99.9-99.9-9.9 9927.6 92 22.7   6  4.8-9.9-9.9
5006119600217 31.9 20.4 75.019900 19.0-99.9-99.9-99.9-9.9 9926.9 83 22.3 -99-99.9-9.9-9.9
5006119600218 29.4 19.9  0.009900 19.5-99.9-99.9-99.9-9.9 9924.9 84 21.0  11  8.8-9.9-9.9
5006119600219 29.4 19.4  0.009900 18.0-99.9-99.9-99.9-9.9 9924.0 76 20.4   7  5.6-9.9-9.9
5006119600220 29.9 19.9  0.009900 17.5-99.9-99.9-99.9-9.9 9921.0 70 18.3   9  7.2-9.9-9.9
5006119600221 34.9 17.9  0.009900 15.0-99.9-99.9-99.9-9.9 9919.5 54 17.1   7  5.6-9.9-9.9
5006119600222 34.9 20.4  0.009900 15.0-99.9-99.9-99.9-9.9 9926.7 71 22.2   6  4.8-9.9-9.9
5006119600223 34.9 21.9  0.009900 15.0-99.9-99.9-99.9-9.9 9926.7 65 22.2   6  4.8-9.9-9.9
5006119600224 34.9 21.4  0.009900 18.0-99.9-99.9-99.9-9.9 9925.4 62 21.4   6  4.8-9.9-9.9
5006119600225 36.9 22.4  0.009900 19.0-99.9-99.9-99.9-9.9 9926.3 64 21.9   7  5.6-9.9-9.9
5006119600226 34.9 21.4  0.009900 19.0-99.9-99.9-99.9-9.9 9926.3 71 21.9   4  3.2-9.9-9.9
5006119600227 34.9 20.4  0.009900 17.0-99.9-99.9-99.9-9.9 9923.4 63 20.0   9  7.2-9.9-9.9
5006119600228 33.9 20.4  0.009900 17.0-99.9-99.9-99.9-9.9 9924.9 71 21.0   7  5.6-9.9-9.9
5006119600229 30.9 20.9  0.819900 19.0-99.9-99.9-99.9-9.9 9926.1 78 21.8   4  3.2-9.9-9.9
5006119600301 32.4 21.4  0.009900 19.0-99.9-99.9-99.9-9.9 9926.5 86 22.0   7  5.6-9.9-9.9
5006119600302 29.9 19.4  0.009900 18.0-99.9-99.9-99.9-9.9 9924.5 81 20.8   9  7.2-9.9-9.9
5006119600303 29.9 18.9  0.009900 18.0-99.9-99.9-99.9-9.9 9920.3 69 17.7   7  5.6-9.9-9.9
5006119600304 30.4 17.4  0.009900 11.5-99.9-99.9-99.9-9.9 9916.0 66 14.0   6  4.8-9.9-9.9
5006119600305 32.9 13.9  0.009900  9.5-99.9-99.9-99.9-9.9 9917.7 57 15.6   7  5.6-9.9-9.9
5006119600306 33.4 14.9  0.009900 11.0-99.9-99.9-99.9-9.9 9919.9 61 17.4   7  5.6-9.9-9.9
5006119600307 32.9 16.9  0.009900  7.5-99.9-99.9-99.9-9.9 9921.3 63 18.5   6  4.8-9.9-9.9
5006119600308 32.9 18.4  0.009900  8.5-99.9-99.9-99.9-9.9 9922.2 65 19.2   4  3.2-9.9-9.9
5006119600309 30.9 20.4  0.009900 10.5-99.9-99.9-99.9-9.9 9919.7 65 17.3  11  8.8-9.9-9.9
5006119600310 27.9 15.9  0.009900 14.5-99.9-99.9-99.9-9.9 9917.6 67 15.5   9  7.2-9.9-9.9
5006119600311 28.9 16.4  2.819900 13.0-99.9-99.9-99.9-9.9 9919.1 72 16.8   7  5.6-9.9-9.9
5006119600312 25.9 16.4  3.019900 15.5-99.9-99.9-99.9-9.9 9919.8 92 17.3   4  3.2-9.9-9.9
5006119600313 29.4 16.4  0.009900 15.0-99.9-99.9-99.9-9.9 9920.7 78 18.1   7  5.6-9.9-9.9
5006119600314 29.9 17.4  0.009900 15.0-99.9-99.9-99.9-9.9 9923.0 85 19.7   4  3.2-9.9-9.9
5006119600315 30.4 17.9  0.009900 15.5-99.9-99.9-99.9-9.9 9921.2 72 18.4   6  4.8-9.9-9.9
5006119600316 31.9 17.9  0.009900 15.5-99.9-99.9-99.9-9.9 9921.6 70 18.7   4  3.2-9.9-9.9
5006119600317 32.9 18.4  0.009900 15.5-99.9-99.9-99.9-9.9 9922.5 69 19.4   6  4.8-9.9-9.9
5006119600318 25.4 19.9  0.009900 12.5-99.9-99.9-99.9-9.9 9922.9 83 19.7   6  4.8-9.9-9.9
5006119600319 27.9 19.9  0.519900 11.5-99.9-99.9-99.9-9.9 9923.2 83 19.9   6  4.8-9.9-9.9
5006119600320 27.9 17.9  3.519900 12.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600321 30.9 15.9  0.009900 18.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600322 30.9 15.9  0.009900 19.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600323 30.9 15.9  0.009900 12.0-99.9-99.9-99.9-9.9 9919.1 67 16.8   4  3.2-9.9-9.9
5006119600324 32.4 16.9  0.009900 14.5-99.9-99.9-99.9-9.9 9919.1 63 16.8   6  4.8-9.9-9.9
5006119600325 33.9 17.9  0.009900  5.0-99.9-99.9-99.9-9.9 9921.7 64 18.8   7  5.6-9.9-9.9
5006119600326 35.9 19.4  0.009900  5.5-99.9-99.9-99.9-9.9 9924.6 64 20.8   9  7.2-9.9-9.9
5006119600327 34.9 19.4  0.009900 12.0-99.9-99.9-99.9-9.9 9920.6 58 18.0   9  7.2-9.9-9.9
5006119600328 33.4 16.4  0.009900 13.0-99.9-99.9-99.9-9.9 9922.8 66 19.6   7  5.6-9.9-9.9
5006119600329 34.9 20.4  0.009900 15.5-99.9-99.9-99.9-9.9 9921.3 59 18.5   7  5.6-9.9-9.9
5006119600330 36.9 20.9  3.019900 17.5-99.9-99.9-99.9-9.9 9923.3 62 20.0   9  7.2-9.9-9.9
5006119600331 27.9 18.4 30.619900 17.0-99.9-99.9-99.9-9.9 9923.4 95 20.0   6  4.8-9.9-9.9
5006119600401 29.4 18.9  1.019900 16.0-99.9-99.9-99.9-9.9 9924.7 83 20.9   4  3.2-9.9-9.9
5006119600402 30.9 20.9103.819900 18.0-99.9-99.9-99.9-9.9 9925.8 83 21.6   7  5.6-9.9-9.9
5006119600403 26.4 18.4 31.219900 19.0-99.9-99.9-99.9-9.9 9921.3 94 18.5   9  7.2-9.9-9.9
5006119600404 23.9 13.9  0.009900 12.0-99.9-99.9-99.9-9.9 9915.7 77 13.7   7  5.6-9.9-9.9
5006119600405 28.4 13.4  0.009900 10.0-99.9-99.9-99.9-9.9 9921.4 78 18.6   6  4.8-9.9-9.9
5006119600406 29.4 21.4  0.009900 15.5-99.9-99.9-99.9-9.9 9926.9 87 22.3   6  4.8-9.9-9.9
