5006119600407 31.9 19.9  0.009900 17.0-99.9-99.9-99.9-9.9 9921.4 72 18.6   6  4.8-9.9-9.9
5006119600408 31.9 17.9  2.219900 15.5-99.9-99.9-99.9-9.9 9923.7 72 20.2   4  3.2-9.9-9.9
5006119600409 24.9 15.9  0.009900 17.5-99.9-99.9-99.9-9.9 9917.1 84 15.0  13 10.4-9.9-9.9
5006119600410 20.9 10.9  0.009900  9.0-99.9-99.9-99.9-9.9 9911.6 67  9.2   7  5.6-9.9-9.9
5006119600411 22.7  8.9  0.009900  4.0-99.9-99.9-99.9-9.9 9912.4 67 10.1   6  4.8-9.9-9.9
5006119600412 28.4 10.4  0.009900  5.5-99.9-99.9-99.9-9.9 9914.6 61 12.6   7  5.6-9.9-9.9
5006119600413 29.9 14.9  0.009900 10.5-99.9-99.9-99.9-9.9 9917.4 65 15.3   6  4.8-9.9-9.9
5006119600414 29.4 14.9  0.009900 10.5-99.9-99.9-99.9-9.9 9920.1 72 17.6   6  4.8-9.9-9.9
5006119600415 28.9 16.9 56.819900 13.5-99.9-99.9-99.9-9.9 9920.9 75 18.2   7  5.6-9.9-9.9
5006119600416 22.9 17.9  1.719900 13.5-99.9-99.9-99.9-9.9 9919.3 90 16.9  13 10.4-9.9-9.9
5006119600417 19.4 16.4  0.009900 16.5-99.9-99.9-99.9-9.9 9918.4 91 16.2   7  5.6-9.9-9.9
5006119600418 20.9 16.7  0.009900 20.5-99.9-99.9-99.9-9.9 9917.6 87 15.5   7  5.6-9.9-9.9
5006119600419 26.4 14.9  0.009900 11.0-99.9-99.9-99.9-9.9 9918.3 79 16.1 -99-99.9-9.9-9.9
5006119600420 28.9 14.4  0.009900 10.5-99.9-99.9-99.9-9.9 9919.3 76 16.9   4  3.2-9.9-9.9
5006119600421 30.4 15.4  0.009900 11.0-99.9-99.9-99.9-9.9 9919.0 72 16.7   4  3.2-9.9-9.9
5006119600422 29.5 15.4  0.009900 12.0-99.9-99.9-99.9-9.9 9919.3 73 16.9   6  4.8-9.9-9.9
5006119600423 29.9 15.4  0.009900 10.0-99.9-99.9-99.9-9.9 9917.2 71 15.1   4  3.2-9.9-9.9
5006119600424 29.9 14.9  0.009900 10.5-99.9-99.9-99.9-9.9 9918.5 69 16.3   6  4.8-9.9-9.9
5006119600425 30.4 14.9  0.009900 10.0-99.9-99.9-99.9-9.9 9918.3 70 16.1   6  4.8-9.9-9.9
5006119600426 24.9 16.3  0.009900 13.5-99.9-99.9-99.9-9.9 9916.2 73 14.2   7  5.6-9.9-9.9
5006119600427 28.4 12.4  0.009900  8.0-99.9-99.9-99.9-9.9 9917.2 73 15.1   6  4.8-9.9-9.9
5006119600428 28.4 14.4  0.009900 11.0-99.9-99.9-99.9-9.9 9917.2 68 15.1   6  4.8-9.9-9.9
5006119600429 22.9 14.4  0.009900 12.0-99.9-99.9-99.9-9.9 9916.3 86 14.3   6  4.8-9.9-9.9
5006119600430 27.4 14.4  0.009900 10.0-99.9-99.9-99.9-9.9 9916.2 76 14.2   6  4.8-9.9-9.9
5006119600501 26.4 11.9  0.009900  8.0-99.9-99.9-99.9-9.9 9917.4 78 15.3   6  4.8-9.9-9.9
5006119600502 23.4 13.9  0.009900  8.5-99.9-99.9-99.9-9.9 9914.7 75 12.7   6  4.8-9.9-9.9
5006119600503 23.9-99.9  0.009900  5.5-99.9-99.9-99.9-9.9 9913.6 75 11.5   4  3.2-9.9-9.9
5006119600504 25.4 13.3  0.009900 12.0-99.9-99.9-99.9-9.9 9913.8 74 11.8   4  3.2-9.9-9.9
5006119600505 25.9 16.4  0.009900 15.0-99.9-99.9-99.9-9.9 9915.7 73 13.7   4  3.2-9.9-9.9
5006119600506 26.4-99.9  0.009900  6.0-99.9-99.9-99.9-9.9 9915.5 73 13.5   4  3.2-9.9-9.9
5006119600507 28.9 16.7  0.009900  6.0-99.9-99.9-99.9-9.9 9915.9 71 13.9   4  3.2-9.9-9.9
5006119600508 28.9-99.9  0.009900  7.0-99.9-99.9-99.9-9.9 9918.8 75 16.5   4  3.2-9.9-9.9
5006119600509 19.4 12.7  0.009900  8.5-99.9-99.9-99.9-9.9 9912.9 77 10.7   9  7.2-9.9-9.9
5006119600510 18.4 10.7  0.009900  5.0-99.9-99.9-99.9-9.9 9910.1 69  7.1   7  5.6-9.9-9.9
5006119600511 18.9  8.5  0.009900  6.5-99.9-99.9-99.9-9.9 99 9.6 69  6.4   6  4.8-9.9-9.9
5006119600512 18.4  8.5  1.619900  6.5-99.9-99.9-99.9-9.9 9911.9 79  9.5   7  5.6-9.9-9.9
5006119600513 13.4  8.4 19.319900  3.0-99.9-99.9-99.9-9.9 9913.4 94 11.3   4  3.2-9.9-9.9
5006119600514 14.4 10.9  1.619900 10.0-99.9-99.9-99.9-9.9 9914.1 93 12.1   4  3.2-9.9-9.9
5006119600515 20.9 11.9  0.009900 10.5-99.9-99.9-99.9-9.9 9914.8 84 12.8   4  3.2-9.9-9.9
5006119600516 23.4  9.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.5 84 13.5   4  3.2-9.9-9.9
5006119600517 23.9 11.9  0.009900 10.0-99.9-99.9-99.9-9.9 9914.0 68 12.0  11  8.8-9.9-9.9
5006119600518 22.9 15.4  1.019900 13.0-99.9-99.9-99.9-9.9 9919.0 86 16.7   9  7.2-9.9-9.9
5006119600519 17.9  8.4  0.009900  9.0-99.9-99.9-99.9-9.9 99 8.9 75  5.3  13 10.4-9.9-9.9
5006119600520 13.9  1.4  0.009900 -1.0-99.9-99.9-99.9-9.9 99 7.4 76  2.7   6  4.8-9.9-9.9
5006119600521 17.4  2.4  0.009900 -3.0-99.9-99.9-99.9-9.9 99 6.8 62  1.5   7  5.6-9.9-9.9
5006119600522 20.9  3.4  0.009900 -1.0-99.9-99.9-99.9-9.9 99 8.6 65  4.8   4  3.2-9.9-9.9
5006119600523 21.9  9.9  0.009900 -1.0-99.9-99.9-99.9-9.9 99 9.9 67  6.8   6  4.8-9.9-9.9
5006119600524 23.4  5.9  0.009900  1.0-99.9-99.9-99.9-9.9 9910.5 64  7.7   6  4.8-9.9-9.9
5006119600525 23.5  8.4  0.009900  3.5-99.9-99.9-99.9-9.9 9912.9 73 10.7   7  5.6-9.9-9.9
5006119600526 26.4 10.9  0.009900  8.0-99.9-99.9-99.9-9.9 9915.6 75 13.6   6  4.8-9.9-9.9
5006119600527 29.9 15.4 23.819900 10.5-99.9-99.9-99.9-9.9 9918.7 70 16.4   7  5.6-9.9-9.9
5006119600528 23.4 15.7 10.419900 10.0-99.9-99.9-99.9-9.9 9918.2 89 16.0   6  4.8-9.9-9.9
5006119600529 22.9 12.9  0.009900 12.0-99.9-99.9-99.9-9.9 9917.0 83 15.0   7  5.6-9.9-9.9
5006119600530 25.9 12.9  0.009900 12.5-99.9-99.9-99.9-9.9 9917.0 80 15.0   6  4.8-9.9-9.9
5006119600531 21.4 11.9  0.009900 12.0-99.9-99.9-99.9-9.9 9914.8 88 12.8   7  5.6-9.9-9.9
5006119600601 25.5 10.4  0.009900  9.0-99.9-99.9-99.9-9.9 9917.4 82 15.3   7  5.6-9.9-9.9
5006119600602 23.9 13.4  0.009900 10.5-99.9-99.9-99.9-9.9 9913.6 71 11.5   6  4.8-9.9-9.9
5006119600603 25.9 11.4  0.009900  9.5-99.9-99.9-99.9-9.9 9916.5 80 14.5   6  4.8-9.9-9.9
5006119600604 27.4 14.9  0.009900 12.5-99.9-99.9-99.9-9.9 9918.6 78 16.4   6  4.8-9.9-9.9
5006119600605 25.9 14.9  0.009900 11.5-99.9-99.9-99.9-9.9 9919.7 82 17.3   4  3.2-9.9-9.9
5006119600606 29.4 15.9  0.009900 13.0-99.9-99.9-99.9-9.9 9920.0 79 17.5   6  4.8-9.9-9.9
5006119600607 27.9 15.9  0.009900 14.5-99.9-99.9-99.9-9.9 9915.8 63 13.8  13 10.4-9.9-9.9
5006119600608 29.4 15.9  0.009900 14.5-99.9-99.9-99.9-9.9 9918.3 65 16.1  11  8.8-9.9-9.9
5006119600609 30.9 18.9  9.519900 11.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600610 22.9 14.4 59.819900 14.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600611 19.4 15.9  1.319900 16.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600612 19.9 16.4  0.819900 17.0-99.9-99.9-99.9-9.9 9920.0 95 17.5   6  4.8-9.9-9.9
5006119600613 18.9 14.9 37.019900 17.0-99.9-99.9-99.9-9.9 9918.5 95 16.3   4  3.2-9.9-9.9
5006119600614 16.9 13.4  0.009900 11.5-99.9-99.9-99.9-9.9 9916.1 96 14.1   9  7.2-9.9-9.9
5006119600615 20.9 12.9  0.009900 11.5-99.9-99.9-99.9-9.9 9916.9 89 14.9   6  4.8-9.9-9.9
5006119600616 21.9 14.9 33.519900 14.0-99.9-99.9-99.9-9.9 9918.9 89 16.6   7  5.6-9.9-9.9
5006119600617 18.9 10.4  0.009900 10.5-99.9-99.9-99.9-9.9 9910.2 71  7.3  11  8.8-9.9-9.9
5006119600618 16.4  5.4  0.009900  1.5-99.9-99.9-99.9-9.9 99 8.5 69  4.6   6  4.8-9.9-9.9
5006119600619 23.9  7.9  0.009900  3.0-99.9-99.9-99.9-9.9 9913.2 68 11.1   9  7.2-9.9-9.9
5006119600620 26.9 14.9  0.009900  3.0-99.9-99.9-99.9-9.9 9920.9 80 18.2   9  7.2-9.9-9.9
5006119600621 27.9 16.9  0.009900 14.0-99.9-99.9-99.9-9.9 9922.2 83 19.2   7  5.6-9.9-9.9
5006119600622 23.4 17.4 19.619900 16.0-99.9-99.9-99.9-9.9 9917.7 80 15.6   9  7.2-9.9-9.9
5006119600623 17.5  8.4  0.009900  9.5-99.9-99.9-99.9-9.9 9910.5 85  7.7  24 19.2-9.9-9.9
5006119600624 12.9  4.7  0.009900  3.0-99.9-99.9-99.9-9.9 99 7.8 77  3.4   7  5.6-9.9-9.9
5006119600625 12.9  4.9  0.009900  0.5-99.9-99.9-99.9-9.9 99 7.7 69  3.2   7  5.6-9.9-9.9
5006119600626 12.9  5.7  0.009900  1.5-99.9-99.9-99.9-9.9 99 8.1 73  3.9   6  4.8-9.9-9.9
5006119600627 13.9  5.9  0.009900  2.0-99.9-99.9-99.9-9.9 99 7.6 70  3.0   7  5.6-9.9-9.9
5006119600628 18.9  6.4  0.009900  1.5-99.9-99.9-99.9-9.9 99 9.6 73  6.4   6  4.8-9.9-9.9
5006119600629 24.9 11.9  0.009900  4.0-99.9-99.9-99.9-9.9 9915.4 77 13.4   7  5.6-9.9-9.9
5006119600630 27.9-99.9  0.009900 12.0-99.9-99.9-99.9-9.9 9918.3 78 16.1   7  5.6-9.9-9.9
5006119600701 28.9-99.9  0.009900 14.0-99.9-99.9-99.9-9.9 9920.2 76 17.7   6  4.8-9.9-9.9
5006119600702 28.9 17.4  0.009900 13.5-99.9-99.9-99.9-9.9 9919.3 75 16.9   6  4.8-9.9-9.9
5006119600703 28.9 17.9  0.009900 14.0-99.9-99.9-99.9-9.9 9918.0 70 15.8  11  8.8-9.9-9.9
5006119600704 21.9 14.4  8.319900 14.5-99.9-99.9-99.9-9.9 9916.8 86 14.8   7  5.6-9.9-9.9
5006119600705 20.9 11.9  0.819900 11.5-99.9-99.9-99.9-9.9 9917.0 91 15.0   7  5.6-9.9-9.9
5006119600706 16.9 10.4  9.419900 12.5-99.9-99.9-99.9-9.9 9914.6 93 12.6  11  8.8-9.9-9.9
5006119600707 11.9  5.7  0.009900  7.0-99.9-99.9-99.9-9.9 99 8.8 91  5.1   9  7.2-9.9-9.9
5006119600708 11.4  2.4  0.009900  1.0-99.9-99.9-99.9-9.9 99 7.0 75  1.9   6  4.8-9.9-9.9
5006119600709 13.9 -0.6  0.009900 -3.0-99.9-99.9-99.9-9.9 99 7.8 72  3.4   6  4.8-9.9-9.9
5006119600710 17.9  2.4  0.009900 -2.0-99.9-99.9-99.9-9.9 99 9.4 67  6.1   4  3.2-9.9-9.9
5006119600711 22.9  7.4  0.009900  4.0-99.9-99.9-99.9-9.9 9915.0 80 13.0   9  7.2-9.9-9.9
5006119600712 25.4 13.9  0.009900 10.0-99.9-99.9-99.9-9.9 9916.2 68 14.2  11  8.8-9.9-9.9
5006119600713 25.9 17.4  0.009900 17.0-99.9-99.9-99.9-9.9 9916.6 68 14.6  11  8.8-9.9-9.9
5006119600714 25.5 16.4  0.009900 14.5-99.9-99.9-99.9-9.9 9916.4 68 14.4  15 12.0-9.9-9.9
5006119600715 25.9 16.9  0.009900 14.5-99.9-99.9-99.9-9.9 9917.6 72 15.5   9  7.2-9.9-9.9
5006119600716 26.9 12.9  7.219900 14.0-99.9-99.9-99.9-9.9 9916.2 90 14.2   7  5.6-9.9-9.9
5006119600717 15.9  8.4  0.009900  9.0-99.9-99.9-99.9-9.9 9911.0 85  8.4   7  5.6-9.9-9.9
5006119600718 14.9  5.9  0.009900  2.0-99.9-99.9-99.9-9.9 9910.6 80  7.8   7  5.6-9.9-9.9
5006119600719 19.4  5.4  0.009900  1.5-99.9-99.9-99.9-9.9 9911.2 74  8.6   7  5.6-9.9-9.9
5006119600720 24.9  7.9  0.009900  5.5-99.9-99.9-99.9-9.9 9916.3 76 14.3   7  5.6-9.9-9.9
5006119600721 26.4 15.9  0.009900  7.5-99.9-99.9-99.9-9.9 9920.5 83 17.9   7  5.6-9.9-9.9
5006119600722 21.4 14.4 14.019900  7.5-99.9-99.9-99.9-9.9 9918.7 96 16.4   6  4.8-9.9-9.9
5006119600723 16.9 12.9  1.019900 13.0-99.9-99.9-99.9-9.9 9915.9 93 13.9   4  3.2-9.9-9.9
5006119600724 19.9 13.9  0.009900 12.5-99.9-99.9-99.9-9.9 9917.2 89 15.1   6  4.8-9.9-9.9
5006119600725 26.4 15.9  0.009900 13.0-99.9-99.9-99.9-9.9 9917.5 72 15.4   9  7.2-9.9-9.9
5006119600726 27.4 15.9  0.009900 12.5-99.9-99.9-99.9-9.9 9918.6 75 16.4   7  5.6-9.9-9.9
5006119600727 28.5 17.4  0.009900 15.0-99.9-99.9-99.9-9.9 9918.6 68 16.4  11  8.8-9.9-9.9
5006119600728 29.4 17.9  0.009900 15.0-99.9-99.9-99.9-9.9 9918.7 69 16.4   9  7.2-9.9-9.9
5006119600729 28.4 19.9  0.009900 18.0-99.9-99.9-99.9-9.9 9918.9 68 16.6   7  5.6-9.9-9.9
5006119600730 21.7 11.7  1.219900 12.0-99.9-99.9-99.9-9.9 9912.0 82  9.7  15 12.0-9.9-9.9
5006119600731 16.9  9.4  0.009900  8.0-99.9-99.9-99.9-9.9 99 9.0 62  5.4  15 12.0-9.9-9.9
5006119600801 15.9  7.9  0.009900  6.0-99.9-99.9-99.9-9.9 99 8.0 64  3.8  11  8.8-9.9-9.9
5006119600802 15.0 10.9  0.009900  1.2-99.9-99.9-99.9 0.0  0-9.9-99-99.9 -99-99.9 4.3-9.9
5006119600803 19.4  6.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5006119600804 20.4  5.9  0.009900  1.5-99.9-99.9-99.9-9.9 99 9.8 70  6.7   6  4.8-9.9-9.9
5006119600805 19.9  6.9  0.009900  1.5-99.9-99.9-99.9-9.9 9910.4 72  7.5   4  3.2-9.9-9.9
