5052420150324-99.9 12.0  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   8  6.4-9.9-9.9
5052420150325-99.9 14.5  0.519999-99.9-99.9-99.9-99.9-9.9 99-9.9 81-99.9   8  6.4-9.9-9.9
5052420150326-99.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9  15 12.0-9.9-9.9
5052420150327-99.9  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9   6  4.8-9.9-9.9
5052420150328-99.9  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9   9  7.2-9.9-9.9
5052420150329-99.9 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  10  8.0-9.9-9.9
5052420150330-99.9 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9   7  5.6-9.9-9.9
5052420150331-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9  21 16.8-9.9-9.9
5052420150401-99.9 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9  18 14.4-9.9-9.9
5052420150402-99.9 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 47-99.9  18 14.4-9.9-9.9
5052420150403-99.9 15.5 20.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  19 15.2-9.9-9.9
5052420150404-99.9 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 78-99.9  15 12.0-9.9-9.9
5052420150405-99.9 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9  18 14.4-9.9-9.9
5052420150406-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  14 11.2-9.9-9.9
5052420150407-99.9 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9   9  7.2-9.9-9.9
5052420150408-99.9 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9   9  7.2-9.9-9.9
5052420150409-99.9 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 51-99.9   5  4.0-9.9-9.9
5052420150410-99.9 14.0  1.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9   9  7.2-9.9-9.9
5052420150411-99.9 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9  17 13.6-9.9-9.9
5052420150412-99.9 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9  16 12.8-9.9-9.9
5052420150413-99.9 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 61-99.9  14 11.2-9.9-9.9
5052420150414-99.9 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9   8  6.4-9.9-9.9
5052420150415-99.9 17.2  0.119999-99.9-99.9-99.9-99.9-9.9 99-9.9 74-99.9  23 18.4-9.9-9.9
5052420150416-99.9 18.3 31.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9  26 20.8-9.9-9.9
5052420150417-99.9 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9  25 20.0-9.9-9.9
5052420150418-99.9  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 48-99.9  21 16.8-9.9-9.9
5052420150419-99.9 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9  15 12.0-9.9-9.9
5052420150420-99.9 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  10  8.0-9.9-9.9
5052420150421-99.9  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9   8  6.4-9.9-9.9
5052420150422-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9   5  4.0-9.9-9.9
5052420150423-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9   7  5.6-9.9-9.9
5052420150424-99.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  14 11.2-9.9-9.9
5052420150425-99.9 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9   9  7.2-9.9-9.9
5052420150426-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  10  8.0-9.9-9.9
5052420150427-99.9 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  10  8.0-9.9-9.9
5052420150428-99.9 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9  28 22.4-9.9-9.9
5052420150429-99.9 14.1 28.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 88-99.9  20 16.0-9.9-9.9
5052420150430-99.9 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 76-99.9   9  7.2-9.9-9.9
5052420150501-99.9 15.7 15.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 77-99.9  10  8.0-9.9-9.9
5052420150502-99.9 13.0 11.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 85-99.9  14 11.2-9.9-9.9
5052420150503-99.9  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  28 22.4-9.9-9.9
5052420150504-99.9  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  12  9.6-9.9-9.9
5052420150505-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9  11  8.8-9.9-9.9
5052420150506-99.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 60-99.9  25 20.0-9.9-9.9
5052420150507-99.9  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9  12  9.6-9.9-9.9
5052420150508-99.9  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9   8  6.4-9.9-9.9
5052420150509-99.9  5.6  4.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   8  6.4-9.9-9.9
5052420150510-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 80-99.9  12  9.6-9.9-9.9
5052420150511-99.9  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 86-99.9   9  7.2-9.9-9.9
5052420150512-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9  13 10.4-9.9-9.9
5052420150513-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9  10  8.0-9.9-9.9
5052420150514-99.9  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9   8  6.4-9.9-9.9
5052420150515-99.9 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9   9  7.2-9.9-9.9
5052420150516-99.9 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   9  7.2-9.9-9.9
5052420150517-99.9 11.5 17.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9  11  8.8-9.9-9.9
5052420150518-99.9 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9   8  6.4-9.9-9.9
5052420150519-99.9 18.5  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 83-99.9  10  8.0-9.9-9.9
5052420150520-99.9 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9  12  9.6-9.9-9.9
5052420150521-99.9 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9  12  9.6-9.9-9.9
5052420150522-99.9 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 77-99.9  11  8.8-9.9-9.9
5052420150523-99.9 13.0  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 90-99.9  13 10.4-9.9-9.9
5052420150524-99.9  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9   6  4.8-9.9-9.9
5052420150525-99.9  4.5  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9   5  4.0-9.9-9.9
5052420150526-99.9  8.0  8.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 94-99.9   6  4.8-9.9-9.9
5052420150527-99.9 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 80-99.9   8  6.4-9.9-9.9
5052420150528-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 80-99.9   8  6.4-9.9-9.9
5052420150529-99.9  7.5  0.119999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9   8  6.4-9.9-9.9
5052420150530-99.9  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 87-99.9   6  4.8-9.9-9.9
5052420150531-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 78-99.9   6  4.8-9.9-9.9
5052420150601-99.9 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 74-99.9  16 12.8-9.9-9.9
5052420150602-99.9  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9  21 16.8-9.9-9.9
5052420150603-99.9 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9  12  9.6-9.9-9.9
5052420150604-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9   7  5.6-9.9-9.9
5052420150605-99.9 13.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 90-99.9   9  7.2-9.9-9.9
5052420150606-99.9 14.2  0.319999-99.9-99.9-99.9-99.9-9.9 99-9.9 82-99.9  15 12.0-9.9-9.9
5052420150607-99.9  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9  10  8.0-9.9-9.9
5052420150608-99.9  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9  17 13.6-9.9-9.9
5052420150609-99.9  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 89-99.9   9  7.2-9.9-9.9
5052420150610-99.9  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 75-99.9  10  8.0-9.9-9.9
5052420150611-99.9  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  21 16.8-9.9-9.9
5052420150612-99.9  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  14 11.2-9.9-9.9
5052420150613-99.9  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9   7  5.6-9.9-9.9
5052420150614-99.9  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9  20 16.0-9.9-9.9
5052420150615-99.9  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  25 20.0-9.9-9.9
5052420150616-99.9  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9  20 16.0-9.9-9.9
5052420150617-99.9  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9  22 17.6-9.9-9.9
5052420150618-99.9 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  13 10.4-9.9-9.9
5052420150619-99.9 -3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9  15 12.0-9.9-9.9
5052420150620-99.9  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9  13 10.4-9.9-9.9
5052420150621-99.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9   5  4.0-9.9-9.9
5052420150622-99.9  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9  14 11.2-9.9-9.9
5052420150623-99.9 -4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9  14 11.2-9.9-9.9
5052420150624-99.9 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9  16 12.8-9.9-9.9
5052420150625-99.9 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9  10  8.0-9.9-9.9
5052420150626-99.9  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 81-99.9   8  6.4-9.9-9.9
5052420150627-99.9 13.5 28.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 95-99.9   9  7.2-9.9-9.9
5052420150628-99.9 15.0 24.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 95-99.9  14 11.2-9.9-9.9
5052420150629-99.9 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 94-99.9   4  3.2-9.9-9.9
5052420150630-99.9  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9  12  9.6-9.9-9.9
5052420150701-99.9  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 85-99.9  12  9.6-9.9-9.9
5052420150702-99.9  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 75-99.9  16 12.8-9.9-9.9
5052420150703-99.9  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 77-99.9  34 27.2-9.9-9.9
5052420150704-99.9  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   8  6.4-9.9-9.9
5052420150705-99.9  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9  17 13.6-9.9-9.9
5052420150706-99.9  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9   6  4.8-9.9-9.9
5052420150707-99.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 73-99.9   5  4.0-9.9-9.9
5052420150708-99.9 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9  11  8.8-9.9-9.9
5052420150709-99.9  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 84-99.9   5  4.0-9.9-9.9
5052420150710-99.9  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 89-99.9   7  5.6-9.9-9.9
5052420150711-99.9  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 86-99.9  17 13.6-9.9-9.9
5052420150712-99.9  9.5  6.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 95-99.9   4  3.2-9.9-9.9
5052420150713-99.9  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 84-99.9  16 12.8-9.9-9.9
5052420150714-99.9  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 54-99.9  23 18.4-9.9-9.9
5052420150715-99.9 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  13 10.4-9.9-9.9
5052420150716-99.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9   8  6.4-9.9-9.9
5052420150717-99.9 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9   8  6.4-9.9-9.9
5052420150718-99.9  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9  12  9.6-9.9-9.9
5052420150719-99.9  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9  17 13.6-9.9-9.9
5052420150720-99.9  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 61-99.9  20 16.0-9.9-9.9
5052420150721-99.9 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9  10  8.0-9.9-9.9
5052420150722-99.9 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 57-99.9  10  8.0-9.9-9.9
5052420150723-99.9  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   5  4.0-9.9-9.9
5052420150724-99.9 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9   8  6.4-9.9-9.9
5052420150725-99.9  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 94-99.9   9  7.2-9.9-9.9
5052420150726-99.9  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 74-99.9  15 12.0-9.9-9.9
5052420150727-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9  17 13.6-9.9-9.9
5052420150728-99.9 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9  14 11.2-9.9-9.9
5052420150729-99.9 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 86-99.9  18 14.4-9.9-9.9
5052420150730-99.9 12.5 46.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 90-99.9  26 20.8-9.9-9.9
5052420150731-99.9 13.0 10.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 91-99.9  26 20.8-9.9-9.9
5052420150801-99.9  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 73-99.9  14 11.2-9.9-9.9
5052420150802-99.9  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9  11  8.8-9.9-9.9
5052420150803-99.9  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  14 11.2-9.9-9.9
5052420150804-99.9  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 63-99.9  24 19.2-9.9-9.9
5052420150805-99.9  9.0104.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 80-99.9  25 20.0-9.9-9.9
5052420150806-99.9 16.5 27.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 83-99.9  16 12.8-9.9-9.9
5052420150807-99.9 14.4 27.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 92-99.9  19 15.2-9.9-9.9
5052420150808-99.9 11.5  6.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 93-99.9  27 21.6-9.9-9.9
5052420150809-99.9 11.7 80.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 99-99.9  15 12.0-9.9-9.9
5052420150810-99.9  9.0  2.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 89-99.9  18 14.4-9.9-9.9
5052420150811-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 85-99.9   8  6.4-9.9-9.9
5052420150812-99.9  8.5  6.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 84-99.9  28 22.4-9.9-9.9
5052420150813-99.9 10.4  1.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 97-99.9  26 20.8-9.9-9.9
5052420150814-99.9  7.7  0.419999-99.9-99.9-99.9-99.9-9.9 99-9.9 95-99.9  12  9.6-9.9-9.9
5052420150815-99.9  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 78-99.9  11  8.8-9.9-9.9
5052420150816-99.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 72-99.9   9  7.2-9.9-9.9
5052420150817-99.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 84-99.9   7  5.6-9.9-9.9
5052420150818-99.9  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9  17 13.6-9.9-9.9
5052420150819-99.9  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 79-99.9  15 12.0-9.9-9.9
5052420150820-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 76-99.9  16 12.8-9.9-9.9
5052420150821-99.9  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9  13 10.4-9.9-9.9
5052420150822-99.9 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9  15 12.0-9.9-9.9
5052420150823-99.9  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 66-99.9  26 20.8-9.9-9.9
5052420150824-99.9  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9  10  8.0-9.9-9.9
5052420150825-99.9  8.1-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 67-99.9  20 16.0-9.9-9.9
5052420150826-99.9 13.5  1.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 71-99.9   9  7.2-9.9-9.9
5052420150827-99.9  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9  17 13.6-9.9-9.9
5052420150828-99.9  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9  19 15.2-9.9-9.9
5052420150829-99.9 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9   9  7.2-9.9-9.9
5052420150830-99.9 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 60-99.9  26 20.8-9.9-9.9
5052420150831-99.9 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 58-99.9  26 20.8-9.9-9.9
5052420150901-99.9  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9  23 18.4-9.9-9.9
5052420150902-99.9 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 64-99.9   8  6.4-9.9-9.9
5052420150903-99.9  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9  12  9.6-9.9-9.9
5052420150904-99.9  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 55-99.9   9  7.2-9.9-9.9
5052420150905-99.9  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 52-99.9   7  5.6-9.9-9.9
5052420150906-99.9  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  15 12.0-9.9-9.9
5052420150907-99.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 76-99.9  13 10.4-9.9-9.9
5052420150908-99.9  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 62-99.9  15 12.0-9.9-9.9
5052420150909-99.9  7.2 27.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 83-99.9  16 12.8-9.9-9.9
5052420150910-99.9  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 53-99.9  25 20.0-9.9-9.9
5052420150911-99.9  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 44-99.9  24 19.2-9.9-9.9
5052420150912-99.9  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 51-99.9  10  8.0-9.9-9.9
5052420150913-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 48-99.9  21 16.8-9.9-9.9
5052420150914-99.9  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 46-99.9  20 16.0-9.9-9.9
5052420150915-99.9 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 44-99.9  17 13.6-9.9-9.9
5052420150916-99.9  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 44-99.9  13 10.4-9.9-9.9
5052420150917-99.9  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  10  8.0-9.9-9.9
5052420150918-99.9  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9  15 12.0-9.9-9.9
5052420150919-99.9  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 42-99.9  11  8.8-9.9-9.9
5052420150920-99.9  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 48-99.9  25 20.0-9.9-9.9
5052420150921-99.9 13.5  0.419999-99.9-99.9-99.9-99.9-9.9 99-9.9 78-99.9  32 25.6-9.9-9.9
5052420150922-99.9 10.5  1.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 92-99.9  34 27.2-9.9-9.9
5052420150923-99.9 12.4  7.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 96-99.9  27 21.6-9.9-9.9
5052420150924-99.9 11.8 11.019999-99.9-99.9-99.9-99.9-9.9 99-9.9 81-99.9  29 23.2-9.9-9.9
5052420150925-99.9 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 69-99.9  15 12.0-9.9-9.9
5052420150926-99.9  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9   9  7.2-9.9-9.9
5052420150927-99.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 59-99.9   9  7.2-9.9-9.9
5052420150928-99.9 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 80-99.9  25 20.0-9.9-9.9
5052420150929-99.9  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 50-99.9  28 22.4-9.9-9.9
5052420150930-99.9  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9  11  8.8-9.9-9.9
