5026319590802 10.0  1.0  0.009900 -0.2-99.9-99.9-99.9-9.9 99 5.2 70 -2.2  12  9.6-9.9-9.9
5026319590803 10.0  1.0  0.009900 -0.7-99.9-99.9-99.9-9.9 99 7.2 90  2.3  34 27.2-9.9-9.9
5026319590804 13.0  5.0  0.009900  4.0-99.9-99.9-99.9-9.9 99 5.1 68 -2.5  19 15.2-9.9-9.9
5026319590805 15.0  0.0  0.009900 -0.5-99.9-99.9-99.9-9.9 99 4.0 61 -5.7  11  8.8-9.9-9.9
5026319590806 15.0  2.0  0.009900  1.0-99.9-99.9-99.9-9.9 99 6.1 69  0.0  23 18.4-9.9-9.9
5026319590807 16.2  9.0  0.009900  6.9-99.9-99.9-99.9-9.9 99 4.7 43 -3.6  26 20.8-9.9-9.9
5026319590808 11.0  1.5  1.219900  4.8-99.9-99.9-99.9-9.9 99 4.9 71 -3.0  26 20.8-9.9-9.9
5026319590809 19.0  2.0  0.009900  0.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319590810 16.0  9.0  0.009900  8.0-99.9-99.9-99.9-9.9 99 4.6 44 -3.8  38 30.4-9.9-9.9
5026319590811 12.0  4.0  0.009900  3.0-99.9-99.9-99.9-9.9 99 3.3 44 -8.2  42 33.6-9.9-9.9
5026319590812 11.5  2.9  0.009900  1.2-99.9-99.9-99.9-9.9 99 3.8 56 -6.4  33 26.4-9.9-9.9
5026319590813 12.0  0.0  0.009900 -0.9-99.9-99.9-99.9-9.9 99 3.3 49 -8.2  20 16.0-9.9-9.9
5026319590814 10.0  4.0  7.019900  2.5-99.9-99.9-99.9-9.9 99 5.8 80 -0.7  15 12.0-9.9-9.9
5026319590815 18.0  6.0  3.519900  5.0-99.9-99.9-99.9-9.9 99 7.1 69  2.1  41 32.8-9.9-9.9
5026319590816  7.0  0.0  1.019900 -1.2-99.9-99.9-99.9-9.9 99 4.8 83 -3.3  42 33.6-9.9-9.9
5026319590817  7.0 -1.0  0.009900 -1.8-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319590818 10.0  4.0  0.009900  3.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319590819 16.0  6.0  0.009900  4.0-99.9-99.9-99.9-9.9 99 5.8 59 -0.7  24 19.2-9.9-9.9
5026319590820 13.0  1.0  0.009900 -0.6-99.9-99.9-99.9-9.9 99 5.6 76 -1.2  11  8.8-9.9-9.9
5026319590821 11.5  0.0  0.009900 -1.5-99.9-99.9-99.9-9.9 99 5.8 86 -0.7  11  8.8-9.9-9.9
5026319590822 12.0 -1.0  0.009900 -2.0-99.9-99.9-99.9-9.9 99 5.7 79 -1.0  19 15.2-9.9-9.9
5026319590823 15.0  2.0  0.009900  1.0-99.9-99.9-99.9-9.9 99 5.3 58 -1.9  30 24.0-9.9-9.9
5026319590824 10.0  4.9  0.009900  3.2-99.9-99.9-99.9-9.9 99 5.7 77 -1.0  41 32.8-9.9-9.9
5026319590825  9.0  0.0  0.219900 -1.1-99.9-99.9-99.9-9.9 99 4.7 78 -3.6  23 18.4-9.9-9.9
5026319590826 11.0 -1.0  0.009900 -1.6-99.9-99.9-99.9-9.9 99 5.6 82 -1.2  26 20.8-9.9-9.9
5026319590827  9.0 -1.0  0.009900 -1.5-99.9-99.9-99.9-9.9 99 4.9 80 -3.0   8  6.4-9.9-9.9
5026319590828 12.0 -1.1  0.009900 -1.7-99.9-99.9-99.9-9.9 99 4.5 74 -4.1   8  6.4-9.9-9.9
5026319590829 10.0  3.0  0.009900  2.0-99.9-99.9-99.9-9.9 99 5.9 82 -0.5  13 10.4-9.9-9.9
5026319590830 11.0  1.0  0.009900  0.1-99.9-99.9-99.9-9.9 99 5.9 79 -0.5  18 14.4-9.9-9.9
5026319590831-99.9  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319590901 10.5  3.0  8.019900  1.8-99.9-99.9-99.9-9.9 99 6.5 88  0.9  34 27.2-9.9-9.9
5026319590902  8.0  2.0  0.009900  1.1-99.9-99.9-99.9-9.9 99 5.6 85 -1.2  12  9.6-9.9-9.9
5026319590903 15.0  4.0  0.009900  3.0-99.9-99.9-99.9-9.9 99 6.9 87  1.7  27 21.6-9.9-9.9
5026319590904 19.0  6.0  0.009900  4.5-99.9-99.9-99.9-9.9 99 5.2 47 -2.2  26 20.8-9.9-9.9
5026319590905 15.0  5.0  0.009900  3.5-99.9-99.9-99.9-9.9 99 6.8 76  1.5   0  0.0-9.9-9.9
5026319590906 16.0  3.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 4.0 49 -5.7  19 15.2-9.9-9.9
5026319590907 12.0  0.0  0.009900 -1.0-99.9-99.9-99.9-9.9 99 5.9 80 -0.5  15 12.0-9.9-9.9
5026319590908 15.0  2.0  0.219910  1.2-99.9-99.9-99.9-9.9 99 4.7 54 -3.6  14 11.2-9.9-9.9
5026319590909 10.0 -0.6  0.009900 -1.3-99.9-99.9-99.9-9.9 99 4.4 78 -4.4  19 15.2-9.9-9.9
5026319590910  5.0 -2.0  4.019910 -3.0-99.9-99.9-99.9-9.9 99 4.7 80 -3.6  22 17.6-9.9-9.9
5026319590911  7.0  1.0  0.009900 -0.5-99.9-99.9-99.9-9.9 99 4.5 74 -4.1  13 10.4-9.9-9.9
5026319590912 10.0  1.0  0.009900 -0.1-99.9-99.9-99.9-9.9 99 6.4 83  0.6  53 42.4-9.9-9.9
5026319590913 19.0  6.0  2.019900  4.9-99.9-99.9-99.9-9.9 99 5.7 44 -1.0  11  8.8-9.9-9.9
5026319590914 20.0  8.0  0.009900  6.5-99.9-99.9-99.9-9.9 99 7.7 75  3.2  22 17.6-9.9-9.9
5026319590915 18.0  3.0  0.009900  2.7-99.9-99.9-99.9-9.9 99 8.1 65  3.9  31 24.8-9.9-9.9
5026319590916 14.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 6.7 84  1.3   0  0.0-9.9-9.9
5026319590917 16.0  4.0  0.009900  3.0-99.9-99.9-99.9-9.9 99 5.1 56 -2.5   8  6.4-9.9-9.9
5026319590918 12.0  4.0  0.009900  3.2-99.9-99.9-99.9-9.9 99 5.7 80 -1.0  33 26.4-9.9-9.9
5026319590919 12.0 -1.0  0.009900 -1.3-99.9-99.9-99.9-9.9 99 5.5 79 -1.4   8  6.4-9.9-9.9
5026319590920 10.0 -1.0  0.009900 -1.5-99.9-99.9-99.9-9.9 99 5.4 66 -1.7   1  0.8-9.9-9.9
5026319590921 12.0 -1.0  0.009900 -1.6-99.9-99.9-99.9-9.9 99 5.7 79 -1.0   8  6.4-9.9-9.9
5026319590922 23.0  1.0  0.009900 -0.9-99.9-99.9-99.9-9.9 99 5.7 46 -1.0  13 10.4-9.9-9.9
5026319590923 20.9  4.0  0.009900  2.8-99.9-99.9-99.9-9.9 99 6.0 48 -0.2  22 17.6-9.9-9.9
5026319590924 22.0  1.0  0.009900 -1.2-99.9-99.9-99.9-9.9 99 4.3 42 -4.7   8  6.4-9.9-9.9
5026319590925 12.0  4.0  0.009900  2.9-99.9-99.9-99.9-9.9 99 5.4 64 -1.7   8  6.4-9.9-9.9
5026319590926 14.0  6.0  0.009900  5.0-99.9-99.9-99.9-9.9 99 8.0 86  3.8  25 20.0-9.9-9.9
5026319590927 22.5  9.9  0.009900 10.0-99.9-99.9-99.9-9.9 99 5.9 50 -0.5  11  8.8-9.9-9.9
5026319590928 20.0  6.0  0.009900  5.0-99.9-99.9-99.9-9.9 99 5.7 45 -1.0  14 11.2-9.9-9.9
5026319590929 21.0  9.0  0.009900  8.8-99.9-99.9-99.9-9.9 99 7.3 72  2.5  14 11.2-9.9-9.9
5026319590930 20.0  2.0  0.009900  0.0-99.9-99.9-99.9-9.9 99 7.8 77  3.4  22 17.6-9.9-9.9
5026319591001 24.0  5.0  0.009900  4.0-99.9-99.9-99.9-9.9 99 5.7 35 -1.0  22 17.6-9.9-9.9
5026319591002 19.0  8.0  0.009900  8.0-99.9-99.9-99.9-9.9 99 6.4 61  0.6  30 24.0-9.9-9.9
5026319591003 20.0  3.0  0.009900 -0.2-99.9-99.9-99.9-9.9 99 5.6 49 -1.2  22 17.6-9.9-9.9
5026319591004 27.0  5.0  0.009900  4.0-99.9-99.9-99.9-9.9 99 7.1 57  2.1   9  7.2-9.9-9.9
5026319591005 21.2  6.9  0.009900  5.0-99.9-99.9-99.9-9.9 99 7.6 80  3.0   5  4.0-9.9-9.9
5026319591006 16.0 -1.0  0.009900 -2.0-99.9-99.9-99.9-9.9 99 6.6 71  1.1  19 15.2-9.9-9.9
5026319591007 11.0  1.4  0.009900 -1.0-99.9-99.9-99.9-9.9 99 5.6 86 -1.2  19 15.2-9.9-9.9
5026319591008 12.0  0.0  0.009900 -1.5-99.9-99.9-99.9-9.9 99 7.1 80  2.1   8  6.4-9.9-9.9
5026319591009 12.0  0.5  0.009900 -0.5-99.9-99.9-99.9-9.9 99 6.4 72  0.6  14 11.2-9.9-9.9
5026319591010 13.0  4.0  1.019900  3.0-99.9-99.9-99.9-9.9 99 6.6 78  1.1  26 20.8-9.9-9.9
5026319591011 10.0  5.0  0.009900  4.1-99.9-99.9-99.9-9.9 99 5.9 79 -0.5  33 26.4-9.9-9.9
5026319591012  8.0  3.4  0.519900  3.3-99.9-99.9-99.9-9.9 99 5.6 83 -1.2   0  0.0-9.9-9.9
5026319591013 10.0 -3.0  0.009900 -3.5-99.9-99.9-99.9-9.9 99 5.9 82 -0.5  11  8.8-9.9-9.9
5026319591014 10.0  3.9  0.009900  5.0-99.9-99.9-99.9-9.9 99 5.2 70 -2.2   8  6.4-9.9-9.9
5026319591015 11.0 -2.9  0.009900 -3.4-99.9-99.9-99.9-9.9 99 7.1 89  2.1  22 17.6-9.9-9.9
5026319591016 20.1  7.9  0.009900  7.4-99.9-99.9-99.9-9.9 99 8.1 73  3.9  22 17.6-9.9-9.9
5026319591017 11.5  8.0  0.009900  7.5-99.9-99.9-99.9-9.9 99 8.0 88  3.8  41 32.8-9.9-9.9
5026319591018 25.3  7.0  0.009900  6.5-99.9-99.9-99.9-9.9 99 9.1 91  5.6   9  7.2-9.9-9.9
5026319591019 17.0  7.0  2.519900  5.5-99.9-99.9-99.9-9.9 99 8.0 83  3.8  15 12.0-9.9-9.9
5026319591020 10.0  4.0  0.009900  3.6-99.9-99.9-99.9-9.9 99 8.4 95  4.5   1  0.8-9.9-9.9
5026319591021 18.0  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 66  2.5  16 12.8-9.9-9.9
5026319591022 15.0  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 83  5.8   5  4.0-9.9-9.9
5026319591023 14.8  4.0  0.009900  1.4-99.9-99.9-99.9-9.9 99 7.9 79  3.6  30 24.0-9.9-9.9
5026319591024 12.3  4.0  0.009900  4.0-99.9-99.9-99.9-9.9 99 7.7 89  3.2  13 10.4-9.9-9.9
5026319591025  9.0  7.2  0.519900  7.2-99.9-99.9-99.9-9.9 99 7.6 90  3.0  27 21.6-9.9-9.9
5026319591026 11.0  9.0  0.009900  8.5-99.9-99.9-99.9-9.9 99 8.3 93  4.3  20 16.0-9.9-9.9
5026319591027 17.5  5.0  0.009900  5.0-99.9-99.9-99.9-9.9 99 7.7 69  3.2  19 15.2-9.9-9.9
5026319591028 22.0  4.0  0.009900  1.9-99.9-99.9-99.9-9.9 99 7.1 61  2.1  19 15.2-9.9-9.9
5026319591029 21.0 10.0  0.009900  8.5-99.9-99.9-99.9-9.9 99 7.2 59  2.3  16 12.8-9.9-9.9
5026319591030 12.0 10.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 8.5 91  4.6  41 32.8-9.9-9.9
5026319591031 16.0  9.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 8.7 91  5.0   1  0.8-9.9-9.9
5026319591101 13.6  9.0  0.009900  8.0-99.9-99.9-99.9-9.9 99 7.6 79  3.0  12  9.6-9.9-9.9
5026319591102 15.5  7.0  0.009900  6.2-99.9-99.9-99.9-9.9 99 6.7 61  1.3  22 17.6-9.9-9.9
5026319591103 20.0  7.0  0.009900  6.4-99.9-99.9-99.9-9.9 99 7.3 62  2.5  13 10.4-9.9-9.9
5026319591104 13.2  3.9  0.009900  2.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591105 18.0  9.0  0.009900  3.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591106 13.5  5.0  0.009900  3.0-99.9-99.9-99.9-9.9 99 8.2 82  4.1  25 20.0-9.9-9.9
5026319591107 14.5 10.0  0.009900 10.0-99.9-99.9-99.9-9.9 9910.2 91  7.3  14 11.2-9.9-9.9
5026319591108 29.0  9.8  0.009900  7.5-99.9-99.9-99.9-9.9 99 6.3 37  0.4  22 17.6-9.9-9.9
5026319591109 26.0 13.0  0.009900 11.5-99.9-99.9-99.9-9.9 9911.5 63  9.0  35 28.0-9.9-9.9
5026319591110 24.0 11.2  0.009900 10.0-99.9-99.9-99.9-9.9 99 6.6 50  1.1  31 24.8-9.9-9.9
5026319591111 15.0  9.9  0.009900 10.0-99.9-99.9-99.9-9.9 99 8.7 76  5.0  19 15.2-9.9-9.9
5026319591112 14.5  7.0  0.009900  6.0-99.9-99.9-99.9-9.9 99 8.7 81  5.0  27 21.6-9.9-9.9
5026319591113 19.0 11.0  0.009900 10.0-99.9-99.9-99.9-9.9 99 8.1 63  3.9  16 12.8-9.9-9.9
5026319591114 24.0 11.5  0.009900  9.0-99.9-99.9-99.9-9.9 99 9.8 70  6.7   0  0.0-9.9-9.9
5026319591115 24.0  8.5  0.009900  8.5-99.9-99.9-99.9-9.9 9911.4 79  8.9   5  4.0-9.9-9.9
5026319591116 21.5 11.4  0.009900 12.0-99.9-99.9-99.9-9.9 99 8.4 67  4.5  16 12.8-9.9-9.9
5026319591117 16.5  6.8  0.009900  4.5-99.9-99.9-99.9-9.9 99 8.2 71  4.1   1  0.8-9.9-9.9
5026319591118 14.0  7.0  1.019900  6.0-99.9-99.9-99.9-9.9 99 6.6 64  1.1  19 15.2-9.9-9.9
5026319591119 16.0  4.5  0.009900  2.7-99.9-99.9-99.9-9.9 99 6.9 63  1.7   8  6.4-9.9-9.9
5026319591120 14.0  8.3  0.009900  7.5-99.9-99.9-99.9-9.9 99 8.3 81  4.3  21 16.8-9.9-9.9
5026319591121 15.0  8.5  0.119900  6.5-99.9-99.9-99.9-9.9 99 6.7 54  1.3  23 18.4-9.9-9.9
5026319591122 12.0 10.2  0.419900 10.2-99.9-99.9-99.9-9.9 99 9.0 88  5.4  27 21.6-9.9-9.9
5026319591123 14.0 10.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 8.7 82  5.0  31 24.8-9.9-9.9
5026319591124 20.0-99.9  0.009900 10.2-99.9-99.9-99.9-9.9 99 6.3 52  0.4  19 15.2-9.9-9.9
5026319591125 14.4  6.5  0.009900  5.0-99.9-99.9-99.9-9.9 9910.2 90  7.3  13 10.4-9.9-9.9
5026319591126 33.2 12.0  0.009900 10.2-99.9-99.9-99.9-9.9 99 8.9 42  5.3  30 24.0-9.9-9.9
5026319591127 22.0  9.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 5.6 42 -1.2  60 48.0-9.9-9.9
5026319591128 26.0 12.0  2.019900  9.0-99.9-99.9-99.9-9.9 99 7.3 40  2.5  59 47.2-9.9-9.9
5026319591129 17.0  4.5  0.009900  4.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591130 29.0 10.0  0.009900  9.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591201 29.5 10.0  0.009900  7.9-99.9-99.9-99.9-9.9 99 6.9 52  1.7  16 12.8-9.9-9.9
5026319591202 20.0 10.9  0.009900 10.2-99.9-99.9-99.9-9.9 99 8.0 60  3.8  24 19.2-9.9-9.9
5026319591203 18.5  8.5  0.009900  8.0-99.9-99.9-99.9-9.9 99 6.6 56  1.1  11  8.8-9.9-9.9
5026319591204 19.5  6.8  0.009900  5.5-99.9-99.9-99.9-9.9 99 7.2 62  2.3  33 26.4-9.9-9.9
5026319591205 17.0  6.0  0.009900  4.7-99.9-99.9-99.9-9.9 99 9.8 86  6.7   8  6.4-9.9-9.9
5026319591206 22.0 13.5  0.009900 13.2-99.9-99.9-99.9-9.9 9910.2 73  7.3   8  6.4-9.9-9.9
5026319591207 19.5 11.4  0.009900 16.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591208 15.0  6.0  0.009900  5.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591209 14.5  8.5  0.009900  8.4-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591210 15.4 10.9  0.009900 11.5-99.9-99.9-99.9-9.9 9910.0 82  7.0  22 17.6-9.9-9.9
5026319591211 22.4 11.0  0.919900 12.0-99.9-99.9-99.9-9.9 99 7.2 55  2.3  39 31.2-9.9-9.9
5026319591212 20.0  8.0  0.009900  7.5-99.9-99.9-99.9-9.9 99 8.4 65  4.5   4  3.2-9.9-9.9
5026319591213 25.5 10.0  0.009900 10.5-99.9-99.9-99.9-9.9 99 7.3 53  2.5  19 15.2-9.9-9.9
5026319591214 22.5 13.0  0.009900 12.5-99.9-99.9-99.9-9.9 99 7.4 52  2.7  23 18.4-9.9-9.9
5026319591215 16.4 11.1  0.009900 10.8-99.9-99.9-99.9-9.9 99 6.3 54  0.4  34 27.2-9.9-9.9
5026319591216 26.0 10.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 7.8 57  3.4  38 30.4-9.9-9.9
5026319591217 20.0  9.0  0.009900  8.0-99.9-99.9-99.9-9.9 99 7.1 57  2.1  27 21.6-9.9-9.9
5026319591218 31.0 13.0  0.519900 10.5-99.9-99.9-99.9-9.9 99 6.5 36  0.9  46 36.8-9.9-9.9
5026319591219 18.5  9.5  0.009900  9.0-99.9-99.9-99.9-9.9 99 9.4 73  6.1  19 15.2-9.9-9.9
5026319591220 23.5 11.5  0.009900 10.6-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591221 26.0 14.5  0.519900 14.5-99.9-99.9-99.9-9.9 99 5.5 28 -1.4  52 41.6-9.9-9.9
5026319591222 20.0 10.8  0.009900 10.8-99.9-99.9-99.9-9.9 99 7.3 63  2.5  41 32.8-9.9-9.9
5026319591223 15.5 10.0  1.019900  9.2-99.9-99.9-99.9-9.9 99 9.0 79  5.4  34 27.2-9.9-9.9
5026319591224 14.1 10.0  0.009900  9.0-99.9-99.9-99.9-9.9 99 7.0 66  1.9  31 24.8-9.9-9.9
5026319591225 26.0 13.0  0.009900 11.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591226 26.0 12.0  0.009900  9.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591227 27.0 11.0  0.009900 10.6-99.9-99.9-99.9-9.9 9910.2 65  7.3  46 36.8-9.9-9.9
5026319591228 17.3 13.0  0.009900 12.0-99.9-99.9-99.9-9.9 99 8.8 71  5.1  24 19.2-9.9-9.9
5026319591229 15.3 12.9  1.019900 12.0-99.9-99.9-99.9-9.9 99 9.2 79  5.8  37 29.6-9.9-9.9
5026319591230 13.0 11.9  0.519900 12.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319591231 15.0 10.0  6.019900 10.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600101 16.0  8.0  0.009900  7.5-99.9-99.9-99.9-9.9 99 8.4 74  4.5  24 19.2-9.9-9.9
5026319600102 15.0 12.2  2.019900 12.2-99.9-99.9-99.9-9.9 9910.9 90  8.2  25 20.0-9.9-9.9
5026319600103 22.0 12.5  0.009900 11.2-99.9-99.9-99.9-9.9 9910.9 71  8.2  22 17.6-9.9-9.9
5026319600104 21.5 14.5  0.009900 13.9-99.9-99.9-99.9-9.9 9910.3 71  7.4  25 20.0-9.9-9.9
5026319600105 24.0 10.3  0.009900  9.5-99.9-99.9-99.9-9.9 9910.5 63  7.7  26 20.8-9.9-9.9
5026319600106 25.0 15.5  0.009900 14.8-99.9-99.9-99.9-9.9 99 9.6 61  6.4  22 17.6-9.9-9.9
5026319600107 27.5 14.3  0.009900 13.0-99.9-99.9-99.9-9.9 9910.7 60  8.0  22 17.6-9.9-9.9
5026319600108 22.0 14.5  0.009900 14.3-99.9-99.9-99.9-9.9 99 8.8 62  5.1  26 20.8-9.9-9.9
5026319600109 22.0 10.3  0.009900  6.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600110 22.0  8.2  0.009900 12.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600111 30.0 13.0  0.009900 15.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600112 34.5 15.4  0.009900 17.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600113 28.0 17.8  0.009900 13.2-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600114 29.5 14.0  0.009900 15.0-99.9-99.9-99.9-9.9 9910.9 54  8.2   5  4.0-9.9-9.9
5026319600115 27.4 15.0  0.009900 14.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600116 25.0 16.4  0.009900 15.2-99.9-99.9-99.9-9.9 9910.0 61  7.0  27 21.6-9.9-9.9
5026319600117 21.5 15.0  0.009900 11.5-99.9-99.9-99.9-9.9 9914.0 84 12.0   7  5.6-9.9-9.9
5026319600118 29.3 10.8  0.719900  7.3-99.9-99.9-99.9-9.9 99 8.2 53  4.1  22 17.6-9.9-9.9
5026319600119 18.0 11.5  0.009900 15.0-99.9-99.9-99.9-9.9 99 9.8 76  6.7  26 20.8-9.9-9.9
5026319600120 17.0  7.5  0.009900 14.3-99.9-99.9-99.9-9.9 9911.8 86  9.4  26 20.8-9.9-9.9
5026319600121 19.0 15.9  0.009900 11.8-99.9-99.9-99.9-9.9 9912.4 88 10.1  53 42.4-9.9-9.9
5026319600122 24.0 15.0  0.009900 15.0-99.9-99.9-99.9-9.9 99 9.6 64  6.4  34 27.2-9.9-9.9
5026319600123 29.5 12.0  0.009900  9.7-99.9-99.9-99.9-9.9 9910.2 63  7.3  21 16.8-9.9-9.9
5026319600124 33.0 10.0  1.019900  8.5-99.9-99.9-99.9-9.9 99 9.4 56  6.1  16 12.8-9.9-9.9
5026319600125 27.2 13.9  3.419900  5.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600126 19.0 10.5  0.009900 13.9-99.9-99.9-99.9-9.9 99 9.9 73  6.8  30 24.0-9.9-9.9
5026319600127 20.0 12.9  1.319900 14.0-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600128 19.0 17.0  0.009900 13.2-99.9-99.9-99.9-9.9 99 7.5 56  2.9  17 13.6-9.9-9.9
5026319600129 24.0 14.5  0.009900-99.9-99.9-99.9-99.9-9.9 9910.1 68  7.1  17 13.6-9.9-9.9
5026319600130 25.0 14.9  0.009900-99.9-99.9-99.9-99.9-9.9 9910.5 67  7.7   8  6.4-9.9-9.9
5026319600131 24.0 13.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.7 65  6.5  13 10.4-9.9-9.9
5026319600201 25.0 14.0  0.009900 13.8-99.9-99.9-99.9-9.9 9911.9 70  9.5   5  4.0-9.9-9.9
5026319600202-99.9 15.0  0.009900 14.8-99.9-99.9-99.9-9.9 9910.5 59  7.7  19 15.2-9.9-9.9
5026319600203 30.0 16.9  0.009900 17.0-99.9-99.9-99.9-9.9 9910.1 64  7.1  13 10.4-9.9-9.9
5026319600204 21.5 14.9  0.009900 16.1-99.9-99.9-99.9-9.9 9910.5 75  7.7  16 12.8-9.9-9.9
5026319600205 24.0 10.5  0.009900 10.0-99.9-99.9-99.9-9.9 9911.8 81  9.4  16 12.8-9.9-9.9
5026319600206 24.0 12.5  0.009900 11.5-99.9-99.9-99.9-9.9 9913.9 78 11.9  13 10.4-9.9-9.9
5026319600207 22.5 14.9  0.009900 16.0-99.9-99.9-99.9-9.9 9910.3 67  7.4  16 12.8-9.9-9.9
5026319600208 18.5  9.0  0.009900  8.0-99.9-99.9-99.9-9.9 9912.1 88  9.8  34 27.2-9.9-9.9
5026319600209 24.0 12.0  0.009900 11.7-99.9-99.9-99.9-9.9 9911.8 80  9.4   0  0.0-9.9-9.9
5026319600210 28.0 11.9  0.009900 11.2-99.9-99.9-99.9-9.9 9913.5 81 11.4   0  0.0-9.9-9.9
5026319600211 22.0 15.9  0.009900 16.8-99.9-99.9-99.9-9.9 9913.9 83 11.9  22 17.6-9.9-9.9
5026319600212 32.0 15.0  0.009900 14.5-99.9-99.9-99.9-9.9 9912.5 77 10.3  27 21.6-9.9-9.9
5026319600213 33.0 17.8  0.009900 17.1-99.9-99.9-99.9-9.9 99 9.4 40  6.1  30 24.0-9.9-9.9
5026319600214 31.0 16.0  0.009900 14.8-99.9-99.9-99.9-9.9 9910.7 54  8.0   3  2.4-9.9-9.9
5026319600215 25.5 11.5  0.009900 10.9-99.9-99.9-99.9-9.9 99 9.6 63  6.4  24 19.2-9.9-9.9
5026319600216 18.0 11.8  0.009900 11.5-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319600217 22.0  9.8  0.009900  8.8-99.9-99.9-99.9-9.9 99 9.9 71  6.8  16 12.8-9.9-9.9
5026319600218 22.9  8.4  0.009900  7.8-99.9-99.9-99.9-9.9 9911.0 76  8.4  16 12.8-9.9-9.9
5026319600219 20.0 11.0  0.009900 10.5-99.9-99.9-99.9-9.9 9911.1 76  8.5  16 12.8-9.9-9.9
5026319600220 20.0 12.0  0.009900 12.0-99.9-99.9-99.9-9.9 9911.1 78  8.5  19 15.2-9.9-9.9
5026319600221 25.0 15.0  0.009900 14.0-99.9-99.9-99.9-9.9 99 9.7 52  6.5  13 10.4-9.9-9.9
5026319600222 19.0 12.9  0.009900 13.0-99.9-99.9-99.9-9.9 9912.3 82 10.0  19 15.2-9.9-9.9
5026319600223 18.0 11.0  0.009900 10.5-99.9-99.9-99.9-9.9 99 8.6 68  4.8  22 17.6-9.9-9.9
5026319600224 22.0 10.4  0.009900  9.2-99.9-99.9-99.9-9.9 9911.7 86  9.3   1  0.8-9.9-9.9
5026319600225 18.4  7.0  0.009900  6.5-99.9-99.9-99.9-9.9 9910.7 84  8.0  19 15.2-9.9-9.9
5026319600226 18.3 11.9  0.009900 13.0-99.9-99.9-99.9-9.9 9912.1 85  9.8   8  6.4-9.9-9.9
5026319600227 18.5 13.5  0.009900 13.0-99.9-99.9-99.9-9.9 9912.9 90 10.7  24 19.2-9.9-9.9
5026319600228 26.0 13.0  0.009900 12.2-99.9-99.9-99.9-9.9 9910.8 66  8.1  21 16.8-9.9-9.9
5026319600229 24.0 14.0  0.009900-99.9-99.9-99.9-99.9-9.9 9911.8 73  9.4   8  6.4-9.9-9.9
5026319600301 20.0 11.5  0.009900 12.0-99.9-99.9-99.9-9.9 99 8.6 66  4.8  60 48.0-9.9-9.9
5026319600302 18.0  9.0  0.009900  8.8-99.9-99.9-99.9-9.9 99 9.5 77  6.2  16 12.8-9.9-9.9
