5028519680508  3.8 -3.7  0.919900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  18 14.4-9.9-9.9
5028519680509  9.9  0.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  31 24.8-9.9-9.9
5028519680510 11.1  3.3  0.719900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  27 21.6-9.9-9.9
5028519680511 14.9  2.4  0.419900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  48 38.4-9.9-9.9
5028519680512 11.1  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  79 63.2-9.9-9.9
5028519680513  7.2  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  43 34.4-9.9-9.9
5028519680514 11.3  1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  35 28.0-9.9-9.9
5028519680515 13.1  5.9  0.319900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  34 27.2-9.9-9.9
5028519680516 15.9  8.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680517 13.4  5.6  0.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  36 28.8-9.9-9.9
5028519680518 12.1  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  12  9.6-9.9-9.9
5028519680519 10.5  0.6  1.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  26 20.8-9.9-9.9
5028519680520  9.1 -0.3  0.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  34 27.2-9.9-9.9
5028519680521 12.8  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  11  8.8-9.9-9.9
5028519680522 18.0  5.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  17 13.6-9.9-9.9
5028519680523 19.7  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  28 22.4-9.9-9.9
5028519680524 16.5 11.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680525 16.5 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  38 30.4-9.9-9.9
5028519680526 13.4  3.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  35 28.0-9.9-9.9
5028519680527 11.8 -1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  15 12.0-9.9-9.9
5028519680528 13.8  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  59 47.2-9.9-9.9
5028519680529 14.6  3.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  33 26.4-9.9-9.9
5028519680530 14.9  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  43 34.4-9.9-9.9
5028519680531 11.3  1.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  17 13.6-9.9-9.9
5028519680601 17.0  6.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 66  5.4  14 11.2-9.9-9.9
5028519680602 15.4  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 48 -0.2  38 30.4-9.9-9.9
5028519680603 11.6  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 63 -1.7  19 15.2-9.9-9.9
5028519680604  6.5 -3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 70 -4.1  11  8.8-9.9-9.9
5028519680605  5.0 -4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 83 -2.7  11  8.8-9.9-9.9
5028519680606  6.3 -4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 68 -4.1  23 18.4-9.9-9.9
5028519680607  6.0 -3.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 56 -6.7  12  9.6-9.9-9.9
5028519680608  8.0  0.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 66  0.0  24 19.2-9.9-9.9
5028519680609  6.1 -3.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 67 -4.4  25 20.0-9.9-9.9
5028519680610  8.4 -1.7  0.219900-99.9-99.9-99.9-99.9-9.9 99 5.2 67 -2.2  25 20.0-9.9-9.9
5028519680611 16.1  3.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.8 66  5.1  38 30.4-9.9-9.9
5028519680612 13.8  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 57  1.3  40 32.0-9.9-9.9
5028519680613  5.3 -2.1  1.219901-99.9-99.9-99.9-99.9-9.9 99 5.2 72 -2.2  51 40.8-9.9-9.9
5028519680614  5.6 -4.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 60 -5.4  33 26.4-9.9-9.9
5028519680615  9.6  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 61 -2.5  22 17.6-9.9-9.9
5028519680616 12.2  0.6  0.819900-99.9-99.9-99.9-99.9-9.9 99 5.6 57 -1.2  25 20.0-9.9-9.9
5028519680617  6.1 -0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 84 -0.5  18 14.4-9.9-9.9
5028519680618 10.5 -2.8  0.319900-99.9-99.9-99.9-99.9-9.9 99 6.0 64 -0.2  32 25.6-9.9-9.9
5028519680619 14.5  6.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 59  3.0  57 45.6-9.9-9.9
5028519680620  9.7  4.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 58 -1.4  53 42.4-9.9-9.9
5028519680621  8.5 -1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 62 -3.6  29 23.2-9.9-9.9
5028519680622  9.8 -0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 57 -2.5  35 28.0-9.9-9.9
5028519680623  9.4 -0.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 61 -2.7  21 16.8-9.9-9.9
5028519680624 17.1  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 34 -3.0  47 37.6-9.9-9.9
5028519680625 11.6  3.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 54 -1.4   6  4.8-9.9-9.9
5028519680626  7.7 -4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 66 -5.7   7  5.6-9.9-9.9
5028519680627  9.0 -2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 60 -1.9  18 14.4-9.9-9.9
5028519680628 14.3  2.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 58 -1.0  53 42.4-9.9-9.9
5028519680629 16.2 -0.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 55  1.3  35 28.0-9.9-9.9
5028519680630 14.2  2.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 55 -0.2  28 22.4-9.9-9.9
5028519680701 12.8  1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 55  0.9  46 36.8-9.9-9.9
5028519680702 12.5  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 50 -4.1  54 43.2-9.9-9.9
5028519680703  9.2  0.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 55 -3.8  45 36.0-9.9-9.9
5028519680704  6.1 -2.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 65 -2.5   4  3.2-9.9-9.9
5028519680705 10.6  1.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 48 -3.6  20 16.0-9.9-9.9
5028519680706  3.3 -3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 76 -3.3  17 13.6-9.9-9.9
5028519680707  2.1 -4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 70 -6.0  22 17.6-9.9-9.9
5028519680708  2.7 -7.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 73 -5.4   9  7.2-9.9-9.9
5028519680709  7.4 -1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 68 -1.2  23 18.4-9.9-9.9
5028519680710 10.2  1.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 71  0.0  12  9.6-9.9-9.9
5028519680711 13.8  3.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 50 -0.7  63 50.4-9.9-9.9
5028519680712 11.4  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 44 -5.0  51 40.8-9.9-9.9
5028519680713  9.9  3.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 37 -5.7  48 38.4-9.9-9.9
5028519680714 10.9  4.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 43 -4.1  30 24.0-9.9-9.9
5028519680715 10.8  3.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 40 -4.7 -99-99.9-9.9-9.9
5028519680716  9.3 -2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 62 -3.6  23 18.4-9.9-9.9
5028519680717 17.0  2.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 50  0.4  67 53.6-9.9-9.9
5028519680718 11.2  1.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 53 -3.6  41 32.8-9.9-9.9
5028519680719  7.5 -4.8  1.219900-99.9-99.9-99.9-99.9-9.9 99 4.5 68 -4.1  14 11.2-9.9-9.9
5028519680720  8.1  1.4  0.219900-99.9-99.9-99.9-99.9-9.9 99 8.7 88  5.0  19 15.2-9.9-9.9
5028519680721 10.9  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.0 78  1.9  18 14.4-9.9-9.9
5028519680722  9.4 -2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.8 76  1.5  19 15.2-9.9-9.9
5028519680723 17.2  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.2 59  4.1  28 22.4-9.9-9.9
5028519680724 13.7  5.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 56  2.5  59 47.2-9.9-9.9
5028519680725 13.3  6.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 50 -0.5  64 51.2-9.9-9.9
5028519680726 13.9  5.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 40 -3.0  36 28.8-9.9-9.9
5028519680727 12.3  5.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 57  0.2   9  7.2-9.9-9.9
5028519680728 10.8  2.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 70  0.6   9  7.2-9.9-9.9
5028519680729 11.5  2.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 61 -1.7  22 17.6-9.9-9.9
5028519680730 13.3  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 55 -1.2  17 13.6-9.9-9.9
5028519680731  9.8 -1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 75  1.1   4  3.2-9.9-9.9
5028519680801 14.2  1.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 52 -2.2   9  7.2-9.9-9.9
