5028519680101 15.5  7.8  0.009900-99.9-99.9-99.9-99.9-9.9 9910.5 71  7.7  33 26.4-9.9-9.9
5028519680102 23.7 11.4  0.009900-99.9-99.9-99.9-99.9-9.9 9911.9 55  9.5  56 44.8-9.9-9.9
5028519680103 20.5 12.8  0.009900-99.9-99.9-99.9-99.9-9.9 9911.0 62  8.4  20 16.0-9.9-9.9
5028519680104 21.3  9.8  0.009900-99.9-99.9-99.9-99.9-9.9 9910.6 53  7.8  13 10.4-9.9-9.9
5028519680105 19.7 11.6  0.009900-99.9-99.9-99.9-99.9-9.9 9913.1 70 11.0  31 24.8-9.9-9.9
5028519680106 19.7  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.3 80 12.3  19 15.2-9.9-9.9
5028519680107 18.1 11.1  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 63  8.6  32 25.6-9.9-9.9
5028519680108 21.5 10.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.8 47  5.1  29 23.2-9.9-9.9
5028519680109 16.8 11.4  2.419900-99.9-99.9-99.9-99.9-9.9 9911.2 78  8.6  24 19.2-9.9-9.9
5028519680110 19.7  7.1  0.009900-99.9-99.9-99.9-99.9-9.9 9911.1 62  8.5  15 12.0-9.9-9.9
5028519680111 22.4  8.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 37  2.3  37 29.6-9.9-9.9
5028519680112 15.8  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 50  3.2  31 24.8-9.9-9.9
5028519680113 18.6  9.4  2.919900-99.9-99.9-99.9-99.9-9.9 99 6.8 42  1.5  47 37.6-9.9-9.9
5028519680114 15.6  6.3  0.919900-99.9-99.9-99.9-99.9-9.9 99 9.1 69  5.6  19 15.2-9.9-9.9
5028519680115 24.0  6.6  2.819900-99.9-99.9-99.9-99.9-9.9 99 7.3 38  2.5  48 38.4-9.9-9.9
5028519680116 17.4  8.6-99.999900-99.9-99.9-99.9-99.9-9.9 99 6.6 42  1.1  82 65.6-9.9-9.9
5028519680117 17.8 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 53  3.6  20 16.0-9.9-9.9
5028519680118 26.9 10.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.1 39  3.9  28 22.4-9.9-9.9
5028519680119 27.4 15.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.5 41  6.2  56 44.8-9.9-9.9
5028519680120 18.6 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 36 -2.2  64 51.2-9.9-9.9
5028519680121 18.7  4.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 55  4.6  28 22.4-9.9-9.9
5028519680122 25.9  6.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 31  3.0  42 33.6-9.9-9.9
5028519680123 31.1 11.1  2.819900-99.9-99.9-99.9-99.9-9.9 99 9.4 47  6.1  64 51.2-9.9-9.9
5028519680124 21.6  7.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 43  3.6  44 35.2-9.9-9.9
5028519680125 24.8 13.8  0.419900-99.9-99.9-99.9-99.9-9.9 99 8.7 38  5.0  60 48.0-9.9-9.9
5028519680126 25.1  8.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 44  6.4  33 26.4-9.9-9.9
5028519680127 22.4 10.5  5.619900-99.9-99.9-99.9-99.9-9.9 99 8.4 49  4.5  51 40.8-9.9-9.9
5028519680128 16.7  4.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.9 51  1.7  33 26.4-9.9-9.9
5028519680129 19.9  5.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 45  3.0  32 25.6-9.9-9.9
5028519680130 31.7 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 9910.4 33  7.5  25 20.0-9.9-9.9
5028519680131 31.1 18.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 27  5.4  51 40.8-9.9-9.9
5028519680201 29.6 14.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  40 32.0-9.9-9.9
5028519680202 27.6 11.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680203 22.3  9.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  15 12.0-9.9-9.9
5028519680204 22.7  8.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  45 36.0-9.9-9.9
5028519680205 19.9  7.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680206 17.7  6.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  14 11.2-9.9-9.9
5028519680207 23.3 10.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  40 32.0-9.9-9.9
5028519680208 20.0  7.3  4.619900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680209 17.0  5.7  1.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  37 29.6-9.9-9.9
5028519680210 16.1  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  49 39.2-9.9-9.9
5028519680211 14.9  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  25 20.0-9.9-9.9
5028519680212 19.3  5.1  1.519900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  14 11.2-9.9-9.9
5028519680213 14.4  6.4  3.619900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  36 28.8-9.9-9.9
5028519680214 16.1  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  44 35.2-9.9-9.9
5028519680215 15.3  9.2  1.019900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  22 17.6-9.9-9.9
5028519680216 22.0  6.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  22 17.6-9.9-9.9
5028519680217 21.5 10.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  41 32.8-9.9-9.9
5028519680218 31.1 10.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  20 16.0-9.9-9.9
5028519680219 30.4 13.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  26 20.8-9.9-9.9
5028519680220 21.8  7.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680221 21.1  9.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  81 64.8-9.9-9.9
5028519680222 13.5  2.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  30 24.0-9.9-9.9
5028519680223 20.9  8.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  24 19.2-9.9-9.9
5028519680224 29.3 11.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  20 16.0-9.9-9.9
5028519680225 28.3 16.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  67 53.6-9.9-9.9
5028519680226 23.0  4.8  0.319900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   4  3.2-9.9-9.9
5028519680227 17.1  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680228 18.3 10.7  0.619900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  17 13.6-9.9-9.9
5028519680229 19.6  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  22 17.6-9.9-9.9
5028519680301 27.4  4.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  43 34.4-9.9-9.9
5028519680302 25.1 12.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  24 19.2-9.9-9.9
5028519680303 22.2 11.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  13 10.4-9.9-9.9
5028519680304 22.9  3.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  13 10.4-9.9-9.9
5028519680305 24.4  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  43 34.4-9.9-9.9
5028519680306 21.7  4.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  17 13.6-9.9-9.9
5028519680307 27.0  9.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  13 10.4-9.9-9.9
5028519680308 25.8 11.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  22 17.6-9.9-9.9
5028519680309 21.7  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  33 26.4-9.9-9.9
5028519680310 20.1  3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  14 11.2-9.9-9.9
5028519680311 26.4 12.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  70 56.0-9.9-9.9
5028519680312 21.5  8.2  0.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  25 20.0-9.9-9.9
5028519680313 19.1  9.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680314 13.9  6.1  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  25 20.0-9.9-9.9
5028519680315 15.5  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  23 18.4-9.9-9.9
5028519680316 18.4  8.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  15 12.0-9.9-9.9
5028519680317 17.7  9.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  12  9.6-9.9-9.9
5028519680318 15.9  8.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   4  3.2-9.9-9.9
5028519680319 16.6  7.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  28 22.4-9.9-9.9
5028519680320 15.1  3.4  1.219910-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   7  5.6-9.9-9.9
5028519680321 12.4  2.5  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5028519680322 15.6  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  12  9.6-9.9-9.9
5028519680323 10.8  4.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  36 28.8-9.9-9.9
5028519680324 14.7  2.1  1.419900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  33 26.4-9.9-9.9
5028519680325 20.2  8.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  72 57.6-9.9-9.9
5028519680326 16.0  8.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  36 28.8-9.9-9.9
5028519680327 16.8  7.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  14 11.2-9.9-9.9
5028519680328 21.1  5.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   9  7.2-9.9-9.9
5028519680329 15.0  8.2  1.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  26 20.8-9.9-9.9
5028519680330 14.5  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680331 20.1  5.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   7  5.6-9.9-9.9
5028519680401 22.2  7.3  0.219900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  28 22.4-9.9-9.9
5028519680402 18.8  6.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  33 26.4-9.9-9.9
5028519680403 17.2  1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   7  5.6-9.9-9.9
5028519680404 23.0  7.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   3  2.4-9.9-9.9
5028519680405 27.2  7.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  22 17.6-9.9-9.9
5028519680406 24.1 11.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  34 27.2-9.9-9.9
5028519680407 20.1  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  51 40.8-9.9-9.9
5028519680408 17.4  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680409 19.2 10.2  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  41 32.8-9.9-9.9
5028519680410 14.7  7.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  19 15.2-9.9-9.9
5028519680411  9.4  5.1  0.919900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  20 16.0-9.9-9.9
5028519680412 25.4  5.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  36 28.8-9.9-9.9
5028519680413 17.2  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  14 11.2-9.9-9.9
5028519680414 17.4  4.4  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   2  1.6-9.9-9.9
5028519680415 10.5  6.5  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   7  5.6-9.9-9.9
5028519680416 16.5  7.2  2.419900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  24 19.2-9.9-9.9
5028519680417 13.4  5.3  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  56 44.8-9.9-9.9
5028519680418  8.4  3.5  1.519910-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  72 57.6-9.9-9.9
5028519680419 11.4 -0.5  0.119900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  20 16.0-9.9-9.9
5028519680420 13.4 -0.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  18 14.4-9.9-9.9
5028519680421 14.7  4.4  0.719900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  28 22.4-9.9-9.9
5028519680422 12.2 -0.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   7  5.6-9.9-9.9
5028519680423 18.3  4.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  27 21.6-9.9-9.9
5028519680424 19.0 11.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  41 32.8-9.9-9.9
5028519680425 17.7  6.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  29 23.2-9.9-9.9
5028519680426 12.7  8.3  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  51 40.8-9.9-9.9
5028519680427 13.4  0.7  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  32 25.6-9.9-9.9
5028519680428 14.7  8.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  79 63.2-9.9-9.9
5028519680429  9.9  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  27 21.6-9.9-9.9
5028519680430 19.1  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  25 20.0-9.9-9.9
5028519680501 18.7 10.0  2.819900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   5  4.0-9.9-9.9
5028519680502 14.2  8.5  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  27 21.6-9.9-9.9
5028519680503 10.7  2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  29 23.2-9.9-9.9
5028519680504  9.4 -0.8  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9   6  4.8-9.9-9.9
5028519680505 17.6  2.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  20 16.0-9.9-9.9
5028519680506 18.4 10.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 48  2.3  30 24.0-9.9-9.9
5028519680507 10.3  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9  39 31.2-9.9-9.9
