5037019560501 19.9  3.9  0.009999-99.9-99.9-99.9-99.9 9.5 88-9.9-99-99.9 -99-99.914.8-9.9
5037019560502 20.9  3.4  0.009999-99.9-99.9-99.9-99.9 9.3 87-9.9-99-99.9 -99-99.914.5-9.9
5037019560503 17.5  6.0  0.009999-99.9-99.9-99.9-99.9 7.7 72-9.9-99-99.9 -99-99.912.6-9.9
5037019560504 19.9  2.8  0.009999-99.9-99.9-99.9-99.9 8.6 80-9.9-99-99.9 -99-99.913.4-9.9
5037019560505 19.3  1.3  0.009999-99.9-99.9-99.9-99.9 4.5 42-9.9-99-99.9 -99-99.9 8.8-9.9
5037019560506-99.9  4.3  0.009999-99.9-99.9-99.9-99.9 1.5 14-9.9-99-99.9 -99-99.9 5.5-9.9
5037019560507 13.2  1.6  0.009999-99.9-99.9-99.9-99.9 9.0 85-9.9-99-99.9 -99-99.913.7-9.9
5037019560508 14.0 -3.1  0.009999-99.9-99.9-99.9-99.9 8.0 76-9.9-99-99.9 -99-99.912.5-9.9
5037019560509 15.2 -3.4  0.009999-99.9-99.9-99.9-99.9 9.3 88-9.9-99-99.9 -99-99.913.8-9.9
5037019560510 19.4 -2.6  0.009999-99.9-99.9-99.9-99.9 8.7 83-9.9-99-99.9 -99-99.913.1-9.9
5037019560511 20.5  0.4  0.009999-99.9-99.9-99.9-99.9 9.9 94-9.9-99-99.9 -99-99.914.2-9.9
5037019560512 18.9  3.7  0.009999-99.9-99.9-99.9-99.9 8.8 84-9.9-99-99.9 -99-99.913.0-9.9
5037019560513 20.4  3.8  0.009999-99.9-99.9-99.9-99.9 9.7 93-9.9-99-99.9 -99-99.913.9-9.9
5037019560514 20.7  2.6  0.009999-99.9-99.9-99.9-99.9 9.6 92-9.9-99-99.9 -99-99.913.7-9.9
5037019560515 17.7  3.4  0.009999-99.9-99.9-99.9-99.9 9.7 93-9.9-99-99.9 -99-99.913.7-9.9
5037019560516 19.4  0.6  0.009999-99.9-99.9-99.9-99.9 9.4 90-9.9-99-99.9 -99-99.913.3-9.9
5037019560517 19.5  1.7  0.009999-99.9-99.9-99.9-99.9 9.6 93-9.9-99-99.9 -99-99.913.5-9.9
5037019560518 19.8  1.2  0.009999-99.9-99.9-99.9-99.9 9.4 91-9.9-99-99.9 -99-99.913.2-9.9
5037019560519 18.0  2.3  0.009999-99.9-99.9-99.9-99.9 8.1 78-9.9-99-99.9 -99-99.911.7-9.9
5037019560520 14.7 -1.0  0.009999-99.9-99.9-99.9-99.9 8.9 86-9.9-99-99.9 -99-99.912.5-9.9
