5027219580101 20.6 10.4  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5027219580102 15.6  9.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 40 -6.0  44 35.2-9.9-9.9
5027219580103 18.2  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 38 -4.4  78 62.4-9.9-9.9
5027219580104 21.0 14.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 36 -1.7  78 62.4-9.9-9.9
5027219580105 23.5 14.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 40 -0.2  56 44.8-9.9-9.9
5027219580106 22.5 11.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.9 49  1.7  49 39.2-9.9-9.9
5027219580107 15.8  6.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 33 -7.8  57 45.6-9.9-9.9
5027219580108 16.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 39 -5.0  53 42.4-9.9-9.9
5027219580109 22.3  7.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 43  0.9  44 35.2-9.9-9.9
5027219580110 22.1  9.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 41 -2.2  38 30.4-9.9-9.9
5027219580111 18.0 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 41 -2.7  49 39.2-9.9-9.9
5027219580112 20.3 10.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 41 -2.2  44 35.2-9.9-9.9
5027219580113 22.3 13.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 38  0.0  31 24.8-9.9-9.9
5027219580114 17.5 11.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 40 -3.3  48 38.4-9.9-9.9
5027219580115 20.0 11.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 46 -1.2  35 28.0-9.9-9.9
5027219580116 22.0 12.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 38 -1.9  48 38.4-9.9-9.9
5027219580117 15.0 10.1  0.009910-99.9-99.9-99.9-99.9-9.9 99 5.2 52 -2.2  11  8.8-9.9-9.9
5027219580118 17.3  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 38 -5.4  56 44.8-9.9-9.9
5027219580119 20.5  9.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 37 -2.5  49 39.2-9.9-9.9
5027219580120 22.0 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 44  0.4  33 26.4-9.9-9.9
5027219580121 26.0 12.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 40  1.1  14 11.2-9.9-9.9
5027219580122 25.0 14.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 45  3.4  30 24.0-9.9-9.9
5027219580123 21.0 13.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 30 -3.8  38 30.4-9.9-9.9
5027219580124 18.0  9.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 34 -5.4  46 36.8-9.9-9.9
5027219580125 17.0  6.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 34 -7.1  41 32.8-9.9-9.9
5027219580126 19.5  7.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 29 -7.1  41 32.8-9.9-9.9
5027219580127 22.7 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 37 -1.7  41 32.8-9.9-9.9
