5026819590313 23.3 11.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 34 -3.6  38 30.4-9.9-9.9
5026819590314 19.0 12.1  0.419900-99.9-99.9-99.9-99.9-9.9 99 5.4 42 -1.7  35 28.0-9.9-9.9
5026819590315 15.0  8.5  0.319900-99.9-99.9-99.9-99.9-9.9 99 4.2 45 -5.0  19 15.2-9.9-9.9
5026819590316 18.9  4.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 43 -4.7   8  6.4-9.9-9.9
5026819590317 25.0  7.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 56  2.1  13 10.4-9.9-9.9
5026819590318 26.7 14.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.8 44  3.4  11  8.8-9.9-9.9
5026819590319 27.5 13.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.2 50  4.1   5  4.0-9.9-9.9
5026819590320 32.5  7.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 52  4.6   3  2.4-9.9-9.9
5026819590321 31.5 10.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 43  3.2   7  5.6-9.9-9.9
5026819590322-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026819590323 16.0 10.2  0.619900-99.9-99.9-99.9-99.9-9.9 99 6.6 65  1.1   7  5.6-9.9-9.9
5026819590324 17.4  5.9 23.519900-99.9-99.9-99.9-99.9-9.9 99 4.9 46 -3.0  11  8.8-9.9-9.9
5026819590325 14.5  6.5  1.619900-99.9-99.9-99.9-99.9-9.9 99 6.3 72  0.4  25 20.0-9.9-9.9
5026819590326 19.5  8.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 52  1.1  34 27.2-9.9-9.9
5026819590327 20.0 10.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 47 -1.2  38 30.4-9.9-9.9
5026819590328 16.6  8.4  0.119900-99.9-99.9-99.9-99.9-9.9 99 3.8 39 -6.4  48 38.4-9.9-9.9
5026819590329 20.0  7.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 40 -2.7  41 32.8-9.9-9.9
5026819590330 18.4  8.8  8.819900-99.9-99.9-99.9-99.9-9.9 99 5.0 48 -2.7  11  8.8-9.9-9.9
5026819590331 13.4  7.7  3.019900-99.9-99.9-99.9-99.9-9.9 99 8.1 91  3.9   4  3.2-9.9-9.9
5026819590401 11.0  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 42 -6.4  37 29.6-9.9-9.9
5026819590402 14.3  2.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 53 -3.6  35 28.0-9.9-9.9
5026819590403 14.0  7.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 47 -4.4  21 16.8-9.9-9.9
5026819590404 11.5  1.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 53 -9.0   6  4.8-9.9-9.9
5026819590405 15.4  1.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 42 -7.8  19 15.2-9.9-9.9
5026819590406 11.9  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.3 57 -8.2   6  4.8-9.9-9.9
5026819590407 13.5 -4.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.9 64 -6.0   3  2.4-9.9-9.9
5026819590408 13.5  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 85  2.7   3  2.4-9.9-9.9
5026819590409 17.0  5.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 44 -4.1  13 10.4-9.9-9.9
5026819590410 16.9  9.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 44 -0.5  30 24.0-9.9-9.9
5026819590411 16.4  7.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 51 -3.0  29 23.2-9.9-9.9
5026819590412 12.7  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.5 50 -7.4  13 10.4-9.9-9.9
5026819590413 12.0 -1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 70 -4.7   3  2.4-9.9-9.9
5026819590414 13.5 -2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 68 -5.0   4  3.2-9.9-9.9
5026819590415 15.7  3.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 58 -2.5   8  6.4-9.9-9.9
5026819590416 17.5  6.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 61 -1.0  11  8.8-9.9-9.9
5026819590417 13.2  3.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 78  0.6   8  6.4-9.9-9.9
5026819590418 14.0  5.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 48 -5.4  30 24.0-9.9-9.9
5026819590419 10.6  4.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.3 39 -8.2  34 27.2-9.9-9.9
5026819590420 10.0  3.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 55 -6.7  16 12.8-9.9-9.9
5026819590421  6.5 -1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.2 59 -8.6   8  6.4-9.9-9.9
5026819590422  8.5  0.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 70 -4.4   7  5.6-9.9-9.9
5026819590423  7.0  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 88 -1.2   4  3.2-9.9-9.9
5026819590424  7.0  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 91 -0.7   5  4.0-9.9-9.9
5026819590425  9.5  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 81 -2.5   3  2.4-9.9-9.9
5026819590426  9.9  0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 65 -2.2  19 15.2-9.9-9.9
5026819590427 12.9  8.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 60 -0.7  17 13.6-9.9-9.9
5026819590428 13.5  9.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 56 -1.9  16 12.8-9.9-9.9
5026819590429 10.5  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 72 -3.8   6  4.8-9.9-9.9
5026819590430 10.9 -3.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 70 -5.0   8  6.4-9.9-9.9
5026819590501 13.2  0.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 62 -3.8  19 15.2-9.9-9.9
5026819590502 11.0  3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 55 -6.7  31 24.8-9.9-9.9
5026819590503 11.0  5.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 48 -6.7  56 44.8-9.9-9.9
5026819590504 14.9  7.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 45 -4.4  30 24.0-9.9-9.9
5026819590505 19.5  6.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 50 -0.2  41 32.8-9.9-9.9
5026819590506 16.6 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 50 -2.2  34 27.2-9.9-9.9
5026819590507 12.4  1.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 42 -9.0  27 21.6-9.9-9.9
5026819590508 10.6  2.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.2 46 -8.6   8  6.4-9.9-9.9
5026819590509  6.7 -2.4  0.009901-99.9-99.9-99.9-99.9-9.9 99 4.0 80 -5.7  16 12.8-9.9-9.9
5026819590510  5.5 -4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 77 -7.1   4  3.2-9.9-9.9
5026819590511  7.9 -1.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 66 -6.4  11  8.8-9.9-9.9
5026819590512 10.0 -1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 69 -4.7  12  9.6-9.9-9.9
5026819590513 12.9  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 53 -4.1  26 20.8-9.9-9.9
5026819590514 11.8  5.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 45 -7.1  27 21.6-9.9-9.9
5026819590515 11.9  2.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 58 -4.7   3  2.4-9.9-9.9
5026819590516 10.0 -0.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 54 -7.8  20 16.0-9.9-9.9
5026819590517  8.9  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.1 48 -9.0  38 30.4-9.9-9.9
5026819590518 12.0  4.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.3 42 -8.2  39 31.2-9.9-9.9
5026819590519 10.5 -2.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 52 -7.1  21 16.8-9.9-9.9
5026819590520  9.7 -4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 60 -6.7   4  3.2-9.9-9.9
5026819590521 11.0  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 83  0.4   5  4.0-9.9-9.9
5026819590522 13.5  5.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 71  0.2   8  6.4-9.9-9.9
5026819590523 16.9 10.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 59  2.3  31 24.8-9.9-9.9
5026819590524 14.9  8.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 47 -3.8  21 16.8-9.9-9.9
5026819590525 15.9  9.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 41 -4.1  24 19.2-9.9-9.9
5026819590526 15.5  9.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 46 -3.3  34 27.2-9.9-9.9
5026819590527 11.7  5.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 44 -6.7  33 26.4-9.9-9.9
5026819590528 10.9  4.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.3 41 -8.2  34 27.2-9.9-9.9
5026819590529  9.5 -2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 65 -5.0   8  6.4-9.9-9.9
5026819590530 16.2  4.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 57 -0.2  35 28.0-9.9-9.9
5026819590531 15.0 11.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 56 -0.2  44 35.2-9.9-9.9
5026819590601 12.0  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 40 -7.8  11  8.8-9.9-9.9
5026819590602 14.5  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 48 -4.7  31 24.8-9.9-9.9
5026819590603 11.4  4.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 79 -2.5   6  4.8-9.9-9.9
5026819590604 10.0 -1.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 68 -4.7  13 10.4-9.9-9.9
5026819590605 12.9  5.9  0.419900-99.9-99.9-99.9-99.9-9.9 99 5.7 61 -1.0  23 18.4-9.9-9.9
5026819590606 14.5  7.4  0.619900-99.9-99.9-99.9-99.9-9.9 99 6.8 70  1.5   8  6.4-9.9-9.9
5026819590607 12.0  5.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 60 -5.0  16 12.8-9.9-9.9
5026819590608  8.0 -3.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 68 -5.7  16 12.8-9.9-9.9
5026819590609 13.0  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 56 -1.4  41 32.8-9.9-9.9
5026819590610 12.2 10.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 58 -0.7  24 19.2-9.9-9.9
5026819590611 12.0  1.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 71 -4.7   6  4.8-9.9-9.9
5026819590612  4.0 -3.1  3.519900-99.9-99.9-99.9-99.9-9.9 99 4.6 90 -3.8   1  0.8-9.9-9.9
5026819590613 10.2  0.3  0.219900-99.9-99.9-99.9-99.9-9.9 99 4.0 50 -5.7  48 38.4-9.9-9.9
5026819590614 12.0  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.6 53 -3.8  18 14.4-9.9-9.9
5026819590615 13.5  8.9  0.219900-99.9-99.9-99.9-99.9-9.9 99 6.5 70  0.9   6  4.8-9.9-9.9
5026819590616  9.9  4.9  0.619900-99.9-99.9-99.9-99.9-9.9 99 6.1 77  0.0   8  6.4-9.9-9.9
5026819590617 10.1  5.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 53 -6.4  26 20.8-9.9-9.9
5026819590618  7.5 -2.1  0.419900-99.9-99.9-99.9-99.9-9.9 99 4.4 77 -4.4   3  2.4-9.9-9.9
5026819590619 11.0 -0.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.7 65 -3.6  15 12.0-9.9-9.9
5026819590620 11.0  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.0 60 -5.7  19 15.2-9.9-9.9
5026819590621  5.7 -4.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.5 82 -7.4   0  0.0-9.9-9.9
5026819590622  3.9 -7.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 2.9 81 -9.8   1  0.8-9.9-9.9
5026819590623  2.9 -6.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.5 81 -7.4   5  4.0-9.9-9.9
5026819590624  8.0 -1.1  0.009901-99.9-99.9-99.9-99.9-9.9 99 4.2 83 -5.0   3  2.4-9.9-9.9
5026819590625  3.6 -4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 90 -6.4   1  0.8-9.9-9.9
5026819590626  6.9 -4.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 81 -5.0   3  2.4-9.9-9.9
5026819590627  4.2 -5.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 84 -6.7   1  0.8-9.9-9.9
