5004419730602 22.3 13.8  0.009900 14.1-99.9-99.9-99.9 4.0 3913.9 73 11.9   0  0.0 8.0 1.2
5004419730603 25.9  8.5  0.009900  7.7-99.9-99.9-99.9 8.6 8312.2 61  9.9  28 22.412.9 3.3
5004419730604 23.1  8.0  0.009900  7.6-99.9-99.9-99.9 8.3 8012.5 66 10.3  11  8.812.5 1.7
5004419730605 23.9 14.0  0.009900 13.2-99.9-99.9-99.9 2.3 2214.7 68 12.7   3  2.4 6.1 1.4
5004419730606 20.1 10.2  1.619900 13.7-99.9-99.9-99.9 0.0  012.7 88 10.5   7  5.6 3.6 1.3
5004419730607 10.2  8.9  0.619900  7.3-99.9-99.9-99.9 0.0  011.5 98  9.0   1  0.8 3.6 0.5
5004419730608 21.7  6.3  0.009900  5.2-99.9-99.9-99.9 7.4 72 9.1 65  5.6  15 12.011.5 2.2
5004419730609 22.8  3.4  0.009900  2.7-99.9-99.9-99.9 8.7 84 7.7 56  3.2   7  5.612.8 1.5
5004419730610 23.8  6.8  0.009900  8.0-99.9-99.9-99.9 8.0 78 8.7 49  5.0   9  7.212.0 1.9
5004419730611 16.7  4.6  0.009900  3.7-99.9-99.9-99.9 0.3  311.9 79  9.5  11  8.8 3.9 0.7
5004419730612 17.1  7.0  0.009900  5.5-99.9-99.9-99.9 2.5 24 6.8 49  1.5   7  5.6 6.2 1.7
5004419730613 18.3  4.3  0.009900  3.3-99.9-99.9-99.9 4.5 44 7.2 52  2.3  28 22.4 8.3 3.1
5004419730614 20.0  4.0  0.009900  3.2-99.9-99.9-99.9 8.4 82 9.2 62  5.8  25 20.012.4 2.3
5004419730615 19.4  4.4  0.009900  3.9-99.9-99.9-99.9 6.0 5810.2 75  7.3   6  4.8 9.8 1.1
5004419730616 16.1  2.0  0.009900  3.6-99.9-99.9-99.9 2.6 2511.1 83  8.5   9  7.2 6.3 0.6
5004419730617 19.5 10.0  0.009900  9.1-99.9-99.9-99.9 8.0 78 5.8 40 -0.7  22 17.611.9 3.8
5004419730618 22.2  5.0  0.009900  4.7-99.9-99.9-99.9 8.5 83 5.6 41 -1.2  11  8.812.4 2.3
5004419730619 25.8  3.9  0.009900  3.0-99.9-99.9-99.9 8.5 83 5.8 35 -0.7  14 11.212.4 2.8
5004419730620 22.7  6.1  0.009900  5.2-99.9-99.9-99.9 0.0  0 7.1 50  2.1   4  3.2 3.5 1.7
5004419730621 20.3  1.4  0.009900  0.7-99.9-99.9-99.9 6.8 66 7.5 61  2.9   9  7.210.6 1.4
5004419730622 22.7  6.2  0.009900  5.7-99.9-99.9-99.9 8.1 79 8.9 58  5.3   8  6.412.0 1.6
5004419730623 18.3  4.3  0.009900  3.1-99.9-99.9-99.9 4.7 4610.3 72  7.4   1  0.8 8.4 0.8
5004419730624 16.9  6.6  0.009900  5.3-99.9-99.9-99.9 4.0 3910.1 77  7.1  10  8.0 7.7 1.3
5004419730625 21.1  9.2  3.519900  8.5-99.9-99.9-99.9 7.7 75 9.3 64  5.9  16 12.811.6 2.4
5004419730626 16.1  4.8  0.009900  3.6-99.9-99.9-99.9 6.3 61 7.8 65  3.4  14 11.210.1 1.7
5004419730627 16.0  4.7  0.009900  3.4-99.9-99.9-99.9 8.3 81 7.9 71  3.6   9  7.212.2 1.3
5004419730628 19.9  6.1  0.009900  5.2-99.9-99.9-99.9 8.3 81 9.1 57  5.6  35 28.012.3 3.3
5004419730629 19.7 -0.6  0.009900 -0.9-99.9-99.9-99.9 8.2 80 8.1 70  3.9   4  3.212.2 0.9
5004419730630 20.5  4.8  0.009900  3.9-99.9-99.9-99.9 7.8 76 9.7 65  6.5   9  7.211.8 1.4
5004419730701 16.9  9.0  0.009900  8.9-99.9-99.9-99.9 5.3 51 6.6 47  1.1  28 22.4 9.1 3.8
5004419730702 19.5  1.5  0.009900  1.2-99.9-99.9-99.9 8.6 83 7.0 59  1.9   7  5.612.6 1.3
5004419730703 18.8 -1.3  0.009900 -1.9-99.9-99.9-99.9 8.6 83 7.1 68  2.1   0  0.012.7 0.7
5004419730704 18.6  2.0  0.009900  1.0-99.9-99.9-99.9 4.3 42 8.4 64  4.5   4  3.2 8.1 1.0
5004419730705 20.7  6.6  0.009900  6.0-99.9-99.9-99.9 5.7 55 9.9 63  6.8  16 12.8 9.6 2.0
5004419730706 13.1  8.8  0.009900  8.2-99.9-99.9-99.9 0.0  011.6 85  9.2   3  2.4 3.6 0.7
5004419730707 16.7  9.2  0.009900  9.3-99.9-99.9-99.9 1.8 1710.9 83  8.2   7  5.6 5.5 1.2
5004419730708 21.8  3.0  0.009900  1.7-99.9-99.9-99.9 5.8 5610.0 73  7.0   7  5.6 9.8 1.3
5004419730709 22.4  5.3  0.009900  4.7-99.9-99.9-99.9 5.6 5412.2 71  9.9   6  4.8 9.6 1.2
5004419730710 26.9 15.0  0.009900 14.5-99.9-99.9-99.9 8.5 82 9.8 45  6.7  30 24.012.8 5.3
5004419730711 19.3  4.0  0.009900  3.2-99.9-99.9-99.9 7.2 6910.5 79  7.7   7  5.611.4 1.1
5004419730712 19.7  5.8  0.009900  5.3-99.9-99.9-99.9 5.2 5010.6 64  7.8   4  3.2 9.3 1.1
5004419730713 15.8 11.1  0.009900 10.4-99.9-99.9-99.9 0.0  010.3 69  7.4   0  0.0 3.7 1.0
5004419730714 15.4  8.8  0.009900  8.1-99.9-99.9-99.9 0.0  0 8.4 59  4.5  14 11.2 3.7 2.0
5004419730715 14.4  8.6  0.619900  8.8-99.9-99.9-99.9 0.2  2 7.1 56  2.1  11  8.8 3.9 2.0
5004419730716 10.9  5.6  0.009900  5.0-99.9-99.9-99.9 3.8 36 7.2 65  2.3  36 28.8 7.9 2.7
5004419730717  7.7  3.9  0.009900  3.1-99.9-99.9-99.9 0.0  0 6.3 71  0.4   6  4.8 3.8 1.0
5004419730718  6.9  2.6  0.009900  2.2-99.9-99.9-99.9 0.0  0 6.4 72  0.6  22 17.6 3.8 1.4
