5290620120927-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5290620120928 19.4 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 72 10.3  15 12.4-9.9-9.9
5290620120929 25.3 11.2  1.519999-99.9-99.9-99.9-99.9-9.9 9913.9 66 11.8  13 10.7-9.9-9.9
5290620120930 19.0 13.0 10.219999-99.9-99.9-99.9-99.9-9.9 9914.6 94 12.5   9  7.1-9.9-9.9
5290620121001 23.4  8.4 10.219999-99.9-99.9-99.9-99.9-9.9 9911.6 62  9.1   7  5.8-9.9-9.9
5290620121002 19.7 11.3  1.019999-99.9-99.9-99.9-99.9-9.9 9912.8 79 10.6   9  7.2-9.9-9.9
5290620121003 22.6  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 71 10.1   6  4.7-9.9-9.9
5290620121004 23.0 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 66 11.0  19 14.9-9.9-9.9
5290620121005 17.7 13.0  0.819999-99.9-99.9-99.9-99.9-9.9 9914.9 88 12.8  14 11.2-9.9-9.9
5290620121006 20.4 11.4  0.219999-99.9-99.9-99.9-99.9-9.9 9915.1 81 13.1  14 10.8-9.9-9.9
5290620121007 17.6 12.0  6.819999-99.9-99.9-99.9-99.9-9.9 9915.2 96 13.2  13 10.1-9.9-9.9
5290620121008 17.7 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 91 13.7   9  6.9-9.9-9.9
5290620121009 24.1  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 63  9.3  15 12.1-9.9-9.9
5290620121010 15.3  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 61  3.8   8  6.2-9.9-9.9
5290620121011 19.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 68  8.0  13 10.5-9.9-9.9
5290620121012 24.3 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 60 11.1  19 14.9-9.9-9.9
5290620121013 26.0 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 58 12.8  16 12.9-9.9-9.9
5290620121014 29.7 15.4 45.519999-99.9-99.9-99.9-99.9-9.9 9918.6 66 16.3  14 11.2-9.9-9.9
5290620121015 23.0 15.0 35.819999-99.9-99.9-99.9-99.9-9.9 9919.2 99 16.9  10  7.7-9.9-9.9
5290620121016 16.0 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 92 12.8  27 21.5-9.9-9.9
5290620121017 22.4 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 78 12.7  10  8.3-9.9-9.9
5290620121018 23.4 10.2 11.519999-99.9-99.9-99.9-99.9-9.9 9915.8 74 13.8  11  8.5-9.9-9.9
5290620121019 25.6 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.4 79 16.1   8  6.7-9.9-9.9
5290620121020 27.0 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 68 15.3   3  2.5-9.9-9.9
5290620121021 25.7 14.1 21.819999-99.9-99.9-99.9-99.9-9.9 9918.1 78 15.9   6  4.9-9.9-9.9
5290620121022 16.7 11.6 31.519999-99.9-99.9-99.9-99.9-9.9 9915.4 98 13.4  21 17.0-9.9-9.9
5290620121023 20.9 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 77 10.4  14 11.0-9.9-9.9
5290620121024 22.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 60  9.2  10  7.8-9.9-9.9
5290620121025 27.0  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 57 11.5   8  6.1-9.9-9.9
5290620121026 28.4 12.2  7.219999-99.9-99.9-99.9-99.9-9.9 9917.1 67 14.9  11  8.7-9.9-9.9
5290620121027 24.2 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 69 13.0   8  6.1-9.9-9.9
5290620121028 25.5 12.5 48.219999-99.9-99.9-99.9-99.9-9.9 9918.5 81 16.2   8  6.2-9.9-9.9
5290620121029 21.1 15.0 10.519999-99.9-99.9-99.9-99.9-9.9 9918.7 97 16.4  11  9.1-9.9-9.9
5290620121030 26.2 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 68 13.7   5  3.9-9.9-9.9
5290620121031 29.1 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9918.4 69 16.2   5  3.6-9.9-9.9
5290620121101 26.7 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 59 12.1   6  4.4-9.9-9.9
5290620121102 29.0 15.2  7.819999-99.9-99.9-99.9-99.9-9.9 9918.2 63 15.9   7  5.4-9.9-9.9
5290620121103 29.0 16.9  0.219999-99.9-99.9-99.9-99.9-9.9 9920.1 71 17.6   8  6.3-9.9-9.9
