5287120111213-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287120120315-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287120120316 29.1 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 73 18.6 -99-99.9-9.9-9.9
5287120120317 31.5 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 65 18.1 -99-99.9-9.9-9.9
5287120120318 33.3 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9922.4 66 19.2 -99-99.9-9.9-9.9
5287120120319 35.1 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.4 65 20.0 -99-99.9-9.9-9.9
5287120120320 33.1 20.4  1.819999-99.9-99.9-99.9-99.9-9.9 9923.7 70 20.2 -99-99.9-9.9-9.9
5287120120321 27.8 20.3 11.019999-99.9-99.9-99.9-99.9-9.9 9924.8 90 20.9 -99-99.9-9.9-9.9
5287120120322 24.3 19.9 18.819999-99.9-99.9-99.9-99.9-9.9 9923.9 92 20.4 -99-99.9-9.9-9.9
5287120120323 25.9 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 89 19.6 -99-99.9-9.9-9.9
5287120120324 25.0 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 9922.6 83 19.5 -99-99.9-9.9-9.9
5287120120325 31.6 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.2 73 18.4 -99-99.9-9.9-9.9
5287120120326 29.3 17.0 26.619999-99.9-99.9-99.9-99.9-9.9 9920.8 79 18.1 -99-99.9-9.9-9.9
5287120120327 24.8 11.3  0.319999-99.9-99.9-99.9-99.9-9.9 9915.9 86 13.7 -99-99.9-9.9-9.9
5287120120328 26.3  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 72 12.3 -99-99.9-9.9-9.9
5287120120329 29.8 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 68 15.1 -99-99.9-9.9-9.9
5287120120330 31.6 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.8 71 17.3 -99-99.9-9.9-9.9
5287120120331 30.6 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9920.6 66 17.9 -99-99.9-9.9-9.9
5287120120401 32.5 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9922.0 69 19.0 -99-99.9-9.9-9.9
5287120120402 33.2 17.8 51.919999-99.9-99.9-99.9-99.9-9.9 9923.2 77 19.8 -99-99.9-9.9-9.9
5287120120403 25.9 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9923.6 91 20.2 -99-99.9-9.9-9.9
5287120120404 32.1 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9923.2 74 19.8 -99-99.9-9.9-9.9
5287120120405 31.5 16.3  4.919999-99.9-99.9-99.9-99.9-9.9 9919.8 87 17.2 -99-99.9-9.9-9.9
5287120120406 27.6 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.9 64 14.8 -99-99.9-9.9-9.9
5287120120407 31.3 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.2 70 16.7 -99-99.9-9.9-9.9
5287120120408 34.1 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9922.1 74 19.0 -99-99.9-9.9-9.9
5287120120409 26.6 19.8 36.019999-99.9-99.9-99.9-99.9-9.9 9924.5 97 20.7 -99-99.9-9.9-9.9
5287120120410 27.7 19.7 27.719999-99.9-99.9-99.9-99.9-9.9 9924.2 85 20.6 -99-99.9-9.9-9.9
5287120120411 26.6 18.6 18.719999-99.9-99.9-99.9-99.9-9.9 9923.0 89 19.7 -99-99.9-9.9-9.9
5287120120412 25.0 17.8  4.419999-99.9-99.9-99.9-99.9-9.9 9922.6 92 19.4 -99-99.9-9.9-9.9
5287120120413 28.3 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9923.7 79 20.2 -99-99.9-9.9-9.9
5287120120414 27.0 19.0 24.319999-99.9-99.9-99.9-99.9-9.9 9923.4 99 20.0 -99-99.9-9.9-9.9
5287120120415 23.1 17.1  1.019999-99.9-99.9-99.9-99.9-9.9 9921.8 91 18.9 -99-99.9-9.9-9.9
5287120120416 29.3 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9922.6 78 19.4 -99-99.9-9.9-9.9
5287120120417 27.5 16.6  2.319999-99.9-99.9-99.9-99.9-9.9 9922.2 81 19.1 -99-99.9-9.9-9.9
5287120120418 25.1 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.5 92 20.1 -99-99.9-9.9-9.9
5287120120419 28.6 18.9  8.419999-99.9-99.9-99.9-99.9-9.9 9923.4 88 20.0 -99-99.9-9.9-9.9
5287120120420 27.2 17.8  0.319999-99.9-99.9-99.9-99.9-9.9 9922.4 84 19.3 -99-99.9-9.9-9.9
5287120120421 29.6 14.1  3.619999-99.9-99.9-99.9-99.9-9.9 9920.0 77 17.5 -99-99.9-9.9-9.9
5287120120422 24.6 14.2  9.319999-99.9-99.9-99.9-99.9-9.9 9917.9 99 15.7 -99-99.9-9.9-9.9
5287120120423 21.1 15.3 13.819999-99.9-99.9-99.9-99.9-9.9 9918.8 96 16.5 -99-99.9-9.9-9.9
5287120120424 18.4 14.7 19.519999-99.9-99.9-99.9-99.9-9.9 9917.5100 15.4 -99-99.9-9.9-9.9
5287120120425 18.4 14.5  0.919999-99.9-99.9-99.9-99.9-9.9 9917.1 98 15.0 -99-99.9-9.9-9.9
5287120120426 16.8 12.6 13.119999-99.9-99.9-99.9-99.9-9.9 9916.1 96 14.1 -99-99.9-9.9-9.9
5287120120427 13.2 11.2 12.319999-99.9-99.9-99.9-99.9-9.9 9914.1100 12.1 -99-99.9-9.9-9.9
5287120120428 17.6 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 94 12.5 -99-99.9-9.9-9.9
5287120120429 21.9 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 85 12.2 -99-99.9-9.9-9.9
5287120120430 23.3  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 75 10.0 -99-99.9-9.9-9.9
5287120120501 23.0  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 76 11.3 -99-99.9-9.9-9.9
5287120120502 23.4  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 79 11.7 -99-99.9-9.9-9.9
5287120120503 25.9  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 74 12.5 -99-99.9-9.9-9.9
5287120120504 25.4 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 78 15.2 -99-99.9-9.9-9.9
5287120120505 29.9 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.5 77 17.0 -99-99.9-9.9-9.9
5287120120506 26.4 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9920.3 82 17.7 -99-99.9-9.9-9.9
5287120120507 28.1 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 82 17.7 -99-99.9-9.9-9.9
5287120120508 28.6 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 74 18.7 -99-99.9-9.9-9.9
5287120120509 29.8 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 80 17.8 -99-99.9-9.9-9.9
5287120120510 28.8 14.4  0.319999-99.9-99.9-99.9-99.9-9.9 9920.0 79 17.4 -99-99.9-9.9-9.9
5287120120511 22.5 15.4  3.119999-99.9-99.9-99.9-99.9-9.9 9918.8 95 16.5 -99-99.9-9.9-9.9
5287120120512 18.5 13.6  0.319999-99.9-99.9-99.9-99.9-9.9 9916.2 92 14.1 -99-99.9-9.9-9.9
5287120120513 22.3 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 81 13.1 -99-99.9-9.9-9.9
5287120120514 23.9 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 75 13.7 -99-99.9-9.9-9.9
