5283220211030-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9 49-99.9 -99-99.9-9.9-9.9
5283220211031 35.4 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 57 16.7 -99-99.9-9.9-9.9
5283220211116 25.4 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 58 13.8 -99-99.9-9.9-9.9
5283220211117 24.0 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 44  5.3 -99-99.9-9.9-9.9
5283220211118 28.7  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 39  5.3 -99-99.9-9.9-9.9
5283220211119 33.2  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 36  9.8 -99-99.9-9.9-9.9
5283220211120 34.6 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 40 12.9 -99-99.9-9.9-9.9
5283220211121 36.3 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 34 11.7 -99-99.9-9.9-9.9
5283220211122 37.6 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 36 13.1 -99-99.9-9.9-9.9
5283220211123 31.1 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 41  7.8 -99-99.9-9.9-9.9
5283220211124 36.8 13.1 21.519999-99.9-99.9-99.9-99.9-9.9 9911.5 30  9.0 -99-99.9-9.9-9.9
5283220211125 26.5 17.0  0.219999-99.9-99.9-99.9-99.9-9.9 9922.1100 18.8 -99-99.9-9.9-9.9
5283220211126 31.7 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9919.2 69 16.8 -99-99.9-9.9-9.9
5283220211127 33.0 15.0  9.019999-99.9-99.9-99.9-99.9-9.9 9917.6 52 15.4 -99-99.9-9.9-9.9
5283220211128 23.4 17.3  0.819999-99.9-99.9-99.9-99.9-9.9 9921.0 93 18.2 -99-99.9-9.9-9.9
5283220211129 29.0 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 62 14.3 -99-99.9-9.9-9.9
5283220211130 31.1 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 45 12.1 -99-99.9-9.9-9.9
5283220211201 30.0 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 57 13.0 -99-99.9-9.9-9.9
5283220211202 32.0 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 50 13.2 -99-99.9-9.9-9.9
5283220211203 32.4 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 46 12.8 -99-99.9-9.9-9.9
5283220211204 29.7 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 61 14.6 -99-99.9-9.9-9.9
5283220211205 31.4 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 54 15.9 -99-99.9-9.9-9.9
5283220211206 33.3 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 49 15.3 -99-99.9-9.9-9.9
5283220211207 32.8 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 42 12.9 -99-99.9-9.9-9.9
5283220211208 33.7 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 39 11.7 -99-99.9-9.9-9.9
5283220211209 34.4 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 42 12.9 -99-99.9-9.9-9.9
5283220211210 31.1 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 55 14.7 -99-99.9-9.9-9.9
5283220211211 35.3 13.7  3.219999-99.9-99.9-99.9-99.9-9.9 9916.1 41 14.1 -99-99.9-9.9-9.9
5283220211212 33.0 17.6 24.219999-99.9-99.9-99.9-99.9-9.9 9922.4 81 19.2 -99-99.9-9.9-9.9
5283220211213 28.7 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 9923.5 78 20.0 -99-99.9-9.9-9.9
5283220211214 33.5 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9920.6 62 18.0 -99-99.9-9.9-9.9
5283220211215 32.3 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 59 17.6 -99-99.9-9.9-9.9
5283220211216 32.3 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.0 52 15.7 -99-99.9-9.9-9.9
5283220211217 33.8 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.9 46 14.7 -99-99.9-9.9-9.9
5283220211218 34.3 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.9 48 15.7 -99-99.9-9.9-9.9
5283220211219 36.3 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 51 16.7 -99-99.9-9.9-9.9
5283220211220 39.3 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 37 15.6 -99-99.9-9.9-9.9
5283220211221 36.5 24.2  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 45 16.7 -99-99.9-9.9-9.9
5283220211222 36.7 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 43 15.8 -99-99.9-9.9-9.9
5283220211223 36.1 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 35 11.1 -99-99.9-9.9-9.9
5283220211224 38.0 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 33 11.5 -99-99.9-9.9-9.9
5283220211225 36.7 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 31 12.6 -99-99.9-9.9-9.9
5283220211226 37.0 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 30 10.4 -99-99.9-9.9-9.9
5283220211227 39.5 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 24  8.2 -99-99.9-9.9-9.9
5283220211228 41.9 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 24 10.1 -99-99.9-9.9-9.9
5283220211229 41.1 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 24  9.4 -99-99.9-9.9-9.9
5283220211230 40.7 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 26 11.1 -99-99.9-9.9-9.9
5283220211231 40.5 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 35 13.1 -99-99.9-9.9-9.9
5283220220101 38.5 19.1 10.019999-99.9-99.9-99.9-99.9-9.9 9920.8 75 17.8 -99-99.9-9.9-9.9
5283220220102 37.5 17.5  2.219999-99.9-99.9-99.9-99.9-9.9 9922.6 61 19.4 -99-99.9-9.9-9.9
5283220220103 38.9 21.8  0.009999-99.9-99.9-99.9-99.9-9.9 9923.6 52 20.0 -99-99.9-9.9-9.9
5283220220104 33.7 18.9  0.219999-99.9-99.9-99.9-99.9-9.9 9920.9 49 18.1 -99-99.9-9.9-9.9
5283220220105 31.3 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 40 10.8 -99-99.9-9.9-9.9
5283220220106 33.0 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 39 10.0 -99-99.9-9.9-9.9
5283220220107 34.9 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 39 12.4 -99-99.9-9.9-9.9
5283220220108 34.5 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 39 12.6 -99-99.9-9.9-9.9
5283220220109 37.1 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 41 13.9 -99-99.9-9.9-9.9
5283220220110 39.4 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 32 12.6 -99-99.9-9.9-9.9
5283220220111 41.7 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 26 11.6 -99-99.9-9.9-9.9
5283220220112 43.3 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 29 12.6 -99-99.9-9.9-9.9
5283220220113 43.8 21.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 25 10.3 -99-99.9-9.9-9.9
5283220220114 44.1 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 23 11.9 -99-99.9-9.9-9.9
5283220220115 43.0 27.7  4.519999-99.9-99.9-99.9-99.9-9.9 9920.4 34 17.8 -99-99.9-9.9-9.9
5283220220116 34.0 23.3 41.019999-99.9-99.9-99.9-99.9-9.9 9929.1 83 23.5 -99-99.9-9.9-9.9
5283220220117 29.0 20.6 32.019999-99.9-99.9-99.9-99.9-9.9 9927.0 98 22.3 -99-99.9-9.9-9.9
5283220220118 27.7 21.4  5.519999-99.9-99.9-99.9-99.9-9.9 9926.6 94 22.1 -99-99.9-9.9-9.9
5283220220119 33.8 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9927.5 84 22.6 -99-99.9-9.9-9.9
5283220220120 39.7 24.3  0.009999-99.9-99.9-99.9-99.9-9.9 9929.6 63 23.8 -99-99.9-9.9-9.9
5283220220121 40.3 23.8  0.009999-99.9-99.9-99.9-99.9-9.9 9927.2 52 22.4 -99-99.9-9.9-9.9
5283220220122 40.3 23.9 15.819999-99.9-99.9-99.9-99.9-9.9 9926.8 56 22.1 -99-99.9-9.9-9.9
5283220220123 26.0 20.6  6.219999-99.9-99.9-99.9-99.9-9.9 9926.5100 22.0 -99-99.9-9.9-9.9
5283220220124 30.0 21.2  9.219999-99.9-99.9-99.9-99.9-9.9 9929.7 95 23.9 -99-99.9-9.9-9.9
5283220220125 26.8 23.6 18.219999-99.9-99.9-99.9-99.9-9.9 9931.1100 24.7 -99-99.9-9.9-9.9
5283220220126 30.7 22.4  6.219999-99.9-99.9-99.9-99.9-9.9 9930.0 95 24.0 -99-99.9-9.9-9.9
5283220220127 26.0 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 73 16.2 -99-99.9-9.9-9.9
5283220220128 28.6 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 67 15.2 -99-99.9-9.9-9.9
5283220220129 31.3 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 61 15.9 -99-99.9-9.9-9.9
5283220220130 33.2 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 57 16.5 -99-99.9-9.9-9.9
5283220220131 30.4 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.4 57 16.9 -99-99.9-9.9-9.9
5283220220201 34.6 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 55 15.8 -99-99.9-9.9-9.9
5283220220202 38.9 18.6  4.519999-99.9-99.9-99.9-99.9-9.9 9920.7 49 18.0 -99-99.9-9.9-9.9
5283220220203 27.9 20.5  1.219999-99.9-99.9-99.9-99.9-9.9 9926.1 98 21.7 -99-99.9-9.9-9.9
5283220220204 30.3 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9925.4 86 21.3 -99-99.9-9.9-9.9
5283220220205 27.1 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.4 69 16.9 -99-99.9-9.9-9.9
5283220220206 25.3 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 63 11.8 -99-99.9-9.9-9.9
5283220220207 27.5 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 71 14.2 -99-99.9-9.9-9.9
5283220220208 29.0 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 56 12.8 -99-99.9-9.9-9.9
5283220220209 32.2 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 51 12.9 -99-99.9-9.9-9.9
5283220220210 35.0 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 48 14.0 -99-99.9-9.9-9.9
5283220220211 34.6 16.2  0.819999-99.9-99.9-99.9-99.9-9.9 9919.8 67 17.3 -99-99.9-9.9-9.9
5283220220212 25.8 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 71 12.8 -99-99.9-9.9-9.9
5283220220213 28.4  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 58 10.9 -99-99.9-9.9-9.9
5283220220214 33.0  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 45 10.8 -99-99.9-9.9-9.9
5283220220215 36.3 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 38 12.9 -99-99.9-9.9-9.9
