5285020250414 12.5  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0100  9.5 -99-99.9-9.9-9.9
5285020250415 14.2  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 93  7.8 -99-99.9-9.9-9.9
5285020250416 15.0  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 80  7.2 -99-99.9-9.9-9.9
5285020250417 14.7  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 81  6.3 -99-99.9-9.9-9.9
5285020250418 16.1  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 81  4.3 -99-99.9-9.9-9.9
5285020250419 16.7 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 78  2.7 -99-99.9-9.9-9.9
5285020250420 14.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 92  5.7 -99-99.9-9.9-9.9
5285020250421 15.9  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 95 10.5 -99-99.9-9.9-9.9
5285020250422 14.8  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0100 10.8 -99-99.9-9.9-9.9
5285020250423 18.2  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 87  9.0 -99-99.9-9.9-9.9
5285020250424 11.4  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 97  8.0 -99-99.9-9.9-9.9
5285020250425 11.3  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0100  5.4 -99-99.9-9.9-9.9
5285020250426 13.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 90  6.1 -99-99.9-9.9-9.9
5285020250427 15.9  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 86  6.1 -99-99.9-9.9-9.9
5285020250428 12.7  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 90  5.1 -99-99.9-9.9-9.9
5285020250429 14.2  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 90  6.1 -99-99.9-9.9-9.9
5285020250430 11.8  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 92  4.6 -99-99.9-9.9-9.9
5285020250501 13.3  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 91  6.3 -99-99.9-9.9-9.9
5285020250502 11.1  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 95  7.2 -99-99.9-9.9-9.9
5285020250503 11.0  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2100  7.0 -99-99.9-9.9-9.9
5285020250504 12.3  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 89  3.5 -99-99.9-9.9-9.9
5285020250505-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 89-99.9 -99-99.9-9.9-9.9
5285020250506  9.8  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2100  5.7 -99-99.9-9.9-9.9
5285020250507 10.6  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 94  6.4 -99-99.9-9.9-9.9
5285020250508  9.4  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9100  6.8 -99-99.9-9.9-9.9
5285020250509 13.3  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 86  7.8 -99-99.9-9.9-9.9
5285020250510 17.3  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 83  8.2 -99-99.9-9.9-9.9
5285020250511 12.7  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 92  5.0 -99-99.9-9.9-9.9
5285020250512 10.7  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 96  6.0 -99-99.9-9.9-9.9
5285020250513 12.6  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 90  8.9 -99-99.9-9.9-9.9
5285020250514 15.7  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 86  8.3 -99-99.9-9.9-9.9
5285020250515-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250516 11.3  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7100  9.3 -99-99.9-9.9-9.9
5285020250517 11.0  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 92  4.9 -99-99.9-9.9-9.9
5285020250518  8.8  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 93  3.7 -99-99.9-9.9-9.9
5285020250519  6.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3100  4.2 -99-99.9-9.9-9.9
5285020250520  5.6 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7100  3.1 -99-99.9-9.9-9.9
5285020250521  9.6  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 98  4.6 -99-99.9-9.9-9.9
5285020250522  5.9 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 99  1.8 -99-99.9-9.9-9.9
5285020250523  8.8 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 99  3.5 -99-99.9-9.9-9.9
5285020250524 10.5 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 91  2.0 -99-99.9-9.9-9.9
5285020250525  8.2 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1100  3.8 -99-99.9-9.9-9.9
5285020250526  8.5  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5100  4.5 -99-99.9-9.9-9.9
5285020250527  8.1 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 94  1.1 -99-99.9-9.9-9.9
5285020250528  8.3 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 92  1.4 -99-99.9-9.9-9.9
5285020250529  9.2  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8100  4.8 -99-99.9-9.9-9.9
5285020250530 11.1  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 86  3.5 -99-99.9-9.9-9.9
5285020250531 10.7 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 87  1.5 -99-99.9-9.9-9.9
5285020250601 12.4  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1100  6.8 -99-99.9-9.9-9.9
5285020250602 13.0  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0100  9.6 -99-99.9-9.9-9.9
5285020250603 10.5  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9100  8.2 -99-99.9-9.9-9.9
5285020250604  9.6  1.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.5100  4.4 -99-99.9-9.9-9.9
5285020250605-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250606  6.7 -2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 98  0.6 -99-99.9-9.9-9.9
5285020250607-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.1100 -0.1 -99-99.9-9.9-9.9
5285020250608  2.5 -3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9100 -0.5 -99-99.9-9.9-9.9
5285020250609  2.8 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2100  0.2 -99-99.9-9.9-9.9
5285020250610  6.9 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4100  2.4 -99-99.9-9.9-9.9
5285020250611  4.7 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6100  0.9 -99-99.9-9.9-9.9
5285020250612  8.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8100  3.1 -99-99.9-9.9-9.9
5285020250613  7.7  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 97  3.3 -99-99.9-9.9-9.9
5285020250614  6.8  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7100  4.9 -99-99.9-9.9-9.9
5285020250615 11.3  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 88  5.1 -99-99.9-9.9-9.9
5285020250616 10.0 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 90  2.5 -99-99.9-9.9-9.9
5285020250617  8.5  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 95  3.3 -99-99.9-9.9-9.9
5285020250618  8.7 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 87  2.4 -99-99.9-9.9-9.9
5285020250619 13.4  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 79  7.1 -99-99.9-9.9-9.9
5285020250620  9.8  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4100  5.9 -99-99.9-9.9-9.9
5285020250621  6.5  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3100  4.3 -99-99.9-9.9-9.9
5285020250622  6.8 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 91  0.3 -99-99.9-9.9-9.9
5285020250623  7.0 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 95  1.0 -99-99.9-9.9-9.9
5285020250624  9.4  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 94  3.9 -99-99.9-9.9-9.9
5285020250625  7.4 -1.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.0 94  1.8 -99-99.9-9.9-9.9
5285020250626-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250707-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250708 10.8  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 86  2.9 -99-99.9-9.9-9.9
5285020250709  6.7 -3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 93 -0.9 -99-99.9-9.9-9.9
5285020250710  7.3 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 96  0.2 -99-99.9-9.9-9.9
5285020250711 12.8  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 94  5.0 -99-99.9-9.9-9.9
5285020250712 17.0  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 86  6.9 -99-99.9-9.9-9.9
5285020250713 12.8  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 90  4.1 -99-99.9-9.9-9.9
5285020250714-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.4 90  2.6 -99-99.9-9.9-9.9
5285020250715  9.5  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 96  3.9 -99-99.9-9.9-9.9
5285020250716  8.9 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 92  1.3 -99-99.9-9.9-9.9
5285020250717 15.7  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 80  4.9 -99-99.9-9.9-9.9
5285020250718 17.6  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 74  8.3 -99-99.9-9.9-9.9
5285020250719-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250808-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020250809  7.8 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4100  2.4 -99-99.9-9.9-9.9
5285020250810  8.0  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1100  5.5 -99-99.9-9.9-9.9
5285020250811 11.6  6.2  0.519999-99.9-99.9-99.9-99.9-9.9 9911.2100  8.6 -99-99.9-9.9-9.9
5285020250812 10.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 97  6.0 -99-99.9-9.9-9.9
5285020250813 11.9 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 94  3.6 -99-99.9-9.9-9.9
5285020250814 14.4  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 81  3.8 -99-99.9-9.9-9.9
5285020250815 13.9  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 88  3.9 -99-99.9-9.9-9.9
5285020250816 15.8  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 90  7.9 -99-99.9-9.9-9.9
5285020250817 13.8  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 90  6.7 -99-99.9-9.9-9.9
5285020250818 14.8  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 88  5.4 -99-99.9-9.9-9.9
5285020250819 10.1  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4100  7.5 -99-99.9-9.9-9.9
5285020250820 12.7  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 79  4.0 -99-99.9-9.9-9.9
5285020250821  6.7  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9100  3.6 -99-99.9-9.9-9.9
5285020250822  7.2  0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 93  1.6 -99-99.9-9.9-9.9
5285020250823 10.5 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 81  2.9 -99-99.9-9.9-9.9
5285020250824  8.9  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3100  7.4 -99-99.9-9.9-9.9
5285020250825 14.7  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 99  7.9 -99-99.9-9.9-9.9
5285020250826 16.1  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 92  7.2 -99-99.9-9.9-9.9
5285020250827 12.2  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 94  6.6 -99-99.9-9.9-9.9
5285020250828 14.2  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 95  5.6 -99-99.9-9.9-9.9
5285020250829 13.9  2.7  1.519999-99.9-99.9-99.9-99.9-9.9 99 9.6 86  6.2 -99-99.9-9.9-9.9
5285020250830 14.8  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 83  4.2 -99-99.9-9.9-9.9
5285020250831 15.2  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 82  4.6 -99-99.9-9.9-9.9
5285020250901 14.7  5.8  3.519999-99.9-99.9-99.9-99.9-9.9 9910.1 87  7.1 -99-99.9-9.9-9.9
5285020250902 10.6  0.6  1.819999-99.9-99.9-99.9-99.9-9.9 99 7.7 79  3.2 -99-99.9-9.9-9.9
5285020250903 10.5  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 83  1.6 -99-99.9-9.9-9.9
5285020250904 12.3 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 81 -0.1 -99-99.9-9.9-9.9
5285020250905 15.8 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 73 -0.4 -99-99.9-9.9-9.9
5285020250906 16.0 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 72 -0.2 -99-99.9-9.9-9.9
5285020250907 14.8 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 78  2.8 -99-99.9-9.9-9.9
5285020250908 15.1  3.5  7.019999-99.9-99.9-99.9-99.9-9.9 99 8.3 75  4.1 -99-99.9-9.9-9.9
5285020250909  8.3  3.9 12.219999-99.9-99.9-99.9-99.9-9.9 99 9.3100  5.9 -99-99.9-9.9-9.9
5285020250910 15.0  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 82  5.3 -99-99.9-9.9-9.9
5285020250911 14.5  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 84  3.9 -99-99.9-9.9-9.9
5285020250912 15.3  0.0  0.819999-99.9-99.9-99.9-99.9-9.9 99 8.5 86  4.5 -99-99.9-9.9-9.9
5285020250913 13.6  3.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.8 87  5.1 -99-99.9-9.9-9.9
5285020250914 15.7 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 81  3.3 -99-99.9-9.9-9.9
5285020250915 16.8  2.8  0.519999-99.9-99.9-99.9-99.9-9.9 99 8.7 59  5.0 -99-99.9-9.9-9.9
5285020250916 14.3  8.8  1.219999-99.9-99.9-99.9-99.9-9.9 9912.2 98  9.8 -99-99.9-9.9-9.9
5285020250917 20.8  7.6  1.219999-99.9-99.9-99.9-99.9-9.9 9912.1 82  9.7 -99-99.9-9.9-9.9
5285020250918 12.6  7.1  6.219999-99.9-99.9-99.9-99.9-9.9 9911.3100  8.8 -99-99.9-9.9-9.9
5285020250919 12.2  4.5  0.519999-99.9-99.9-99.9-99.9-9.9 9910.4 93  7.4 -99-99.9-9.9-9.9
5285020250920 14.8  6.0  0.219999-99.9-99.9-99.9-99.9-9.9 9910.6 89  7.8 -99-99.9-9.9-9.9
5285020250921 16.7  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 75  4.5 -99-99.9-9.9-9.9
5285020250922 14.1  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 73  2.6 -99-99.9-9.9-9.9
5285020250923 17.3  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 74  2.9 -99-99.9-9.9-9.9
5285020250924 19.2  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 76  5.4 -99-99.9-9.9-9.9
5285020250925 26.5  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 53  4.3 -99-99.9-9.9-9.9
5285020250926 19.4  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 74  5.5 -99-99.9-9.9-9.9
5285020250927 15.1  6.8  8.519999-99.9-99.9-99.9-99.9-9.9 99 9.0 66  5.4 -99-99.9-9.9-9.9
5285020250928 13.5  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 79  3.8 -99-99.9-9.9-9.9
5285020250929 14.5  2.8  1.019999-99.9-99.9-99.9-99.9-9.9 99 7.9 64  3.3 -99-99.9-9.9-9.9
5285020250930 17.1  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 72  4.6 -99-99.9-9.9-9.9
5285020251001 20.5  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 64  4.3 -99-99.9-9.9-9.9
5285020251002 21.5  2.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.3 66  4.3 -99-99.9-9.9-9.9
5285020251003 20.8  3.8  4.219999-99.9-99.9-99.9-99.9-9.9 99 9.8 77  6.6 -99-99.9-9.9-9.9
5285020251004 15.1  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 77  4.8 -99-99.9-9.9-9.9
5285020251005 14.1  1.2  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.7 66  1.2 -99-99.9-9.9-9.9
5285020251006 18.0  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 81  5.9 -99-99.9-9.9-9.9
5285020251007 20.4  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 71  7.0 -99-99.9-9.9-9.9
5285020251008 21.9  6.6  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.0 52  5.3 -99-99.9-9.9-9.9
5285020251009 15.1  7.8  6.019999-99.9-99.9-99.9-99.9-9.9 9910.6 99  7.7 -99-99.9-9.9-9.9
5285020251010 14.6  3.2  1.519999-99.9-99.9-99.9-99.9-9.9 9910.9 91  8.0 -99-99.9-9.9-9.9
5285020251011 19.3  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 72  6.5 -99-99.9-9.9-9.9
5285020251012 20.1  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 69  4.7 -99-99.9-9.9-9.9
5285020251013 20.3  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 61  4.8 -99-99.9-9.9-9.9
5285020251014 14.4  3.2 19.019999-99.9-99.9-99.9-99.9-9.9 9910.4 86  7.3 -99-99.9-9.9-9.9
5285020251015 17.0  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 72  5.1 -99-99.9-9.9-9.9
5285020251016 18.4  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 64  3.2 -99-99.9-9.9-9.9
5285020251017 21.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 63  2.1 -99-99.9-9.9-9.9
5285020251018 26.8  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 54  5.4 -99-99.9-9.9-9.9
5285020251019 26.8  5.6  1.019999-99.9-99.9-99.9-99.9-9.9 99 8.4 55  4.1 -99-99.9-9.9-9.9
5285020251020 17.9  9.1  4.219999-99.9-99.9-99.9-99.9-9.9 9910.9 88  8.0 -99-99.9-9.9-9.9
5285020251021 19.6  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 69  3.7 -99-99.9-9.9-9.9
5285020251022 21.7  1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 61  3.7 -99-99.9-9.9-9.9
5285020251023 15.8  5.9  2.219999-99.9-99.9-99.9-99.9-9.9 99 9.6 87  6.3 -99-99.9-9.9-9.9
5285020251024 14.2  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 74  2.7 -99-99.9-9.9-9.9
5285020251025 16.8  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 72  3.9 -99-99.9-9.9-9.9
5285020251026 15.9  4.7  0.519999-99.9-99.9-99.9-99.9-9.9 99 7.5 62  2.7 -99-99.9-9.9-9.9
5285020251027 22.4 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 43 -0.1 -99-99.9-9.9-9.9
5285020251028 25.6  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 44  0.9 -99-99.9-9.9-9.9
5285020251029 24.9  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 59  5.8 -99-99.9-9.9-9.9
5285020251030 22.9  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 60  6.1 -99-99.9-9.9-9.9
5285020251031 18.6  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 60  4.7 -99-99.9-9.9-9.9
5285020251101 20.8  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 61  5.5 -99-99.9-9.9-9.9
5285020251102 25.1  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 51  3.1 -99-99.9-9.9-9.9
5285020251103 22.7  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 48  3.9 -99-99.9-9.9-9.9
5285020251104 25.4  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 49  4.6 -99-99.9-9.9-9.9
5285020251105 26.9  5.6  0.219999-99.9-99.9-99.9-99.9-9.9 9911.1 58  8.3 -99-99.9-9.9-9.9
5285020251106 26.9  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 45  6.1 -99-99.9-9.9-9.9
5285020251107 22.7  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 51  5.2 -99-99.9-9.9-9.9
5285020251108 20.5  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 76  9.8 -99-99.9-9.9-9.9
5285020251109 25.8  6.1  4.219999-99.9-99.9-99.9-99.9-9.9 9911.9 68  9.4 -99-99.9-9.9-9.9
5285020251110 24.6  6.5  0.219999-99.9-99.9-99.9-99.9-9.9 9911.6 69  9.0 -99-99.9-9.9-9.9
5285020251111 20.8  8.7  0.219999-99.9-99.9-99.9-99.9-9.9 9910.7 69  7.9 -99-99.9-9.9-9.9
5285020251112 21.8  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 65  6.4 -99-99.9-9.9-9.9
5285020251113 25.4  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 49  5.7 -99-99.9-9.9-9.9
5285020251114 27.8  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 55  8.3 -99-99.9-9.9-9.9
5285020251115 21.1 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 56  6.9 -99-99.9-9.9-9.9
5285020251116 22.4  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 42  1.2 -99-99.9-9.9-9.9
5285020251117 22.7 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 52  4.8 -99-99.9-9.9-9.9
5285020251118 20.5  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 44  2.0 -99-99.9-9.9-9.9
5285020251119 24.5  9.5 18.219999-99.9-99.9-99.9-99.9-9.9 9911.4 73  8.7 -99-99.9-9.9-9.9
5285020251120 22.9  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 71  8.9 -99-99.9-9.9-9.9
5285020251121 27.3  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 65  7.8 -99-99.9-9.9-9.9
5285020251122 31.2  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 54  8.5 -99-99.9-9.9-9.9
5285020251123 32.3  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 46  9.5 -99-99.9-9.9-9.9
5285020251124 30.0 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 54 11.2 -99-99.9-9.9-9.9
5285020251125 32.1 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 52 11.7 -99-99.9-9.9-9.9
5285020251126 29.6 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 55 11.4 -99-99.9-9.9-9.9
5285020251127 27.6 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 62 11.0 -99-99.9-9.9-9.9
5285020251128 30.4 10.1  2.519999-99.9-99.9-99.9-99.9-9.9 9912.7 60 10.4 -99-99.9-9.9-9.9
5285020251129 28.3 10.3  5.219999-99.9-99.9-99.9-99.9-9.9 9914.0 79 11.9 -99-99.9-9.9-9.9
5285020251130 23.4  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 71 11.2 -99-99.9-9.9-9.9
5285020251201 24.4 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 60  9.6 -99-99.9-9.9-9.9
5285020251202 23.2 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 67 11.4 -99-99.9-9.9-9.9
5285020251203 27.1 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 49  9.7 -99-99.9-9.9-9.9
5285020251204 24.6 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 42  6.5 -99-99.9-9.9-9.9
5285020251205 22.9  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 52  4.7 -99-99.9-9.9-9.9
5285020251206 29.8  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 52  7.6 -99-99.9-9.9-9.9
5285020251207 34.7  9.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 45 10.2 -99-99.9-9.9-9.9
5285020251208 34.4 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 42 11.5 -99-99.9-9.9-9.9
5285020251209 32.8 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 48 10.9 -99-99.9-9.9-9.9
5285020251210 27.6 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 48  8.5 -99-99.9-9.9-9.9
5285020251211 25.5  7.4  0.519999-99.9-99.9-99.9-99.9-9.9 9910.8 56  8.0 -99-99.9-9.9-9.9
