5282720061107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282720061109-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282720061110 20.4  3.2  0.009999-99.9 -1.2-99.9-99.9-9.9 99 9.8 76  6.5 -99-99.9-9.9-9.9
5282720061111-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282720110913-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282720110914 26.1 10.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 37  3.3 -99-99.9-9.9-9.9
5282720110915 30.5 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 51  9.6 -99-99.9-9.9-9.9
5282720110916 30.6 14.3 14.219999-99.9-99.9-99.9-99.9-9.9 9917.6 83 15.4 -99-99.9-9.9-9.9
5282720110917 21.9  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 48  4.7 -99-99.9-9.9-9.9
5282720110918 16.5  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 51  1.6 -99-99.9-9.9-9.9
5282720110919 24.6  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 50  4.5 -99-99.9-9.9-9.9
5282720110920 27.0  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 46  5.6 -99-99.9-9.9-9.9
5282720110921 28.8 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 27  7.3 -99-99.9-9.9-9.9
5282720110922 26.0 10.6  4.419999-99.9-99.9-99.9-99.9-9.9 9910.3 51  7.4 -99-99.9-9.9-9.9
5282720110923 17.4  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 81  7.7 -99-99.9-9.9-9.9
5282720110924 24.7  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 67 10.1 -99-99.9-9.9-9.9
5282720110925 29.2 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 58 11.9 -99-99.9-9.9-9.9
5282720110926 31.9 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 52 12.5 -99-99.9-9.9-9.9
5282720110927 32.6 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 50 13.8 -99-99.9-9.9-9.9
5282720110928 34.4 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 47 14.4 -99-99.9-9.9-9.9
5282720110929 29.0 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 36  7.4 -99-99.9-9.9-9.9
5282720110930 25.2 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 48  6.4 -99-99.9-9.9-9.9
5282720111001 28.6  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 61 10.0 -99-99.9-9.9-9.9
5282720111002 25.8  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 28  1.8 -99-99.9-9.9-9.9
5282720111003 24.0  4.4 10.919999-99.9-99.9-99.9-99.9-9.9 99 7.9 43  3.5 -99-99.9-9.9-9.9
5282720111004 16.5 11.2  1.819999-99.9-99.9-99.9-99.9-9.9 9913.6 93 11.5 -99-99.9-9.9-9.9
5282720111005 26.0  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 74 11.4 -99-99.9-9.9-9.9
5282720111006 30.1  9.0110.119999-99.9-99.9-99.9-99.9-9.9 9916.5 68 14.3 -99-99.9-9.9-9.9
5282720111007 24.4 16.7  5.419999-99.9-99.9-99.9-99.9-9.9 9920.3 89 17.7 -99-99.9-9.9-9.9
5282720111008 18.6 14.5 19.919999-99.9-99.9-99.9-99.9-9.9 9917.5 95 15.4 -99-99.9-9.9-9.9
5282720111009 18.9 10.4  0.319999-99.9-99.9-99.9-99.9-9.9 9914.0 82 11.9 -99-99.9-9.9-9.9
5282720111010 26.2  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 72 11.7 -99-99.9-9.9-9.9
5282720111011 27.5 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 67 13.8 -99-99.9-9.9-9.9
5282720111012 18.5 14.7 24.019999-99.9-99.9-99.9-99.9-9.9 9917.3 97 15.3 -99-99.9-9.9-9.9
5282720111013 17.8 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 89 13.5 -99-99.9-9.9-9.9
5282720111014 25.4 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 68 12.1 -99-99.9-9.9-9.9
5282720111015 29.7 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 41  8.8 -99-99.9-9.9-9.9
5282720111016 29.4 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 42  9.2 -99-99.9-9.9-9.9
5282720111017 25.0 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 58  8.8 -99-99.9-9.9-9.9
5282720111018 23.8 11.9  5.519999-99.9-99.9-99.9-99.9-9.9 9914.3 72 12.2 -99-99.9-9.9-9.9
5282720111019 25.8 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 76 13.9 -99-99.9-9.9-9.9
5282720111020 30.5 12.9  0.319999-99.9-99.9-99.9-99.9-9.9 9916.3 57 14.3 -99-99.9-9.9-9.9
5282720111021 31.4 14.4  2.219999-99.9-99.9-99.9-99.9-9.9 9915.8 53 13.8 -99-99.9-9.9-9.9
