5294920221028-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294920221029-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294920221030-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294920250703-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294920250704 14.4 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 81  3.1 -99-99.9-9.9-9.9
5294920250705 10.5 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 88  3.6 -99-99.9-9.9-9.9
5294920250706  7.9  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9100  5.2 -99-99.9-9.9-9.9
5294920250707 17.5  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 81  5.1 -99-99.9-9.9-9.9
5294920250708 16.0  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 66  2.5 -99-99.9-9.9-9.9
5294920250709 12.8 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 87  2.5 -99-99.9-9.9-9.9
5294920250710 15.3 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 74  1.0 -99-99.9-9.9-9.9
5294920250711 18.8  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 61  0.5 -99-99.9-9.9-9.9
5294920250712 21.2  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 69  4.5 -99-99.9-9.9-9.9
5294920250713 20.8  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 70  5.5 -99-99.9-9.9-9.9
5294920250714 20.1  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 77  8.2 -99-99.9-9.9-9.9
