5284620110527-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5284620110528 20.8  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 71  5.0 -99-99.9-9.9-9.9
5284620110529 15.5 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 79  2.9 -99-99.9-9.9-9.9
5284620110530 15.7  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 87  7.5 -99-99.9-9.9-9.9
5284620110531 19.8  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 86  4.3 -99-99.9-9.9-9.9
5284620110601 20.3 -4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 71  1.4 -99-99.9-9.9-9.9
5284620110602 15.8 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 75  3.3 -99-99.9-9.9-9.9
5284620110603 16.9 -4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 71  0.7 -99-99.9-9.9-9.9
5284620110604 12.9 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 70  1.1 -99-99.9-9.9-9.9
5284620110605 14.5  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 78  3.5 -99-99.9-9.9-9.9
5284620110606 13.3 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 82  1.0 -99-99.9-9.9-9.9
5284620110607 21.0  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 48  3.5 -99-99.9-9.9-9.9
5284620110608 15.7  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 54  2.1 -99-99.9-9.9-9.9
5284620110609 13.9  5.0  0.919999-99.9-99.9-99.9-99.9-9.9 99 8.8 74  4.9 -99-99.9-9.9-9.9
5284620110610 21.6  2.2  0.319999-99.9-99.9-99.9-99.9-9.9 99 9.5 82  6.1 -99-99.9-9.9-9.9
5284620110611 17.2  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 46  0.6 -99-99.9-9.9-9.9
5284620110612 13.7 -1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 41 -1.5 -99-99.9-9.9-9.9
5284620110613 13.4 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 56 -2.2 -99-99.9-9.9-9.9
5284620110614 11.4 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 69 -2.2 -99-99.9-9.9-9.9
5284620110615 17.3 -4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 63 -1.0 -99-99.9-9.9-9.9
5284620110616 13.2  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 68  1.1 -99-99.9-9.9-9.9
5284620110617 17.7 -4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 67 -1.3 -99-99.9-9.9-9.9
5284620110618 14.5  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 67  2.9 -99-99.9-9.9-9.9
5284620110619 15.7 -3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 76  0.9 -99-99.9-9.9-9.9
5284620110620 16.8 -5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 71 -0.7 -99-99.9-9.9-9.9
5284620110621 16.6 -3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 75  0.7 -99-99.9-9.9-9.9
5284620110622 15.4 -4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 77  0.8 -99-99.9-9.9-9.9
5284620110623 18.0 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 62  0.4 -99-99.9-9.9-9.9
5284620110624 13.0 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 51 -2.1 -99-99.9-9.9-9.9
5284620110625  9.7-10.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 64 -6.9 -99-99.9-9.9-9.9
5284620110626 13.0 -8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 61 -5.2 -99-99.9-9.9-9.9
5284620110627 20.0 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 55 -1.1 -99-99.9-9.9-9.9
5284620110628 17.0  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 59  2.2 -99-99.9-9.9-9.9
5284620110629 16.5  9.3  1.719999-99.9-99.9-99.9-99.9-9.9 99 6.9 50  1.6 -99-99.9-9.9-9.9
5284620110630 11.0  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 40 -4.9 -99-99.9-9.9-9.9
5284620110701 12.2 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 70 -0.4 -99-99.9-9.9-9.9
5284620110702 10.9 -7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 65 -4.8 -99-99.9-9.9-9.9
5284620110703 11.0 -7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 62 -5.5 -99-99.9-9.9-9.9
5284620110704 13.4 -9.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 61 -6.9 -99-99.9-9.9-9.9
5284620110705 12.4-10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 63 -6.6 -99-99.9-9.9-9.9
