5286220061103-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286220061104-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286220111118-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286220111119 35.4 17.8 49.319999-99.9-99.9-99.9-99.9-9.9 9918.7 60 16.3 -99-99.9-9.9-9.9
5286220111120 24.3 18.7 35.419999-99.9-99.9-99.9-99.9-9.9 9923.5 96 20.1 -99-99.9-9.9-9.9
5286220111121 25.2 15.5  0.619999-99.9-99.9-99.9-99.9-9.9 9917.9 84 15.7 -99-99.9-9.9-9.9
5286220111122 30.0 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 43 10.7 -99-99.9-9.9-9.9
5286220111123 31.2 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.1 55 15.0 -99-99.9-9.9-9.9
5286220111124 33.0 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 52 16.9 -99-99.9-9.9-9.9
5286220111125 34.8 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9919.2 49 16.8 -99-99.9-9.9-9.9
5286220111126 34.3 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.0 52 17.4 -99-99.9-9.9-9.9
5286220111127 36.6 20.1  1.419999-99.9-99.9-99.9-99.9-9.9 9920.1 47 17.5 -99-99.9-9.9-9.9
5286220111128 28.9 20.6 11.519999-99.9-99.9-99.9-99.9-9.9 9923.4 77 20.0 -99-99.9-9.9-9.9
5286220111129 36.0 16.9  1.119999-99.9-99.9-99.9-99.9-9.9 9921.8 56 18.8 -99-99.9-9.9-9.9
5286220111130 27.9 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 60 11.2 -99-99.9-9.9-9.9
5286220111201 27.8  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 47  8.1 -99-99.9-9.9-9.9
5286220111202 30.2 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 43  9.9 -99-99.9-9.9-9.9
5286220111203 31.8 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 44 11.7 -99-99.9-9.9-9.9
5286220111204 32.6 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 48 13.7 -99-99.9-9.9-9.9
5286220111205 32.4 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 63 15.6 -99-99.9-9.9-9.9
5286220111206 34.4 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 42 14.5 -99-99.9-9.9-9.9
5286220111207 33.4 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.1 42 11.8 -99-99.9-9.9-9.9
5286220111208 32.3 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 42 11.8 -99-99.9-9.9-9.9
5286220111209 34.0 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 40 14.1 -99-99.9-9.9-9.9
5286220111210 35.4 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 42 14.1 -99-99.9-9.9-9.9
5286220111211 36.4 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 37 13.4 -99-99.9-9.9-9.9
5286220111212 30.4 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 42  9.4 -99-99.9-9.9-9.9
5286220111213 31.8 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 29  6.8 -99-99.9-9.9-9.9
5286220111214 28.9 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 52 12.5 -99-99.9-9.9-9.9
5286220111215 30.3 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 54 14.4 -99-99.9-9.9-9.9
5286220111216 30.0 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 55 13.9 -99-99.9-9.9-9.9
5286220111217 32.1 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 44 11.7 -99-99.9-9.9-9.9
5286220111218 39.0 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 31 10.8 -99-99.9-9.9-9.9
5286220111219 41.9 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 22  9.8 -99-99.9-9.9-9.9
5286220111220 40.0 25.3  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 29 11.6 -99-99.9-9.9-9.9
5286220111221 42.5 26.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 29 13.3 -99-99.9-9.9-9.9
5286220111222 34.7 22.1  1.319999-99.9-99.9-99.9-99.9-9.9 9922.4 63 19.2 -99-99.9-9.9-9.9
5286220111223 25.8 14.4 17.219999-99.9-99.9-99.9-99.9-9.9 9922.2 93 18.9 -99-99.9-9.9-9.9
5286220111224 24.3 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 53  9.5 -99-99.9-9.9-9.9
5286220111225 27.6 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 52 10.6 -99-99.9-9.9-9.9
5286220111226 32.0 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 55 15.5 -99-99.9-9.9-9.9
5286220111227 34.2 18.6  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 42 15.2 -99-99.9-9.9-9.9
5286220111228 33.2 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.8 44 14.6 -99-99.9-9.9-9.9
5286220111229 31.7 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 48 14.4 -99-99.9-9.9-9.9
5286220111230 35.8 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 41 14.4 -99-99.9-9.9-9.9
5286220111231 35.9 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 34 12.0 -99-99.9-9.9-9.9
5286220120101 33.9 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 44 14.2 -99-99.9-9.9-9.9
