5294620161121-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5294620161122 25.5 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 70 13.7   6  4.817.8-9.9
5294620161123 28.6 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 57 14.3   5  4.026.1-9.9
5294620161124 31.6 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 54 16.0   7  5.722.2-9.9
5294620161125 35.3 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9923.1 52 19.7   8  6.826.0-9.9
5294620161126 36.1 25.3  0.009999-99.9-99.9-99.9-99.9-9.9 9931.1 69 24.6  17 13.423.3-9.9
5294620161127 31.6 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9924.6 88 20.8  13 10.014.1-9.9
5294620161128 29.0 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 9926.4 83 22.0   7  5.511.7-9.9
5294620161129 31.1 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 65 19.7   9  7.225.5-9.9
5294620161130 29.6 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 63 17.8   7  5.724.0-9.9
5294620161201 31.3 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9922.8 64 19.5   5  3.618.7-9.9
5294620161202 29.0 22.3  0.009999-99.9-99.9-99.9-99.9-9.9 9929.3 91 23.7   9  6.8 5.0-9.9
5294620161203 30.8 21.5  0.009999-99.9-99.9-99.9-99.9 7.9 5726.3 82 21.9   8  6.821.810.6
5294620161204 31.4 19.6  0.009999-99.9-99.9-99.9-99.910.9 7925.1 74 21.1   8  6.527.113.2
5294620161205 33.6 21.7  0.009999-99.9-99.9-99.9-99.911.1 8026.4 70 22.0  10  8.327.417.0
5294620161206 31.9 23.4  0.009999-99.9-99.9-99.9-99.9 4.9 3628.1 84 23.0   8  6.316.610.2
5294620161207 33.9 22.6  0.009999-99.9-99.9-99.9-99.910.5 7627.6 66 22.7   8  6.426.315.1
5294620161208 27.6 20.9  0.009999-99.9-99.9-99.9-99.9-9.9 9926.8100 22.2  10  7.9 2.4-9.9
5294620161209 30.2 19.6  0.009999-99.9-99.9-99.9-99.9 7.2 5223.5 73 20.0  11  8.720.612.8
5294620161210 27.9 18.3  0.009999-99.9-99.9-99.9-99.9 3.7 2623.1 82 19.8   9  6.914.4 8.2
5294620161211 34.5 20.1  0.009999-99.9-99.9-99.9-99.911.1 8025.4 68 21.3   4  3.427.411.2
5294620161212 34.6 20.4  0.009999-99.9-99.9-99.9-99.911.1 8026.5 60 22.0   8  6.827.516.3
5294620161213 30.4 19.3  0.009999-99.9-99.9-99.9-99.9 2.6 1924.4 89 20.6  11  9.112.511.8
5294620161214 27.7 14.4  0.009999-99.9-99.9-99.9-99.912.0 8615.7 53 13.7   8  6.129.015.6
5294620161215 28.7 14.5  0.009999-99.9-99.9-99.9-99.912.1 8715.3 49 13.3   9  7.529.218.6
5294620161216 32.4 16.6  0.009999-99.9-99.9-99.9-99.911.9 8621.2 60 18.2   9  7.329.016.0
5294620161217 34.3 23.4  0.009999-99.9-99.9-99.9-99.911.2 8129.5 75 23.8  12  9.827.718.4
5294620161218 35.4 22.5  0.009999-99.9-99.9-99.9-99.910.2 7332.0 75 25.1  14 11.326.019.8
5294620161219 31.6 20.8  0.009999-99.9-99.9-99.9-99.9 5.5 4025.7 79 21.5   7  5.417.7 9.3
5294620161220 32.8 19.6  0.009999-99.9-99.9-99.9-99.911.8 8524.9 66 21.0   6  4.528.813.0
5294620161221 34.1 23.6  0.009999-99.9-99.9-99.9-99.911.3 8127.4 67 22.5  12  9.427.920.8
5294620161222 35.5 25.0  0.009999-99.9-99.9-99.9-99.910.7 7731.1 68 24.7  14 10.826.921.7
5294620161223 31.1 25.4  0.009999-99.9-99.9-99.9-99.9 7.1 5128.7 75 23.3  16 12.520.519.6
5294620161224 35.6 21.9  0.009999-99.9-99.9-99.9-99.9 9.6 6930.6 70 24.4  12  9.425.016.0
5294620161225 36.9 26.8  0.009999-99.9-99.9-99.9-99.910.6 7633.5 69 25.9  19 15.426.6-9.9
5294620161226 33.4 23.7  0.009999-99.9-99.9-99.9-99.9 6.5 4727.0 67 22.2  20 16.019.4-9.9
5294620161227 26.4 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 9927.2 98 22.5   8  6.1 7.5-9.9
5294620161228 32.5 21.6  0.009999-99.9-99.9-99.9-99.9 6.1 4428.2 77 23.0   2  1.818.7 6.3
5294620161229 33.7 23.5  0.009999-99.9-99.9-99.9-99.9 8.9 6430.9 73 24.6   4  2.923.6 9.2
5294620161230 35.5 24.7  0.009999-99.9-99.9-99.9-99.910.2 7332.2 69 25.3   6  4.725.812.9
5294620161231 37.3 27.5  0.009999-99.9-99.9-99.9-99.910.4 7536.9 73 27.6  10  8.126.316.5
5294620170101 35.7 28.2  0.009999-99.9-99.9-99.9-99.9 7.6 5533.0 69 25.6  11  8.721.418.8
5294620170102 34.5 24.5  0.009999-99.9-99.9-99.9-99.9 4.7 3432.6 79 25.4  11  8.616.211.8
5294620170103 37.6 27.6  0.009999-99.9-99.9-99.9-99.910.9 7833.3 62 25.8  15 12.027.124.6
5294620170104 34.8 25.4  0.009999-99.9-99.9-99.9-99.9 6.6 4829.0 72 23.4  14 11.119.518.9
5294620170105 28.2 22.1  0.009999-99.9-99.9-99.9-99.9 1.6 1229.3 95 23.7   5  3.910.8 4.3
5294620170106 32.3 22.5  0.009999-99.9-99.9-99.9-99.910.0 7329.9 75 24.0  10  7.625.612.9
5294620170107 31.6 24.2  0.009999-99.9-99.9-99.9-99.9 1.4 1033.7 95 26.0  10  7.810.5 5.0
5294620170108 35.8 22.9  0.009999-99.9-99.9-99.9-99.9 6.1 4434.8 86 26.5  11  8.418.610.9
5294620170109 37.1 23.8  0.009999-99.9-99.9-99.9-99.910.4 7634.7 75 26.5   8  6.826.213.9
5294620170110 31.0 22.1  0.009999-99.9-99.9-99.9-99.9 4.8 3528.1 85 23.0   8  6.716.4 9.0
5294620170111 33.1 22.6  0.009999-99.9-99.9-99.9-99.9 8.0 5829.9 76 24.0   5  4.422.0 9.8
5294620170112 34.4 24.6  0.009999-99.9-99.9-99.9-99.910.1 7432.6 71 25.5   8  6.225.713.3
5294620170113 37.0 27.1 13.619999-99.9-99.9-99.9-99.9 9.7 7135.4 73 26.8   8  6.725.015.2
5294620170114 32.2 23.7  0.219999-99.9-99.9-99.9-99.9 1.8 1332.7 88 25.5   6  5.111.0 7.6
5294620170115 31.5 23.0 12.819999-99.9-99.9-99.9-99.9-9.9 9932.4 97 25.3  11  8.5 5.7-9.9
5294620170116 30.0 19.2  0.009999-99.9-99.9-99.9-99.9 3.5 2526.0 80 21.7   4  3.413.9 6.0
5294620170117 32.6 22.2  0.009999-99.9-99.9-99.9-99.9 9.9 7228.9 78 23.5   7  5.325.111.0
5294620170118 35.3 22.7  0.009999-99.9-99.9-99.9-99.910.9 8029.3 71 23.7   3  2.526.910.5
5294620170119 35.5 23.7  0.009999-99.9-99.9-99.9-99.911.0 8129.1 65 23.6   0  0.027.0 7.9
5294620170120 36.5 21.4  0.009999-99.9-99.9-99.9-99.911.1 8127.6 66 22.7   0  0.127.2 7.9
5294620170121 37.5 25.2  0.009999-99.9-99.9-99.9-99.9 9.8 7231.2 67 24.7   0  0.224.9 7.7
5294620170122 35.9 23.0  0.009999-99.9-99.9-99.9-99.910.3 7627.6 62 22.7   0  0.025.7 7.5
5294620170123 36.0 23.5  0.009999-99.9-99.9-99.9-99.9 6.9 5128.6 73 23.3   0  0.019.8 5.8
5294620170124 35.5 24.0  0.009999-99.9-99.9-99.9-99.9 8.6 6329.8 73 23.9   0  0.022.7 6.7
5294620170125 33.4 24.5  0.009999-99.9-99.9-99.9-99.9 9.4 6925.6 66 21.1   4  3.324.011.7
5294620170126 28.8 19.1  0.009999-99.9-99.9-99.9-99.910.7 7917.3 66 15.2   9  7.426.319.3
