5292720150703 14.0 -6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 55 -6.8 -99-99.9-9.9-9.9
5292720150704 15.5 -7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 39-11.1 -99-99.9-9.9-9.9
5292720150705 22.3 -4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 29-10.0 -99-99.9-9.9-9.9
5292720150706 17.3 -3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 42 -6.3 -99-99.9-9.9-9.9
5292720150707 17.7 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 43 -7.2 -99-99.9-9.9-9.9
5292720150708 22.6 -4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.1 32 -9.2 -99-99.9-9.9-9.9
5292720150709 24.0  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 17-10.6 -99-99.9-9.9-9.9
5292720150710 20.5  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 30 -5.4 -99-99.9-9.9-9.9
5292720150711 19.8  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 35 -3.8 -99-99.9-9.9-9.9
5292720150712 15.0  2.2  6.519999-99.9-99.9-99.9-99.9-9.9 99 6.0 79 -0.7 -99-99.9-9.9-9.9
5292720150713 11.1 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 50 -5.8 -99-99.9-9.9-9.9
5292720150714 10.7 -6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 53 -9.6 -99-99.9-9.9-9.9
5292720150715 17.5 -8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 43 -9.3 -99-99.9-9.9-9.9
5292720150716 18.1 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.1 28 -9.2 -99-99.9-9.9-9.9
5292720150717 24.2 -5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 30-10.3 -99-99.9-9.9-9.9
5292720150718 23.2 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.1 27 -9.2 -99-99.9-9.9-9.9
5292720150719 20.4 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 28-10.0 -99-99.9-9.9-9.9
5292720150720 13.3 -6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 54 -7.1 -99-99.9-9.9-9.9
5292720150721 17.8 -7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.2 46 -8.5 -99-99.9-9.9-9.9
5292720150722 17.9 -4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 33 -9.9 -99-99.9-9.9-9.9
5292720150723 19.2 -5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 40 -8.2 -99-99.9-9.9-9.9
5292720150724 18.5 -4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 41 -9.4 -99-99.9-9.9-9.9
5292720150725 24.3 -5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 35-10.6 -99-99.9-9.9-9.9
5292720150726 27.9 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.5 23-11.8 -99-99.9-9.9-9.9
5292720150727 25.5  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.2 11-13.2 -99-99.9-9.9-9.9
5292720150728 25.7 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.0 12-14.2 -99-99.9-9.9-9.9
5292720150729 26.0 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.2 24 -9.1 -99-99.9-9.9-9.9
5292720150730 23.3 -4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 25-10.2 -99-99.9-9.9-9.9
5292720150731 23.8  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.8 27-10.5 -99-99.9-9.9-9.9
5292720150801 24.9 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 22 -7.4 -99-99.9-9.9-9.9
5292720150802 22.8  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 22 -6.9 -99-99.9-9.9-9.9
5292720150803 23.1 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 38 -4.1 -99-99.9-9.9-9.9
5292720150804 27.4 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 28 -6.6 -99-99.9-9.9-9.9
5292720150805 18.4  7.8  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.6 48 -1.5 -99-99.9-9.9-9.9
5292720150806 12.3  4.4  3.819999-99.9-99.9-99.9-99.9-9.9 99 8.1 80  3.9 -99-99.9-9.9-9.9
5292720150807 10.8  3.6  2.019999-99.9-99.9-99.9-99.9-9.9 99 8.4 84  4.4 -99-99.9-9.9-9.9
5292720150808 13.6  5.7  1.219999-99.9-99.9-99.9-99.9-9.9 99 7.7 66  2.7 -99-99.9-9.9-9.9
5292720150809 18.2 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 44 -5.5 -99-99.9-9.9-9.9
5292720150810 13.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 49 -3.3 -99-99.9-9.9-9.9
5292720150811 12.1 -0.7  1.219999-99.9-99.9-99.9-99.9-9.9 99 4.9 49 -3.3 -99-99.9-9.9-9.9
5292720150812 11.6  0.8  2.019999-99.9-99.9-99.9-99.9-9.9 99 7.0 81  1.9 -99-99.9-9.9-9.9
5292720150813 11.7  1.9  1.019999-99.9-99.9-99.9-99.9-9.9 99 6.5 71  0.8 -99-99.9-9.9-9.9
5292720150814 15.4 -3.5  1.019999-99.9-99.9-99.9-99.9-9.9 99 4.5 49 -4.7 -99-99.9-9.9-9.9
5292720150815 20.6 -4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 38 -7.6 -99-99.9-9.9-9.9
5292720150816 15.4  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 49 -2.9 -99-99.9-9.9-9.9
5292720150817 19.8 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 50 -3.4 -99-99.9-9.9-9.9
5292720150818 21.8 -2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 45 -5.3 -99-99.9-9.9-9.9
5292720150819 20.2 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 41 -4.3 -99-99.9-9.9-9.9
5292720150820 22.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 31 -2.2 -99-99.9-9.9-9.9
5292720150821 22.1 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 29 -8.2 -99-99.9-9.9-9.9
5292720150822 25.8  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 15-11.4 -99-99.9-9.9-9.9
5292720150823 21.8  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 31 -6.0 -99-99.9-9.9-9.9
5292720150824 26.9 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 28 -5.9 -99-99.9-9.9-9.9
5292720150825 22.1  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 28 -6.5 -99-99.9-9.9-9.9
5292720150826 21.2 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.3 18-13.0 -99-99.9-9.9-9.9
5292720150827 27.7 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 27 -8.3 -99-99.9-9.9-9.9
5292720150828 30.2  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 15 -7.0 -99-99.9-9.9-9.9
5292720150829 31.6 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.1 12 -9.1 -99-99.9-9.9-9.9
5292720150830 33.6  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 21 -7.9 -99-99.9-9.9-9.9
5292720150831 30.2  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 29 -1.6 -99-99.9-9.9-9.9
5292720150901 26.3  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 45  3.9 -99-99.9-9.9-9.9
5292720150902 29.1  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 37 -2.3 -99-99.9-9.9-9.9
5292720150903 24.1  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 39 -0.4 -99-99.9-9.9-9.9
5292720150904 25.4 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 33 -2.5 -99-99.9-9.9-9.9
5292720150905 23.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 40 -2.7 -99-99.9-9.9-9.9
5292720150906 25.7  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 25 -5.7 -99-99.9-9.9-9.9
5292720150907 23.2  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.9 20-10.0 -99-99.9-9.9-9.9
5292720150908 24.7 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 18-11.6 -99-99.9-9.9-9.9
5292720150909 19.2  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 33 -5.7 -99-99.9-9.9-9.9
5292720150910 20.0  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 31 -4.2 -99-99.9-9.9-9.9
5292720150911 20.1 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 21-11.7 -99-99.9-9.9-9.9
5292720150912 23.8 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 1.9 14-15.2 -99-99.9-9.9-9.9
5292720150913 26.4 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.3 15-12.7 -99-99.9-9.9-9.9
5292720150914 24.5  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 14 -9.7 -99-99.9-9.9-9.9
5292720150915 22.3 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 15-10.1 -99-99.9-9.9-9.9
5292720150916 20.3  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.2 13-13.4 -99-99.9-9.9-9.9
5292720150917 22.5 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.1 16-13.8 -99-99.9-9.9-9.9
5292720150918 25.2 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.3 16-13.0 -99-99.9-9.9-9.9
5292720150919 26.9 -1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 16 -8.4 -99-99.9-9.9-9.9
5292720150920 21.4  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 30 -3.6 -99-99.9-9.9-9.9
5292720150921 23.6  2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 19 -7.3 -99-99.9-9.9-9.9
5292720150922 23.9  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 29 -1.9 -99-99.9-9.9-9.9
5292720150923 21.9 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 26 -6.4 -99-99.9-9.9-9.9
5292720150924 19.5 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 19-11.2 -99-99.9-9.9-9.9
5292720150925 20.6 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 29 -7.1 -99-99.9-9.9-9.9
5292720150926 19.8  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 25 -7.1 -99-99.9-9.9-9.9
5292720150927 27.5 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 17 -8.1 -99-99.9-9.9-9.9
5292720150928 28.4 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 16 -4.6 -99-99.9-9.9-9.9
5292720150929 28.7  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 28 -0.6 -99-99.9-9.9-9.9
5292720150930 29.3  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 23 -3.4 -99-99.9-9.9-9.9
5292720151001 22.2 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 24 -5.2 -99-99.9-9.9-9.9
5292720151002 21.9 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 35 -1.8 -99-99.9-9.9-9.9
5292720151003 26.3  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 36 -0.4 -99-99.9-9.9-9.9
5292720151004 24.1  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 25 -4.4 -99-99.9-9.9-9.9
5292720151005 26.6 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 14 -7.5 -99-99.9-9.9-9.9
5292720151006 25.0 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 23 -4.0 -99-99.9-9.9-9.9
5292720151007 24.7  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 23 -6.1 -99-99.9-9.9-9.9
5292720151008 20.5 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 35 -4.3 -99-99.9-9.9-9.9
5292720151009 15.7  2.3  0.219999-99.9-99.9-99.9-99.9-9.9 99 4.9 40 -3.0 -99-99.9-9.9-9.9
5292720151010 16.0  2.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 5.8 52 -0.8 -99-99.9-9.9-9.9
5292720151011 18.9  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 44 -1.5 -99-99.9-9.9-9.9
5292720151012 22.3 -1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 36 -2.9 -99-99.9-9.9-9.9
5292720151013 24.3  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.1 16 -9.0 -99-99.9-9.9-9.9
5292720151014 16.9  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.3 27 -8.7 -99-99.9-9.9-9.9
5292720151015 22.7 -3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.4 14-12.4 -99-99.9-9.9-9.9
5292720151016 25.1  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 22 -7.2 -99-99.9-9.9-9.9
5292720151017 23.2  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 28 -3.0 -99-99.9-9.9-9.9
