5286520061219-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286520111111-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286520111115-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5286520111116 29.5 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 57 13.3 -99-99.9-9.9-9.9
5286520111117 31.6 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 51 14.6 -99-99.9-9.9-9.9
5286520111118 33.5 15.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.8 47 14.6 -99-99.9-9.9-9.9
5286520111119 35.1 18.8 88.419999-99.9-99.9-99.9-99.9-9.9 9921.5 56 18.6 -99-99.9-9.9-9.9
5286520111120 25.9 19.2  1.219999-99.9-99.9-99.9-99.9-9.9 9924.1 93 20.4 -99-99.9-9.9-9.9
5286520111121 23.2 17.6  2.019999-99.9-99.9-99.9-99.9-9.9 9920.0 84 17.5 -99-99.9-9.9-9.9
5286520111122 27.1 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 64 14.6 -99-99.9-9.9-9.9
5286520111123 30.5 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 64 17.1 -99-99.9-9.9-9.9
5286520111124 30.9 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 9920.8 64 18.1 -99-99.9-9.9-9.9
5286520111125 33.2 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.7 57 18.0 -99-99.9-9.9-9.9
5286520111126 34.3 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 54 17.1 -99-99.9-9.9-9.9
5286520111127 37.6 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9922.4 57 19.2 -99-99.9-9.9-9.9
5286520111128 35.5 22.9  0.009999-99.9-99.9-99.9-99.9-9.9 9926.3 68 21.9 -99-99.9-9.9-9.9
5286520111129 37.7 20.3  2.019999-99.9-99.9-99.9-99.9-9.9 9924.2 54 20.5 -99-99.9-9.9-9.9
5286520111130 28.2 16.5  0.319999-99.9-99.9-99.9-99.9-9.9 9918.2 71 15.3 -99-99.9-9.9-9.9
5286520111201 26.0  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 51  9.0 -99-99.9-9.9-9.9
5286520111202 30.1 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 47 11.0 -99-99.9-9.9-9.9
5286520111203 32.0 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 48 12.9 -99-99.9-9.9-9.9
5286520111204 34.3 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 55 16.2 -99-99.9-9.9-9.9
5286520111205 31.3 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 67 19.5 -99-99.9-9.9-9.9
5286520111206 32.6 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9923.7 62 20.2 -99-99.9-9.9-9.9
5286520111207 34.6 21.2  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 56 19.1 -99-99.9-9.9-9.9
5286520111208 29.7 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 53 14.4 -99-99.9-9.9-9.9
5286520111209 33.0 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 53 15.4 -99-99.9-9.9-9.9
5286520111210 33.1 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.8 53 16.4 -99-99.9-9.9-9.9
5286520111211 35.1 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 45 15.5 -99-99.9-9.9-9.9
5286520111212 32.3 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 45 13.9 -99-99.9-9.9-9.9
5286520111213 31.8 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 41  9.7 -99-99.9-9.9-9.9
5286520111214 28.8 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 54 12.2 -99-99.9-9.9-9.9
5286520111215 30.0 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 55 14.3 -99-99.9-9.9-9.9
5286520111216 29.8 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 59 15.4 -99-99.9-9.9-9.9
5286520111217 32.3 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 50 13.9 -99-99.9-9.9-9.9
5286520111218 37.6 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 38 12.8 -99-99.9-9.9-9.9
5286520111219 42.0 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 25 11.5 -99-99.9-9.9-9.9
5286520111220 42.5 23.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 29 13.1 -99-99.9-9.9-9.9
5286520111221 43.0 21.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.9 32 14.8 -99-99.9-9.9-9.9
5286520111222 36.3 28.3  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 45 18.6 -99-99.9-9.9-9.9
5286520111223 29.8 23.1 15.419999-99.9-99.9-99.9-99.9-9.9 9922.8 77 19.5 -99-99.9-9.9-9.9
5286520111224 23.0 14.7  3.019999-99.9-99.9-99.9-99.9-9.9 9916.5 87 14.5 -99-99.9-9.9-9.9
5286520111225 26.8 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 69 16.4 -99-99.9-9.9-9.9
5286520111226 30.7 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 66 18.6 -99-99.9-9.9-9.9
5286520111227 33.7 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9922.0 53 18.9 -99-99.9-9.9-9.9
5286520111228 34.0 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 54 17.2 -99-99.9-9.9-9.9
5286520111229 33.3 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 50 15.5 -99-99.9-9.9-9.9
5286520111230 34.9 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 42 15.1 -99-99.9-9.9-9.9
5286520111231 35.1 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 35 13.0 -99-99.9-9.9-9.9
5286520120101 32.1 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 54 16.4 -99-99.9-9.9-9.9
5286520120102 34.3 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.9 49 15.6 -99-99.9-9.9-9.9
5286520120103 37.4 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 39 13.8 -99-99.9-9.9-9.9
5286520120104 35.9 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 39 12.8 -99-99.9-9.9-9.9
5286520120105 34.0 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 44 13.2 -99-99.9-9.9-9.9
5286520120106 36.2 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 35 12.5 -99-99.9-9.9-9.9
5286520120107 37.9 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 37 14.0 -99-99.9-9.9-9.9
5286520120108 38.4 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 45 16.5 -99-99.9-9.9-9.9
5286520120109 41.9 23.9  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 37 18.6 -99-99.9-9.9-9.9
5286520120110 42.3 25.3  0.009999-99.9-99.9-99.9-99.9-9.9 9920.1 36 17.5 -99-99.9-9.9-9.9
