5270120130530-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5270120130718  7.4 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 86  0.8  20 16.0-9.9-9.9
5270120130719  7.1 -5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 71 -2.8  15 12.4-9.9-9.9
5270120130720  7.5 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 83 -0.5  17 13.3-9.9-9.9
5270120130721  6.2 -0.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 95  2.0  26 20.7-9.9-9.9
5270120130722  6.5 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 94  1.4  20 15.9-9.9-9.9
5270120130723-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5270120130730-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5270120130731 13.5  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 95  9.5  11  8.9-9.9-9.9
5270120130801 12.8  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 89  5.7   7  5.4-9.9-9.9
5270120130802 13.4  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 91  5.7   6  4.6-9.9-9.9
5270120130803 11.0  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 92  5.5  10  7.9-9.9-9.9
5270120130804 18.1  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 64  4.3  16 12.8-9.9-9.9
5270120130805 16.1  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 52  0.2  22 17.9-9.9-9.9
5270120130806 16.3  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 54  0.2  16 13.1-9.9-9.9
5270120130807 15.1  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 60  2.6  10  7.6-9.9-9.9
5270120130808 11.9  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 60 -1.4  12  9.9-9.9-9.9
5270120130809 13.6 -2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 53 -3.8   6  5.1-9.9-9.9
5270120130810 16.3 -1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 47 -3.9  20 16.2-9.9-9.9
5270120130811 14.8  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 65  1.8  17 13.4-9.9-9.9
5270120130812  9.1 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 81  1.3  21 16.9-9.9-9.9
5270120130813 12.2 -5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 61 -4.1  10  7.8-9.9-9.9
5270120130814 14.0 -6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 51 -3.7  17 13.4-9.9-9.9
5270120130815 15.2  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 52 -1.4  22 17.2-9.9-9.9
5270120130816 14.2  3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 42 -3.8  14 11.4-9.9-9.9
5270120130817 15.3 -3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 66 -1.0  16 13.0-9.9-9.9
5270120130818 18.9  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 64  2.4  20 16.4-9.9-9.9
5270120130819 22.6  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 54  2.1  12 10.0-9.9-9.9
5270120130820 19.8 -0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 34 -3.8  14 11.2-9.9-9.9
5270120130821 21.0  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 48  0.9  17 13.6-9.9-9.9
5270120130822 12.1  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 53 -4.5  33 26.2-9.9-9.9
5270120130823  8.3 -2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 75 -1.9  14 11.2-9.9-9.9
5270120130824  8.9 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 58 -4.7  11  8.5-9.9-9.9
5270120130825  9.2 -6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 65 -4.2  10  7.7-9.9-9.9
5270120130826  9.0 -7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 70 -5.1   8  6.4-9.9-9.9
5270120130827 19.7 -2.3  1.219999-99.9-99.9-99.9-99.9-9.9 99 5.6 49 -1.5  18 14.5-9.9-9.9
5270120130828 26.6  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 43  3.3  11  9.0-9.9-9.9
5270120130829 29.5  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 41  2.9  12  9.5-9.9-9.9
5270120130830 25.5  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 57  4.9   7  5.4-9.9-9.9
5270120130831 21.2  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 58  4.3  13 10.5-9.9-9.9
5270120130901 24.0  5.1  3.019999-99.9-99.9-99.9-99.9-9.9 99 8.1 50  3.8   8  6.6-9.9-9.9
5270120130902 15.7  5.2  3.219999-99.9-99.9-99.9-99.9-9.9 99 8.8 82  4.9  10  8.0-9.9-9.9
5270120130903 11.1  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 80  1.9  13 10.8-9.9-9.9
5270120130904 14.8 -1.1  0.219999-99.9-99.9-99.9-99.9-9.9 99 7.2 67  2.2  18 14.8-9.9-9.9
5270120130905 21.5  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 68  5.5  13 10.7-9.9-9.9
5270120130906 19.0  5.5  4.819999-99.9-99.9-99.9-99.9-9.9 9911.1 83  8.3   6  5.1-9.9-9.9
5270120130907 19.2  6.4 15.019999-99.9-99.9-99.9-99.9-9.9 9913.5 93 11.2   5  4.3-9.9-9.9
5270120130908 21.8  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 72  8.6  13 10.3-9.9-9.9
5270120130909 26.0  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 77 13.8  14 10.9-9.9-9.9
5270120130910 21.9 13.4  7.219999-99.9-99.9-99.9-99.9-9.9 9911.6 54  8.7  14 10.8-9.9-9.9
5270120130911 13.4  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 78  7.1  16 12.6-9.9-9.9
5270120130912 12.1  6.1  2.219999-99.9-99.9-99.9-99.9-9.9 9911.6 97  9.0  25 19.8-9.9-9.9
5270120130913 10.1  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 83  2.7  18 14.3-9.9-9.9
5270120130914 10.1 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 82  1.4  12  9.2-9.9-9.9
5270120130915  8.0  0.0  4.219999-99.9-99.9-99.9-99.9-9.9 99 6.9 83  1.7  20 15.6-9.9-9.9
5270120130916  9.7  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 88  3.5  14 11.4-9.9-9.9
5270120130917 11.0  0.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.8 78  1.5  11  9.1-9.9-9.9
5270120130918 16.4 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 53 -0.3  12 10.0-9.9-9.9
5270120130919 21.6  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 45  0.2  14 11.1-9.9-9.9
5270120130920 18.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 54  1.8  10  8.0-9.9-9.9
5270120130921 13.4  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 67  1.2  13 10.4-9.9-9.9
5270120130922 12.5 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 91  3.0  11  9.1-9.9-9.9
5270120130923 12.6  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 73  2.5  11  9.1-9.9-9.9
5270120130924 15.0 -2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 72  1.4   6  4.7-9.9-9.9
5270120130925 16.1 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 66  2.2  19 14.9-9.9-9.9
5270120130926 19.7  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 72  6.7  22 17.3-9.9-9.9
5270120130927 14.9  6.3  1.219999-99.9-99.9-99.9-99.9-9.9 9910.3 88  7.4  23 18.4-9.9-9.9
5270120130928 13.4  6.5 25.819999-99.9-99.9-99.9-99.9-9.9 9912.4 98 10.0  20 16.0-9.9-9.9
5270120130929 11.9  3.3  2.219999-99.9-99.9-99.9-99.9-9.9 99 9.0 99  5.5  10  8.2-9.9-9.9
5270120130930 11.8  3.6  0.519999-99.9-99.9-99.9-99.9-9.9 9910.8 98  8.1  32 25.3-9.9-9.9
5270120131001 13.3  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 95  9.0  16 12.9-9.9-9.9
5270120131002 17.1  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 83  9.6   5  4.3-9.9-9.9
5270120131003 16.4  8.8  1.819999-99.9-99.9-99.9-99.9-9.9 9912.6 89 10.3  10  8.2-9.9-9.9
5270120131004 20.9  8.8  0.219999-99.9-99.9-99.9-99.9-9.9 9911.5 77  9.0   7  5.5-9.9-9.9
5270120131005 21.7  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 68  9.0  11  8.7-9.9-9.9
5270120131006 24.1  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 65  9.7  10  8.1-9.9-9.9
5270120131007 24.6  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 63  9.2  15 11.9-9.9-9.9
5270120131008 24.0  8.8 10.219999-99.9-99.9-99.9-99.9-9.9 9911.7 60  9.2  20 16.1-9.9-9.9
5270120131009 20.0 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 66  9.0  10  8.1-9.9-9.9
5270120131010 22.4  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 67  8.1  11  8.8-9.9-9.9
5270120131011 16.6  6.8  3.819999-99.9-99.9-99.9-99.9-9.9 9911.0 78  8.3  17 13.3-9.9-9.9
5270120131012 19.3  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 85 10.1  12  9.2-9.9-9.9
5270120131013 19.1 11.7  0.519999-99.9-99.9-99.9-99.9-9.9 9915.8 91 13.8   8  6.6-9.9-9.9
5270120131014 25.0 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 63 10.6  12  9.9-9.9-9.9
5270120131015 28.3  6.9 22.519999-99.9-99.9-99.9-99.9-9.9 9914.5 62 12.1   7  5.4-9.9-9.9
5270120131016 23.8 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.0 84 15.8  18 14.3-9.9-9.9
5270120131017 22.5 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 77 13.2  11  9.1-9.9-9.9
5270120131018 27.8 10.0  6.819999-99.9-99.9-99.9-99.9-9.9 9914.8 69 12.7  12 10.0-9.9-9.9
5270120131019 26.5  9.7 32.819999-99.9-99.9-99.9-99.9-9.9 9917.3 77 15.0  14 11.0-9.9-9.9
5270120131020 21.4  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 64  9.9  17 13.4-9.9-9.9
5270120131021 15.5  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 63  3.3  12  9.5-9.9-9.9
5270120131022 17.5  4.4  0.219999-99.9-99.9-99.9-99.9-9.9 9911.5 79  8.7  13 10.2-9.9-9.9
5270120131023 17.8  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 68  7.9  14 11.6-9.9-9.9
5270120131024 18.6 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 63  4.0   5  4.4-9.9-9.9
5270120131025 12.0  3.4  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.7 92  6.4  14 10.9-9.9-9.9
5270120131026 24.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 64  7.2  15 11.9-9.9-9.9
5270120131027 21.3  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 51  4.3   9  7.5-9.9-9.9
5270120131028 22.7  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 61  9.2  18 14.1-9.9-9.9
5270120131029 23.2 12.6  0.819999-99.9-99.9-99.9-99.9-9.9 9913.8 68 11.7  11  8.4-9.9-9.9
5270120131030 24.6  8.2  0.219999-99.9-99.9-99.9-99.9-9.9 9912.9 63 10.6  13 10.8-9.9-9.9
5270120131031 21.0 11.4  6.019999-99.9-99.9-99.9-99.9-9.9 9916.9 87 14.7  13 10.3-9.9-9.9
5270120131101 22.5 13.2  0.519999-99.9-99.9-99.9-99.9-9.9 9915.6 85 13.5  13 10.6-9.9-9.9
5270120131102 22.2 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 62 10.3  16 13.0-9.9-9.9
5270120131103 26.3  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 55  9.6   8  6.1-9.9-9.9
5270120131104 22.1  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.8 80 10.5  11  8.8-9.9-9.9
5270120131105 26.7 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 71 13.3  17 13.9-9.9-9.9
5270120131106 28.2 12.1 11.019999-99.9-99.9-99.9-99.9-9.9 9914.3 52 12.3  27 21.4-9.9-9.9
5270120131107 24.7 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 47  8.2  10  8.2-9.9-9.9
5270120131108 25.7  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 48  7.7  10  7.7-9.9-9.9
5270120131109 23.7  8.8 12.219999-99.9-99.9-99.9-99.9-9.9 9912.7 63 10.3  21 16.7-9.9-9.9
5270120131110 21.4 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 86 11.9  14 11.4-9.9-9.9
5270120131111 27.0  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 48  9.2  12  9.6-9.9-9.9
5270120131112 23.5 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 43  3.7  14 11.2-9.9-9.9
5270120131113 27.4  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 61 10.6  14 11.3-9.9-9.9
5270120131114 31.2 14.3 21.519999-99.9-99.9-99.9-99.9-9.9 9917.2 68 15.1  20 15.6-9.9-9.9
5270120131115 21.6  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 56  6.0  21 17.0-9.9-9.9
5270120131116 29.0  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 45  7.1  13 10.6-9.9-9.9
5270120131117 28.8 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 54 10.2  19 15.0-9.9-9.9
5270120131118 21.6  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 55  7.3  20 16.3-9.9-9.9
5270120131119 26.5  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 47  5.5   5  4.2-9.9-9.9
5270120131120 28.9  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 39  5.9   8  6.0-9.9-9.9
5270120131121 30.9 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 51 12.2   8  6.4-9.9-9.9
5270120131122 31.6 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 50 13.2  19 15.3-9.9-9.9
5270120131123 31.0 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 46 12.5  20 16.0-9.9-9.9
5270120131124 23.0 16.1 27.819999-99.9-99.9-99.9-99.9-9.9 9916.7 89 14.6  12  9.8-9.9-9.9
5270120131125 19.4 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 72 10.0  27 21.6-9.9-9.9
5270120131126 20.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 66  8.1  12  9.3-9.9-9.9
5270120131127 16.5 10.4  0.819999-99.9-99.9-99.9-99.9-9.9 9911.7 80  9.2   6  4.4-9.9-9.9
5270120131128 29.8  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 49  6.8  18 14.7-9.9-9.9
5270120131129 26.8  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 59 10.2  11  8.9-9.9-9.9
5270120131130 31.5 11.9 23.219999-99.9-99.9-99.9-99.9-9.9 9915.7 66 13.6  15 12.2-9.9-9.9
5270120131201 30.4 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.1 66 15.1  12  9.3-9.9-9.9
5270120131202 29.0 13.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 40  8.8  16 12.7-9.9-9.9
5270120131203 24.2  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 28  0.5  16 12.5-9.9-9.9
5270120131204 25.9 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 40  5.5  16 13.0-9.9-9.9
5270120131205 23.3  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 48  5.0  15 11.6-9.9-9.9
5270120131206 29.1  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 41  6.0  15 11.7-9.9-9.9
5270120131207 34.7 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 35  9.6  16 12.7-9.9-9.9
5270120131208 27.5 15.2  0.219999-99.9-99.9-99.9-99.9-9.9 9916.7 59 14.5  14 11.0-9.9-9.9
5270120131209 25.0 12.6  0.219999-99.9-99.9-99.9-99.9-9.9 9912.5 58 10.1  20 15.7-9.9-9.9
5270120131210 29.6  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 54  9.1   8  6.6-9.9-9.9
5270120131211 31.9 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 43 10.2  13 10.6-9.9-9.9
5270120131212 33.0 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 44 12.3  11  9.1-9.9-9.9
5270120131213 35.7 17.3  9.019999-99.9-99.9-99.9-99.9-9.9 9918.6 62 16.3  13 10.4-9.9-9.9
5270120131214 35.0 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 54 16.3  11  8.4-9.9-9.9
5270120131215 34.9 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 46 14.1  13 10.6-9.9-9.9
5270120131216 37.4 13.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 41 13.9  14 10.9-9.9-9.9
5270120131217 37.0 18.6  5.019999-99.9-99.9-99.9-99.9-9.9 9918.8 60 16.5  13 10.8-9.9-9.9
5270120131218 30.1 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 40  9.3  19 15.1-9.9-9.9
5270120131219 31.5 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 68 15.8   9  7.4-9.9-9.9
5270120131220 34.2 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 50 16.6  10  7.7-9.9-9.9
5270120131221 36.1 18.5  6.519999-99.9-99.9-99.9-99.9-9.9 9918.7 56 16.4  15 12.1-9.9-9.9
5270120131222 36.7 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 48 16.3  10  7.8-9.9-9.9
5270120131223 37.1 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.3 43 16.1  13 10.2-9.9-9.9
5270120131224 36.4 22.4  3.819999-99.9-99.9-99.9-99.9-9.9 9919.8 49 17.3  14 11.0-9.9-9.9
5270120131225 35.2 18.3  0.219999-99.9-99.9-99.9-99.9-9.9 9919.9 55 17.4  15 12.0-9.9-9.9
5270120131226 32.6 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 31  8.6  12  9.8-9.9-9.9
5270120131227 34.7 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 30  8.3  12  9.3-9.9-9.9
5270120131228 37.2 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 28  7.3  13 10.2-9.9-9.9
5270120131229 37.3 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 18  5.7  16 12.9-9.9-9.9
5270120131230 32.1 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 21  2.1  16 12.9-9.9-9.9
5270120131231 31.3 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 19  0.9  12  9.7-9.9-9.9
5270120140101 28.0 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 19-99.9  13 10.1-9.9-9.9
5270120140102 24.6 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 33  2.3  17 13.3-9.9-9.9
5270120140103 23.7  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 26 -0.8  13 10.2-9.9-9.9
5270120140104 31.5 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 32  3.9  19 14.9-9.9-9.9
