5292820060418-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5292820140411-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5292820140412 18.1 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 50  4.7 -99-99.9-9.9-9.9
5292820140413 23.0  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 44 -0.1 -99-99.9-9.9-9.9
5292820140414 28.2  2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 53  3.6 -99-99.9-9.9-9.9
5292820140415 30.0  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 64  7.3 -99-99.9-9.9-9.9
5292820140416 26.5  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 74  9.4 -99-99.9-9.9-9.9
5292820140417 25.1  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 61  6.4 -99-99.9-9.9-9.9
5292820140418 25.8  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 65  5.2 -99-99.9-9.9-9.9
5292820140419 26.1  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 63  6.9 -99-99.9-9.9-9.9
5292820140420 26.0 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 55  7.9 -99-99.9-9.9-9.9
5292820140421 20.0 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 79 10.3 -99-99.9-9.9-9.9
5292820140422 29.9  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9913.1 68 10.9 -99-99.9-9.9-9.9
5292820140423 29.4  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 72 12.3 -99-99.9-9.9-9.9
5292820140424 31.1 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 70 13.1 -99-99.9-9.9-9.9
5292820140425 31.6 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 67 12.7 -99-99.9-9.9-9.9
5292820140426 30.1  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 71 11.3 -99-99.9-9.9-9.9
