5272720130911-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272720150323 25.1 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 72 16.6 -99-99.9-9.9-9.9
5272720150324 28.5 19.6  0.009999-99.9-99.9-99.9-99.9-9.9 9920.6 75 17.9 -99-99.9-9.9-9.9
5272720150325 25.1 19.0  0.819999-99.9-99.9-99.9-99.9-9.9 9920.3 82 17.7 -99-99.9-9.9-9.9
5272720150326 21.7 16.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 83 15.9 -99-99.9-9.9-9.9
5272720150327 23.8 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 75 15.3 -99-99.9-9.9-9.9
5272720150328 26.4 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 78 16.6 -99-99.9-9.9-9.9
5272720150329 30.6 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.8 80 17.3 -99-99.9-9.9-9.9
5272720150330 32.9 17.1  0.219999-99.9-99.9-99.9-99.9-9.9 9922.6 70 19.4 -99-99.9-9.9-9.9
5272720150331 25.8 18.2 27.219999-99.9-99.9-99.9-99.9-9.9 9923.1 97 19.7 -99-99.9-9.9-9.9
5272720150401 28.5 14.8  0.219999-99.9-99.9-99.9-99.9-9.9 9920.9 82 18.1 -99-99.9-9.9-9.9
5272720150402 31.6 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 9924.4 80 20.7 -99-99.9-9.9-9.9
5272720150403 33.6 21.7  0.009999-99.9-99.9-99.9-99.9-9.9 9926.4 76 22.0 -99-99.9-9.9-9.9
5272720150404 32.8 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 9926.3 76 21.9 -99-99.9-9.9-9.9
5272720150405 30.1 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.5 69 17.8 -99-99.9-9.9-9.9
5272720150406 31.5 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.3 69 18.4 -99-99.9-9.9-9.9
5272720150407 29.1 18.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.3 73 18.5 -99-99.9-9.9-9.9
5272720150408 31.1 20.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.3 65 17.7 -99-99.9-9.9-9.9
5272720150409 30.4 22.4  0.009999-99.9-99.9-99.9-99.9-9.9 9923.9 74 20.3 -99-99.9-9.9-9.9
5272720150410 33.5 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 9925.3 76 21.3 -99-99.9-9.9-9.9
5272720150411 35.3 20.5  3.819999-99.9-99.9-99.9-99.9-9.9 9925.2 72 21.2 -99-99.9-9.9-9.9
5272720150412 31.4 22.6  0.009999-99.9-99.9-99.9-99.9-9.9 9926.3 81 21.9 -99-99.9-9.9-9.9
5272720150413 31.3 20.3  0.009999-99.9-99.9-99.9-99.9-9.9 9926.0 82 21.7 -99-99.9-9.9-9.9
5272720150414 35.1 20.2 14.219999-99.9-99.9-99.9-99.9-9.9 9926.1 80 21.8 -99-99.9-9.9-9.9
5272720150415 30.4 20.8  0.009999-99.9-99.9-99.9-99.9-9.9 9925.0 77 21.1 -99-99.9-9.9-9.9
5272720150416 32.3 21.0  0.219999-99.9-99.9-99.9-99.9-9.9 9926.1 79 21.8 -99-99.9-9.9-9.9
5272720150417 32.0 20.3  0.219999-99.9-99.9-99.9-99.9-9.9 9925.5 83 21.3 -99-99.9-9.9-9.9
5272720150418 27.9 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 9920.7 82 18.1 -99-99.9-9.9-9.9
5272720150419 27.4 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 9922.6 90 19.5 -99-99.9-9.9-9.9
5272720150420 28.0 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 80 19.2 -99-99.9-9.9-9.9
5272720150421 22.6 19.3  5.219999-99.9-99.9-99.9-99.9-9.9 9920.7 87 18.0 -99-99.9-9.9-9.9
5272720150422 19.8 16.2  3.519999-99.9-99.9-99.9-99.9-9.9 9919.7 96 17.3 -99-99.9-9.9-9.9
5272720150423 25.1 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9921.2 87 18.4 -99-99.9-9.9-9.9
5272720150424 28.1 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 80 18.9 -99-99.9-9.9-9.9
5272720150425 31.5 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.4 70 18.5 -99-99.9-9.9-9.9
5272720150426 30.0 21.3  0.819999-99.9-99.9-99.9-99.9-9.9 9923.2 75 19.9 -99-99.9-9.9-9.9
5272720150427 24.4 20.5  4.519999-99.9-99.9-99.9-99.9-9.9 9924.8 93 20.9 -99-99.9-9.9-9.9
5272720150428 23.5 20.7 29.519999-99.9-99.9-99.9-99.9-9.9 9925.1100 21.1 -99-99.9-9.9-9.9
5272720150429 29.4 19.2  0.519999-99.9-99.9-99.9-99.9-9.9 9925.5 87 21.4 -99-99.9-9.9-9.9
5272720150430 31.1 21.5  1.819999-99.9-99.9-99.9-99.9-9.9 9926.8 83 22.3 -99-99.9-9.9-9.9
5272720150501 31.7 22.2  0.219999-99.9-99.9-99.9-99.9-9.9 9926.9 82 22.3 -99-99.9-9.9-9.9
5272720150502 33.0 21.2  0.009999-99.9-99.9-99.9-99.9-9.9 9926.8 78 22.2 -99-99.9-9.9-9.9
5272720150503 26.1 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 53  8.8 -99-99.9-9.9-9.9
5272720150504 22.5 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 71 11.7 -99-99.9-9.9-9.9
5272720150505 21.5 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 78 14.4 -99-99.9-9.9-9.9
5272720150506 21.5 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.5 81 15.4 -99-99.9-9.9-9.9
5272720150507 22.5 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 75 13.9 -99-99.9-9.9-9.9
5272720150508 23.5 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 75 14.6 -99-99.9-9.9-9.9
5272720150509 27.7 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 75 16.9 -99-99.9-9.9-9.9
5272720150510 27.1 18.5-99.999999-99.9-99.9-99.9-99.9-9.9 9917.3 66 15.2 -99-99.9-9.9-9.9
5272720150511 25.5 14.7-99.999999-99.9-99.9-99.9-99.9-9.9 9917.5 78 15.4 -99-99.9-9.9-9.9
5272720150512 20.5 15.2-99.999999-99.9-99.9-99.9-99.9-9.9 9918.3 88 16.1 -99-99.9-9.9-9.9
5272720150513 22.0 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.9 94 16.6 -99-99.9-9.9-9.9
5272720150514 23.5 12.4  0.219999-99.9-99.9-99.9-99.9-9.9 9918.8 89 16.4 -99-99.9-9.9-9.9
5272720150515 26.0 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.7 83 18.8 -99-99.9-9.9-9.9
5272720150516 28.9 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.0 80 18.2 -99-99.9-9.9-9.9
5272720150517 25.8 17.5  1.519999-99.9-99.9-99.9-99.9-9.9 9922.9 93 19.7 -99-99.9-9.9-9.9
5272720150518 27.0 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.4 92 20.0 -99-99.9-9.9-9.9
5272720150519 28.1 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9923.1 84 19.8 -99-99.9-9.9-9.9
5272720150520 29.5 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 81 18.9 -99-99.9-9.9-9.9
5272720150521 28.8 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 77 19.2 -99-99.9-9.9-9.9
5272720150522 30.8 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.5 84 20.1 -99-99.9-9.9-9.9
5272720150523 29.3 18.4  0.009999-99.9-99.9-99.9-99.9-9.9 9923.3 84 20.0 -99-99.9-9.9-9.9
5272720150524 22.1 15.3  3.219999-99.9-99.9-99.9-99.9-9.9 9921.0 99 18.1 -99-99.9-9.9-9.9
5272720150525 15.4 14.1  3.219999-99.9-99.9-99.9-99.9-9.9 9916.5 99 14.5 -99-99.9-9.9-9.9
5272720150526 16.8 14.4  2.819999-99.9-99.9-99.9-99.9-9.9 9917.7100 15.6 -99-99.9-9.9-9.9
5272720150527 22.5 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 88 15.9 -99-99.9-9.9-9.9
5272720150528 20.8 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.0 87 14.9 -99-99.9-9.9-9.9
5272720150529 18.8 15.1  0.519999-99.9-99.9-99.9-99.9-9.9 9917.1 93 15.0 -99-99.9-9.9-9.9
5272720150530 24.4 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 86 14.5 -99-99.9-9.9-9.9
5272720150531 23.8 12.0  0.219999-99.9-99.9-99.9-99.9-9.9 9916.5 82 14.5 -99-99.9-9.9-9.9
5272720150601 22.9 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 82 13.9 -99-99.9-9.9-9.9
5272720150602 24.6  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 79 12.9 -99-99.9-9.9-9.9
5272720150603 27.7 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 76 15.9 -99-99.9-9.9-9.9
5272720150604 29.6 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 76 16.7 -99-99.9-9.9-9.9
5272720150605 30.1 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9921.8 74 18.9 -99-99.9-9.9-9.9
5272720150606 31.1 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9923.3 78 19.9 -99-99.9-9.9-9.9
5272720150607 28.6 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 81 18.6 -99-99.9-9.9-9.9
5272720150608 24.5 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9919.4 79 16.9 -99-99.9-9.9-9.9
5272720150609 29.2 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.1 76 18.4 -99-99.9-9.9-9.9
5272720150610 25.3 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 82 17.6 -99-99.9-9.9-9.9
5272720150611 19.2 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 81 13.1 -99-99.9-9.9-9.9
5272720150612 21.6 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.3 73 10.0 -99-99.9-9.9-9.9
5272720150613 18.1 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 91 14.4 -99-99.9-9.9-9.9
5272720150614 23.0 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 70 12.6 -99-99.9-9.9-9.9
5272720150615 23.7  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 69  8.9 -99-99.9-9.9-9.9
5272720150616 23.0  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 62  5.7 -99-99.9-9.9-9.9
5272720150617 23.4  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 65  7.9 -99-99.9-9.9-9.9
5272720150618 20.1 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 59  5.0 -99-99.9-9.9-9.9
5272720150619 20.2  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 69  5.2 -99-99.9-9.9-9.9
5272720150620 24.3  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 57  5.9 -99-99.9-9.9-9.9
5272720150621 25.6  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 66  9.2 -99-99.9-9.9-9.9
5272720150622 17.3 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 82 11.6 -99-99.9-9.9-9.9
5272720150623 15.7 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 64  7.6 -99-99.9-9.9-9.9
5272720150624 17.3  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 72  8.4 -99-99.9-9.9-9.9
5272720150625 16.3 12.3  2.819999-99.9-99.9-99.9-99.9-9.9 9913.9 87 11.7 -99-99.9-9.9-9.9
5272720150626 16.5 13.8  1.219999-99.9-99.9-99.9-99.9-9.9 9917.2100 15.1 -99-99.9-9.9-9.9
5272720150627 23.9 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 89 16.9 -99-99.9-9.9-9.9
5272720150628 24.0 15.9  0.219999-99.9-99.9-99.9-99.9-9.9 9920.8 89 18.1 -99-99.9-9.9-9.9
5272720150629 20.8 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 92 17.1 -99-99.9-9.9-9.9
5272720150630 26.9 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 74 11.5 -99-99.9-9.9-9.9
5272720150701 24.5  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 76 12.5 -99-99.9-9.9-9.9
5272720150702 20.9 14.1  0.219999-99.9-99.9-99.9-99.9-9.9 9917.7 90 15.6 -99-99.9-9.9-9.9
5272720150703 17.0 11.1  3.519999-99.9-99.9-99.9-99.9-9.9 9915.2 93 13.1 -99-99.9-9.9-9.9
5272720150704 16.8  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 77  8.0 -99-99.9-9.9-9.9
5272720150705 20.3  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 70  7.3 -99-99.9-9.9-9.9
5272720150706 20.0  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 81  9.6 -99-99.9-9.9-9.9
5272720150707 20.3 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 64  7.0 -99-99.9-9.9-9.9
5272720150708 24.6  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 66  7.2 -99-99.9-9.9-9.9
5272720150709 26.7  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 75  9.9 -99-99.9-9.9-9.9
5272720150710 25.1  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 76 12.7 -99-99.9-9.9-9.9
5272720150711 24.6 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 74 13.9 -99-99.9-9.9-9.9
5272720150712 25.5  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 75 13.7 -99-99.9-9.9-9.9
5272720150713 22.4 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 75 12.7 -99-99.9-9.9-9.9
5272720150714 18.1 12.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 69  8.6 -99-99.9-9.9-9.9
5272720150715 20.8  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 69  6.2 -99-99.9-9.9-9.9
5272720150716 22.6 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 66  8.6 -99-99.9-9.9-9.9
5272720150717 24.6  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 68  8.3 -99-99.9-9.9-9.9
5272720150718 26.5 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 74 12.7 -99-99.9-9.9-9.9
5272720150719 26.1 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 76 13.7 -99-99.9-9.9-9.9
5272720150720 19.0 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 45  4.8 -99-99.9-9.9-9.9
5272720150721 20.2  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 62  4.0 -99-99.9-9.9-9.9
5272720150722 23.5  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 64  5.1 -99-99.9-9.9-9.9
5272720150723 24.2  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 62  6.7 -99-99.9-9.9-9.9
5272720150724 25.4  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 63  6.9 -99-99.9-9.9-9.9
5272720150725 26.5  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 53  7.1 -99-99.9-9.9-9.9
5272720150726 27.1  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 63 10.4 -99-99.9-9.9-9.9
5272720150727 30.6 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.6 63 14.5 -99-99.9-9.9-9.9
5272720150728 33.6 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 63 15.2 -99-99.9-9.9-9.9
5272720150729 29.7 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.9 65 15.8 -99-99.9-9.9-9.9
5272720150730 31.9 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 65 16.4 -99-99.9-9.9-9.9
5272720150731 30.3 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 60 14.3 -99-99.9-9.9-9.9
5272720150801 30.7 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 63 13.9 -99-99.9-9.9-9.9
5272720150802 33.6 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 69 16.4 -99-99.9-9.9-9.9
5272720150803 31.4 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.8 63 16.5 -99-99.9-9.9-9.9
5272720150804 28.2 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.0 67 16.6 -99-99.9-9.9-9.9
5272720150805 31.5 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 62 16.8 -99-99.9-9.9-9.9
5272720150806 35.9 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9921.1 64 18.3 -99-99.9-9.9-9.9
5272720150807 29.2 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 9920.3 81 17.7 -99-99.9-9.9-9.9
5272720150808 26.8 18.6  5.219999-99.9-99.9-99.9-99.9-9.9 9919.3 71 16.9 -99-99.9-9.9-9.9
5272720150809 23.4 14.2 20.019999-99.9-99.9-99.9-99.9-9.9 9918.3100 16.0 -99-99.9-9.9-9.9
5272720150810 18.9 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 88 13.4 -99-99.9-9.9-9.9
5272720150811 17.2 14.9  4.019999-99.9-99.9-99.9-99.9-9.9 9916.7 95 14.7 -99-99.9-9.9-9.9
5272720150812 16.7 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 93 13.7 -99-99.9-9.9-9.9
5272720150813 15.7 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 83 11.3 -99-99.9-9.9-9.9
5272720150814 15.9 10.6  1.819999-99.9-99.9-99.9-99.9-9.9 9913.8 93 11.7 -99-99.9-9.9-9.9
5272720150815 20.9  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 85  9.5 -99-99.9-9.9-9.9
5272720150816 14.4  8.2-99.999999-99.9-99.9-99.9-99.9-9.9 9913.8 98 11.7 -99-99.9-9.9-9.9
5272720150817 18.1 11.6-99.999999-99.9-99.9-99.9-99.9-9.9 9913.7 89 11.6 -99-99.9-9.9-9.9
5272720150818 27.9  6.5-99.999999-99.9-99.9-99.9-99.9-9.9 9911.1 64  8.5 -99-99.9-9.9-9.9
5272720150819 27.9  9.4-99.999999-99.9-99.9-99.9-99.9-9.9 9912.1 60  9.8 -99-99.9-9.9-9.9
5272720150820 26.4 13.7-99.999999-99.9-99.9-99.9-99.9-9.9 9916.2 68 14.1 -99-99.9-9.9-9.9
5272720150821 29.6 12.0-99.999999-99.9-99.9-99.9-99.9-9.9 9915.8 63 13.8 -99-99.9-9.9-9.9
5272720150822 31.4 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9918.1 61 15.9 -99-99.9-9.9-9.9
5272720150823 23.4 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.1 38  5.1 -99-99.9-9.9-9.9
5272720150824 26.7 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9910.0 53  6.9 -99-99.9-9.9-9.9
5272720150825 29.5  8.3-99.999999-99.9-99.9-99.9-99.9-9.9 9912.0 48  9.6 -99-99.9-9.9-9.9
5272720150826 33.3 12.0-99.999999-99.9-99.9-99.9-99.9-9.9 9912.5 44 10.2 -99-99.9-9.9-9.9
5272720150827 30.7 14.3-99.999999-99.9-99.9-99.9-99.9-9.9 9913.7 50 11.5 -99-99.9-9.9-9.9
5272720150828 34.1 15.0-99.999999-99.9-99.9-99.9-99.9-9.9 9911.0 34  8.2 -99-99.9-9.9-9.9
5272720150829 36.4 15.6-99.999999-99.9-99.9-99.9-99.9-9.9 9913.1 40 10.9 -99-99.9-9.9-9.9
5272720150830 38.2 17.5-99.999999-99.9-99.9-99.9-99.9-9.9 9915.1 50 13.0 -99-99.9-9.9-9.9
5272720150831 37.9 15.9-99.999999-99.9-99.9-99.9-99.9-9.9 9916.4 46 14.4 -99-99.9-9.9-9.9
5272720150901 28.5 20.8-99.999999-99.9-99.9-99.9-99.9-9.9 9916.0 53 13.9 -99-99.9-9.9-9.9
5272720150902 24.3 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 9913.3 55 11.2 -99-99.9-9.9-9.9
5272720150903 25.1 17.4-99.999999-99.9-99.9-99.9-99.9-9.9 9912.7 51 10.5 -99-99.9-9.9-9.9
5272720150904 27.0 13.4-99.999999-99.9-99.9-99.9-99.9-9.9 9912.5 49 10.2 -99-99.9-9.9-9.9
5272720150905 22.1 15.5-99.999999-99.9-99.9-99.9-99.9-9.9 9912.3 56 10.0 -99-99.9-9.9-9.9
5272720150906 29.8 12.0-99.999999-99.9-99.9-99.9-99.9-9.9 9911.6 43  9.0 -99-99.9-9.9-9.9
5272720150907 34.7 14.4-99.999999-99.9-99.9-99.9-99.9-9.9 9911.5 46  9.0 -99-99.9-9.9-9.9
5272720150908 30.9 18.9-99.999999-99.9-99.9-99.9-99.9-9.9 9912.1 40  9.7 -99-99.9-9.9-9.9
5272720150909 34.2 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9915.0 48 13.0 -99-99.9-9.9-9.9
5272720150910 24.8 14.2-99.999999-99.9-99.9-99.9-99.9-9.9 9912.8 64 10.4 -99-99.9-9.9-9.9
5272720150911 21.7 14.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.5 44  4.3 -99-99.9-9.9-9.9
5272720150912 26.5  7.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.3 41  2.3 -99-99.9-9.9-9.9
5272720150913 28.8 12.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.4 28  0.7 -99-99.9-9.9-9.9
5272720150914 31.8  9.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.8 29  3.1 -99-99.9-9.9-9.9
5272720150915 38.9 12.7-99.999999-99.9-99.9-99.9-99.9-9.9 9912.2 36  9.9 -99-99.9-9.9-9.9
5272720150916 32.3 17.0-99.999999-99.9-99.9-99.9-99.9-9.9 9913.6 42 11.4 -99-99.9-9.9-9.9
5272720150917 29.3 14.7-99.999999-99.9-99.9-99.9-99.9-9.9 9911.4 45  8.9 -99-99.9-9.9-9.9
5272720150918 30.0 14.3-99.999999-99.9-99.9-99.9-99.9-9.9 9912.4 44 10.2 -99-99.9-9.9-9.9
5272720150919 30.1 18.6-99.999999-99.9-99.9-99.9-99.9-9.9 9915.4 50 13.4 -99-99.9-9.9-9.9
5272720150920 33.3 19.7-99.999999-99.9-99.9-99.9-99.9-9.9 9918.9 56 16.6 -99-99.9-9.9-9.9
5272720150921 36.6 19.9-99.999999-99.9-99.9-99.9-99.9-9.9 9921.2 56 18.4 -99-99.9-9.9-9.9
5272720150922 29.1 20.2-99.999999-99.9-99.9-99.9-99.9-9.9 9922.2 81 19.1 -99-99.9-9.9-9.9
5272720150923 20.2 15.6-99.999999-99.9-99.9-99.9-99.9-9.9 9916.1 81 14.1 -99-99.9-9.9-9.9
5272720150924 25.1 16.4-99.999999-99.9-99.9-99.9-99.9-9.9 9915.1 64 13.2 -99-99.9-9.9-9.9
5272720150925 19.5 14.3-99.999999-99.9-99.9-99.9-99.9-9.9 9915.6 76 13.6 -99-99.9-9.9-9.9
5272720150926 25.2 12.9-99.999999-99.9-99.9-99.9-99.9-9.9 9914.5 60 12.5 -99-99.9-9.9-9.9
5272720150927 30.4 16.5-99.999999-99.9-99.9-99.9-99.9-9.9 9913.6 47 11.5 -99-99.9-9.9-9.9
5272720150928 32.9 13.3-99.999999-99.9-99.9-99.9-99.9-9.9 9914.7 44 12.7 -99-99.9-9.9-9.9
5272720150929 35.0 15.8-99.999999-99.9-99.9-99.9-99.9-9.9 9915.9 47 13.9 -99-99.9-9.9-9.9
5272720150930 29.9 20.4-99.999999-99.9-99.9-99.9-99.9-9.9 9916.6 55 14.5 -99-99.9-9.9-9.9
5272720151001 35.1 17.6-99.999999-99.9-99.9-99.9-99.9-9.9 9919.3 52 16.9 -99-99.9-9.9-9.9
5272720151002 28.3 17.5-99.999999-99.9-99.9-99.9-99.9-9.9 9917.3 71 15.0 -99-99.9-9.9-9.9
5272720151003 21.5 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9912.3 61 10.0 -99-99.9-9.9-9.9
5272720151004 26.8 14.0-99.999999-99.9-99.9-99.9-99.9-9.9 9912.8 54 10.7 -99-99.9-9.9-9.9
5272720151005 33.1 14.6-99.999999-99.9-99.9-99.9-99.9-9.9 9914.9 51 13.0 -99-99.9-9.9-9.9
5272720151006 35.9 15.5-99.999999-99.9-99.9-99.9-99.9-9.9 9919.3 53 16.9 -99-99.9-9.9-9.9
5272720151007 28.8 20.6-99.999999-99.9-99.9-99.9-99.9-9.9 9916.9 58 14.8 -99-99.9-9.9-9.9
5272720151008 21.6 15.7-99.999999-99.9-99.9-99.9-99.9-9.9 9914.6 69 12.5 -99-99.9-9.9-9.9
5272720151009 25.7 17.2-99.999999-99.9-99.9-99.9-99.9-9.9 9911.4 44  8.9 -99-99.9-9.9-9.9
5272720151010 19.2 15.2-99.999999-99.9-99.9-99.9-99.9-9.9 9910.4 59  7.5 -99-99.9-9.9-9.9
5272720151011 21.9 12.6-99.999999-99.9-99.9-99.9-99.9-9.9 9910.5 56  7.7 -99-99.9-9.9-9.9
5272720151012 24.7 11.3-99.999999-99.9-99.9-99.9-99.9-9.9 9910.4 49  7.5 -99-99.9-9.9-9.9
5272720151013 31.6  9.3-99.999999-99.9-99.9-99.9-99.9-9.9 9912.0 43  9.6 -99-99.9-9.9-9.9
5272720151014 37.0 15.7-99.999999-99.9-99.9-99.9-99.9-9.9 9915.5 45 13.5 -99-99.9-9.9-9.9
5272720151015 30.3 19.1-99.999999-99.9-99.9-99.9-99.9-9.9 9910.2 34  7.1 -99-99.9-9.9-9.9
5272720151016 27.3 16.3-99.999999-99.9-99.9-99.9-99.9-9.9 9911.1 41  8.5 -99-99.9-9.9-9.9
5272720151017 23.6 18.3-99.999999-99.9-99.9-99.9-99.9-9.9 9910.9 44  8.2 -99-99.9-9.9-9.9
5272720151018 29.3 15.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.8 32  6.6 -99-99.9-9.9-9.9
5272720151019 30.5 13.8-99.999999-99.9-99.9-99.9-99.9-9.9 9914.8 50 12.7 -99-99.9-9.9-9.9
5272720151020 31.3 20.0-99.999999-99.9-99.9-99.9-99.9-9.9 9914.4 42 12.4 -99-99.9-9.9-9.9
5272720151021 35.7 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 9914.7 37 12.7 -99-99.9-9.9-9.9
5272720151022 34.1 20.6-99.999999-99.9-99.9-99.9-99.9-9.9 9914.1 36 12.1 -99-99.9-9.9-9.9
