5281720161102-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5281720161130 30.6 12.7  0.009999-99.9-99.9-99.9-99.910.4 7215.9 51 13.9  13 10.525.523.6
5281720161201 33.8 18.0  0.009999-99.9-99.9-99.9-99.9 7.1 4919.3 61 16.8  12  9.719.920.5
5281720161202 30.3 18.9  0.009999-99.9-99.9-99.9-99.9 9.9 6813.6 37 11.2  12  9.624.7-9.9
5281720161203 31.1  9.8  0.009999-99.9-99.9-99.9-99.910.9 7513.4 48 11.2   6  4.526.414.0
5281720161204 33.7 16.3 30.819999-99.9-99.9-99.9-99.9 8.0 5420.9 75 18.1  18 14.121.422.5
5281720161205 25.5 13.9  0.009999-99.9-99.9-99.9-99.910.9 7410.5 41  7.4  11  9.126.424.0
5281720161206 27.3  8.0  0.009999-99.9-99.9-99.9-99.910.5 7211.8 48  9.3   5  4.125.812.1
5281720161207 30.1 10.6  0.009999-99.9-99.9-99.9-99.9 8.9 6113.4 52 11.3  10  7.823.117.3
5281720161208 27.3  9.6  0.009999-99.9-99.9-99.9-99.911.2 7610.9 46  8.0   5  3.626.911.9
5281720161209 34.3 13.1  0.519999-99.9-99.9-99.9-99.9 9.5 6414.5 44 12.3  15 11.724.1-9.9
5281720161210 31.9 17.3  0.009999-99.9-99.9-99.9-99.9 7.3 5012.2 34  9.8  13 10.820.5-9.9
5281720161211 30.4 11.0  0.009999-99.9-99.9-99.9-99.910.5 7212.6 44 10.3   6  4.825.915.3
5281720161212 29.0 14.7  0.009999-99.9-99.9-99.9-99.910.2 70 9.5 29  5.7  15 12.125.5-9.9
5281720161213 23.1  7.5  0.009999-99.9-99.9-99.9-99.9 7.0 47 8.4 40  4.3   8  6.720.015.7
5281720161214 27.0  3.7  0.009999-99.9-99.9-99.9-99.9 7.4 50 9.5 42  6.2   8  6.520.714.8
5281720161215 34.6 14.7  0.009999-99.9-99.9-99.9-99.9 8.7 5913.2 40 10.9  20 15.722.8-9.9
5281720161216 33.8 18.6  0.009999-99.9-99.9-99.9-99.9 7.8 5313.4 39 11.3  20 16.321.3-9.9
5281720161217 33.2 16.6  2.019999-99.9-99.9-99.9-99.9 2.7 1814.4 52 12.3  11  8.412.722.0
5281720161218 31.5 14.3  0.009999-99.9-99.9-99.9-99.9 7.1 4813.6 53 11.3   8  6.020.215.5
5281720161219 35.1 12.1  0.009999-99.9-99.9-99.9-99.9 9.5 6411.5 37  8.7   7  5.624.219.4
5281720161220 35.4 17.3  0.009999-99.9-99.9-99.9-99.9 8.8 6015.5 40 13.4  16 13.123.0-9.9
5281720161221 30.9 19.8  0.009999-99.9-99.9-99.9-99.9 8.1 5510.0 27  5.8  10  8.321.8-9.9
5281720161222 31.8  9.7  0.009999-99.9-99.9-99.9-99.9 8.3 5610.5 32  7.6   6  5.122.217.6
5281720161223 34.3  9.9  0.009999-99.9-99.9-99.9-99.9 9.2 6210.7 30  7.8   5  4.323.716.6
5281720161224 32.7 16.0  9.819999-99.9-99.9-99.9-99.9 8.5 5816.1 46 13.9  14 11.022.6-9.9
5281720161225 30.3 18.3  0.009999-99.9-99.9-99.9-99.9 5.9 4020.3 72 17.6   8  6.418.113.4
5281720161226 31.9 15.1  0.009999-99.9-99.9-99.9-99.9 9.1 6211.7 36  9.1   8  6.523.521.8
5281720161227 33.5 14.3  0.009999-99.9-99.9-99.9-99.910.5 7112.4 41  9.9   6  4.925.917.8
5281720161228 33.3 14.6  0.009999-99.9-99.9-99.9-99.910.0 6815.6 45 13.5   9  6.925.020.5
5281720161229 34.1 17.0  0.009999-99.9-99.9-99.9-99.9 9.7 6619.5 53 17.1  11  9.024.622.4
5281720161230 35.9 20.1  0.009999-99.9-99.9-99.9-99.9 8.1 5521.8 49 18.9  11  8.821.922.2
5281720161231 33.1 18.2  0.219999-99.9-99.9-99.9-99.9 4.3 2917.0 49 14.2   6  5.015.316.0
5281720170101 31.3 14.9  0.009999-99.9-99.9-99.9-99.9 9.6 65 9.9 35  6.5   8  6.624.323.3
5281720170102 32.3 15.3 25.219999-99.9-99.9-99.9-99.9 9.8 6714.8 51 12.6  18 14.324.8-9.9
5281720170103 28.4 15.1  0.009999-99.9-99.9-99.9-99.9 9.4 6412.0 36  9.1  11  8.524.024.6
5281720170104 28.5 13.0  0.009999-99.9-99.9-99.9-99.911.4 78 7.9 32  3.4  12  9.727.3-9.9
5281720170105 24.1 10.4  0.009999-99.9-99.9-99.9-99.910.7 73 7.4 38  2.3   9  7.026.220.9
5281720170106 31.8 11.1  0.009999-99.9-99.9-99.9-99.9 8.7 6015.6 55 12.9  18 14.222.823.2
5281720170107 34.3 20.8  0.009999-99.9-99.9-99.9-99.9 9.1 6214.9 34 12.1  10  7.923.4-9.9
5281720170108 30.5 15.6  9.219999-99.9-99.9-99.9-99.9 5.2 3616.1 69 13.6  12  9.916.817.9
5281720170109 25.8 16.9 26.519999-99.9-99.9-99.9-99.9 2.7 1816.8 62 14.0   9  7.212.611.6
5281720170110 28.4  9.9-99.999999-99.9-99.9-99.9-99.9 9.1 6210.2 45  7.0   9  6.923.319.3
5281720170111-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5281720170112 34.2 15.7  0.009999-99.9-99.9-99.9-99.9 9.9 6818.9 54 15.9  16 13.224.7-9.9
5281720170113 30.6 19.1  0.009999-99.9-99.9-99.9-99.910.7 74 9.9 39  6.7  10  8.226.0-9.9
5281720170114 33.5 14.7  0.009999-99.9-99.9-99.9-99.9 9.6 6715.9 55 13.6  14 10.924.124.6
5281720170115 33.3 17.7  0.009999-99.9-99.9-99.9-99.9 9.9 6916.1 44 14.0   7  5.224.616.6
5281720170116 36.0 12.7  0.009999-99.9-99.9-99.9-99.910.6 7314.9 41 12.9   6  4.525.715.9
5281720170117 33.4 19.2  0.009999-99.9-99.9-99.9-99.910.9 7610.8 28  7.6  10  7.626.1-9.9
5281720170118 34.0 15.3  0.009999-99.9-99.9-99.9-99.910.9 7611.5 40  8.8   8  6.526.122.6
5281720170119 36.1 15.2  0.009999-99.9-99.9-99.9-99.9 9.3 6518.1 48 15.4  11  8.523.522.3
5281720170120 37.4 19.7  0.009999-99.9-99.9-99.9-99.9 9.8 6923.7 53 20.2  10  8.124.220.4
5281720170121 38.5 23.2  0.519999-99.9-99.9-99.9-99.9 7.6 5322.2 52 18.8  13 10.520.4-9.9
5281720170122 32.7 16.6  0.219999-99.9-99.9-99.9-99.9 2.1 1520.8 64 17.9  12  9.811.315.3
5281720170123 32.2 17.1  0.819999-99.9-99.9-99.9-99.9 8.5 6021.4 57 18.5  14 10.821.920.5
5281720170124 30.1 20.3  0.009999-99.9-99.9-99.9-99.9 8.8 6214.4 39 11.7  16 12.622.4-9.9
5281720170125 26.4  9.7  0.009999-99.9-99.9-99.9-99.9 7.3 5211.3 49  8.6   8  6.119.914.9
5281720170126 29.8  8.8  0.009999-99.9-99.9-99.9-99.910.3 7311.7 45  9.2   6  4.624.813.0
5281720170127 31.1 14.5  0.009999-99.9-99.9-99.9-99.910.4 7414.7 47 12.7  14 11.324.9-9.9
5281720170128 35.2 18.0  0.009999-99.9-99.9-99.9-99.9 9.9 7118.6 52 16.3  18 14.324.0-9.9
5281720170129 35.1 19.4  0.009999-99.9-99.9-99.9-99.910.5 7418.1 45 15.9  21 16.824.8-9.9
5281720170130 35.3 19.8  0.009999-99.9-99.9-99.9-99.9 8.7 6219.0 52 16.7  11  8.821.923.8
5281720170131 34.3 20.3  2.819999-99.9-99.9-99.9-99.9 2.0 1421.3 64 18.5  10  7.910.714.9
5281720170201 29.6 17.3  0.009999-99.9-99.9-99.9-99.9 8.9 6414.0 48 11.5  12  9.722.122.1
5281720170202 31.3  9.2  0.009999-99.9-99.9-99.9-99.9 9.6 6915.0 59 13.0   5  4.223.210.8
5281720170203 31.4 18.1  0.009999-99.9-99.9-99.9-99.9 4.9 3518.2 57 16.0   7  6.015.513.1
5281720170204 24.0 15.4 90.019999-99.9-99.9-99.9-99.9-9.9 9919.7 95 17.2   9  7.2 1.9-9.9
5281720170205 18.4 14.1  1.019999-99.9-99.9-99.9-99.9 0.9  615.8 89 13.8  17 13.9 8.8 7.5
5281720170206 26.2  7.3  0.009999-99.9-99.9-99.9-99.9 9.3 6814.3 67 12.2   3  2.222.5 6.6
5281720170207 27.9 13.0 14.219999-99.9-99.9-99.9-99.9 9.0 6617.6 65 15.5  12  9.322.013.8
5281720170208 28.5 16.7 43.819999-99.9-99.9-99.9-99.9 6.3 4620.4 83 17.8  11  8.517.510.7
5281720170209 27.5 14.8  0.009999-99.9-99.9-99.9-99.9 2.4 1820.0 86 17.4   7  5.711.2 5.4
5281720170210 31.2 16.4  0.009999-99.9-99.9-99.9-99.9 8.5 6219.8 67 17.2   4  3.120.8 8.8
5281720170211 31.3 16.6  0.009999-99.9-99.9-99.9-99.9 9.5 7019.7 63 17.2   5  4.222.511.4
5281720170212 32.9 17.1  0.009999-99.9-99.9-99.9-99.9 6.7 5020.9 66 18.2   6  4.917.910.4
5281720170213 30.2 15.4  0.009999-99.9-99.9-99.9-99.9 6.8 5017.1 64 14.8   5  3.717.9 9.7
5281720170214 30.2 14.1  0.009999-99.9-99.9-99.9-99.9 8.4 6219.4 68 17.0   5  4.120.4 8.8
5281720170215 32.8 16.0  0.009999-99.9-99.9-99.9-99.9 9.1 6820.1 68 17.5   3  2.821.5 8.5
5281720170216 31.2 19.2  6.219999-99.9-99.9-99.9-99.9 5.1 3820.6 62 17.9   9  6.915.013.3
5281720170217 26.3 16.8  0.219999-99.9-99.9-99.9-99.9 6.4 4813.5 49 10.9   6  5.017.013.0
5281720170218 31.0 12.8  0.009999-99.9-99.9-99.9-99.9 9.4 7013.7 52 11.3   6  5.021.613.8
5281720170219 33.6 15.0  0.009999-99.9-99.9-99.9-99.9 8.6 6522.0 66 18.8  13 10.120.315.1
5281720170220 35.3 20.4  0.009999-99.9-99.9-99.9-99.9 9.1 6923.7 65 20.0   6  4.521.012.4
5281720170221 38.0 22.7  0.009999-99.9-99.9-99.9-99.9 8.7 6624.3 54 20.4   7  5.420.415.2
5281720170222 38.9 21.5  0.009999-99.9-99.9-99.9-99.9 6.7 5124.5 65 20.5   9  7.117.215.5
5281720170223 35.8 18.8  0.009999-99.9-99.9-99.9-99.9 9.2 7018.3 46 15.9   7  6.020.918.6
5281720170224 30.7 21.9  0.009999-99.9-99.9-99.9-99.9-9.9 9924.2 80 20.5   8  6.1 6.4-9.9
5281720170225 35.8 21.0  6.219999-99.9-99.9-99.9-99.9 5.2 4026.1 79 21.8   7  5.714.6 8.1
5281720170226 28.0 21.7 10.519999-99.9-99.9-99.9-99.9-9.9 9926.3 89 21.9   7  5.7 6.1-9.9
5281720170227 29.6 19.6  0.009999-99.9-99.9-99.9-99.9 2.0 1524.5 89 20.7   4  3.2 9.5 4.5
5281720170228 34.7 17.1  0.009999-99.9-99.9-99.9-99.9 8.4 6518.8 53 16.4   7  5.819.214.3
5281720170301 27.3 17.4  1.519999-99.9-99.9-99.9-99.9 7.3 5712.8 53 10.5   7  5.717.516.9
5281720170302 23.4 16.2  0.219999-99.9-99.9-99.9-99.9 1.0  815.0 67 12.7   6  5.0 7.9 8.2
5281720170303 27.9  6.7  0.009999-99.9-99.9-99.9-99.9 9.2 7211.7 56  9.1   4  3.020.2 8.2
5281720170304 27.3 14.5  0.009999-99.9-99.9-99.9-99.9 7.7 6015.4 61 13.4   7  5.217.810.6
5281720170305 27.9 13.2  0.519999-99.9-99.9-99.9-99.9 8.6 6716.4 63 14.3   9  7.319.012.0
5281720170306 24.9 13.4  0.009999-99.9-99.9-99.9-99.9 9.2 7313.4 54 10.9  10  7.919.916.1
5281720170307 24.8  7.2  0.009999-99.9-99.9-99.9-99.9 5.2 4214.6 67 12.4  15 11.713.912.0
5281720170308 29.6 19.0 52.019999-99.9-99.9-99.9-99.9 3.0 2321.8 80 18.9  16 12.710.410.3
5281720170309 24.6 13.0  0.009999-99.9-99.9-99.9-99.9 7.5 6012.5 59  9.8  12  9.517.017.7
5281720170310 24.1  8.8  0.009999-99.9-99.9-99.9-99.9 9.0 72 9.8 57  6.6   8  6.719.114.0
5281720170311 22.7  8.1  0.009999-99.9-99.9-99.9-99.9 7.9 6310.0 59  6.5   7  5.817.311.5
5281720170312 24.6  7.4  0.009999-99.9-99.9-99.9-99.9 8.8 71 9.0 58  5.4   8  6.418.613.2
5281720170313 31.1  6.5  0.009999-99.9-99.9-99.9-99.9 8.7 7010.8 44  8.0   7  5.618.312.5
5281720170314 29.8 13.6  0.009999-99.9-99.9-99.9-99.9 7.9 6415.1 56 13.0  17 13.417.022.7
5281720170315 22.5 15.4  0.009999-99.9-99.9-99.9-99.9 2.2 1814.5 71 12.3  14 11.5 8.916.4
5281720170316 21.8  6.8  0.009999-99.9-99.9-99.9-99.9 9.0 73 9.7 65  6.4   7  5.518.4 9.8
5281720170317 24.7  4.2  0.009999-99.9-99.9-99.9-99.9 9.0 7410.4 59  7.5   6  5.018.3 8.6
5281720170318 26.3 10.7  0.009999-99.9-99.9-99.9-99.9 8.5 7014.3 64 12.2  13 10.117.514.0
5281720170319 26.7 12.3  0.009999-99.9-99.9-99.9-99.9 8.6 7114.7 63 12.7  12  9.817.615.1
5281720170320 27.0 12.2  0.009999-99.9-99.9-99.9-99.9 8.2 6815.3 68 13.3  10  8.116.812.2
5281720170321 26.5 13.7  0.009999-99.9-99.9-99.9-99.9 5.9 4916.0 71 14.0   8  6.713.6 9.3
5281720170322 28.2 14.3  0.009999-99.9-99.9-99.9-99.9 7.1 5917.4 73 15.2   6  5.115.2 7.7
5281720170323 29.2 12.8  0.009999-99.9-99.9-99.9-99.9 8.2 6818.1 69 15.8   7  5.316.5 8.1
5281720170324 30.3 16.2  0.009999-99.9-99.9-99.9-99.9 6.9 5819.5 72 17.1   8  6.314.7 9.2
5281720170325 30.3 18.2  0.009999-99.9-99.9-99.9-99.9 6.6 5520.1 65 17.6  13 10.314.115.7
5281720170326 28.3 19.4  0.009999-99.9-99.9-99.9-99.9 7.0 5921.2 80 18.4  13 10.614.513.2
5281720170327 30.7 16.2  0.009999-99.9-99.9-99.9-99.9 5.9 5021.4 72 18.6   9  7.413.0 9.3
5281720170328 26.8 19.8  0.009999-99.9-99.9-99.9-99.9 0.8  722.4 80 19.3  18 14.2 6.211.5
5281720170329 24.0 17.9 16.019999-99.9-99.9-99.9-99.9-9.9 9920.2 86 17.6  16 12.5 2.7-9.9
5281720170330 23.8 15.8  1.019999-99.9-99.9-99.9-99.9 0.4  320.8 96 18.1   6  5.0 5.5 2.4
5281720170331 26.9 17.5 16.019999-99.9-99.9-99.9-99.9 0.3  324.0 94 20.4  10  7.6 5.3 2.5
5281720170401 22.9 19.3 15.819999-99.9-99.9-99.9-99.9-9.9 9922.9 95 19.7  14 11.5 1.9-9.9
5281720170402 20.6 13.9  0.819999-99.9-99.9-99.9-99.9-9.9 9918.1 97 15.9   8  6.3 2.9-9.9
5281720170403 25.4  8.1  0.009999-99.9-99.9-99.9-99.9 6.8 5913.5 69 11.3   6  4.513.5 6.5
5281720170404 24.8 13.8  0.009999-99.9-99.9-99.9-99.9 3.5 3014.5 69 12.3   7  5.7 9.2 8.2
5281720170405 22.0  9.5  0.009999-99.9-99.9-99.9-99.9 7.2 6211.2 62  8.6   7  5.413.7 8.8
5281720170406 24.6  8.0 36.819999-99.9-99.9-99.9-99.9 5.3 4713.6 68 11.5  11  8.711.3 9.2
5281720170407 19.8 10.3 17.819999-99.9-99.9-99.9-99.9-9.9 9914.7 97 12.7  14 11.1 1.7-9.9
5281720170408 19.2  8.0  0.219999-99.9-99.9-99.9-99.9 1.3 1212.8 80 10.5   8  6.5 6.2 4.3
5281720170409 20.8 13.0  0.219999-99.9-99.9-99.9-99.9 1.0  912.6 71 10.3  13 10.4 5.811.3
5281720170410 22.4  9.0  0.009999-99.9-99.9-99.9-99.9 2.3 2112.3 70 10.0   7  5.6 7.3 6.3
5281720170411 18.3 10.2  0.009999-99.9-99.9-99.9-99.9 5.0 4411.1 67  8.2  10  8.110.410.7
5281720170412 18.9  1.5  0.009999-99.9-99.9-99.9-99.9 7.3 65 8.4 71  4.3   2  1.913.1 3.4
5281720170413 21.8  7.2  0.009999-99.9-99.9-99.9-99.9 2.7 2412.8 73 10.5  13 10.4 7.5 7.7
5281720170414 23.6 12.6  0.009999-99.9-99.9-99.9-99.9 5.8 5313.5 67 11.3   9  7.111.2 9.0
5281720170415 19.9 12.7  0.009999-99.9-99.9-99.9-99.9 1.6 1415.2 92 13.2  13 10.1 6.1 5.1
5281720170416 19.3  4.3  0.009999-99.9-99.9-99.9-99.9 6.3 57 9.9 77  6.8   4  3.011.5 4.3
5281720170417 19.1  6.1  0.009999-99.9-99.9-99.9-99.9 7.0 6311.0 80  8.3   7  5.512.2 4.5
5281720170418 20.4  6.6  0.009999-99.9-99.9-99.9-99.9 4.9 4512.8 80 10.5  13 10.0 9.8 4.9
5281720170419 22.9 10.6  0.009999-99.9-99.9-99.9-99.9 4.8 4415.0 78 13.0  11  8.5 9.5 6.1
5281720170420 22.6  7.8  0.009999-99.9-99.9-99.9-99.9 2.2 2013.5 77 11.4   4  3.2 6.5 3.8
5281720170421 18.8  6.6  0.009999-99.9-99.9-99.9-99.9 7.0 65 9.0 64  5.2  10  7.611.911.5
5281720170422 23.4  3.5  0.009999-99.9-99.9-99.9-99.9 6.6 61 9.1 65  5.5   6  5.011.3 6.7
5281720170423 14.6  3.2 14.519999-99.9-99.9-99.9-99.9-9.9 9912.1 96  9.4   8  6.3 1.5-9.9
5281720170424 14.2  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 95 10.1   4  3.0 3.2-9.9
5281720170425 16.5  6.6  0.009999-99.9-99.9-99.9-99.9 0.8  710.7 77  7.9   6  4.6 4.7 3.2
5281720170426 16.3  2.7  0.219999-99.9-99.9-99.9-99.9 5.9 55 7.8 62  3.4  11  8.710.1 9.3
5281720170427 22.0  4.1  0.009999-99.9-99.9-99.9-99.9 5.4 51 9.6 66  6.2   7  5.5 9.5 5.8
5281720170428 24.6  8.3  0.009999-99.9-99.9-99.9-99.9 6.4 6111.5 71  9.0   5  3.910.5 5.8
5281720170429 25.8  5.4  0.009999-99.9-99.9-99.9-99.9 7.0 6712.3 72  9.9   6  4.611.1 5.3
5281720170430 27.8  7.6  0.009999-99.9-99.9-99.9-99.9 6.4 6113.9 76 11.8   5  4.210.4 5.4
5281720170501 25.1 11.4  0.009999-99.9-99.9-99.9-99.9 6.6 6313.4 66 11.3  16 12.710.414.2
5281720170502 24.8 13.4  0.009999-99.9-99.9-99.9-99.9 3.5 3314.7 73 12.6  13 10.6 7.211.8
5281720170503 22.6  6.6  0.009999-99.9-99.9-99.9-99.9 6.6 64 9.8 64  6.7   7  5.610.3 8.8
5281720170504 25.2  9.5  0.009999-99.9-99.9-99.9-99.9 4.5 4315.6 82 13.5  14 11.5 8.1 6.0
5281720170505 25.6 12.3  0.009999-99.9-99.9-99.9-99.9 4.0 3918.9 84 16.5  11  8.8 7.5 4.2
5281720170506 23.8 16.6  0.009999-99.9-99.9-99.9-99.9 2.2 2118.6 80 16.3  22 17.5 5.613.2
5281720170507 23.1 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9918.4 81 15.8  11  9.0 2.6-9.9
5281720170508 19.3  9.0  0.009999-99.9-99.9-99.9-99.9 4.2 41 9.4 64  6.1   6  5.1 7.5 7.4
5281720170509 16.5  1.7  0.009999-99.9-99.9-99.9-99.9 3.0 29 9.6 85  6.3   4  3.2 6.2 2.5
5281720170510 16.3  4.2  2.519999-99.9-99.9-99.9-99.9 5.4 5310.0 76  7.0  11  8.5 8.5 5.8
5281720170511 13.4  9.1  0.009999-99.9-99.9-99.9-99.9 0.3  311.4 87  8.8  21 16.9 3.5 7.5
5281720170512 13.0  8.8  0.819999-99.9-99.9-99.9-99.9-9.9 9912.3 98 10.0   5  4.2 1.3-9.9
5281720170513 18.9  7.3  0.219999-99.9-99.9-99.9-99.9 2.8 2712.3 91 10.0   2  1.5 5.8 1.2
5281720170514 15.0  5.8  0.009999-99.9-99.9-99.9-99.9 1.5 1512.3 94  9.9   7  5.6 4.5 0.7
5281720170515 17.9  2.8  0.009999-99.9-99.9-99.9-99.9 5.8 58 8.2 72  4.1   4  3.4 8.6 3.8
5281720170516 18.6  2.2  0.009999-99.9-99.9-99.9-99.9 5.7 57 9.2 73  5.7  11  8.9 8.5 6.0
5281720170517 17.9  8.3  0.009999-99.9-99.9-99.9-99.9 1.8 1813.1 87 10.9  16 12.7 4.8 4.0
5281720170518 14.5 11.7 11.219999-99.9-99.9-99.9-99.9-9.9 9914.5 99 12.5  12  9.4 1.4-9.9
5281720170519 13.8 10.4  9.819999-99.9-99.9-99.9-99.9-9.9 9914.1 99 12.1  12 10.0 1.9-9.9
5281720170520 14.5  8.3  3.219999-99.9-99.9-99.9-99.9-9.9 9913.9100 11.8   8  6.3 1.8-9.9
5281720170521 20.4  6.2  0.009999-99.9-99.9-99.9-99.9 4.4 4411.8 86  9.3   5  3.8 6.9 3.0
5281720170522 14.6  5.2  0.009999-99.9-99.9-99.9-99.9 0.1  1 8.7 65  4.8   7  5.4 3.0 5.0
5281720170523 12.0  9.7 13.819999-99.9-99.9-99.9-99.9-9.9 9911.7 96  9.2   7  5.2 0.1-9.9
5281720170524 15.8  9.8  4.819999-99.9-99.9-99.9-99.9 1.1 1213.2 93 11.1   8  6.1 3.9 0.9
5281720170525 11.5  5.5  7.819999-99.9-99.9-99.9-99.9-9.9 9911.0100  8.3   6  4.5 0.2-9.9
5281720170526 13.1  1.0  0.009999-99.9-99.9-99.9-99.9 4.9 50 8.5 88  4.4   6  4.8 7.1 1.7
5281720170527 12.6 -1.3  0.009999-99.9-99.9-99.9-99.9 5.6 57 7.5 86  2.8   4  2.9 7.7 1.4
5281720170528 13.3  2.1  0.219999-99.9-99.9-99.9-99.9 5.5 57 8.7 88  4.8   7  5.5 7.6 1.6
5281720170529 15.7 -0.1  0.009999-99.9-99.9-99.9-99.9 5.2 54 8.7 88  4.7   1  1.0 7.3 0.7
5281720170530 15.0 -0.8  0.219999-99.9-99.9-99.9-99.9 5.4 56 9.0 89  5.1   4  3.4 7.5 0.7
5281720170531 14.9  1.6  0.009999-99.9-99.9-99.9-99.9 5.5 56 9.6 90  6.2   7  5.8 7.5 1.4
5281720170601 16.9  2.9  0.009999-99.9-99.9-99.9-99.9 4.1 42 9.5 89  6.1   4  3.0 6.2 1.2
5281720170602 14.5 -0.7  0.219999-99.9-99.9-99.9-99.9 2.2 23 9.9 87  6.3   7  6.0 4.6 0.4
5281720170603 15.9  3.2  0.009999-99.9-99.9-99.9-99.9 5.1 53 8.7 79  4.7   8  6.0 7.0 5.3
5281720170604 12.3 -0.6  0.009999-99.9-99.9-99.9-99.9 5.7 59 6.6 71  1.0   9  6.9 7.5 6.1
5281720170605 14.2 -2.9  0.009999-99.9-99.9-99.9-99.9 5.8 61 6.2 67  0.1   5  4.4 7.6 3.1
5281720170606 15.4 -0.5  0.009999-99.9-99.9-99.9-99.9 5.8 60 7.3 69  2.3  10  8.0 7.5 4.4
5281720170607 14.6  2.6  1.019999-99.9-99.9-99.9-99.9 1.3 1410.0 90  6.9   6  5.2 3.7 1.3
5281720170608 11.8  3.4  0.009999-99.9-99.9-99.9-99.9 3.0 32 9.0 90  5.3  11  8.9 5.2 3.3
5281720170609 20.2  2.5  0.009999-99.9-99.9-99.9-99.9 3.3 35 8.8 69  5.1  11  8.8 5.4 6.8
5281720170610 20.3  7.1  0.009999-99.9-99.9-99.9-99.9 4.1 43 8.8 59  5.2  11  9.1 6.014.1
5281720170611 13.1  0.7  0.009999-99.9-99.9-99.9-99.9 6.0 63 6.0 59 -0.5   7  5.8 7.6 7.5
5281720170612 12.9 -2.2  0.009999-99.9-99.9-99.9-99.9 1.6 17 6.7 78  1.2   8  6.8 3.9 2.6
5281720170613 15.8 -2.2  0.009999-99.9-99.9-99.9-99.9 2.7 28 7.3 81  2.4   2  1.8 4.8 1.2
5281720170614 16.4  5.7  0.009999-99.9-99.9-99.9-99.9 1.3 1412.1 91  9.6  18 14.8 3.7 2.3
