5272220130227-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272220130228 37.8 21.4  0.009999-99.9-99.9-99.9-99.9-9.9 9917.2 40 15.1 -99-99.9-9.9-9.9
5272220130301 40.6 23.4  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 36 15.9 -99-99.9-9.9-9.9
5272220130302 34.6 24.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 27  7.9 -99-99.9-9.9-9.9
5272220130303 31.1 22.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 40 10.1 -99-99.9-9.9-9.9
5272220130304 30.0 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 43 10.1 -99-99.9-9.9-9.9
5272220130305 35.5 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 36  9.6 -99-99.9-9.9-9.9
5272220130306 37.9 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 34 11.6 -99-99.9-9.9-9.9
5272220130307 35.8 22.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 44 16.0 -99-99.9-9.9-9.9
5272220130308 38.2 25.3  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 48 19.5 -99-99.9-9.9-9.9
5272220130309 42.0 25.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.7 43 20.1 -99-99.9-9.9-9.9
5272220130310 35.4 21.7  2.519999-99.9-99.9-99.9-99.9-9.9 9919.8 46 17.1 -99-99.9-9.9-9.9
5272220130311 35.1 17.1 22.819999-99.9-99.9-99.9-99.9-9.9 9919.0 49 16.6 -99-99.9-9.9-9.9
5272220130312 31.2 17.4  0.219999-99.9-99.9-99.9-99.9-9.9 9918.6 61 16.2 -99-99.9-9.9-9.9
5272220130313 25.1 17.3  8.019999-99.9-99.9-99.9-99.9-9.9 9919.3 82 16.9 -99-99.9-9.9-9.9
5272220130314 18.1 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 85 13.5 -99-99.9-9.9-9.9
5272220130315 23.0 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 74 13.5 -99-99.9-9.9-9.9
5272220130316 23.6 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 71 13.9 -99-99.9-9.9-9.9
