5295820151202-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5295820151203 35.3 21.8  0.009999-99.9-99.9-99.9-99.9 4.8 3525.7 69 21.5   4  3.516.3 9.3
5295820151204 37.9 21.4  0.009999-99.9-99.9-99.9-99.9 8.3 6023.1 49 19.7   5  3.722.513.6
5295820151205 30.0 21.8  0.009999-99.9-99.9-99.9-99.9 0.1  120.5 57 17.9   4  3.3 8.1 8.3
5295820151206 35.4 18.4  0.009999-99.9-99.9-99.9-99.9 9.3 6816.4 40 14.2   3  2.624.312.5
5295820151207 36.2 16.6  0.009999-99.9-99.9-99.9-99.910.3 7515.9 37 13.9   5  3.826.015.7
5295820151208 39.3 20.3  9.819999-99.9-99.9-99.9-99.9 9.8 7117.1 34 15.0   8  6.225.122.7
5295820151209 31.4 18.3 33.819999-99.9-99.9-99.9-99.9-9.9 9923.4 97 20.0   5  4.0 3.4-9.9
5295820151210 31.6 16.3  0.009999-99.9-99.9-99.9-99.911.2 8121.0 69 18.2   1  1.027.6 8.0
5295820151211 35.7 19.6  0.009999-99.9-99.9-99.9-99.911.3 8222.8 57 19.5   4  3.327.812.6
5295820151212 40.5 23.0 38.819999-99.9-99.9-99.9-99.910.6 7627.1 53 22.4   8  6.026.518.3
5295820151213 33.3 20.2  0.219999-99.9-99.9-99.9-99.9 3.4 2526.4 76 21.9   7  5.514.0 9.6
5295820151214 30.1 19.9  7.219999-99.9-99.9-99.9-99.9 5.6 4126.6 79 22.0   5  3.717.9 7.5
5295820151215 32.5 20.9  0.009999-99.9-99.9-99.9-99.911.3 8224.3 67 20.6   5  4.327.812.3
5295820151216 33.7 19.8  0.009999-99.9-99.9-99.9-99.9 8.4 6027.0 68 22.3   7  5.422.711.6
5295820151217 41.8 25.9  0.009999-99.9-99.9-99.9-99.911.3 8226.0 44 21.5   8  6.727.923.5
5295820151218 34.0 24.0  0.009999-99.9-99.9-99.9-99.9 2.7 2025.1 77 21.1   7  5.912.812.1
5295820151219 29.7 19.7  0.009999-99.9-99.9-99.9-99.9 8.6 6215.9 47 13.9   7  5.523.116.4
5295820151220 33.5 18.6  0.009999-99.9-99.9-99.9-99.9 5.0 3622.7 66 19.3   5  3.916.9 9.1
5295820151221 34.7 23.1  0.009999-99.9-99.9-99.9-99.9 4.7 3427.1 65 22.4   5  3.816.2 9.9
5295820151222 39.8 27.9  0.009999-99.9-99.9-99.9-99.9 7.8 5626.6 46 22.0   7  5.521.819.1
5295820151223 37.9 21.2 82.819999-99.9-99.9-99.9-99.9 5.5 3928.9 80 23.4  11  9.017.616.2
5295820151224 30.2 21.4  0.009999-99.9-99.9-99.9-99.9 2.9 2126.4 86 22.0   3  2.213.2 4.8
5295820151225 33.1 20.5  0.009999-99.9-99.9-99.9-99.910.0 7226.6 68 22.1   4  3.425.610.4
5295820151226 34.6 22.6  0.009999-99.9-99.9-99.9-99.9 9.6 6929.1 70 23.6   5  3.724.911.2
5295820151227 37.9 24.3  0.009999-99.9-99.9-99.9-99.9 7.1 5131.1 68 24.7   4  3.320.410.5
5295820151228 29.1 24.6  7.519999-99.9-99.9-99.9-99.9 0.5  432.1 88 25.2   5  3.9 8.9 4.5
5295820151229 33.9 24.5 13.219999-99.9-99.9-99.9-99.9 6.0 4432.9 86 25.6   2  1.418.6 6.1
5295820151230 36.4 23.5 26.019999-99.9-99.9-99.9-99.911.5 8330.1 63 24.1   2  2.028.210.8
5295820151231 28.8 22.1 10.819999-99.9-99.9-99.9-99.9-9.9 9928.5 98 23.3   3  2.1 3.6-9.9
5295820160101 35.1 21.8  0.009999-99.9-99.9-99.9-99.9 9.0 6530.9 77 24.5   3  2.123.8 8.3
5295820160102 36.5 24.3  0.009999-99.9-99.9-99.9-99.910.5 7631.5 68 24.9   4  3.126.511.6
5295820160103 37.0 25.5 26.819999-99.9-99.9-99.9-99.9 6.6 4831.5 75 24.9   5  4.419.511.3
5295820160104 31.9 22.1  0.819999-99.9-99.9-99.9-99.9 2.8 2029.6 85 23.8   4  3.212.9 4.8
5295820160105 35.1 22.4  0.009999-99.9-99.9-99.9-99.910.3 7529.0 73 23.5   3  2.726.010.0
5295820160106 36.2 23.6  0.009999-99.9-99.9-99.9-99.9 9.5 6929.5 68 23.8   3  2.424.7 9.9
5295820160107 34.0 22.0  0.009999-99.9-99.9-99.9-99.910.8 7926.9 69 22.3   4  2.927.011.0
5295820160108 35.1 20.9  0.009999-99.9-99.9-99.9-99.9 9.1 6626.0 64 21.7   3  2.624.010.2
5295820160109 34.6 23.0  0.009999-99.9-99.9-99.9-99.9 7.9 5727.7 66 22.8   4  3.021.710.3
5295820160110 38.1 22.7  0.009999-99.9-99.9-99.9-99.911.2 8128.8 59 23.4   3  2.427.611.6
5295820160111 38.4 23.9  0.009999-99.9-99.9-99.9-99.910.4 7629.6 61 23.8   3  2.326.111.5
5295820160112 41.6 24.8 92.819999-99.9-99.9-99.9-99.910.1 7430.4 65 24.2   5  4.225.615.2
5295820160113 27.6 23.7  4.019999-99.9-99.9-99.9-99.9-9.9 9930.6 97 24.4   3  2.1 4.9-9.9
5295820160114 35.4 23.1  0.009999-99.9-99.9-99.9-99.911.3 8330.0 69 24.1   3  2.227.710.0
5295820160115 36.3 23.5  0.009999-99.9-99.9-99.9-99.912.0 8829.4 68 23.7   3  2.529.011.7
5295820160116 36.3 20.7  0.009999-99.9-99.9-99.9-99.912.7 9324.3 57 20.6   3  2.130.212.1
5295820160117 38.7 21.2  0.009999-99.9-99.9-99.9-99.911.7 8625.8 53 21.5   2  1.628.411.0
5295820160118 39.0 23.7  0.009999-99.9-99.9-99.9-99.911.2 8227.1 56 22.3   2  1.827.411.4
5295820160119 39.4 20.2  0.009999-99.9-99.9-99.9-99.912.4 9122.5 48 19.3   4  2.829.514.4
