5280520101214-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280520101215 34.3 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 31  9.4 -99-99.9-9.9-9.9
5280520101216 36.4 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 40 12.8 -99-99.9-9.9-9.9
5280520101217 37.9 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.2 40 15.0 -99-99.9-9.9-9.9
5280520101218 32.7 20.1 12.319999-99.9-99.9-99.9-99.9-9.9 9917.8 48 15.7 -99-99.9-9.9-9.9
5280520101219 23.2 18.7 55.719999-99.9-99.9-99.9-99.9-9.9 9923.2100 19.8 -99-99.9-9.9-9.9
5280520101220 31.9 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9924.2 78 20.5 -99-99.9-9.9-9.9
5280520101221 35.5 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9921.7 53 18.7 -99-99.9-9.9-9.9
5280520101222 36.7 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9920.0 45 17.2 -99-99.9-9.9-9.9
5280520101223 37.4 20.0  2.919999-99.9-99.9-99.9-99.9-9.9 9925.3 60 21.3 -99-99.9-9.9-9.9
5280520101224 31.0 22.5  0.009999-99.9-99.9-99.9-99.9-9.9 9927.3 84 22.5 -99-99.9-9.9-9.9
5280520101225 37.0 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 45 16.0 -99-99.9-9.9-9.9
5280520101226 38.0 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 37 13.3 -99-99.9-9.9-9.9
5280520101227 38.9 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 37 13.7 -99-99.9-9.9-9.9
5280520101228 36.5 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 36 13.0 -99-99.9-9.9-9.9
5280520101229 34.3 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 50 16.3 -99-99.9-9.9-9.9
5280520101230-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280520101231-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5280520110101 34.4 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.5 57 17.8 -99-99.9-9.9-9.9
