5287020061107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287020231222-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287020240105-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287020240106 31.2 21.0  0.219999-99.9-99.9-99.9-99.9-9.9 9923.3 76 19.9   9  7.4-9.9-9.9
5287020240107 32.4 19.0  5.819999-99.9-99.9-99.9-99.9-9.9 9922.8 73 19.6   7  5.7-9.9-9.9
5287020240108 31.7 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 70 18.5   5  3.8-9.9-9.9
5287020240109 33.5 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9922.6 63 19.5   5  4.2-9.9-9.9
5287020240110 34.5 18.5 21.219999-99.9-99.9-99.9-99.9-9.9 9922.6 67 19.4   7  5.9-9.9-9.9
5287020240111 30.4 18.6  0.009999-99.9-99.9-99.9-99.9-9.9 9919.7 67 17.2  12  9.6-9.9-9.9
5287020240112 31.5 16.4 17.219999-99.9-99.9-99.9-99.9-9.9 9918.9 62 16.6  11  8.7-9.9-9.9
5287020240113 32.2 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.1 66 19.0  10  7.7-9.9-9.9
5287020240114 29.7 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9920.0 66 17.2   7  5.6-9.9-9.9
5287020240115 31.6 13.1 45.819999-99.9-99.9-99.9-99.9-9.9 9916.5 53 14.4   6  5.0-9.9-9.9
5287020240116 23.8 17.0  1.819999-99.9-99.9-99.9-99.9-9.9 9920.5 92 17.9   9  6.8-9.9-9.9
5287020240117 29.9 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9920.4 71 17.8   6  4.5-9.9-9.9
