5285520120517-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285520120518-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 54  2.4 -99-99.9-9.9-9.9
5285520120519 14.4  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 60  5.6 -99-99.9-9.9-9.9
5285520120520 14.9  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 40 -1.2 -99-99.9-9.9-9.9
5285520120521 16.9  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 50 -1.9 -99-99.9-9.9-9.9
5285520120522 15.5  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 50  0.2 -99-99.9-9.9-9.9
5285520120523 15.9 -0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 71  1.8 -99-99.9-9.9-9.9
5285520120524 17.6 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 76  6.2 -99-99.9-9.9-9.9
5285520120525 17.7  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 87  9.5 -99-99.9-9.9-9.9
5285520120526 17.3 12.0  0.819999-99.9-99.9-99.9-99.9-9.9 9914.6 94 12.6 -99-99.9-9.9-9.9
5285520120527 20.4 14.0  2.019999-99.9-99.9-99.9-99.9-9.9 9914.4 81 12.3 -99-99.9-9.9-9.9
5285520120528 18.4 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 78  8.8 -99-99.9-9.9-9.9
5285520120529 17.0  8.6  1.419999-99.9-99.9-99.9-99.9-9.9 9911.0 83  8.2 -99-99.9-9.9-9.9
5285520120530  8.7  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 80  3.3 -99-99.9-9.9-9.9
5285520120531  8.0  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 65  2.0 -99-99.9-9.9-9.9
5285520120601  8.9  0.9  1.819999-99.9-99.9-99.9-99.9-9.9 99 9.4 94  5.9 -99-99.9-9.9-9.9
5285520120602  9.9  7.7  1.519999-99.9-99.9-99.9-99.9-9.9 9910.8 98  8.1 -99-99.9-9.9-9.9
5285520120603 11.3  7.3 11.219999-99.9-99.9-99.9-99.9-9.9 99 9.7 82  6.4 -99-99.9-9.9-9.9
5285520120604 11.7  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 69  3.7 -99-99.9-9.9-9.9
5285520120605 10.4  2.6  1.519999-99.9-99.9-99.9-99.9-9.9 99 6.5 72  0.7 -99-99.9-9.9-9.9
5285520120606  9.6  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 57 -1.8 -99-99.9-9.9-9.9
5285520120607 11.0  5.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 50 -1.0 -99-99.9-9.9-9.9
5285520120608 11.7  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 61  0.3 -99-99.9-9.9-9.9
5285520120609 16.4  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 44  0.2 -99-99.9-9.9-9.9
5285520120610 14.2 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 80  3.9 -99-99.9-9.9-9.9
5285520120611 13.3  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 89  5.5 -99-99.9-9.9-9.9
5285520120612 17.1  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 85  7.5 -99-99.9-9.9-9.9
5285520120613 21.5  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 68  7.6 -99-99.9-9.9-9.9
5285520120614 11.0  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 45 -1.9 -99-99.9-9.9-9.9
