5283420060607-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060608 31.8 18.0  0.009999-99.9 15.4-99.9-99.9-9.9 9919.1 58 16.7 -99-99.9-9.9-9.9
5283420060609-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060610 33.1 21.5  0.009999-99.9 20.0-99.9-99.9-9.9 9923.3 64 19.9 -99-99.9-9.9-9.9
5283420060611 36.2 22.0  0.009999-99.9 19.7-99.9-99.9-9.9 9922.5 53 19.3 -99-99.9-9.9-9.9
5283420060612-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060613-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060614-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060615-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060616-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060618-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060621-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060624-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060625-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060628-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060701-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060702-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060705-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060708-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060709-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060710-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060712-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060713-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060718-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060722-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060724-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420060725-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420061103-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420061104-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420061109-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420100825-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283420100826 18.4  3.0  0.009999-99.9  2.7-99.9-99.9-9.9 9911.9 83  9.3 -99-99.9-9.9-9.9
5283420100827 23.8  7.4  0.009999-99.9  6.7-99.9-99.9-9.9 9913.9 81 11.7 -99-99.9-9.9-9.9
5283420100828 22.3 10.2  0.009999-99.9  9.4-99.9-99.9-9.9 9916.9 90 14.7 -99-99.9-9.9-9.9
5283420100829 17.6  9.0  0.009999-99.9  8.4-99.9-99.9-9.9 99 8.7 58  4.6 -99-99.9-9.9-9.9
5283420100830 15.3  4.5  0.319999-99.9  4.1-99.9-99.9-9.9 99 9.2 62  4.9 -99-99.9-9.9-9.9
5283420100831 15.0 12.8 13.019999-99.9 12.5-99.9-99.9-9.9 9915.7100 13.7 -99-99.9-9.9-9.9
5283420100901 13.8  8.9  8.919999-99.9  8.7-99.9-99.9-9.9 9911.1 91  8.4 -99-99.9-9.9-9.9
5283420100902 11.7  6.8 58.319999-99.9  6.6-99.9-99.9-9.9 9911.9100  9.3 -99-99.9-9.9-9.9
5283420100903 13.6  8.3  0.619999-99.9  8.2-99.9-99.9-9.9 9913.3 97 11.1 -99-99.9-9.9-9.9
5283420100904 17.6  7.0  0.319999-99.9  6.8-99.9-99.9-9.9 9911.8 84  9.3 -99-99.9-9.9-9.9
5283420100905 22.2  6.7  0.009999-99.9  6.4-99.9-99.9-9.9 9911.1 64  8.4 -99-99.9-9.9-9.9
5283420100906 23.3  9.4  0.009999-99.9  8.7-99.9-99.9-9.9 9913.1 71 10.9 -99-99.9-9.9-9.9
5283420100907 25.2  8.7  0.009999-99.9  7.5-99.9-99.9-9.9 9912.7 62 10.5 -99-99.9-9.9-9.9
5283420100908 23.1 10.0  0.009999-99.9  9.6-99.9-99.9-9.9 9911.5 55  9.0 -99-99.9-9.9-9.9
5283420100909 25.3 11.6  0.009999-99.9 11.1-99.9-99.9-9.9 9915.4 73 13.4 -99-99.9-9.9-9.9
5283420100910 27.0 15.4  7.019999-99.9 15.1-99.9-99.9-9.9 9917.8 77 15.6 -99-99.9-9.9-9.9
5283420100911 20.7 10.5  0.009999-99.9 10.4-99.9-99.9-9.9 9913.5 79 11.2 -99-99.9-9.9-9.9
5283420100912 19.2  8.2  0.009999-99.9  7.7-99.9-99.9-9.9 9912.1 79  9.7 -99-99.9-9.9-9.9
5283420100913 13.7 10.6 19.219999-99.9 10.3-99.9-99.9-9.9 9913.7100 11.6 -99-99.9-9.9-9.9
5283420100914 18.7  9.2  0.009999-99.9  9.0-99.9-99.9-9.9 9911.5 74  9.0 -99-99.9-9.9-9.9
5283420100915 24.3  8.2  0.009999-99.9  7.8-99.9-99.9-9.9 9910.3 56  7.3 -99-99.9-9.9-9.9
5283420100916 22.8  9.7  0.009999-99.9  9.1-99.9-99.9-9.9 9910.6 53  7.7 -99-99.9-9.9-9.9
5283420100917 17.6  3.6  0.009999-99.9  3.4-99.9-99.9-9.9 99 7.8 54  3.3 -99-99.9-9.9-9.9
5283420100918 18.9  4.0  0.009999-99.9  3.6-99.9-99.9-9.9 99 8.8 58  5.0 -99-99.9-9.9-9.9
5283420100919 22.9  9.3  0.009999-99.9  8.8-99.9-99.9-9.9 9912.0 62  9.6 -99-99.9-9.9-9.9
5283420100920 25.7 11.5  0.919999-99.9 11.2-99.9-99.9-9.9 9914.3 63 12.3 -99-99.9-9.9-9.9
5283420100921 20.4 14.1  0.009999-99.9 13.6-99.9-99.9-9.9 9915.7 85 13.7 -99-99.9-9.9-9.9
5283420100922 22.1 11.1  0.319999-99.9  9.8-99.9-99.9-9.9 9915.2 78 13.2 -99-99.9-9.9-9.9
5283420100923 21.6  8.8  0.009999-99.9  8.4-99.9-99.9-9.9 9910.5 60  7.6 -99-99.9-9.9-9.9
5283420100924 21.4  6.9  0.009999-99.9  6.6-99.9-99.9-9.9 9912.1 72  9.6 -99-99.9-9.9-9.9
5283420100925 25.3 10.4  0.009999-99.9  9.9-99.9-99.9-9.9 9913.4 63 11.3 -99-99.9-9.9-9.9
5283420100926 24.9 11.1  0.009999-99.9 10.7-99.9-99.9-9.9 9913.7 67 11.6 -99-99.9-9.9-9.9
5283420100927 23.6 11.3  6.119999-99.9 10.9-99.9-99.9-9.9 9914.9 76 12.8 -99-99.9-9.9-9.9
5283420100928 19.4 13.9  5.619999-99.9 13.4-99.9-99.9-9.9 9916.6 86 14.5 -99-99.9-9.9-9.9
5283420100929 18.2 13.2  0.009999-99.9 12.8-99.9-99.9-9.9 9913.8 82 11.7 -99-99.9-9.9-9.9
5283420100930 19.5  6.4  0.009999-99.9  6.2-99.9-99.9-9.9 9910.8 68  8.0 -99-99.9-9.9-9.9
5283420101001 17.3  7.9  0.009999-99.9  7.4-99.9-99.9-9.9 9910.0 69  6.9 -99-99.9-9.9-9.9
5283420101002 21.6  4.2  0.009999-99.9  3.7-99.9-99.9-9.9 99 8.5 56  4.6 -99-99.9-9.9-9.9
5283420101003 22.6  6.3  0.009999-99.9  5.9-99.9-99.9-9.9 99 8.8 46  5.0 -99-99.9-9.9-9.9
5283420101004 24.7  7.5  0.009999-99.9  6.9-99.9-99.9-9.9 9910.0 51  6.9 -99-99.9-9.9-9.9
5283420101005 26.5  9.3  0.009999-99.9  8.8-99.9-99.9-9.9 9911.8 52  9.3 -99-99.9-9.9-9.9
5283420101006 24.0 12.6  7.319999-99.9 12.2-99.9-99.9-9.9 9914.7 77 12.7 -99-99.9-9.9-9.9
5283420101007 23.2 13.4  0.009999-99.9 12.9-99.9-99.9-9.9 9913.8 68 11.7 -99-99.9-9.9-9.9
5283420101008 23.1  7.8  0.009999-99.9  7.3-99.9-99.9-9.9 9911.9 63  9.5 -99-99.9-9.9-9.9
5283420101009 23.9  7.5  0.009999-99.9  6.8-99.9-99.9-9.9 9913.6 72 11.5 -99-99.9-9.9-9.9
5283420101010 24.6 10.8  0.009999-99.9 10.4-99.9-99.9-9.9 9914.3 71 12.3 -99-99.9-9.9-9.9
5283420101011 24.1 10.3  0.009999-99.9  9.9-99.9-99.9-9.9 9912.9 66 10.7 -99-99.9-9.9-9.9
5283420101012 25.4 11.0  0.009999-99.9 10.6-99.9-99.9-9.9 9912.7 54 10.5 -99-99.9-9.9-9.9
5283420101013 25.1 13.5  8.119999-99.9 13.1-99.9-99.9-9.9 9916.6 78 14.5 -99-99.9-9.9-9.9
5283420101014 20.6 13.8  0.619999-99.9 13.8-99.9-99.9-9.9 9918.0 96 15.8 -99-99.9-9.9-9.9
5283420101015 16.9 11.3  0.009999-99.9 11.3-99.9-99.9-9.9 9914.5 91 12.5 -99-99.9-9.9-9.9
5283420101016 20.1 10.0  0.319999-99.9  9.8-99.9-99.9-9.9 9911.5 62  8.9 -99-99.9-9.9-9.9
5283420101017 20.2  7.5  0.009999-99.9  7.0-99.9-99.9-9.9 99 9.9 65  6.8 -99-99.9-9.9-9.9
5283420101018 24.1  4.2  0.009999-99.9  4.0-99.9-99.9-9.9 9910.1 57  7.0 -99-99.9-9.9-9.9
5283420101019 27.0  9.9  0.009999-99.9  9.6-99.9-99.9-9.9 9912.1 55  9.8 -99-99.9-9.9-9.9
5283420101020 29.1 12.9  0.009999-99.9 12.3-99.9-99.9-9.9 9915.1 58 13.1 -99-99.9-9.9-9.9
5283420101021 28.3 14.8  0.009999-99.9 14.3-99.9-99.9-9.9 9915.9 63 13.9 -99-99.9-9.9-9.9
5283420101022 23.6 13.2  0.009999-99.9 12.9-99.9-99.9-9.9 9912.9 66 10.6 -99-99.9-9.9-9.9
5283420101023 23.0  6.8  0.009999-99.9  6.6-99.9-99.9-9.9 99 9.7 53  6.3 -99-99.9-9.9-9.9
5283420101024 23.4  8.1  0.009999-99.9  7.8-99.9-99.9-9.9 9911.0 61  8.2 -99-99.9-9.9-9.9
5283420101025 25.3  8.3  0.009999-99.9  8.0-99.9-99.9-9.9 9911.5 55  8.9 -99-99.9-9.9-9.9
5283420101026 27.9  7.1  0.009999-99.9  6.5-99.9-99.9-9.9 9912.4 62  9.9 -99-99.9-9.9-9.9
5283420101027 24.7  9.1  0.009999-99.9  8.6-99.9-99.9-9.9 9912.7 69 10.3 -99-99.9-9.9-9.9
5283420101028 27.3 12.9  0.319999-99.9 12.7-99.9-99.9-9.9 9914.9 65 12.9 -99-99.9-9.9-9.9
5283420101029 19.2 14.1 31.919999-99.9 13.9-99.9-99.9-9.9 9914.8 90 12.8 -99-99.9-9.9-9.9
5283420101030 20.1  8.5  0.009999-99.9  8.3-99.9-99.9-9.9 99 9.6 50  6.3 -99-99.9-9.9-9.9
5283420101031 23.9 11.9  0.009999-99.9 11.6-99.9-99.9-9.9 9911.1 50  8.4 -99-99.9-9.9-9.9
5283420101101 30.1  8.3  0.009999-99.9  8.1-99.9-99.9-9.9 9913.5 57 11.2 -99-99.9-9.9-9.9
5283420101102 29.9 12.5  0.009999-99.9 12.0-99.9-99.9-9.9 9914.2 49 12.2 -99-99.9-9.9-9.9
5283420101103 32.2 13.3  8.819999-99.9 13.0-99.9-99.9-9.9 9916.3 59 14.2 -99-99.9-9.9-9.9
5283420101104 23.1 14.4  0.009999-99.9 14.3-99.9-99.9-9.9 9917.5 83 15.4 -99-99.9-9.9-9.9
5283420101105 26.3 11.6  0.009999-99.9 11.0-99.9-99.9-9.9 9912.9 53 10.5 -99-99.9-9.9-9.9
5283420101106 31.6 12.3  0.009999-99.9 12.1-99.9-99.9-9.9 9912.9 47 10.6 -99-99.9-9.9-9.9
5283420101107 35.2 13.0  0.009999-99.9 12.2-99.9-99.9-9.9 9915.7 46 13.7 -99-99.9-9.9-9.9
5283420101108 29.5 12.4 15.819999-99.9 12.1-99.9-99.9-9.9 9914.5 90 12.5 -99-99.9-9.9-9.9
5283420101109 21.5 11.1  0.009999-99.9 10.7-99.9-99.9-9.9 9911.3 67  8.6 -99-99.9-9.9-9.9
5283420101110 22.6  8.9  0.009999-99.9  8.4-99.9-99.9-9.9 9910.1 55  7.1 -99-99.9-9.9-9.9
5283420101111 24.1  7.4  0.009999-99.9  6.8-99.9-99.9-9.9 9911.5 59  9.0 -99-99.9-9.9-9.9
5283420101112 25.9 10.6  0.009999-99.9 10.3-99.9-99.9-9.9 9913.3 59 11.1 -99-99.9-9.9-9.9
5283420101113 26.3 11.4  0.009999-99.9 11.1-99.9-99.9-9.9 9913.6 58 11.5 -99-99.9-9.9-9.9
5283420101114 27.5 13.7  0.009999-99.9 13.3-99.9-99.9-9.9 9914.1 59 11.9 -99-99.9-9.9-9.9
5283420101115 25.8 13.1  6.319999-99.9 12.3-99.9-99.9-9.9 9915.6 71 13.6 -99-99.9-9.9-9.9
5283420101116 26.4 11.8  0.009999-99.9 11.5-99.9-99.9-9.9 9915.0 65 12.9 -99-99.9-9.9-9.9
5283420101117 26.5 11.3  0.009999-99.9 11.0-99.9-99.9-9.9 9913.6 59 11.5 -99-99.9-9.9-9.9
5283420101118 28.8 11.9  0.009999-99.9 11.2-99.9-99.9-9.9 9915.0 60 13.0 -99-99.9-9.9-9.9
5283420101119 29.4 14.1  0.009999-99.9 13.5-99.9-99.9-9.9 9914.9 49 12.9 -99-99.9-9.9-9.9
5283420101120 31.2 15.6  0.009999-99.9 15.3-99.9-99.9-9.9 9915.5 52 13.4 -99-99.9-9.9-9.9
5283420101121 33.5 17.5  4.319999-99.9 17.2-99.9-99.9-9.9 9917.7 51 15.5 -99-99.9-9.9-9.9
5283420101122 26.6 16.4  0.319999-99.9 15.9-99.9-99.9-9.9 9919.0 77 16.7 -99-99.9-9.9-9.9
5283420101123 29.2 15.6  0.009999-99.9 15.1-99.9-99.9-9.9 9918.0 61 15.8 -99-99.9-9.9-9.9
5283420101124 32.8 15.3  0.009999-99.9 14.9-99.9-99.9-9.9 9915.8 52 13.6 -99-99.9-9.9-9.9
5283420101125 33.0 15.3  0.009999-99.9 15.0-99.9-99.9-9.9 9915.0 44 13.0 -99-99.9-9.9-9.9
5283420101126 33.8 18.2  0.009999-99.9 17.9-99.9-99.9-9.9 9916.5 47 14.4 -99-99.9-9.9-9.9
5283420101127 28.8 20.3  0.009999-99.9 20.2-99.9-99.9-9.9 9917.5 51 15.3 -99-99.9-9.9-9.9
5283420101128 28.2 13.7  0.009999-99.9 13.6-99.9-99.9-9.9 9912.0 45  9.1 -99-99.9-9.9-9.9
5283420101129 27.7  9.6  0.009999-99.9  9.6-99.9-99.9-9.9 9912.2 48  9.9 -99-99.9-9.9-9.9
5283420101130 32.9 15.0 16.719999-99.9 14.5-99.9-99.9-9.9 9915.0 56 12.9 -99-99.9-9.9-9.9
5283420101201 33.3 16.0  0.009999-99.9 15.7-99.9-99.9-9.9 9915.9 47 13.8 -99-99.9-9.9-9.9
5283420101202 30.2 17.9  4.219999-99.9 17.4-99.9-99.9-9.9 9917.5 62 15.2 -99-99.9-9.9-9.9
5283420101203 30.8 15.0  0.009999-99.9 14.9-99.9-99.9-9.9 9913.9 41 11.7 -99-99.9-9.9-9.9
5283420101204 27.0 16.5  0.009999-99.9 16.1-99.9-99.9-9.9 9913.9 56 11.7 -99-99.9-9.9-9.9
5283420101205 31.2 15.1  0.009999-99.9 14.9-99.9-99.9-9.9 9914.7 50 12.6 -99-99.9-9.9-9.9
