5288520121212-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5288520121213 34.4 25.5  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 31 10.6 -99-99.9-9.9-9.9
5288520121214 40.0 19.4  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 26 11.5 -99-99.9-9.9-9.9
5288520121215 37.6 21.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.9 38 12.8 -99-99.9-9.9-9.9
5288520121216 44.6 20.9  0.009999-99.9-99.9-99.9-99.9-9.9 9911.2 18  8.2 -99-99.9-9.9-9.9
5288520121217 39.4 22.3  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 29 12.0 -99-99.9-9.9-9.9
5288520121218 39.9 21.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 31 14.0 -99-99.9-9.9-9.9
5288520121219 42.8 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 24 11.5 -99-99.9-9.9-9.9
5288520121220 33.7 20.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 42 13.1 -99-99.9-9.9-9.9
5288520121221 32.6 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 39 11.9 -99-99.9-9.9-9.9
5288520121222 36.4 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 34 11.9 -99-99.9-9.9-9.9
5288520121223 40.2 17.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 31 13.2 -99-99.9-9.9-9.9
5288520121224 44.5 25.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 24 12.6 -99-99.9-9.9-9.9
5288520121225 39.4 24.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 25 11.0 -99-99.9-9.9-9.9
5288520121226 31.3 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 25  3.8 -99-99.9-9.9-9.9
5288520121227 32.7 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 25  3.7 -99-99.9-9.9-9.9
5288520121228 35.2 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 26  6.1 -99-99.9-9.9-9.9
5288520121229 37.8 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 19  5.7 -99-99.9-9.9-9.9
5288520121230 40.2 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 21  6.7 -99-99.9-9.9-9.9
5288520121231 42.9 20.4 21.519999-99.9-99.9-99.9-99.9-9.9 99 9.5 14  4.8 -99-99.9-9.9-9.9
5288520130101 34.2 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.9 74 13.8 -99-99.9-9.9-9.9
5288520130102 30.8 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 45 12.0 -99-99.9-9.9-9.9
5288520130103 36.0 15.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.6 33 11.4 -99-99.9-9.9-9.9
5288520130104 38.0 17.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 28 11.3 -99-99.9-9.9-9.9
5288520130105 37.2 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 37 13.2 -99-99.9-9.9-9.9
5288520130106 31.1 22.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 60 15.5 -99-99.9-9.9-9.9
5288520130107 41.8 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 22  9.1 -99-99.9-9.9-9.9
5288520130108 38.9 20.8  1.519999-99.9-99.9-99.9-99.9-9.9 9914.5 29 12.2 -99-99.9-9.9-9.9
5288520130109 34.8 19.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.1 55 16.6 -99-99.9-9.9-9.9
5288520130110 38.4 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 35 14.4 -99-99.9-9.9-9.9
5288520130111 38.5 24.0  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 32 14.4 -99-99.9-9.9-9.9
5288520130112 38.1 22.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 34 14.3 -99-99.9-9.9-9.9
5288520130113 37.1 22.4  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 37 14.0 -99-99.9-9.9-9.9
5288520130114 37.4 25.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 30 11.3 -99-99.9-9.9-9.9
5288520130115 38.3 23.0  2.519999-99.9-99.9-99.9-99.9-9.9 9914.6 33 12.5 -99-99.9-9.9-9.9
5288520130116 33.5 19.5 31.019999-99.9-99.9-99.9-99.9-9.9 9920.4 55 17.7 -99-99.9-9.9-9.9
5288520130117 28.6 18.4 13.819999-99.9-99.9-99.9-99.9-9.9 9920.5 81 17.8 -99-99.9-9.9-9.9
5288520130118 34.2 20.4  2.219999-99.9-99.9-99.9-99.9-9.9 9916.9 41 14.6 -99-99.9-9.9-9.9
5288520130119 32.1 18.9  0.519999-99.9-99.9-99.9-99.9-9.9 9916.8 44 14.5 -99-99.9-9.9-9.9
5288520130120 28.7 18.7  0.219999-99.9-99.9-99.9-99.9-9.9 9918.5 61 16.2 -99-99.9-9.9-9.9
5288520130121 29.4 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 60 15.8 -99-99.9-9.9-9.9
5288520130122 34.0 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 44 14.3 -99-99.9-9.9-9.9
5288520130123 36.4 20.8  1.019999-99.9-99.9-99.9-99.9-9.9 9915.7 34 13.7 -99-99.9-9.9-9.9
5288520130124 40.2 19.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 38 11.5 -99-99.9-9.9-9.9
5288520130125 33.8 22.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.4 36 11.3 -99-99.9-9.9-9.9
