5281320250107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5281320250108-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 35-99.9 -99-99.9-9.9-9.9
5281320250109 35.0 21.0  1.019999-99.9-99.9-99.9-99.9-9.9 9925.8 97 21.4   1  0.5-9.9-9.9
5281320250110 37.1 20.0  0.009999-99.9-99.9-99.9-99.9-9.9 9924.2 57 20.5   1  0.8-9.9-9.9
5281320250111 39.1 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 9918.4 37 15.8   3  2.5-9.9-9.9
5281320250112 39.4 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 31 12.3   2  1.8-9.9-9.9
5281320250113 36.3 22.6  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 44 14.4   2  1.3-9.9-9.9
5281320250114 42.2 16.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.5 30 13.5   2  1.7-9.9-9.9
5281320250115 42.6 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 28 13.0   2  1.6-9.9-9.9
5281320250116 43.7 18.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 33 15.2   3  2.2-9.9-9.9
5281320250117 41.0 24.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 42 18.9   3  2.3-9.9-9.9
5281320250118 43.5 25.3  0.519999-99.9-99.9-99.9-99.9-9.9 9924.1 50 20.4   7  5.5-9.9-9.9
5281320250119 29.4 19.4  5.819999-99.9-99.9-99.9-99.9-9.9 9926.5 99 22.0   3  2.6-9.9-9.9
5281320250120 34.9 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9919.9 54 17.3  13 10.1-9.9-9.9
5281320250121 38.1 18.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.7 49 18.1  28 22.4-9.9-9.9
5281320250122 39.3 22.8 47.019999-99.9-99.9-99.9-99.9-9.9 9925.0 83 20.8  30 23.9-9.9-9.9
5281320250123 35.4 22.8 16.819999-99.9-99.9-99.9-99.9-9.9 9931.2 78 24.7  29 23.0-9.9-9.9
5281320250124 36.6 25.6  2.519999-99.9-99.9-99.9-99.9-9.9 9932.7 80 25.5  29 23.3-9.9-9.9
5281320250125 33.6 23.5 11.219999-99.9-99.9-99.9-99.9-9.9 9931.3 83 24.8  28 22.2-9.9-9.9
5281320250126 28.4 22.2 13.219999-99.9-99.9-99.9-99.9-9.9 9929.4100 23.7  27 21.9-9.9-9.9
5281320250127 34.6 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 9932.0 83 25.0  27 21.7-9.9-9.9
5281320250128 29.7 21.0 11.219999-99.9-99.9-99.9-99.9-9.9 9930.0100 23.9  29 23.6-9.9-9.9
5281320250129 32.7 20.7  0.009999-99.9-99.9-99.9-99.9-9.9 9927.9 81 22.9  28 22.1-9.9-9.9
5281320250130 35.5 20.5  0.009999-99.9-99.9-99.9-99.9-9.9 9924.7 60 20.9  28 22.3-9.9-9.9
5281320250131 38.8 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9924.2 55 20.5  28 22.4-9.9-9.9
5281320250201 39.9 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 49 19.7  28 22.3-9.9-9.9
5281320250202 40.7 20.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.3 45 19.2  30 23.8-9.9-9.9
5281320250203 44.8 23.7  0.009999-99.9-99.9-99.9-99.9-9.9 9920.6 35 17.9  30 23.8-9.9-9.9
5281320250204 45.5 26.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.1 32 18.3  31 24.9-9.9-9.9
5281320250205 47.5 24.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.5 35 19.3  31 24.7-9.9-9.9
5281320250206 38.7 25.4  0.009999-99.9-99.9-99.9-99.9-9.9 9927.7 60 22.7  33 26.1-9.9-9.9
5281320250207 43.2 26.1  0.009999-99.9-99.9-99.9-99.9-9.9 9927.2 50 22.4  29 23.3-9.9-9.9
5281320250208 43.3 26.0  0.009999-99.9-99.9-99.9-99.9-9.9 9923.9 41 20.3  29 23.5-9.9-9.9
5281320250209 43.2 22.7  0.009999-99.9-99.9-99.9-99.9-9.9 9921.5 38 18.6  29 22.9-9.9-9.9
5281320250210 43.9 25.0  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 40 19.7  32 25.8-9.9-9.9
5281320250211 44.1 28.4  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 36 18.7  33 26.6-9.9-9.9
5281320250212 39.3 23.2 10.819999-99.9-99.9-99.9-99.9-9.9 9926.8 65 22.0  31 24.8-9.9-9.9
5281320250213 30.3 21.7  1.519999-99.9-99.9-99.9-99.9-9.9 9930.1 94 24.1  28 22.4-9.9-9.9
5281320250214 38.4 23.5  0.009999-99.9-99.9-99.9-99.9-9.9 9930.5 70 24.4  27 21.4-9.9-9.9
5281320250215 41.2 26.0  0.009999-99.9-99.9-99.9-99.9-9.9 9930.6 66 24.4  30 24.2-9.9-9.9
5281320250216 39.7 23.8 10.819999-99.9-99.9-99.9-99.9-9.9 9932.3 83 25.3  28 22.4-9.9-9.9
5281320250217 26.9 23.4  1.219999-99.9-99.9-99.9-99.9-9.9 9931.7100 25.0  29 23.6-9.9-9.9
5281320250218 28.7 20.8  1.019999-99.9-99.9-99.9-99.9-9.9 9927.6 92 22.6  28 22.5-9.9-9.9
5281320250219 35.4 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9925.0 70 21.0  29 23.0-9.9-9.9
5281320250220 35.5 22.6  0.009999-99.9-99.9-99.9-99.9-9.9 9929.6 73 23.9  30 24.4-9.9-9.9
5281320250221 39.8 23.7  0.009999-99.9-99.9-99.9-99.9-9.9 9930.2 62 24.2  31 24.4-9.9-9.9
5281320250222 42.4 26.7  0.009999-99.9-99.9-99.9-99.9-9.9 9927.9 49 22.8  33 26.3-9.9-9.9
5281320250223 43.9 27.6  0.009999-99.9-99.9-99.9-99.9-9.9 9926.1 43 21.8  33 26.0-9.9-9.9
5281320250224 44.2 26.6  0.009999-99.9-99.9-99.9-99.9-9.9 9924.4 40 20.6  32 26.0-9.9-9.9
