5285620190927-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285620191027 14.4  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 37 -2.9  10  8.3-9.9-9.9
5285620191028 18.7  0.8  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.5 38 -1.6  11  9.2-9.9-9.9
5285620191029 18.9  7.0  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.5 36 -1.6  25 19.8-9.9-9.9
5285620191030 20.3  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 27 -4.7  16 13.1-9.9-9.9
5285620191031 24.4  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 24 -4.4  19 15.1-9.9-9.9
5285620191101 19.3  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 42  1.5  14 11.5-9.9-9.9
5285620191102 20.8  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 32 -2.3  28 22.0-9.9-9.9
5285620191103 22.3 11.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 33 -0.6  34 26.9-9.9-9.9
5285620191104 17.7  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 29 -4.8  36 28.7-9.9-9.9
5285620191105 17.9  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 38 -1.5  39 31.3-9.9-9.9
5285620191106 21.7  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 31 -2.0  31 24.8-9.9-9.9
5285620191107 20.4  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 24 -5.6  20 16.1-9.9-9.9
5285620191108 22.8  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 23 -7.5   8  6.1-9.9-9.9
5285620191109 22.5  6.6  0.319999-99.9-99.9-99.9-99.9-9.9 99 4.3 23 -5.1  12 10.0-9.9-9.9
5285620191110 24.3  7.1  0.319999-99.9-99.9-99.9-99.9-9.9 99 9.0 57  5.4   9  6.9-9.9-9.9
5285620191111 28.4 10.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 29  4.1   8  6.2-9.9-9.9
5285620191112 29.6  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 33  4.7   7  5.9-9.9-9.9
5285620191113 26.0 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 26 -1.6  26 20.9-9.9-9.9
5285620191114 27.0 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 29  1.5  17 13.9-9.9-9.9
5285620191115 24.4 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 32  2.3  31 25.0-9.9-9.9
5285620191116 24.4  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 25 -3.2  26 20.8-9.9-9.9
5285620191117 21.2 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 34 -0.6  28 22.1-9.9-9.9
5285620191118 23.8  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 32  0.4  20 16.3-9.9-9.9
5285620191119 30.5 11.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.5 33  0.8  28 22.6-9.9-9.9
5285620191120 22.6  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 21 -4.9  25 20.4-9.9-9.9
5285620191121 23.3  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 25 -3.6  15 11.7-9.9-9.9
5285620191122 27.5  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 19 -4.2  11  8.5-9.9-9.9
5285620191123 30.8  9.6 12.819999-99.9-99.9-99.9-99.9-9.9 99 9.9 45  5.5  13 10.6-9.9-9.9
5285620191124 25.4 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 43  6.8   9  7.4-9.9-9.9
5285620191125 21.0  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 29 -1.8  27 21.7-9.9-9.9
5285620191126 18.6  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 34 -2.7  34 27.0-9.9-9.9
5285620191127 18.5  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 39  0.2  26 21.2-9.9-9.9
5285620191128 23.3 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 44  2.7  25 19.9-9.9-9.9
5285620191129 18.6  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 35 -1.0  31 24.7-9.9-9.9
5285620191130 21.8  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 28 -2.7  22 17.5-9.9-9.9
5285620191201 29.4  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 23 -0.4  11  9.0-9.9-9.9
5285620191202 25.6 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 28  0.0  21 16.8-9.9-9.9
5285620191203 15.7  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 56  1.3  21 16.6-9.9-9.9
5285620191204 29.5  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 26  1.0  16 13.0-9.9-9.9
5285620191205 27.8 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 27  1.4  22 17.6-9.9-9.9
5285620191206 28.7 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 24  0.0  14 11.0-9.9-9.9
5285620191207 29.3 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 22  0.4  17 13.4-9.9-9.9
5285620191208 30.5 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 24  1.7  20 16.2-9.9-9.9
5285620191209 26.8 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 29  2.6  26 21.0-9.9-9.9
5285620191210 22.6 13.8  0.919999-99.9-99.9-99.9-99.9-9.9 99 8.8 38  5.0  22 17.4-9.9-9.9
5285620191211 21.6 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 32 -0.3  33 26.2-9.9-9.9
5285620191212 22.6  6.2  0.619999-99.9-99.9-99.9-99.9-9.9 99 5.6 33 -1.2  21 16.6-9.9-9.9
5285620191213 22.3  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 36  1.9  24 19.0-9.9-9.9
5285620191214 26.2  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 32  0.6  23 18.7-9.9-9.9
5285620191215 24.4 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 32  0.9  24 19.5-9.9-9.9
5285620191216 24.2  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 29 -0.2  20 16.0-9.9-9.9
5285620191217 29.1  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 34  4.1  25 19.7-9.9-9.9
5285620191218 24.7 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 25  1.3  28 22.4-9.9-9.9
5285620191219 23.3  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 29 -1.3  16 12.8-9.9-9.9
5285620191220 25.8  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 26 -2.2  17 13.7-9.9-9.9
5285620191221 28.8 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 26  0.7  20 16.1-9.9-9.9
5285620191222 32.5 15.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 28  4.5  24 19.4-9.9-9.9
5285620191223 22.8 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 28  0.4  29 23.0-9.9-9.9
5285620191224 21.1  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 33 -1.8  21 16.7-9.9-9.9
5285620191225 24.0  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 31 -0.6  28 22.1-9.9-9.9
5285620191226 23.1 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 33  1.9  17 13.3-9.9-9.9
5285620191227 29.9 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 32  5.1  22 17.4-9.9-9.9
5285620191228 28.9  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 25  0.2  14 11.1-9.9-9.9
5285620191229 32.4 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 23  2.5   9  7.0-9.9-9.9
5285620191230 31.5 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 17 -1.6  14 11.1-9.9-9.9
5285620191231 33.8 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 21  1.0  10  7.9-9.9-9.9
5285620200101 36.0 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 32  6.7  12  9.6-9.9-9.9
5285620200102 36.6 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 24  4.9  12  9.7-9.9-9.9
5285620200103 34.8 17.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 25  3.8  20 16.4-9.9-9.9
5285620200104 27.5  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 20 -3.6  16 13.1-9.9-9.9
5285620200105 22.6 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 34 -0.0  23 18.2-9.9-9.9
5285620200106 23.3  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 38  2.4  27 21.3-9.9-9.9
5285620200107 26.3 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 33  2.6  30 24.3-9.9-9.9
5285620200108 20.0  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 34 -1.0  32 25.6-9.9-9.9
5285620200109 16.4  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 40 -2.0  29 23.5-9.9-9.9
5285620200110 24.5  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 35  1.1  31 24.5-9.9-9.9
5285620200111 29.1 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 29  3.0  23 18.1-9.9-9.9
5285620200112 34.3 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 21  1.8  11  8.5-9.9-9.9
5285620200113 36.1 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 17  1.2  13 10.0-9.9-9.9
5285620200114 27.9 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 31  0.3  30 24.2-9.9-9.9
5285620200115 17.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 30 -3.7  29 23.2-9.9-9.9
5285620200116 28.9  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 26 -0.4  18 14.7-9.9-9.9
5285620200117 31.6 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 29  5.4  23 18.1-9.9-9.9
5285620200118 34.4 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 17 -1.8  13 10.7-9.9-9.9
5285620200119 33.2 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 16 -2.6  17 13.3-9.9-9.9
5285620200120 33.6 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 23  3.0  11  8.8-9.9-9.9
5285620200121 35.4 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 20  3.1  12  9.8-9.9-9.9
5285620200122 36.4 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 16  0.6   9  7.2-9.9-9.9
5285620200123 30.3 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 26  2.1  23 18.6-9.9-9.9
5285620200124 25.9 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 35  3.2  32 25.6-9.9-9.9
5285620200125 30.5 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 31  5.0  25 20.3-9.9-9.9
5285620200126 27.9 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 23 -0.7  15 12.4-9.9-9.9
5285620200127 30.9 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 23 -0.7  23 18.2-9.9-9.9
5285620200128 24.1 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 30 -0.0  25 20.4-9.9-9.9
5285620200129 25.6  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 27 -2.2  19 15.6-9.9-9.9
5285620200130 22.2 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 38  3.2  29 23.4-9.9-9.9
5285620200131 31.7 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 25  1.8  18 14.7-9.9-9.9
5285620200201 32.5 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 31  4.3  26 20.5-9.9-9.9
5285620200202 28.9  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 24 -2.6  14 11.3-9.9-9.9
5285620200203 26.2 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 26 -1.5  22 17.3-9.9-9.9
5285620200204 20.3  7.9  0.319999-99.9-99.9-99.9-99.9-9.9 99 5.8 32 -0.7  18 14.1-9.9-9.9
5285620200205 19.0  6.2  3.419999-99.9-99.9-99.9-99.9-9.9 99 5.6 31 -1.4  10  7.7-9.9-9.9
5285620200206 16.6  8.0 39.919999-99.9-99.9-99.9-99.9-9.9 9911.8 98  9.4   6  4.8-9.9-9.9
5285620200207 21.2  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 63  7.7   9  7.3-9.9-9.9
5285620200208 22.6  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 45  5.4   7  5.2-9.9-9.9
5285620200209 29.6  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.2 53  9.8   9  7.3-9.9-9.9
5285620200210 32.5 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 31  7.5   8  6.6-9.9-9.9
5285620200211 36.0 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 32  8.9  12  9.7-9.9-9.9
5285620200212 26.6 15.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 39  3.8  22 17.4-9.9-9.9
5285620200213 22.7  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 37  1.1  21 16.8-9.9-9.9
5285620200214 26.5 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 31  2.6  29 22.9-9.9-9.9
5285620200215 26.8 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 29  1.6  35 27.7-9.9-9.9
5285620200216 22.0 10.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 33  0.7  19 15.5-9.9-9.9
5285620200217 23.2  8.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 32  0.2  17 13.3-9.9-9.9
5285620200218 24.3 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 38  2.4  26 20.9-9.9-9.9
5285620200219 20.8  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 30 -2.7  21 16.7-9.9-9.9
5285620200220 20.8  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 25 -4.1   9  7.1-9.9-9.9
5285620200221 24.6  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 24 -3.8   7  5.8-9.9-9.9
5285620200222 32.3  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 23 -1.1   9  7.2-9.9-9.9
5285620200223 30.9 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 23  0.2  18 14.2-9.9-9.9
5285620200224 23.5 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 38  2.2  26 21.0-9.9-9.9
5285620200225 26.4 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 37  3.2  16 12.4-9.9-9.9
5285620200226 30.1 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 36  5.1  22 17.9-9.9-9.9
5285620200227 29.0 16.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 31  3.8  22 17.2-9.9-9.9
5285620200228 29.4 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 27  1.7  16 13.0-9.9-9.9
5285620200229 34.5 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 29  6.2  12  9.9-9.9-9.9
5285620200301 36.6 16.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 22  3.5   6  4.7-9.9-9.9
5285620200302 35.5 18.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 15 -1.6  11  8.6-9.9-9.9
5285620200303 31.8 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 17 -3.5   7  5.5-9.9-9.9
5285620200304 32.2 11.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.2 23  2.0  10  8.0-9.9-9.9
5285620200305 28.8 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 36  6.6   7  5.9-9.9-9.9
5285620200306 31.9 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 35  6.4  14 10.9-9.9-9.9
5285620200307 24.4 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 32 -0.0  34 27.2-9.9-9.9
5285620200308 26.1 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 32  1.6  18 14.1-9.9-9.9
5285620200309 26.8  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 33  1.5   6  4.9-9.9-9.9
5285620200310 29.0  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 25  0.8   9  7.6-9.9-9.9
5285620200311 26.6 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 34  3.8  15 12.1-9.9-9.9
5285620200312 27.1  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 41  4.7  11  8.6-9.9-9.9
5285620200313 23.4  9.4 17.919999-99.9-99.9-99.9-99.9-9.9 9910.1 74  7.0  16 12.6-9.9-9.9
5285620200314 20.9  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 50  3.6  18 14.4-9.9-9.9
5285620200315 24.1  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 43  4.4  15 11.7-9.9-9.9
5285620200316 25.2 10.0  0.319999-99.9-99.9-99.9-99.9-9.9 99 9.8 47  6.6  20 16.2-9.9-9.9
5285620200317 23.5 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 47  6.4   9  7.2-9.9-9.9
5285620200318 28.8  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 27  0.1  14 11.6-9.9-9.9
5285620200319 22.0 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 48  5.2  20 16.3-9.9-9.9
5285620200320 26.8 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 44  7.6  21 16.8-9.9-9.9
5285620200321 23.0 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 40  5.4  14 11.4-9.9-9.9
5285620200322 27.3 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 37  4.9  11  8.4-9.9-9.9
5285620200323 26.2 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 34  4.0  17 13.3-9.9-9.9
5285620200324 24.0 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 43  5.4  11  8.7-9.9-9.9
5285620200325 27.1  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 37  2.9   8  6.7-9.9-9.9
5285620200326 30.3  9.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 31  2.6  11  8.7-9.9-9.9
5285620200327 24.4  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 39  4.2  15 12.1-9.9-9.9
5285620200328 19.6 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 41  0.5  10  8.3-9.9-9.9
5285620200329 18.7  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 40 -1.1  11  8.8-9.9-9.9
5285620200330 20.1  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 37 -2.6   8  6.7-9.9-9.9
5285620200331 24.3  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 33 -2.5   7  5.2-9.9-9.9
5285620200401 20.9  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 41  0.8  14 10.8-9.9-9.9
5285620200402 26.6  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 30  0.1  16 13.1-9.9-9.9
5285620200403 25.3 14.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 31  0.1  20 16.2-9.9-9.9
5285620200404 18.8  6.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 37 -2.2  24 19.1-9.9-9.9
5285620200405 14.9  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 37 -2.9  26 20.8-9.9-9.9
5285620200406 17.8  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 39 -3.1  14 11.1-9.9-9.9
5285620200407 23.5  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 36 -1.1  10  7.7-9.9-9.9
5285620200408 25.8  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 31 -1.4  10  7.9-9.9-9.9
5285620200409 29.7  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 31  1.6   7  5.8-9.9-9.9
5285620200410 25.7 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 38  2.8  10  7.9-9.9-9.9
5285620200411 17.8  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 42 -1.9  18 14.2-9.9-9.9
5285620200412 17.1  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 45 -0.8  20 16.0-9.9-9.9
5285620200413 19.7  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 46  1.3  14 11.5-9.9-9.9
5285620200414 19.6  6.7  1.219999-99.9-99.9-99.9-99.9-9.9 99 6.7 44  1.3  11  8.5-9.9-9.9
5285620200415 21.3 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 72  7.7   6  4.9-9.9-9.9
5285620200416 21.1 10.0  0.319999-99.9-99.9-99.9-99.9-9.9 9912.6 67 10.3   8  6.2-9.9-9.9
5285620200417 27.6 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 57 10.7  11  9.1-9.9-9.9
5285620200418 22.8 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.0 44  5.2  14 11.5-9.9-9.9
5285620200419 16.7  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 50  0.8  26 20.9-9.9-9.9
5285620200420 15.3  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 49 -1.2  17 13.4-9.9-9.9
5285620200421 17.7  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 42 -2.5  10  8.2-9.9-9.9
5285620200422 20.7  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 36 -3.8   5  4.2-9.9-9.9
5285620200423 19.1  2.0  0.619999-99.9-99.9-99.9-99.9-9.9 99 6.7 63  1.0   6  4.9-9.9-9.9
5285620200424 18.0  4.8  2.119999-99.9-99.9-99.9-99.9-9.9 99 8.2 60  4.0   9  7.1-9.9-9.9
5285620200425 12.7  7.2  6.919999-99.9-99.9-99.9-99.9-9.9 9910.7100  7.9   7  5.9-9.9-9.9
5285620200426 13.0  7.6  6.319999-99.9-99.9-99.9-99.9-9.9 9912.9100 10.7  10  7.6-9.9-9.9
