5283020121114 26.2 13.4  0.009999-99.9 12.8-99.9-99.9-9.9 9915.3 62 13.3   5  4.1-9.9-9.9
5283020121115 28.7 14.2  0.009999-99.9 13.8-99.9-99.9-9.9 9915.4 56 13.4   4  3.2-9.9-9.9
5283020121116 30.7 13.2  0.009999-99.9 12.2-99.9-99.9-9.9 9917.4 57 15.3   4  3.4-9.9-9.9
5283020121117 31.3 17.3  0.009999-99.9 16.9-99.9-99.9-9.9 9918.2 54 15.9   5  4.0-9.9-9.9
5283020121118 33.5 17.0  8.019999-99.9 16.5-99.9-99.9-9.9 9920.1 67 17.5   4  3.6-9.9-9.9
5283020121119 30.3 15.7  0.009999-99.9 15.0-99.9-99.9-9.9 9920.1 62 17.6   2  1.6-9.9-9.9
5283020121120 33.0 15.2  0.009999-99.9 14.1-99.9-99.9-9.9 9919.0 50 16.6   2  1.6-9.9-9.9
5283020121121 34.4 19.2  0.009999-99.9 18.6-99.9-99.9-9.9 9919.0 49 16.6   9  7.5-9.9-9.9
5283020121122 26.5 19.5-99.999999-99.9 19.1-99.9-99.9-9.9 9923.0 89 19.6   7  5.3-9.9-9.9
5283020121123-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 9919.2 71 16.8 -99-99.9-9.9-9.9
5283020121124 28.0 13.6  0.009999-99.9 12.9-99.9-99.9-9.9 9914.2 54 11.8   6  4.9-9.9-9.9
5283020121125 27.5 12.3  0.009999-99.9 12.0-99.9-99.9-9.9 9911.8 47  9.3   9  7.0-9.9-9.9
5283020121126 31.6 13.7  0.009999-99.9 12.8-99.9-99.9-9.9 9914.9 57 12.7   3  2.7-9.9-9.9
5283020121127 34.2 15.6  0.009999-99.9 14.9-99.9-99.9-9.9 9915.6 40 13.5   4  3.2-9.9-9.9
5283020121128 35.8 16.7  0.009999-99.9 15.7-99.9-99.9-9.9 9918.0 47 15.8   5  4.3-9.9-9.9
5283020121129 31.2 18.1  0.009999-99.9 18.1-99.9-99.9-9.9 9919.8 61 17.4  13 10.0-9.9-9.9
5283020121130 30.1 18.5  0.009999-99.9 17.5-99.9-99.9-9.9 9920.4 76 17.8   6  4.9-9.9-9.9
5283020121201 32.8 15.4  0.009999-99.9 14.6-99.9-99.9-9.9 9914.8 44 12.5   4  3.5-9.9-9.9
5283020121202 35.6 12.3  0.009999-99.9 11.9-99.9-99.9-9.9 9913.9 34 11.8   4  3.2-9.9-9.9
5283020121203 33.8 20.7  0.219999-99.9 19.7-99.9-99.9-9.9 9919.7 54 17.1   9  7.4-9.9-9.9
5283020121204 32.3 21.3  0.009999-99.9 20.7-99.9-99.9-9.9 9924.3 71 20.6   4  3.3-9.9-9.9
5283020121205 35.3 19.8124.519999-99.9 18.6-99.9-99.9-9.9 9925.8 60 21.5   5  4.3-9.9-9.9
