5284720120605-99.9-99.9  3.319999-99.9-99.9-99.9-99.9-9.9 99 6.1 79 -0.2 -99-99.9-9.9-9.9
5284720120606 10.0 -1.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 58 -5.5 -99-99.9-9.9-9.9
5284720120607 15.2 -4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.8 54 -6.6 -99-99.9-9.9-9.9
5284720120608 15.2 -7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 74 -4.7 -99-99.9-9.9-9.9
5284720120609 15.0 -3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 49 -3.5 -99-99.9-9.9-9.9
5284720120610 17.6 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 81  0.7 -99-99.9-9.9-9.9
5284720120611 13.0 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 64  1.2 -99-99.9-9.9-9.9
5284720120612 18.3  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 68  6.0 -99-99.9-9.9-9.9
5284720120613 19.0  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.7 81  9.2 -99-99.9-9.9-9.9
5284720120614 11.1  6.1  4.719999-99.9-99.9-99.9-99.9-9.9 99 5.8 50 -0.9 -99-99.9-9.9-9.9
5284720120615 11.4  0.2  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.8 74  1.0 -99-99.9-9.9-9.9
5284720120616  7.8 -7.4  1.219999-99.9-99.9-99.9-99.9-9.9 99 5.5 81 -1.8 -99-99.9-9.9-9.9
5284720120617  8.9  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 88  2.9 -99-99.9-9.9-9.9
5284720120618 17.7  0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 74  3.8 -99-99.9-9.9-9.9
5284720120619 16.9  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 75  2.6 -99-99.9-9.9-9.9
5284720120620 14.7 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 71  3.6 -99-99.9-9.9-9.9
5284720120621 16.5  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 60  1.2 -99-99.9-9.9-9.9
5284720120622 15.8  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 47  0.7 -99-99.9-9.9-9.9
5284720120623 18.5  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 57  3.0 -99-99.9-9.9-9.9
5284720120624 15.3 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 48 -2.7 -99-99.9-9.9-9.9
5284720120625 18.3 -6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 42 -4.4 -99-99.9-9.9-9.9
5284720120626 23.0  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 50  2.6 -99-99.9-9.9-9.9
5284720120627 17.7  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 72  7.2 -99-99.9-9.9-9.9
5284720120628 18.9  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 59  3.5 -99-99.9-9.9-9.9
5284720120629 22.6  0.9  0.319999-99.9-99.9-99.9-99.9-9.9 99 6.9 60  1.5 -99-99.9-9.9-9.9
5284720120630 13.3  3.6  3.519999-99.9-99.9-99.9-99.9-9.9 9910.3 98  7.2 -99-99.9-9.9-9.9
5284720120701 19.0  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 64  4.0 -99-99.9-9.9-9.9
5284720120702 11.5 -3.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 66 -4.1 -99-99.9-9.9-9.9
5284720120703 13.9 -5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 45 -6.2 -99-99.9-9.9-9.9
5284720120704 14.4  0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.3 43 -4.9 -99-99.9-9.9-9.9
5284720120705 11.8 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 55 -6.9 -99-99.9-9.9-9.9
5284720120706 11.7 -9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 68 -7.2 -99-99.9-9.9-9.9
5284720120707 13.5 -4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 40 -5.5 -99-99.9-9.9-9.9
5284720120708 16.4  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 67  0.6 -99-99.9-9.9-9.9
5284720120709  7.7 -4.5  0.619999-99.9-99.9-99.9-99.9-9.9 99 5.8 81 -0.9 -99-99.9-9.9-9.9
5284720120710  9.8 -2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 66 -3.7 -99-99.9-9.9-9.9
5284720120711 17.7 -3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 62 -1.3 -99-99.9-9.9-9.9
5284720120712 19.1  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 58  0.6 -99-99.9-9.9-9.9
5284720120713 17.1  3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 63  0.8 -99-99.9-9.9-9.9
5284720120714 11.5 -3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 69 -4.5 -99-99.9-9.9-9.9
5284720120715 12.0 -8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 77 -3.5 -99-99.9-9.9-9.9
5284720120716 17.8 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 73  0.0 -99-99.9-9.9-9.9
5284720120717 20.5 -5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 67 -1.2 -99-99.9-9.9-9.9
5284720120718 22.0  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 48 -0.9 -99-99.9-9.9-9.9
5284720120719 19.7 -0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 49 -1.7 -99-99.9-9.9-9.9
5284720120720 14.3  0.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 54 -0.6 -99-99.9-9.9-9.9
5284720120721 19.1  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 62  0.3 -99-99.9-9.9-9.9
5284720120722 20.5 -6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.2 54 -2.3 -99-99.9-9.9-9.9
5284720120723 16.7  4.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 59  0.6 -99-99.9-9.9-9.9
5284720120724 13.4 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 54 -5.6 -99-99.9-9.9-9.9
5284720120725 19.8 -2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 37 -5.4 -99-99.9-9.9-9.9
5284720120726 14.0 -4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 63 -3.7 -99-99.9-9.9-9.9
5284720120727 17.7 -7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.9 47 -6.2 -99-99.9-9.9-9.9
