5282420061107-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420061214-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420101110-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5282420111114 28.5 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.2 51 11.0 -99-99.9-9.9-9.9
5282420111115 29.1 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 53 12.3 -99-99.9-9.9-9.9
5282420111116 30.2 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.0 45 11.8 -99-99.9-9.9-9.9
5282420111117 27.0 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 74 14.4 -99-99.9-9.9-9.9
5282420111118 27.5 14.8  0.919999-99.9-99.9-99.9-99.9-9.9 9917.7 69 15.5 -99-99.9-9.9-9.9
5282420111119 28.3 14.8 11.819999-99.9-99.9-99.9-99.9-9.9 9918.3 75 16.1 -99-99.9-9.9-9.9
5282420111120 26.6 15.5  0.619999-99.9-99.9-99.9-99.9-9.9 9919.3 84 16.9 -99-99.9-9.9-9.9
5282420111121 25.3 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.9 59 11.6 -99-99.9-9.9-9.9
5282420111122 26.6  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 45 10.3 -99-99.9-9.9-9.9
5282420111123 28.6 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9914.2 47 12.1 -99-99.9-9.9-9.9
5282420111124 32.2 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 9914.3 39 12.0 -99-99.9-9.9-9.9
5282420111125 29.8 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9913.8 48 11.4 -99-99.9-9.9-9.9
5282420111126 29.2 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 41  7.8 -99-99.9-9.9-9.9
5282420111127 28.7 15.7 18.719999-99.9-99.9-99.9-99.9-9.9 9917.2 64 15.0 -99-99.9-9.9-9.9
5282420111128 30.9 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 70 14.9 -99-99.9-9.9-9.9
5282420111129 31.0 11.8 20.219999-99.9-99.9-99.9-99.9-9.9 9916.2 70 14.1 -99-99.9-9.9-9.9
5282420111130 16.4  9.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 77  8.4 -99-99.9-9.9-9.9
5282420111201 21.9  6.1  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 69  8.8 -99-99.9-9.9-9.9
5282420111202 25.5  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 66 10.8 -99-99.9-9.9-9.9
5282420111203 27.4 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.6 63 12.6 -99-99.9-9.9-9.9
5282420111204 27.8 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 68 13.7 -99-99.9-9.9-9.9
5282420111205 25.5 14.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.4 86 16.1 -99-99.9-9.9-9.9
5282420111206 27.1 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 67 13.2 -99-99.9-9.9-9.9
5282420111207 31.1 12.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.1 68 15.8 -99-99.9-9.9-9.9
5282420111208 26.4 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 82 16.4 -99-99.9-9.9-9.9
5282420111209 28.0 14.5  4.519999-99.9-99.9-99.9-99.9-9.9 9917.1 63 15.1 -99-99.9-9.9-9.9
5282420111210 27.5 15.9 29.819999-99.9-99.9-99.9-99.9-9.9 9920.8 88 18.0 -99-99.9-9.9-9.9
5282420111211 30.5 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9918.3 71 16.0 -99-99.9-9.9-9.9
5282420111212 21.1 11.9  0.619999-99.9-99.9-99.9-99.9-9.9 9913.3 68 11.0 -99-99.9-9.9-9.9
5282420111213 22.2 13.7  0.619999-99.9-99.9-99.9-99.9-9.9 9918.3 93 16.1 -99-99.9-9.9-9.9
5282420111214 23.5 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 9917.5 75 15.4 -99-99.9-9.9-9.9
