5285420040508-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285420150703-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285420150704  9.0 -7.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.3 64 -4.7   5  3.8-9.9-9.9
5285420150705  8.0 -0.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.2 80  0.1   8  6.6-9.9-9.9
5285420150706  8.0 -2.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.2 81  0.1   9  7.3-9.9-9.9
5285420150707  7.7 -4.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.6 84  0.9   7  5.4-9.9-9.9
5285420150708 10.6  1.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.1 71  2.0  20 15.9-9.9-9.9
5285420150709  5.0 -2.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.1 75 -2.6  10  7.7-9.9-9.9
5285420150710  6.5 -4.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.4 70 -4.3   6  4.8-9.9-9.9
5285420150711  7.4 -5.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.7 76 -3.6   6  4.9-9.9-9.9
5285420150712  5.2 -3.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.9 65 -6.4   4  3.3-9.9-9.9
5285420150713  5.8 -4.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.3 60 -5.0  15 12.4-9.9-9.9
5285420150714  5.6 -3.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.6 62 -4.0  17 13.7-9.9-9.9
5285420150715  5.4 -0.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.6 79 -1.3  15 11.7-9.9-9.9
5285420150716  5.2 -4.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.9 72 -3.0  15 12.4-9.9-9.9
5285420150717  4.9 -1.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.5100  0.7  14 10.9-9.9-9.9
5285420150718  4.7 -4.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.3 82 -2.0  16 12.5-9.9-9.9
5285420150719  4.6 -4.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.4 76 -4.5   7  5.3-9.9-9.9
5285420150720  3.3 -6.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.7 84 -3.6   9  7.3-9.9-9.9
5285420150721  9.0 -1.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 71 -0.4   7  5.6-9.9-9.9
5285420150722 11.0 -1.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.6 76  0.9  11  8.8-9.9-9.9
5285420150723 12.3  6.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.3 70  4.2  10  8.2-9.9-9.9
5285420150724 15.0  3.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.0 63  1.9  14 11.1-9.9-9.9
5285420150725 12.0  6.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.2 68  4.1  17 13.7-9.9-9.9
5285420150726 11.6  6.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.0 73  3.8  15 12.0-9.9-9.9
5285420150727 10.1  3.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.3 77  2.5  14 10.9-9.9-9.9
5285420150728 10.0  0.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.5 74  0.9   7  5.5-9.9-9.9
5285420150729 11.8 -6.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 77 -0.7   7  5.9-9.9-9.9
5285420150730 11.2  2.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.7 82  3.1   9  7.3-9.9-9.9
5285420150731  9.4 -4.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.6 71 -1.3   7  5.6-9.9-9.9
5285420150801  8.3  1.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 69 -0.5  17 13.5-9.9-9.9
5285420150802  6.0  0.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.0 81 -0.3  20 16.2-9.9-9.9
5285420150803  8.4 -4.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.3 70 -2.0   7  5.4-9.9-9.9
5285420150804 11.4  0.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.6 68  1.0   8  6.4-9.9-9.9
5285420150805 12.5  7.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.2 70  4.0  22 17.2-9.9-9.9
5285420150806  8.8  0.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.6 96  2.9   2  1.8-9.9-9.9
5285420150807  5.7 -2.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.2 78 -2.5   4  3.0-9.9-9.9
5285420150808  5.1-10.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.3 91 -2.8   4  2.9-9.9-9.9
5285420150809  8.2 -0.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.1 82 -0.1   5  4.1-9.9-9.9
5285420150810  6.3 -6.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.9 82 -3.0   7  5.6-9.9-9.9
5285420150811  7.7 -2.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.2 71 -2.2   8  6.8-9.9-9.9
5285420150812 10.0 -5.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.3 77 -2.0   2  1.8-9.9-9.9
5285420150813  9.6 -4.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.4 74 -1.7   9  7.0-9.9-9.9
5285420150814  8.1 -6.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.2 74 -2.3  12  9.7-9.9-9.9
5285420150815  8.1 -2.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.3 60 -5.0  12  9.9-9.9-9.9
5285420150816  8.8 -2.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.6 54 -3.8  15 12.1-9.9-9.9
5285420150817 14.0  3.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.9 68  1.7  18 14.3-9.9-9.9
5285420150818  9.9 -6.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.0 60 -5.7   4  3.4-9.9-9.9
5285420150819 14.5 -8.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.4 62 -4.7   2  1.4-9.9-9.9
5285420150820 15.3  0.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.1 71  2.0   6  4.4-9.9-9.9
5285420150821 12.1  1.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.6 96  4.7   2  1.6-9.9-9.9
5285420150822  7.1  1.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.5 94  2.9   2  1.9-9.9-9.9
5285420150823  5.4  0.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.1 95  2.1   8  6.6-9.9-9.9
5285420150824  8.5  2.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.7 95  5.0  10  7.7-9.9-9.9
5285420150825  9.1  2.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.8 96  5.0   4  3.2-9.9-9.9
5285420150826 10.7  1.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.6 82  2.9  10  7.9-9.9-9.9
5285420150827 10.8 -1.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.0 73  1.8  14 11.0-9.9-9.9
5285420150828  8.2  2.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.5 97  4.5  12  9.6-9.9-9.9
5285420150829  9.2  1.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.7 78  1.2  15 11.7-9.9-9.9
5285420150830  9.6  0.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.8 70 -0.7  11  8.5-9.9-9.9
5285420150831 12.1 -8.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.4 70 -4.6   2  1.3-9.9-9.9
5285420150901 11.1 -8.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.9 75 -3.2   6  4.8-9.9-9.9
5285420150902 13.7 -5.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.0 44 -5.8   4  3.5-9.9-9.9
5285420150903 14.0 -1.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.7 39 -7.3   8  6.8-9.9-9.9
5285420150904 16.3 -4.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.5 64 -1.5   6  4.9-9.9-9.9
5285420150905 21.7 -2.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.8 35 -3.3  11  8.8-9.9-9.9
5285420150906 13.2  4.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 60 -0.8   3  2.8-9.9-9.9
5285420150907 12.7  3.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.4 66  0.3  11  8.7-9.9-9.9
5285420150908  5.2 -1.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.4 85 -2.0  10  7.8-9.9-9.9
5285420150909  5.2 -6.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.1 63 -5.5  15 12.3-9.9-9.9
5285420150910  7.6 -0.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.8 71 -3.3  11  8.9-9.9-9.9
5285420150911 10.5 -1.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.3 60 -1.9  15 11.6-9.9-9.9
5285420150912 15.8 -2.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.3 40 -5.2  11  8.6-9.9-9.9
5285420150913 14.5 -3.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.7 40 -6.9  11  8.7-9.9-9.9
5285420150914 12.5 -5.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.7 48 -6.9  11  8.6-9.9-9.9
5285420150915  4.9 -5.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.4 61 -8.2   6  5.2-9.9-9.9
5285420150916  9.3 -5.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 3.7 51 -6.6  13 10.0-9.9-9.9
5285420150917 10.2 -2.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.2 53 -5.2   9  7.1-9.9-9.9
5285420150918 12.3 -4.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.3 51 -4.7   8  6.4-9.9-9.9
5285420150919 15.2 -6.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.1 46 -5.3   5  4.1-9.9-9.9
5285420150920 15.2 -9.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.6 57 -4.2   3  2.5-9.9-9.9
5285420150921  9.2  2.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.8 74  1.4   3  2.7-9.9-9.9
5285420150922 12.8  0.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.6 75  2.9   5  4.3-9.9-9.9
5285420150923 15.6 -0.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.7 70  1.0   3  2.1-9.9-9.9
5285420150924 15.2 -3.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.6 77  2.6   4  3.2-9.9-9.9
5285420150925 14.6 -0.8-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.1 61 -0.0   5  4.0-9.9-9.9
5285420150926 14.6 -4.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 65 -0.6   9  7.4-9.9-9.9
5285420150927 12.0  5.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.3 69  2.5  11  8.9-9.9-9.9
5285420150928 12.1  1.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.4 54 -1.8   7  5.9-9.9-9.9
5285420150929 15.7 -6.6-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.9 52 -1.0   6  4.9-9.9-9.9
5285420150930 18.0  5.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.2 63  3.8   7  5.3-9.9-9.9
5285420151001 10.5  0.5-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.0 47 -6.1   8  6.2-9.9-9.9
5285420151002 12.8 -5.3-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.6 47 -4.1   7  5.4-9.9-9.9
5285420151003 15.8  1.2-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.1 54 -0.1  14 11.5-9.9-9.9
5285420151004 16.5  6.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 6.8 53  1.5  13 10.8-9.9-9.9
5285420151005 13.8  0.1-99.999999-99.9-99.9-99.9-99.9-9.9 99 5.6 52 -1.6  14 11.3-9.9-9.9
5285420151006 10.9 -0.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.9 55 -3.4  13 10.2-9.9-9.9
5285420151007 10.9 -0.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.8 55 -3.6   8  6.5-9.9-9.9
5285420151008 13.0 -8.7-99.999999-99.9-99.9-99.9-99.9-9.9 99 4.0 46 -5.8   5  4.0-9.9-9.9
