5287620111012-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5287620111013 20.0 14.3  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 92 15.6 -99-99.9-9.9-9.9
5287620111014 25.5 12.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.2 80 14.2 -99-99.9-9.9-9.9
5287620111015 28.3 10.2  0.009999-99.9-99.9-99.9-99.9-9.9 9913.7 50 11.6 -99-99.9-9.9-9.9
5287620111016 30.5 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 56 13.2 -99-99.9-9.9-9.9
5287620111017 21.9 14.5  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 65 11.4 -99-99.9-9.9-9.9
5287620111018 26.7 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.1 62 13.1 -99-99.9-9.9-9.9
5287620111019 27.7 13.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 65 13.8 -99-99.9-9.9-9.9
5287620111020 28.2 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 9916.0 64 14.0 -99-99.9-9.9-9.9
5287620111021 29.7 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.8 54 13.7 -99-99.9-9.9-9.9
5287620111022 29.1 14.2 14.919999-99.9-99.9-99.9-99.9-9.9 9919.3 73 16.8 -99-99.9-9.9-9.9
5287620111023 19.3 13.5  8.819999-99.9-99.9-99.9-99.9-9.9 9917.5100 15.3 -99-99.9-9.9-9.9
5287620111024 21.4 16.2 28.919999-99.9-99.9-99.9-99.9-9.9 9920.9100 18.2 -99-99.9-9.9-9.9
5287620111025 20.1 14.1  1.219999-99.9-99.9-99.9-99.9-9.9 9917.9 96 15.7 -99-99.9-9.9-9.9
5287620111026 22.3  9.7  0.009999-99.9-99.9-99.9-99.9-9.9 9913.0 78 10.8 -99-99.9-9.9-9.9
5287620111027 24.7  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 55  7.5 -99-99.9-9.9-9.9
5287620111028 28.5  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 9915.0 56 12.8 -99-99.9-9.9-9.9
5287620111029 22.4 13.8  3.919999-99.9-99.9-99.9-99.9-9.9 9916.6 84 14.5 -99-99.9-9.9-9.9
