5271820111012-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820111013 20.3 14.9-99.999999-99.9-99.9-99.9-99.9-9.9 9919.1100 16.7 -99-99.9-9.9-9.9
5271820111014 24.0 13.9-99.999999-99.9-99.9-99.9-99.9-9.9 9916.4 83 14.3 -99-99.9-9.9-9.9
5271820111015 28.0  8.6-99.999999-99.9-99.9-99.9-99.9-9.9 9914.3 73 12.1 -99-99.9-9.9-9.9
5271820111016 29.0  9.4-99.999999-99.9-99.9-99.9-99.9-9.9 9914.7 56 12.7 -99-99.9-9.9-9.9
5271820111017 21.4 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9913.9 69 11.7 -99-99.9-9.9-9.9
5271820111018 25.3 10.1-99.999999-99.9-99.9-99.9-99.9-9.9 9914.8 73 12.7 -99-99.9-9.9-9.9
5271820111019 26.8 10.7-99.999999-99.9-99.9-99.9-99.9-9.9 9916.1 70 14.0 -99-99.9-9.9-9.9
5271820111020 28.4 10.0-99.999999-99.9-99.9-99.9-99.9-9.9 9915.2 62 13.1 -99-99.9-9.9-9.9
5271820111021 29.5 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9916.5 69 14.4 -99-99.9-9.9-9.9
5271820111022 29.0 12.5-99.999999-99.9-99.9-99.9-99.9-9.9 9918.5 72 16.1 -99-99.9-9.9-9.9
5271820111023 17.7 13.3-99.999999-99.9-99.9-99.9-99.9-9.9 9918.0100 15.8 -99-99.9-9.9-9.9
5271820111024 23.8 16.8-99.999999-99.9-99.9-99.9-99.9-9.9 9921.4 98 18.6 -99-99.9-9.9-9.9
5271820111025 19.6 15.0-99.999999-99.9-99.9-99.9-99.9-9.9 9917.9 98 15.7 -99-99.9-9.9-9.9
5271820111026 20.2 10.6-99.999999-99.9-99.9-99.9-99.9-9.9 9912.5 80 10.2 -99-99.9-9.9-9.9
5271820111027 22.7  5.9-99.999999-99.9-99.9-99.9-99.9-9.9 9910.8 67  7.9 -99-99.9-9.9-9.9
5271820111028 29.8  7.4-99.999999-99.9-99.9-99.9-99.9-9.9 9913.7 55 11.4 -99-99.9-9.9-9.9
5271820111029 23.9 14.4-99.999999-99.9-99.9-99.9-99.9-9.9 9916.8 80 14.6 -99-99.9-9.9-9.9
5271820111030 24.1  7.4-99.999999-99.9-99.9-99.9-99.9-9.9 9911.5 58  8.9 -99-99.9-9.9-9.9
5271820111031 23.5  3.2-99.999999-99.9-99.9-99.9-99.9-9.9 9910.0 54  6.8 -99-99.9-9.9-9.9
5271820111101 25.8  9.2-99.999999-99.9-99.9-99.9-99.9-9.9 9912.2 56  9.8 -99-99.9-9.9-9.9
5271820111102 30.8 10.6-99.999999-99.9-99.9-99.9-99.9-9.9 9915.7 58 13.7 -99-99.9-9.9-9.9
5271820111103 31.7 14.8-99.999999-99.9-99.9-99.9-99.9-9.9 9915.0 42 12.9 -99-99.9-9.9-9.9
5271820111104 34.0 16.5-99.999999-99.9-99.9-99.9-99.9-9.9 9918.1 49 15.9 -99-99.9-9.9-9.9
5271820111105 32.0 19.0-99.999999-99.9-99.9-99.9-99.9-9.9 9921.5 61 18.6 -99-99.9-9.9-9.9
5271820111106 30.5 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 9920.0 69 17.4 -99-99.9-9.9-9.9
5271820111107 33.5 16.2-99.999999-99.9-99.9-99.9-99.9-9.9 9918.3 55 16.0 -99-99.9-9.9-9.9
5271820111108 35.7 16.7-99.999999-99.9-99.9-99.9-99.9-9.9 9917.5 49 15.2 -99-99.9-9.9-9.9
5271820111109 28.3 20.1-99.999999-99.9-99.9-99.9-99.9-9.9 9923.8 81 19.8 -99-99.9-9.9-9.9
5271820111110 23.4 12.3-99.999999-99.9-99.9-99.9-99.9-9.9 9911.2 56  8.3 -99-99.9-9.9-9.9
5271820111111 28.1  8.0-99.999999-99.9-99.9-99.9-99.9-9.9 9912.2 54  9.7 -99-99.9-9.9-9.9
5271820111112 30.2  9.3-99.999999-99.9-99.9-99.9-99.9-9.9 9913.7 49 11.7 -99-99.9-9.9-9.9
5271820111113 29.4 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9912.9 45 10.5 -99-99.9-9.9-9.9
5271820111114 26.5 15.2-99.999999-99.9-99.9-99.9-99.9-9.9 9914.3 62 12.1 -99-99.9-9.9-9.9
5271820111115 29.1  8.9-99.999999-99.9-99.9-99.9-99.9-9.9 9913.0 52 10.7 -99-99.9-9.9-9.9
5271820111116 32.0 10.6-99.999999-99.9-99.9-99.9-99.9-9.9 9914.1 42 12.0 -99-99.9-9.9-9.9
5271820111117 32.3 10.0-99.999999-99.9-99.9-99.9-99.9-9.9 9914.0 49 11.9 -99-99.9-9.9-9.9
5271820111118 33.9 12.9-99.999999-99.9-99.9-99.9-99.9-9.9 9915.0 46 12.9 -99-99.9-9.9-9.9
5271820111119 36.0 13.3-99.999999-99.9-99.9-99.9-99.9-9.9 9918.2 59 15.9 -99-99.9-9.9-9.9
5271820111120 25.5 18.6-99.999999-99.9-99.9-99.9-99.9-9.9 9924.8 93 20.9 -99-99.9-9.9-9.9
5271820111121 21.6 17.0-99.999999-99.9-99.9-99.9-99.9-9.9 9921.8100 18.9 -99-99.9-9.9-9.9
5271820111122 27.3 13.6-99.999999-99.9-99.9-99.9-99.9-9.9 9916.0 67 13.9 -99-99.9-9.9-9.9
5271820111123 29.0 13.6-99.999999-99.9-99.9-99.9-99.9-9.9 9919.1 72 16.7 -99-99.9-9.9-9.9
5271820111124 32.4 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9919.7 63 17.2 -99-99.9-9.9-9.9
5271820111125 34.9 15.5-99.999999-99.9-99.9-99.9-99.9-9.9 9919.9 58 17.2 -99-99.9-9.9-9.9
5271820111126 34.7 18.8-99.999999-99.9-99.9-99.9-99.9-9.9 9918.7 44 16.0 -99-99.9-9.9-9.9
5271820111127 36.6 21.2-99.999999-99.9-99.9-99.9-99.9-9.9 9918.0 44 15.5 -99-99.9-9.9-9.9
5271820111128 28.3 21.4-99.999999-99.9-99.9-99.9-99.9-9.9 9926.5 87 22.0 -99-99.9-9.9-9.9
5271820111129 36.0 17.0-99.999999-99.9-99.9-99.9-99.9-9.9 9923.1 62 19.6 -99-99.9-9.9-9.9
5271820111130 26.0 14.1-99.999999-99.9-99.9-99.9-99.9-9.9 9914.2 65 11.6 -99-99.9-9.9-9.9
5271820111201 27.4  7.1-99.999999-99.9-99.9-99.9-99.9-9.9 9910.8 54  7.9 -99-99.9-9.9-9.9
5271820111202 29.3  8.3-99.999999-99.9-99.9-99.9-99.9-9.9 9912.8 46 10.5 -99-99.9-9.9-9.9
5271820111203 30.6 13.0-99.999999-99.9-99.9-99.9-99.9-9.9 9912.7 42 10.5 -99-99.9-9.9-9.9
5271820111204 30.7 13.6-99.999999-99.9-99.9-99.9-99.9-9.9 9916.1 52 14.0 -99-99.9-9.9-9.9
5271820111205 34.3 13.4-99.999999-99.9-99.9-99.9-99.9-9.9 9918.6 58 16.2 -99-99.9-9.9-9.9
5271820111206 33.4 15.1-99.999999-99.9-99.9-99.9-99.9-9.9 9917.2 47 14.9 -99-99.9-9.9-9.9
5271820111207 32.6  9.8-99.999999-99.9-99.9-99.9-99.9-9.9 9912.7 39 10.3 -99-99.9-9.9-9.9
5271820111208 33.3 12.0-99.999999-99.9-99.9-99.9-99.9-9.9 9915.5 48 13.4 -99-99.9-9.9-9.9
5271820111209 32.7 13.7-99.999999-99.9-99.9-99.9-99.9-9.9 9916.8 48 14.7 -99-99.9-9.9-9.9
5271820111210-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820111213-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820120627-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820120628 26.8 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.0 88 18.2 -99-99.9-9.9-9.9
5271820120629 22.1 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 90 15.6 -99-99.9-9.9-9.9
5271820120630 19.2 14.6  0.009999-99.9-99.9-99.9-99.9-9.9 9918.7 99 16.4 -99-99.9-9.9-9.9
5271820120701 30.9 15.0  0.009999-99.9-99.9-99.9-99.9-9.9 9922.8 79 19.6 -99-99.9-9.9-9.9
5271820120702 22.8  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9912.5 77  9.4 -99-99.9-9.9-9.9
5271820120703 12.0  5.8-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820121128-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5271820121129 31.5 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 65 18.2 -99-99.9-9.9-9.9
5271820121130 28.4 18.3  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 76 17.7 -99-99.9-9.9-9.9
5271820121201 31.2 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 9916.3 55 14.1 -99-99.9-9.9-9.9
5271820121202 34.8 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9915.2 37 13.2 -99-99.9-9.9-9.9
5271820121203 29.3 20.7 11.519999-99.9-99.9-99.9-99.9-9.9 9922.0 85 18.8 -99-99.9-9.9-9.9
5271820121204 31.0 20.4  0.009999-99.9-99.9-99.9-99.9-9.9 9925.5 79 21.4 -99-99.9-9.9-9.9
5271820121205 33.4 19.7  2.019999-99.9-99.9-99.9-99.9-9.9 9927.7 72 22.7 -99-99.9-9.9-9.9
5271820121206 36.4 25.0 63.519999-99.9-99.9-99.9-99.9-9.9 9931.3 74 24.8 -99-99.9-9.9-9.9
5271820121207 31.8 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 60 14.2 -99-99.9-9.9-9.9
5271820121208 31.3 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9915.6 47 13.6 -99-99.9-9.9-9.9
5271820121209 32.5 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 50 15.7 -99-99.9-9.9-9.9
5271820121210 35.7 18.7 10.219999-99.9-99.9-99.9-99.9-9.9 9922.9 65 19.4 -99-99.9-9.9-9.9
5271820121211 31.3 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9919.3 62 16.9 -99-99.9-9.9-9.9
5271820121212 32.8 17.6  0.009999-99.9-99.9-99.9-99.9-9.9 9922.8 68 19.6 -99-99.9-9.9-9.9
5271820121213 32.8 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.5 47 15.2 -99-99.9-9.9-9.9
5271820121214 32.9 15.6  0.519999-99.9-99.9-99.9-99.9-9.9 9921.5 62 18.5 -99-99.9-9.9-9.9
5271820121215 33.1 19.0  0.009999-99.9-99.9-99.9-99.9-9.9 9921.7 62 18.8 -99-99.9-9.9-9.9
5271820121216 31.5 17.8  3.219999-99.9-99.9-99.9-99.9-9.9 9922.1 87 19.1 -99-99.9-9.9-9.9
5271820121217 23.9 16.0 38.019999-99.9-99.9-99.9-99.9-9.9 9918.9 83 16.5 -99-99.9-9.9-9.9
5271820121218 26.2 15.3 22.819999-99.9-99.9-99.9-99.9-9.9 9922.0 90 19.0 -99-99.9-9.9-9.9
5271820121219 27.8 20.2 36.219999-99.9-99.9-99.9-99.9-9.9 9927.1 91 22.3 -99-99.9-9.9-9.9
5271820121220 26.0 19.1  0.009999-99.9-99.9-99.9-99.9-9.9 9923.0 92 19.7 -99-99.9-9.9-9.9
5271820121221 28.8 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 9919.5 68 17.1 -99-99.9-9.9-9.9
5271820121222 30.3 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.4 65 16.9 -99-99.9-9.9-9.9
5271820121223 33.1 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9925.5 71 21.1 -99-99.9-9.9-9.9
5271820121224 36.6 24.5  0.009999-99.9-99.9-99.9-99.9-9.9 9931.4 64 24.9 -99-99.9-9.9-9.9
5271820121225 31.2 21.1  0.009999-99.9-99.9-99.9-99.9-9.9 9922.2 61 18.5 -99-99.9-9.9-9.9
5271820121226 26.7 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 9915.4 65 13.4 -99-99.9-9.9-9.9
5271820121227 27.0 11.1  0.009999-99.9-99.9-99.9-99.9-9.9 9914.7 58 12.7 -99-99.9-9.9-9.9
5271820121228 28.9 12.9  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 57 13.7 -99-99.9-9.9-9.9
5271820121229 33.0 14.9  0.009999-99.9-99.9-99.9-99.9-9.9 9918.3 56 16.0 -99-99.9-9.9-9.9
5271820121230 34.4 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9923.8 63 20.2 -99-99.9-9.9-9.9
5271820121231 34.8 21.3  1.519999-99.9-99.9-99.9-99.9-9.9 9926.2 80 21.7 -99-99.9-9.9-9.9
5271820130101 23.7 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.9 57  9.5 -99-99.9-9.9-9.9
5271820130102 27.0  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.9 53 10.7 -99-99.9-9.9-9.9
5271820130103 30.4 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9916.7 57 14.6 -99-99.9-9.9-9.9
5271820130104 35.3 17.2  0.009999-99.9-99.9-99.9-99.9-9.9 9923.3 59 19.9 -99-99.9-9.9-9.9
5271820130105 29.0 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9924.8 86 20.9 -99-99.9-9.9-9.9
5271820130106 32.7 16.8  0.009999-99.9-99.9-99.9-99.9-9.9 9923.7 74 20.2 -99-99.9-9.9-9.9
5271820130107 35.2 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9925.5 72 21.4 -99-99.9-9.9-9.9
5271820130108 34.9 20.1  0.009999-99.9-99.9-99.9-99.9-9.9 9926.1 68 21.8 -99-99.9-9.9-9.9
5271820130109 36.6 21.0  0.009999-99.9-99.9-99.9-99.9-9.9 9924.1 59 20.4 -99-99.9-9.9-9.9
5271820130110 34.5 19.5  0.009999-99.9-99.9-99.9-99.9-9.9 9921.9 56 18.8 -99-99.9-9.9-9.9
5271820130111 33.6 17.0  0.009999-99.9-99.9-99.9-99.9-9.9 9918.5 56 16.1 -99-99.9-9.9-9.9
5271820130112 32.7 16.0  0.009999-99.9-99.9-99.9-99.9-9.9 9917.6 53 15.5 -99-99.9-9.9-9.9
5271820130113 32.8 16.1  0.009999-99.9-99.9-99.9-99.9-9.9 9917.3 51 15.1 -99-99.9-9.9-9.9
5271820130114 33.5 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 9918.6 54 16.3 -99-99.9-9.9-9.9
5271820130115 34.5 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.1 55 17.5 -99-99.9-9.9-9.9
5271820130116 36.4 17.6  0.519999-99.9-99.9-99.9-99.9-9.9 9921.0 56 18.2 -99-99.9-9.9-9.9
5271820130117 34.2 21.5  0.009999-99.9-99.9-99.9-99.9-9.9 9923.7 68 20.2 -99-99.9-9.9-9.9
5271820130118 34.3 17.4  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 58 18.1 -99-99.9-9.9-9.9
5271820130119 32.7 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9920.9 60 18.2 -99-99.9-9.9-9.9
5271820130120 31.1 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 9916.5 55 14.4 -99-99.9-9.9-9.9
5271820130121 32.3 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9917.0 54 14.9 -99-99.9-9.9-9.9
