5273220111118-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5273220111122-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5273220111123 30.6 14.8  0.009999-99.9-99.9-99.9-99.9-9.9 9916.1 52 14.1 -99-99.9-9.9-9.9
5273220111124 34.0 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.2 52 16.8 -99-99.9-9.9-9.9
5273220111125 34.2 19.1 43.519999-99.9-99.9-99.9-99.9-9.9 9922.4 74 19.2 -99-99.9-9.9-9.9
5273220111126 28.8 17.5  0.009999-99.9-99.9-99.9-99.9-9.9 9923.3 76 19.9 -99-99.9-9.9-9.9
5273220111127 30.7 19.4 22.319999-99.9-99.9-99.9-99.9-9.9 9923.5 72 20.1 -99-99.9-9.9-9.9
5273220111128 29.4 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 9925.2 86 21.2 -99-99.9-9.9-9.9
5273220111129 32.1 19.6  0.319999-99.9-99.9-99.9-99.9-9.9 9925.0 81 21.0 -99-99.9-9.9-9.9
5273220111130 22.9 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 9911.8 63  9.3 -99-99.9-9.9-9.9
5273220111201 27.1  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 48  9.0 -99-99.9-9.9-9.9
5273220111202 29.9 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 9914.5 50 12.4 -99-99.9-9.9-9.9
5273220111203 31.5 15.2  0.009999-99.9-99.9-99.9-99.9-9.9 9914.8 45 12.8 -99-99.9-9.9-9.9
5273220111204 24.8 15.2 17.419999-99.9-99.9-99.9-99.9-9.9 9918.7 91 16.4 -99-99.9-9.9-9.9
5273220111205 32.2 12.6  0.009999-99.9-99.9-99.9-99.9-9.9 9919.4 74 16.9 -99-99.9-9.9-9.9
5273220111206 33.4 13.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.7 61 15.3 -99-99.9-9.9-9.9
5273220111207 33.9 16.5  0.009999-99.9-99.9-99.9-99.9-9.9 9916.4 49 14.1 -99-99.9-9.9-9.9
5273220111208 35.1 13.0  0.009999-99.9-99.9-99.9-99.9-9.9 9915.7 43 13.5 -99-99.9-9.9-9.9
