5272020110831-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5272020110901-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 26 -5.9 -99-99.9-9.9-9.9
5272020110902 17.9  0.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 48  1.3 -99-99.9-9.9-9.9
5272020110903 15.9  2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 47 -3.4 -99-99.9-9.9-9.9
5272020110904 11.9  2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 41 -4.6 -99-99.9-9.9-9.9
5272020110905 11.4 -1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 47 -5.4 -99-99.9-9.9-9.9
5272020110906 12.9 -3.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 52 -4.3 -99-99.9-9.9-9.9
5272020110907 16.8 -1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 51 -2.5 -99-99.9-9.9-9.9
5272020110908 17.9  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 37 -2.3 -99-99.9-9.9-9.9
5272020110909 15.5  1.5  2.419999-99.9-99.9-99.9-99.9-9.9 99 5.5 47 -2.0 -99-99.9-9.9-9.9
5272020110910 15.8  0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 49 -0.6 -99-99.9-9.9-9.9
5272020110911 16.7  7.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 45  0.1 -99-99.9-9.9-9.9
5272020110912 16.5  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 30 -4.9 -99-99.9-9.9-9.9
5272020110913 19.2 -5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 38 -7.5 -99-99.9-9.9-9.9
5272020110914 25.7 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.6 26 -7.2 -99-99.9-9.9-9.9
5272020110915 22.8 11.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 33 -1.3 -99-99.9-9.9-9.9
5272020110916 15.9  5.4  0.619999-99.9-99.9-99.9-99.9-9.9 99 5.7 40 -1.4 -99-99.9-9.9-9.9
5272020110917 18.9 -0.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 40 -4.1 -99-99.9-9.9-9.9
5272020110918 25.2 -6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.0 32 -9.4 -99-99.9-9.9-9.9
5272020110919 24.4  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 28 -4.4 -99-99.9-9.9-9.9
5272020110920 24.2  5.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 40  1.2 -99-99.9-9.9-9.9
5272020110921 23.4  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 43 -1.2 -99-99.9-9.9-9.9
5272020110922 16.9  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 55  0.4 -99-99.9-9.9-9.9
5272020110923 22.2 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 39  1.8 -99-99.9-9.9-9.9
5272020110924 20.8  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 40  0.9 -99-99.9-9.9-9.9
5272020110925 20.0  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 37 -2.7 -99-99.9-9.9-9.9
5272020110926 17.9 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 47 -3.3 -99-99.9-9.9-9.9
5272020110927 21.7 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 37 -1.7 -99-99.9-9.9-9.9
5272020110928 19.2  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 48  1.7 -99-99.9-9.9-9.9
5272020110929 18.4  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 44 -0.3 -99-99.9-9.9-9.9
5272020110930 20.0 -2.6  0.319999-99.9-99.9-99.9-99.9-9.9 99 4.8 44 -3.4 -99-99.9-9.9-9.9
5272020111001 17.7  3.4  0.319999-99.9-99.9-99.9-99.9-9.9 99 7.0 46  1.3 -99-99.9-9.9-9.9
5272020111002 18.8 -2.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 45 -3.7 -99-99.9-9.9-9.9
5272020111003 22.8  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.4 31 -4.4 -99-99.9-9.9-9.9
5272020111004 21.5  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 36 -0.7 -99-99.9-9.9-9.9
5272020111005 22.6  4.6  8.519999-99.9-99.9-99.9-99.9-9.9 99 6.2 39  0.2 -99-99.9-9.9-9.9
5272020111006 19.9  5.2  8.519999-99.9-99.9-99.9-99.9-9.9 9910.6 72  7.8 -99-99.9-9.9-9.9
5272020111007 15.5  5.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 74  6.2 -99-99.9-9.9-9.9
5272020111008 19.5  8.1  0.319999-99.9-99.9-99.9-99.9-9.9 9910.1 66  7.1 -99-99.9-9.9-9.9
5272020111009 21.0  6.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 46  2.4 -99-99.9-9.9-9.9
5272020111010 19.6  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 38 -4.2 -99-99.9-9.9-9.9
5272020111011 17.8  5.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 34 -4.4 -99-99.9-9.9-9.9
5272020111012 16.1  6.0 10.119999-99.9-99.9-99.9-99.9-9.9 99 7.8 75  3.1 -99-99.9-9.9-9.9
5272020111013 19.5  4.9  0.919999-99.9-99.9-99.9-99.9-9.9 99 8.6 69  4.7 -99-99.9-9.9-9.9
5272020111014 20.0  4.3  0.319999-99.9-99.9-99.9-99.9-9.9 99 7.2 48  2.2 -99-99.9-9.9-9.9
5272020111015 19.0 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 34 -0.7 -99-99.9-9.9-9.9
5272020111016 19.9 -0.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 41 -3.1 -99-99.9-9.9-9.9
5272020111017 20.1  2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 34 -3.9 -99-99.9-9.9-9.9
5272020111018 23.8  0.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 34 -5.3 -99-99.9-9.9-9.9
5272020111019 26.0 12.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 27 -2.1 -99-99.9-9.9-9.9
5272020111020 24.2 10.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 39  1.0 -99-99.9-9.9-9.9
5272020111021 22.9 -1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 36 -5.7 -99-99.9-9.9-9.9
5272020111022 22.7 -2.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 38 -5.1 -99-99.9-9.9-9.9
5272020111023 26.4 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.5 29 -7.7 -99-99.9-9.9-9.9
5272020111024 25.5  0.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 37 -4.4 -99-99.9-9.9-9.9
5272020111025 23.6  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 38 -3.9 -99-99.9-9.9-9.9
5272020111026 28.2 -0.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.4 23 -7.8 -99-99.9-9.9-9.9
5272020111027 27.7  8.7  1.819999-99.9-99.9-99.9-99.9-9.9 99 5.3 28 -2.3 -99-99.9-9.9-9.9
5272020111028 21.6  6.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 42  2.7 -99-99.9-9.9-9.9
5272020111029 26.2  3.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 39 -1.6 -99-99.9-9.9-9.9
5272020111030 28.9  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.5 35 -1.7 -99-99.9-9.9-9.9
5272020111031 32.8  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.7 26 -3.8 -99-99.9-9.9-9.9
5272020111101 31.9 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 25 -0.5 -99-99.9-9.9-9.9
5272020111102 27.5  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 33  0.1 -99-99.9-9.9-9.9
5272020111103 24.5  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 33 -1.3 -99-99.9-9.9-9.9
5272020111104 25.4  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 33 -3.2 -99-99.9-9.9-9.9
5272020111105 26.9  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 31 -2.7 -99-99.9-9.9-9.9
5272020111106 27.4  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 30 -0.3 -99-99.9-9.9-9.9
5272020111107 26.5  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 36  2.8 -99-99.9-9.9-9.9
5272020111108 23.3 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 44  2.4 -99-99.9-9.9-9.9
5272020111109 19.7  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 44 -0.5 -99-99.9-9.9-9.9
5272020111110 21.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 35 -3.1 -99-99.9-9.9-9.9
5272020111111 26.1  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 38 -2.0 -99-99.9-9.9-9.9
5272020111112 30.5  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 32  0.9 -99-99.9-9.9-9.9
5272020111113 30.4  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 35  4.1 -99-99.9-9.9-9.9
5272020111114 31.1 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 35  3.3 -99-99.9-9.9-9.9
5272020111115 33.1  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.3 24 -2.3 -99-99.9-9.9-9.9
5272020111116 36.0 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 20 -1.5 -99-99.9-9.9-9.9
5272020111117 32.7 15.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 27  2.6 -99-99.9-9.9-9.9
5272020111118 25.3 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 35  1.2 -99-99.9-9.9-9.9
5272020111119 26.1  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 34 -4.5 -99-99.9-9.9-9.9
5272020111120 24.3 10.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.0 28 -2.7 -99-99.9-9.9-9.9
5272020111121 20.2  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 37  1.0 -99-99.9-9.9-9.9
5272020111122 22.0 12.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 40  2.6 -99-99.9-9.9-9.9
5272020111123 22.4 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 39  1.2 -99-99.9-9.9-9.9
5272020111124 23.0 12.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 31  0.0 -99-99.9-9.9-9.9
5272020111125 22.3 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 32 -1.9 -99-99.9-9.9-9.9
5272020111126 30.9  2.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.1 28 -5.7 -99-99.9-9.9-9.9
5272020111127 28.9 13.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 32 -1.0 -99-99.9-9.9-9.9
5272020111128 25.9  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 37  0.1 -99-99.9-9.9-9.9
5272020111129 24.4  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.9 34 -3.6 -99-99.9-9.9-9.9
5272020111130 30.6  3.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.0 23 -5.8 -99-99.9-9.9-9.9
5272020111201 35.9  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 3.7 16 -7.0 -99-99.9-9.9-9.9
5272020111202 34.0 15.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.1 18 -2.4 -99-99.9-9.9-9.9
5272020111203 27.5  8.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 36  1.8 -99-99.9-9.9-9.9
5272020111204 28.1 13.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 34  3.0 -99-99.9-9.9-9.9
5272020111205 28.6  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 36  1.8 -99-99.9-9.9-9.9
5272020111206 34.5  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 26 -2.3 -99-99.9-9.9-9.9
5272020111207 34.0 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 26 -0.4 -99-99.9-9.9-9.9
5272020111208 35.4 16.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 20  0.1 -99-99.9-9.9-9.9
5272020111209 34.8 10.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 21 -1.2 -99-99.9-9.9-9.9
5272020111210 30.0 16.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 28  1.4 -99-99.9-9.9-9.9
5272020111211 25.5 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.5 32  0.9 -99-99.9-9.9-9.9
5272020111212 32.5  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 32  0.3 -99-99.9-9.9-9.9
5272020111213 37.5  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.6 16 -3.9 -99-99.9-9.9-9.9
5272020111214 38.2 13.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 17 -1.7 -99-99.9-9.9-9.9
5272020111215 39.4 22.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 13 -0.8 -99-99.9-9.9-9.9
5272020111216 38.8 24.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.4 15  0.4 -99-99.9-9.9-9.9
5272020111217 37.0 12.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.8 20 -1.0 -99-99.9-9.9-9.9
5272020111218 30.5 11.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.2 27 -0.3 -99-99.9-9.9-9.9
5272020111219 29.5  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 31  0.4 -99-99.9-9.9-9.9
5272020111220 24.9 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 33  0.9 -99-99.9-9.9-9.9
5272020111221 22.3 10.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.4 32 -1.9 -99-99.9-9.9-9.9
5272020111222 17.6  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.5 36 -4.1 -99-99.9-9.9-9.9
5272020111223 24.1  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 32 -5.9 -99-99.9-9.9-9.9
5272020111224 33.1  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 2.6 13-11.5 -99-99.9-9.9-9.9
5272020111225 35.7  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.2 16 -5.6 -99-99.9-9.9-9.9
5272020111226 35.8 18.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 21  2.3 -99-99.9-9.9-9.9
